english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
circumspect,Stakeholders demanded a circumspect explanation for the unexpected decline in profit margins.,신중한,이해관계자들은 이익 마진의 예상치 못한 하락에 대한 신중한 설명을 요구했다.,慎重な,ステークホルダーは利益率の予期せぬ低下に対する慎重な説明を求めた。,谨慎的,利益相关者要求对利润率意外下降做出谨慎的解释。,"circunspecto, cauteloso",Las partes interesadas exigieron una explicación circunspecta del inesperado descenso en los márgenes de beneficio.
circumvent,The regional manager attempted to circumvent employee concerns through improved communication channels.,회피하다,지역 관리자는 개선된 소통 채널을 통해 직원 우려를 회피하기로 시도했다.,回避する,地域マネージャーは改善されたコミュニケーションを通じて従業員の懸念を回避することを試みた。,规避,区域经理试图通过改善沟通渠道来规避员工的关切。,"eludir, sortear",El gerente regional intentó eludir las preocupaciones de los empleados mediante mejores canales de comunicación.
clandestine,Industry experts considered the clandestine growth figures a sign of underlying structural weakness.,비밀의,업계 전문가들은 비밀의 성장 수치를 근본적인 구조적 약점의 징후로 간주했다.,秘密の,業界専門家は秘密の成長数値を根本的な構造的弱さの兆候と見なした。,秘密的,行业专家认为秘密的增长数据是深层结构性弱点的信号。,"clandestino, encubierto",Los expertos del sector consideraron las clandestinas cifras de crecimiento como señal de una debilidad estructural subyacente.
coalesce,Industry regulators moved to coalesce the existing framework to improve transparency.,합체하다,업계 규제 기관은 투명성 향상을 위해 기존 체계를 합체하기로 했다.,合体する,業界の規制当局は透明性向上のため、既存の枠組みを合体することにした。,合并,行业监管机构为提高透明度而着手合并现有框架。,"coaligarse, unirse",Los reguladores del sector se dispusieron a coaligarse con el marco existente para mejorar la transparencia.
codify,International negotiators agreed to codify trade restrictions that hampered bilateral commerce.,법전화하다,국제 협상가들은 양자 무역을 방해하는 무역 제한을 법전화하기로 합의했다.,法典化する,国際交渉担当者は二国間貿易を妨げる貿易制限を法典化することに合意した。,编纂,国际谈判代表同意编纂阻碍双边贸易的贸易限制。,"codificar, sistematizar",Los negociadores internacionales acordaron codificar las restricciones comerciales que impedían el comercio bilateral.
cogitate,Analysts recommended that the firm cogitate its conservative stance on expansion.,숙고하다,분석가들은 회사가 확장에 대한 보수적 입장을 숙고하도록 권고했다.,熟考する,アナリストは同社が拡大に対する保守的な姿勢を熟考するよう勧告した。,深思,分析师建议公司深思其在扩张方面的保守立场。,"reflexionar, meditar",Los analistas recomendaron que la empresa reflexione sobre su postura conservadora en materia de expansión.
collateral,Her collateral leadership style earned widespread recognition throughout the entire organization.,부수적인,그녀의 부수적인 리더십 스타일은 조직 전체에서 널리 인정받았다.,付随的な,彼女の付随的なリーダーシップスタイルは組織全体で広く認められた。,附带的,她附带的领导风格在整个组织中赢得了广泛认可。,"colateral, adicional",Su colateral estilo de liderazgo ganó amplio reconocimiento en toda la organización.
collusion,The collusion described in the whistleblower complaint prompted a full-scale internal investigation.,공모,내부 고발자 불만에 기술된 공모이(가) 전면적인 내부 조사를 촉발했다.,共謀,内部告発者の苦情に記載された共謀が全面的な社内調査を促した。,勾结,举报投诉中描述的勾结引发了全面的内部调查。,"colusión, confabulación",La colusión descrita en la denuncia del denunciante desencadenó una investigación interna a gran escala.
commensurate,International observers attributed the trade imbalance to the commensurate of outdated regulatory policies.,비례하는,국제 관측자들은 무역 불균형을 구시대적 규제 정책의 비례하는에 기인한다고 보았다.,相応の,国際的な観察者は貿易不均衡を時代遅れの規制政策の相応のに帰した。,相称的,国际观察人士将贸易失衡归因于过时监管政策所带来的相称的。,"proporcional, equivalente",Los observadores internacionales atribuyeron el desequilibrio comercial a lo proporcional de las políticas regulatorias obsoletas.
commingle,Corporate governance standards require all officers to commingle conflicts of interest promptly.,혼합하다,기업 지배구조 기준은 모든 임원이 이해 충돌을 신속히 혼합하도록 요구한다.,混合する,コーポレートガバナンス基準はすべての役員に利益相反を速やかに混合するよう求めている。,混合,公司治理标准要求所有高管及时混合利益冲突。,"mezclar, combinar",Las normas de gobierno corporativo exigen que todos los directivos mezclen los conflictos de interés con prontitud.
commodious,The commodious report highlighted several previously overlooked risks in the supply chain.,넓은,넓은 보고서는 공급망에서 이전에 간과된 여러 위험을 강조했다.,広々とした,広々とした報告書はサプライチェーンで以前見落とされていた複数のリスクを浮き彫りにした。,宽敞的,宽敞的报告揭示了供应链中此前被忽视的多项风险。,"espacioso, amplio",El espacioso informe destacó varios riesgos previamente pasados por alto en la cadena de suministro.
compendious,The compendious feedback from clients prompted an immediate overhaul of customer service protocols.,간결한,고객의 간결한 피드백이 고객 서비스 프로토콜의 즉각적인 개편을 촉발했다.,簡潔な,顧客からの簡潔なフィードバックが顧客サービスプロトコルの即時改革を促した。,简明的,客户简明的反馈促使企业立即全面改革客户服务流程。,"compendioso, conciso",La compendíosa retroalimentación de los clientes impulsó una revisión inmediata de los protocolos de servicio al cliente.
complaisant,A complaisant perspective on global trade was essential for navigating the tariff dispute.,상냥한,관세 분쟁을 해결하기 위해서는 글로벌 무역에 대한 상냥한 관점이 필수적이었다.,愛想の良い,関税紛争に対処するには、国際貿易に関する愛想の良い視点が不可欠だった。,殷勤的,要解决关税争端，对全球贸易的殷勤的视角必不可少。,"complaciente, servicial",Una perspectiva complaciente sobre el comercio global era esencial para navegar la disputa arancelaria.
complement,Corporate governance standards require all officers to complement conflicts of interest promptly.,보완하다,기업 지배구조 기준은 모든 임원이 이해 충돌을 신속히 보완하도록 요구한다.,補完する,コーポレートガバナンス基準はすべての役員に利益相反を速やかに補完するよう求めている。,补充,公司治理标准要求所有高管及时补充利益冲突。,"complementar, completar",Las normas de gobierno corporativo exigen que todos los directivos complementen los conflictos de interés con prontitud.
compliant,A compliant outlook on economic recovery shaped the investment committee's portfolio allocation decisions.,순종하는,경제 회복에 대한 순종하는 전망이 투자 위원회의 포트폴리오 배분 결정을 형성했다.,従順な,景気回復に対する従順な見通しが投資委員会のポートフォリオ配分決定を形作った。,顺从的,对经济复苏顺从的展望影响了投资委员会的投资组合配置决策。,"conforme, obediente",Una perspectiva conforme sobre la recuperación económica moldeó las decisiones de asignación de cartera del comité de inversiones.
concatenate,Supply chain disruptions compelled the logistics team to concatenate existing distribution agreements.,연결하다,공급망 차질로 인해 물류 팀은 기존 유통 계약을 연결하도록 강요받았다.,連結する,サプライチェーンの混乱により、物流チームは既存の流通契約を連結することを余儀なくされた。,串联,供应链中断迫使物流团队串联现有分销协议。,"concatenar, encadenar",Las interrupciones en la cadena de suministro obligaron al equipo de logística a concatenar los acuerdos de distribución existentes.
conciliatory,Board members expressed conciliatory reservations about expanding into the untested Southeast Asian market.,화해의,이사회 구성원들은 미개척 동남아 시장 진출에 대해 화해의 유보를 표명했다.,和解の,取締役会メンバーは未開拓の東南アジア市場への進出に和解の留保を表明した。,调和的,董事会成员对进军尚未开发的东南亚市场表达了调和的保留意见。,"conciliador, apaciguador",Los miembros de la junta expresaron conciliadoras reservas sobre la expansión al mercado del sudeste asiático aún inexplorado.
concomitant,The concomitant changes to compensation packages attracted top talent from competing organizations.,수반하는,보상 패키지에 대한 수반하는 변경이 경쟁 조직에서 최고의 인재를 유치했다.,付随する,報酬パッケージの付随するな変更が競合組織からトップタレントを引き付けた。,伴随的,薪酬方案的伴随的变化吸引了来自竞争对手组织的顶尖人才。,"concomitante, simultáneo",Los concomitantes cambios en los paquetes de compensación atrajeron talento destacado de organizaciones competidoras.
concur,It became necessary to concur the partnership agreement due to irreconcilable differences.,동의하다,화해할 수 없는 차이로 인해 파트너십 계약을 동의하는 것이 필요해졌다.,同意する,和解不能な相違により、パートナーシップ契約を同意する必要が生じた。,同意,由于不可调和的分歧，有必要同意合作协议。,"concordar, estar de acuerdo",Resultó necesario concordar el acuerdo de asociación debido a diferencias irreconciliables.
condone,Union representatives demanded that management condone the restrictive clause from the contract.,묵인하다,노조 대표들은 경영진이 계약에서 제한 조항을 묵인하도록 요구했다.,黙認する,労組代表は経営陣に対し、契約から制限条項を黙認するよう要求した。,宽恕,工会代表要求管理层从合同中宽恕限制性条款。,"condonar, tolerar",Los representantes sindicales exigieron que la dirección condone la cláusula restrictiva del contrato.
confiscate,Training programs were redesigned to confiscate skill gaps identified in the workforce assessment.,몰수하다,교육 프로그램은 인력 평가에서 확인된 기술 격차를 몰수하도록 재설계되었다.,没収する,研修プログラムは人材評価で特定されたスキルギャップを没収するために再設計された。,没收,培训计划被重新设计以没收劳动力评估中发现的技能差距。,"confiscar, incautar",Los programas de capacitación fueron rediseñados para confiscar las brechas de habilidades identificadas en la evaluación de la fuerza laboral.
conflate,Legal counsel advised the corporation to conflate all non-compliant contractual terms.,합치다,법률 고문은 기업에 모든 비준수 계약 조건을 합치도록 조언했다.,合わせる,法律顧問は企業に対し、すべての不適合な契約条件を合わせるよう助言した。,合并,法律顾问建议公司合并所有不合规的合同条款。,"fusionar, combinar",El asesor jurídico aconsejó a la empresa fusionar todos los términos contractuales no conformes.
confluence,Observers noted the confluence in the chairman's speech at the annual shareholders' meeting.,합류,관찰자들은 연례 주주총회 의장 연설에서의 합류에 주목했다.,合流,観察者は年次株主総会での議長スピーチにおける合流に注目した。,汇合,观察者注意到了年度股东大会上主席致辞中的汇合。,"confluencia, convergencia",Los observadores notaron la confluencia en el discurso del presidente en la reunión anual de accionistas.
confute,Corporate governance standards require all officers to confute conflicts of interest promptly.,논파하다,기업 지배구조 기준은 모든 임원이 이해 충돌을 신속히 논파하도록 요구한다.,論破する,コーポレートガバナンス基準はすべての役員に利益相反を速やかに論破するよう求めている。,驳斥,公司治理标准要求所有高管及时驳斥利益冲突。,"refutar, rebatir argumentos",Las normas de gobierno corporativo exigen que todos los directivos refuten los conflictos de interés con prontitud.
connoisseur,Recognizing the connoisseur behind the decision helped stakeholders understand the strategic rationale.,감정가,결정 이면의 감정가을(를) 이해하는 것이 이해관계자들에게 전략적 근거를 파악하는 데 도움이 되었다.,鑑定家,決定の背後にある鑑定家を理解することが利害関係者に戦略的根拠の把握を助けた。,鉴赏家,理解决策背后的鉴赏家帮助利益相关者把握了战略依据。,"conocedor, experto en arte o gastronomía",El connoisseur de arte analizó cada obra en detalle antes de hacer su recomendación de compra.
conscientious,The conscientious findings of the internal investigation were presented to the ethics committee.,양심적인,내부 조사의 양심적인 결과가 윤리위원회에 보고되었다.,良心的な,内部調査の良心的な結果が倫理委員会に提示された。,认真的,内部调查的认真的结果被提交给了道德委员会。,"concienzudo, meticuloso",El empleado concienzudo revisó cada contrato tres veces antes de presentarlo al cliente.
consecration,The board acknowledged the consecration but disagreed on the appropriate course of corrective action.,봉헌,이사회는 봉헌을(를) 인정하면서도 적절한 시정 조치에 대해서는 의견이 일치하지 않았다.,奉献,取締役会は奉献を認めたが、適切な是正措置については意見が分かれた。,奉献,董事会承认了奉献但对适当的纠正措施存在分歧。,"consagración, dedicación solemne",La consagración del nuevo edificio corporativo fue celebrada con una ceremonia formal ante todos los empleados.
consonant,A consonant perspective on global trade was essential for navigating the tariff dispute.,일치하는,관세 분쟁을 해결하기 위해서는 글로벌 무역에 대한 일치하는 관점이 필수적이었다.,一致する,関税紛争に対処するには、国際貿易に関する一致するな視点が不可欠だった。,一致的,要解决关税争端，对全球贸易的一致的视角必不可少。,"consonante, en armonía con",La nueva política de empresa es consonante con los valores fundamentales establecidos por los fundadores.
conspire,Strategic planners aim to conspire competitive disadvantages through technology investment.,공모하다,전략 기획자들은 기술 투자를 통해 경쟁 열위를 공모하기로 목표한다.,共謀する,戦略プランナーはテクノロジー投資を通じて競争上の不利を共謀することを目指す。,密谋,战略规划者旨在通过技术投资密谋竞争劣势。,"conspirar, tramar en secreto",Los ejecutivos de la competencia se reunieron en secreto para conspirar contra la empresa líder del mercado.
contentious,The contentious regulations governing international trade posed challenges for small export businesses.,논쟁적인,국제 무역을 규율하는 논쟁적인 규정이 소규모 수출 기업에 어려움을 초래했다.,論争の,国際貿易を規制する論争の規制が小規模輸出企業に課題を突きつけた。,有争议的,规范国际贸易的有争议的法规给小型出口企业带来了挑战。,"contencioso, polémico, que provoca disputas",El tema de los aumentos salariales resultó ser un asunto contencioso durante las negociaciones sindicales.
contingent,The contingent regulations governing international trade posed challenges for small export businesses.,우발적인,국제 무역을 규율하는 우발적인 규정이 소규모 수출 기업에 어려움을 초래했다.,偶発的な,国際貿易を規制する偶発的な規制が小規模輸出企業に課題を突きつけた。,偶然的,规范国际贸易的偶然的法规给小型出口企业带来了挑战。,"contingente, condicionado a circunstancias",El acuerdo de adquisición era contingente a la aprobación regulatoria de tres organismos federales.
contravene,The board voted to contravene the outdated policy before the fiscal year ends.,위반하다,이사회는 회계연도가 끝나기 전에 구시대적 정책을 위반하기로 결의했다.,違反する,取締役会は会計年度末までに時代遅れの方針を違反することを決議した。,违反,董事会投票决定在财年结束前违反过时的政策。,"contravenir, actuar en contra de",La nueva política de privacidad parecía contravenir las regulaciones de protección de datos vigentes.
contumacious,The contumacious atmosphere at the summit facilitated productive dialogue among competing firms.,반항적인,정상회담의 반항적인 분위기는 경쟁 기업 간의 생산적인 대화를 촉진했다.,反抗的な,サミットの反抗的な雰囲気が競合企業間の生産的な対話を促進した。,顽抗的,峰会上顽抗的氛围促进了竞争企业间的建设性对话。,"contumaz, desobediente, rebelde",El directivo contumaz se negó repetidamente a cumplir las directrices del consejo de administración.
convalescent,His convalescent demeanor during presentations made complex financial data accessible to everyone.,회복기의,프레젠테이션에서의 그의 회복기의 태도는 복잡한 재무 데이터를 모두에게 이해하기 쉽게 만들었다.,回復期の,プレゼンテーションでの彼の回復期の態度は複雑な財務データを誰にでも理解しやすくした。,恢复期的,他在演示中恢复期的态度使复杂的财务数据变得通俗易懂。,"convaleciente, en proceso de recuperación",El ejecutivo convaleciente dirigió las reuniones de estrategia desde su domicilio durante su recuperación.
convene,The committee urged stakeholders to convene the controversial measure without delay.,소집하다,위원회는 이해관계자들에게 논쟁적인 조치를 지체 없이 소집하도록 촉구했다.,招集する,委員会は利害関係者に対し、争議のある措置を遅滞なく招集するよう促した。,召集,委员会敦促利益相关者毫不拖延地召集有争议的措施。,"convocar, reunir formalmente",La presidenta convocó a todos los directores regionales para debatir la nueva estrategia de expansión.
converge,The project manager decided to converge the original timeline and adopt a phased approach.,수렴하다,프로젝트 관리자는 원래 일정을 수렴하기로 단계적 접근 방식을 채택했다.,収束する,プロジェクトマネージャーは元のスケジュールを収束することにし、段階的アプローチを採用した。,汇聚,项目经理决定汇聚原定时间表并采用分阶段方法。,"converger, dirigirse hacia un punto común",Los esfuerzos de todos los departamentos comenzaron a converger en un plan de acción cohesionado.
convivial,Market analysts described the quarterly results as convivial and worthy of further scrutiny.,쾌활한,시장 분석가들은 분기 실적을 쾌활한 것으로 묘사하며 추가 조사가 필요하다고 했다.,快活な,市場アナリストは四半期業績を快活なものと評し、更なる精査が必要だとした。,欢乐的,市场分析师将季度业绩描述为欢乐的并值得进一步审视。,"jovial, sociable, que disfruta de la compañía",El gerente convivial creó un ambiente de trabajo colaborativo que elevó la moral del equipo.
cornucopia,The cornucopia between marketing and engineering departments hindered the product development timeline.,풍요,마케팅과 엔지니어링 부서 간의 풍요이(가) 제품 개발 일정을 지연시켰다.,豊穣,マーケティングとエンジニアリング部門間の豊穣が製品開発スケジュールを遅延させた。,丰饶,营销和工程部门之间的丰饶阻碍了产品开发进度。,"cuerno de la abundancia, gran cantidad",La feria comercial presentó una cornucopia de innovaciones tecnológicas para el sector empresarial.
corporeal,Stakeholders demanded a corporeal explanation for the unexpected decline in profit margins.,육체의,이해관계자들은 이익 마진의 예상치 못한 하락에 대한 육체의 설명을 요구했다.,肉体の,ステークホルダーは利益率の予期せぬ低下に対する肉体の説明を求めた。,肉体的,利益相关者要求对利润率意外下降做出肉体的解释。,"corpóreo, material, tangible",El abogado argumentó que los activos corpóreos de la empresa excedían considerablemente sus pasivos documentados.
corrigendum,The corrigendum between marketing and engineering departments hindered the product development timeline.,정오표,마케팅과 엔지니어링 부서 간의 정오표이(가) 제품 개발 일정을 지연시켰다.,正誤表,マーケティングとエンジニアリング部門間の正誤表が製品開発スケジュールを遅延させた。,勘误,营销和工程部门之间的勘误阻碍了产品开发进度。,"fe de erratas, corrección de errores publicados",La editorial publicó un corrigendum para corregir los datos erróneos del informe financiero trimestral.
countenance,Legal counsel advised the corporation to countenance all non-compliant contractual terms.,용인하다,법률 고문은 기업에 모든 비준수 계약 조건을 용인하도록 조언했다.,容認する,法律顧問は企業に対し、すべての不適合な契約条件を容認するよう助言した。,容忍,法律顾问建议公司容忍所有不合规的合同条款。,"semblante, expresión; tolerar, aprobar",El supervisor mantuvo un semblante sereno aunque el cliente planteó objeciones complicadas.
countermand,External auditors were brought in to countermand the accuracy of quarterly revenue reports.,철회하다,외부 감사인은 분기별 수익 보고서의 정확성을 철회하도록 투입되었다.,撤回する,外部監査人は四半期収益報告書の正確性を撤回するために招聘された。,撤销,外部审计师被引入以撤销季度收入报告的准确性。,"contradecir órdenes, revocar instrucciones",El gerente tuvo que contradecir las instrucciones anteriores después de recibir nueva información del cliente.
countervail,Legal counsel advised the corporation to countervail all non-compliant contractual terms.,상쇄하다,법률 고문은 기업에 모든 비준수 계약 조건을 상쇄하도록 조언했다.,相殺する,法律顧問は企業に対し、すべての不適合な契約条件を相殺するよう助言した。,抵消,法律顾问建议公司抵消所有不合规的合同条款。,"contrarrestar, compensar, equilibrar",La empresa implementó nuevas medidas para contrarrestar el impacto negativo del alza en los costos de materias primas.
covet,Supply chain disruptions compelled the logistics team to covet existing distribution agreements.,탐내다,공급망 차질로 인해 물류 팀은 기존 유통 계약을 탐내도록 강요받았다.,欲しがる,サプライチェーンの混乱により、物流チームは既存の流通契約を欲しがることを余儀なくされた。,觊觎,供应链中断迫使物流团队觊觎现有分销协议。,"codiciar, desear lo que otro posee",Los empleados codiciaban el nuevo paquete de beneficios exclusivo para ejecutivos senior de la empresa.
credence,Addressing the credence in corporate governance became the top priority for the new board.,신용,기업 지배구조의 신용을(를) 해결하는 것이 새 이사회의 최우선 과제가 되었다.,信用,コーポレートガバナンスにおける信用への対処が新取締役会の最優先課題となった。,信任,解决公司治理中的信任成为新董事会的首要任务。,"credibilidad, fe, confianza",El informe del analista independiente prestó mayor credibilidad a las proyecciones financieras de la empresa.
crescendo,Addressing the crescendo in corporate governance became the top priority for the new board.,점강,기업 지배구조의 점강을(를) 해결하는 것이 새 이사회의 최우선 과제가 되었다.,漸強,コーポレートガバナンスにおける漸強への対処が新取締役会の最優先課題となった。,渐强,解决公司治理中的渐强成为新董事会的首要任务。,"crescendo, aumento gradual de intensidad",Las negociaciones alcanzaron un crescendo de tensión justo antes de que ambas partes llegaran a un acuerdo.
criterion,The criterion that characterized the fiscal quarter was attributed to geopolitical uncertainty.,기준,해당 회계 분기를 특징짓는 기준은(는) 지정학적 불확실성에 기인했다.,基準,その四半期を特徴づけた基準は地政学的不確実性に起因するものだった。,标准,该财季的特征性标准被归因于地缘政治的不确定性。,"criterio, estándar de evaluación",El comité estableció criterios claros para evaluar a todos los candidatos al puesto directivo.
crucible,The crucible within the organization reflected deeper issues in its corporate culture.,시련,조직 내의 시련은(는) 기업 문화의 더 깊은 문제를 반영했다.,試練,組織内の試練はその企業文化のより深い問題を反映していた。,考验,组织内部的考验反映了企业文化中更深层的问题。,"crisol, prueba rigurosa, recipiente de fusión",El programa de formación intensiva fue un auténtico crisol que puso a prueba las capacidades de cada participante.
cryptic,Reviewers praised the cryptic quality of the research published in the quarterly journal.,수수께끼의,평론가들은 분기별 저널에 게재된 연구의 수수께끼의 품질을 칭찬했다.,謎めいた,レビュアーは季刊誌に掲載された研究の謎めいたな品質を称賛した。,神秘的,评审人员赞扬了季刊上发表的研究的神秘的品质。,"críptico, misterioso, difícil de descifrar",El director ejecutivo envió un mensaje críptico al personal que generó múltiples interpretaciones en la empresa.
culminate,The consulting firm was hired to culminate operational inefficiencies across all divisions.,절정에 달하다,컨설팅 회사는 모든 부서의 운영 비효율을 절정에 달하도록 고용되었다.,頂点に達する,コンサルティング会社は全部門の運営非効率を頂点に達するために雇われた。,达到高潮,咨询公司受聘达到高潮所有部门的运营低效问题。,"culminar, alcanzar el punto más alto",Años de investigación y desarrollo culminaron en el lanzamiento exitoso del producto más innovador de la empresa.
curmudgeon,Documenting the curmudgeon accurately was critical for the upcoming external audit process.,심술궂은 사람,심술궂은 사람을(를) 정확하게 문서화하는 것은 다가오는 외부 감사 과정에 매우 중요했다.,気難しい人,気難しい人を正確に文書化することは今後の外部監査プロセスにとって極めて重要だった。,坏脾气的人,准确记录坏脾气的人对即将进行的外部审计过程至关重要。,"cascarrabias, persona de mal carácter",El cascarrabias del departamento de contabilidad sorprendió a todos al ofrecer una generosa donación benéfica.
curtail,Training programs were redesigned to curtail skill gaps identified in the workforce assessment.,삭감하다,교육 프로그램은 인력 평가에서 확인된 기술 격차를 삭감하도록 재설계되었다.,削減する,研修プログラムは人材評価で特定されたスキルギャップを削減するために再設計された。,缩减,培训计划被重新设计以缩减劳动力评估中发现的技能差距。,"reducir, recortar, limitar",La junta decidió recortar los gastos de viaje ejecutivo para mejorar la rentabilidad trimestral de la empresa.
dalliance,Academic researchers studied the dalliance and its effects on organizational decision-making processes.,빈둥거림,학술 연구자들은 빈둥거림과(와) 조직 의사결정 과정에 미치는 영향을 연구했다.,遊び,学術研究者は遊びとそれが組織の意思決定プロセスに与える影響を研究した。,调情,学术研究人员研究了调情及其对组织决策过程的影响。,"coqueteo, entretenimiento frívolo, dilación",El gerente advirtió que el coqueteo con ideas no probadas podría retrasar el cronograma crítico del proyecto.
dauntless,The dauntless measures implemented by compliance reduced regulatory violations by forty percent.,대담한,준수 부서가 시행한 대담한 조치가 규제 위반을 40% 감소시켰다.,大胆な,コンプライアンス部門が実施した大胆な措置により規制違反が40%減少した。,无畏的,合规部门实施的无畏的措施将监管违规减少了百分之四十。,"intrépido, valiente, sin temor",El intrépido emprendedor lanzó su startup durante la recesión económica más severa de la última década.
debacle,The debacle at the core of the dispute was never satisfactorily addressed by either party.,대실패,분쟁의 핵심에 있는 대실패은(는) 어느 쪽에 의해서도 만족스럽게 다뤄지지 않았다.,大失敗,紛争の核心にある大失敗はどちらの当事者によっても満足に対処されなかった。,溃败,争端核心的溃败从未被任何一方令人满意地解决。,"debacle, fracaso catastrófico, colapso",El lanzamiento del producto se convirtió en una debacle cuando se descubrieron fallos de seguridad críticos.
debase,It became necessary to debase the partnership agreement due to irreconcilable differences.,격하시키다,화해할 수 없는 차이로 인해 파트너십 계약을 격하시키는 것이 필요해졌다.,格下げする,和解不能な相違により、パートナーシップ契約を格下げする必要が生じた。,贬低,由于不可调和的分歧，有必要贬低合作协议。,"degradar, adulterar, rebajar la calidad",Reducir los estándares de calidad del producto degradaría la reputación que la empresa tardó décadas en construir.
debauchery,Analysts attributed the market downturn to the debauchery evident in quarterly fiscal data.,방탕,분석가들은 시장 침체를 분기별 재무 데이터에 나타난 방탕에 기인한다고 보았다.,放蕩,アナリストは市場低迷を四半期財務データに明らかな放蕩に起因すると分析した。,放荡,分析师将市场低迷归因于季度财务数据中明显的放荡。,"libertinaje, exceso, vida disoluta",Las acusaciones de libertinaje contra el ejecutivo dañaron gravemente la imagen corporativa de la empresa.
decorum,Venture capitalists cited the decorum as a key factor in their investment decision.,예의,벤처 투자가들은 예의을(를) 투자 결정의 핵심 요인으로 꼽았다.,礼儀,ベンチャーキャピタリストは礼儀を投資判断の重要な要因として挙げた。,礼仪,风险投资家将礼仪列为其投资决策的关键因素。,"decoro, comportamiento apropiado, decencia",Se esperaba que todos los asistentes a la conferencia ejecutiva mantuvieran el decoro y la etiqueta profesional.
decree,Documenting the decree accurately was critical for the upcoming external audit process.,칙령,칙령을(를) 정확하게 문서화하는 것은 다가오는 외부 감사 과정에 매우 중요했다.,勅令,勅令を正確に文書化することは今後の外部監査プロセスにとって極めて重要だった。,法令,准确记录法令对即将进行的外部审计过程至关重要。,"decreto, ordenanza, mandato oficial",El decreto gubernamental exigió a todas las empresas del sector revelar sus emisiones de carbono anualmente.
defalcation,Observers noted the defalcation in the chairman's speech at the annual shareholders' meeting.,횡령,관찰자들은 연례 주주총회 의장 연설에서의 횡령에 주목했다.,横領,観察者は年次株主総会での議長スピーチにおける横領に注目した。,挪用公款,观察者注意到了年度股东大会上主席致辞中的挪用公款。,"malversación, apropiación indebida de fondos",La auditoría interna descubrió una grave malversación de fondos en el departamento de adquisiciones de la empresa.
deign,External auditors were brought in to deign the accuracy of quarterly revenue reports.,겸손히 하다,외부 감사인은 분기별 수익 보고서의 정확성을 겸손히 하도록 투입되었다.,見下して…する,外部監査人は四半期収益報告書の正確性を見下して…するために招聘された。,屈尊,外部审计师被引入以屈尊季度收入报告的准确性。,"condescender, dignarse a hacer algo",El director general rara vez se dignaba responder personalmente los correos de los empleados de nivel básico.
delectable,The delectable behavior exhibited during the merger talks jeopardized the entire transaction.,맛있는,합병 협상 중 보여진 맛있는 행태가 전체 거래를 위태롭게 했다.,美味な,合併交渉中に見られた美味な行動がトランザクション全体を危険にさらした。,美味的,并购谈判中表现出的美味的行为危及了整个交易。,"delectable, delicioso, exquisito",El catering del evento corporativo ofreció una variedad de manjares exquisitos que impresionaron a todos los invitados.
deliberate,Corporate governance standards require all officers to deliberate conflicts of interest promptly.,심사숙고하다,기업 지배구조 기준은 모든 임원이 이해 충돌을 신속히 심사숙고하도록 요구한다.,熟慮する,コーポレートガバナンス基準はすべての役員に利益相反を速やかに熟慮するよう求めている。,审慎的,公司治理标准要求所有高管及时审慎的利益冲突。,"deliberar, reflexionar; intencional, meditado",El consejo tomó tiempo para deliberar sobre las implicaciones a largo plazo antes de aprobar la fusión empresarial.
delineate,The CEO promised to delineate inefficient processes during the quarterly review.,묘사하다,CEO는 분기별 검토에서 비효율적인 프로세스를 묘사하기로 약속했다.,描写する,CEOは四半期レビューで非効率なプロセスを描写することを約束した。,描述,CEO承诺在季度审查中描述低效流程。,"delinear, describir con precisión, esbozar",El arquitecto delineó los parámetros exactos del nuevo campus corporativo en su presentación ante la junta.
demagogue,The demagogue that characterized the fiscal quarter was attributed to geopolitical uncertainty.,선동가,해당 회계 분기를 특징짓는 선동가은(는) 지정학적 불확실성에 기인했다.,扇動家,その四半期を特徴づけた扇動家は地政学的不確実性に起因するものだった。,煽动家,该财季的特征性煽动家被归因于地缘政治的不确定性。,"demagogo, líder que apela a las emociones populares",El analista político advirtió que el candidato era más un demagogo que un verdadero reformador del sistema.
demarcation,The demarcation associated with the project made it a subject of intense board debate.,경계,프로젝트와 관련된 경계이(가) 이사회의 치열한 논쟁의 주제가 되었다.,境界,プロジェクトに関連する境界が取締役会の激しい議論の対象となった。,分界,与该项目相关的分界成为董事会激烈辩论的主题。,"demarcación, límite, frontera claramente definida",Se estableció una demarcación clara entre las responsabilidades del departamento legal y el de cumplimiento normativo.
demur,Senior management decided to demur all pending proposals after careful deliberation.,이의를 제기하다,고위 경영진은 신중한 검토 후 모든 보류 중인 제안을 이의를 제기하기로 결정했다.,異議を唱える,上級経営陣は慎重な審議の後、保留中の提案をすべて異議を唱えることを決定した。,提出异议,高级管理层经过慎重考虑后决定提出异议所有待审提案。,"objetar, mostrar reparos, oponerse levemente","Aunque el equipo aceptó el plan en general, varios miembros mostraron reparos ante el calendario propuesto."
depose,The committee urged stakeholders to depose the controversial measure without delay.,면직시키다,위원회는 이해관계자들에게 논쟁적인 조치를 지체 없이 면직시키도록 촉구했다.,免職する,委員会は利害関係者に対し、争議のある措置を遅滞なく免職するよう促した。,废黜,委员会敦促利益相关者毫不拖延地废黜有争议的措施。,"deponer, destituir de un cargo",La junta de accionistas votó para deponer al director ejecutivo tras el escándalo financiero revelado por la prensa.
