english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
phenomenon,Remote work has become a widespread phenomenon since the pandemic.,현상,원격 근무는 팬데믹 이후 광범위한 현상이 되었다.,現象,リモートワークはパンデミック以来、広範な現象となった。,现象,远程办公自疫情以来已成为一种普遍现象。,fenómeno,El trabajo remoto se ha convertido en un fenómeno generalizado desde la pandemia.,hiện tượng,Sự gia tăng mua sắm trực tuyến là một hiện tượng toàn cầu.,ปรากฏการณ์,การเพิ่มขึ้นของการช้อปปิ้งออนไลน์เป็นปรากฏการณ์ระดับโลก,fenomena,Meningkatnya belanja online merupakan fenomena global.
philosophy,The company's philosophy centers on putting the customer first always.,철학; 방침,회사의 철학은 항상 고객을 최우선으로 두는 것이다.,哲学; 方針,会社の哲学は常に顧客を最優先にすることを中心としている。,哲学; 理念,公司的理念以始终把客户放在首位为核心。,filosofía; principio,La filosofía de la empresa se centra en poner siempre al cliente primero.,triết lý,Triết lý kinh doanh của công ty tập trung vào sự hài lòng của khách hàng.,ปรัชญา,ปรัชญาธุรกิจของบริษัทเน้นความพึงพอใจของลูกค้า,filosofi,Filosofi bisnis perusahaan berpusat pada kepuasan pelanggan.
physician,Employees can visit the company physician for free annual health checkups.,의사; 내과 의사,직원들은 무료 연간 건강 검진을 위해 회사 의사를 방문할 수 있다.,医師; 内科医,従業員は無料の年次健康診断のために会社の医師を訪れることができる。,医生; 内科医生,员工可以免费到公司医生处进行年度体检。,médico de cabecera,Los empleados pueden visitar al médico de la empresa para chequeos anuales gratuitos.,bác sĩ,Nhân viên được khuyến khích thăm bác sĩ để kiểm tra sức khỏe hàng năm.,แพทย์,พนักงานได้รับการสนับสนุนให้ไปพบแพทย์เพื่อตรวจสุขภาพประจำปี,dokter,Karyawan didorong untuk mengunjungi dokter untuk pemeriksaan kesehatan tahunan.
pioneer,The company pioneered the use of AI in customer service operations.,선구자; 개척하다,회사는 고객 서비스 운영에서 AI 사용을 개척했다.,先駆者; 開拓する,会社は顧客サービス業務におけるAI活用を先駆けた。,先驱; 开拓,该公司开创了在客户服务运营中使用人工智能的先河。,pionero; precursor,La empresa fue pionera en el uso de la IA en las operaciones de servicio al cliente.,tiên phong,Công ty đã tiên phong trong việc sử dụng năng lượng tái tạo trong sản xuất.,บุกเบิก,บริษัทบุกเบิกการใช้พลังงานหมุนเวียนในการผลิต,pelopor,Perusahaan menjadi pelopor penggunaan energi terbarukan dalam manufaktur.
pledge,The corporation pledged to achieve carbon neutrality by the year twenty-thirty.,서약; 서약하다,기업은 2030년까지 탄소 중립을 달성하겠다고 서약했다.,誓約; 誓約する,企業は2030年までにカーボンニュートラルを達成することを誓約した。,承诺; 保证,该公司承诺到2030年实现碳中和。,prometer; comprometerse,La corporación prometió alcanzar la neutralidad de carbono para el año dos mil treinta.,cam kết,CEO cam kết giảm 50% lượng khí thải carbon trong thập kỷ tới.,คำมั่นสัญญา,CEO ให้คำมั่นสัญญาว่าจะลดการปล่อยก๊าซคาร์บอน 50% ภายในทศวรรษหน้า,janji,CEO berjanji untuk mengurangi emisi karbon sebesar 50% dalam dekade mendatang.
plumbing,The office renovation includes a complete upgrade of the plumbing system.,배관; 배관 공사,사무실 리모델링에는 배관 시스템의 전면 업그레이드가 포함된다.,配管; 水道工事,オフィスの改装には配管システムの全面的なアップグレードが含まれている。,管道; 水管,办公室翻新包括对管道系统的全面升级。,plomería; fontanería,La renovación de la oficina incluye una actualización completa del sistema de fontanería.,hệ thống ống nước,Hệ thống ống nước trong tòa nhà cũ cần được sửa chữa lớn.,ระบบประปา,ระบบประปาในอาคารเก่าต้องการการซ่อมแซมครั้งใหญ่,pipa ledeng,Sistem pipa ledeng di gedung tua tersebut memerlukan perbaikan besar.
policy,The company revised its refund policy to better serve its customers.,정책; 보험 증권,회사는 고객을 더 잘 서비스하기 위해 환불 정책을 개정했다.,方針; 政策; 保険証券,会社は顧客によりよいサービスを提供するために返金ポリシーを改定した。,政策; 保单,公司修订了退款政策以更好地服务客户。,política,La empresa revisó su política de reembolsos para servir mejor a sus clientes.,chính sách,Chính sách hoàn tiền mới cho phép trả hàng trong vòng 30 ngày.,นโยบาย,นโยบายการคืนเงินใหม่อนุญาตให้คืนสินค้าภายใน 30 วัน,kebijakan,Kebijakan pengembalian dana yang baru memungkinkan pengembalian barang dalam waktu 30 hari.
poll,A recent poll showed that employee satisfaction has improved significantly.,여론조사,최근 여론 조사에서 직원 만족도가 크게 향상된 것으로 나타났다.,世論調査,最近の調査で従業員の満足度が大幅に改善したことが示された。,民意调查,最近的一项调查显示员工满意度显著提高。,encuesta; sondeo,Una encuesta reciente mostró que la satisfacción de los empleados ha mejorado significativamente.,cuộc thăm dò,Cuộc thăm dò nội bộ cho thấy hầu hết nhân viên hài lòng với quyền lợi.,การสำรวจความคิดเห็น,การสำรวจภายในแสดงว่าพนักงานส่วนใหญ่พอใจกับสวัสดิการ,jajak pendapat,Jajak pendapat internal menunjukkan sebagian besar karyawan puas dengan tunjangan mereka.
portion,A large portion of the budget was allocated to research activities.,부분; 몫,예산의 상당 부분이 연구 활동에 배정되었다.,部分; 一部,予算の大部分が研究活動に充てられた。,部分; 份额,很大一部分预算被分配给了研究活动。,parte; porción,Una gran parte del presupuesto fue asignada a actividades de investigación.,phần,Một phần đáng kể ngân sách được phân bổ cho nghiên cứu và phát triển.,ส่วน,ส่วนสำคัญของงบประมาณถูกจัดสรรให้กับการวิจัยและพัฒนา,bagian,Sebagian besar anggaran dialokasikan untuk penelitian dan pengembangan.
pose,The new regulation may pose challenges for smaller manufacturing firms.,제기하다; 야기하다,새로운 규정이 소규모 제조 기업에 도전을 제기할 수 있다.,提起する; もたらす,新しい規制は小規模な製造企業にとって課題となる可能性がある。,构成; 造成,新法规可能给小型制造企业带来挑战。,plantear; representar,La nueva regulación puede plantear desafíos para las pequeñas empresas manufactureras.,đặt ra,Quy định mới đặt ra thách thức cho các doanh nghiệp nhỏ.,ก่อให้เกิด,กฎระเบียบใหม่ก่อให้เกิดความท้าทายสำหรับธุรกิจขนาดเล็ก,menimbulkan,Peraturan baru menimbulkan tantangan bagi usaha kecil.
position,The company advertised an open position for a senior marketing manager.,직위; 위치; 입장,회사는 시니어 마케팅 매니저 공석에 대한 채용 공고를 냈다.,職位; 位置; 立場,会社はシニアマーケティングマネージャーの空きポジションを募集した。,职位; 位置; 立场,公司发布了高级营销经理的招聘启事。,puesto; cargo,La empresa publicó una vacante para un gerente de marketing senior.,vị trí,Công ty đã đăng tuyển một số vị trí quản lý trên trang web.,ตำแหน่ง,บริษัทประกาศรับสมัครตำแหน่งผู้จัดการหลายตำแหน่งบนเว็บไซต์,posisi,Perusahaan memposting beberapa posisi manajerial di situs webnya.
potential,The report identified several potential risks to the company's growth plan.,잠재적인; 가능성,보고서는 회사의 성장 계획에 대한 여러 잠재적 위험을 확인했다.,潜在的な; 可能性,報告書は会社の成長計画に対するいくつかの潜在的リスクを特定した。,潜在的; 潜力,报告确定了公司增长计划面临的几个潜在风险。,potencial; posible,El informe identificó varios riesgos potenciales para el plan de crecimiento de la empresa.,tiềm năng,Nhà đầu tư nhìn thấy tiềm năng lớn trong thị trường châu Á đang phát triển.,ศักยภาพ,นักลงทุนเห็นศักยภาพมหาศาลในตลาดเอเชียที่กำลังเติบโต,potensi,Investor melihat potensi besar di pasar Asia yang sedang berkembang.
practical,The workshop offered practical advice on improving workplace productivity.,실용적인,워크숍은 직장 생산성 향상에 대한 실용적인 조언을 제공했다.,実用的な; 実際的な,ワークショップは職場の生産性向上に関する実践的なアドバイスを提供した。,实用的; 实际的,研讨会提供了提高工作场所生产力的实用建议。,práctico; útil,El taller ofreció consejos prácticos para mejorar la productividad en el lugar de trabajo.,thực tế,Giải pháp thực tế nhất là thuê ngoài dịch vụ bảo trì.,เชิงปฏิบัติ,วิธีแก้ปัญหาที่เชิงปฏิบัติที่สุดคือการจ้างบริการบำรุงรักษาภายนอก,praktis,Solusi yang paling praktis adalah mengalihdayakan layanan pemeliharaan.
precaution,As a precaution all employees must wear safety goggles in the lab.,예방 조치; 주의,예방 조치로 모든 직원은 실험실에서 보안경을 착용해야 한다.,予防措置; 注意,予防措置として全従業員は研究室で安全ゴーグルを着用しなければならない。,预防措施,作为预防措施，所有员工在实验室必须佩戴安全护目镜。,precaución; medida preventiva,"Como precaución, todos los empleados deben usar gafas de seguridad en el laboratorio.",biện pháp phòng ngừa,Nhà máy đã thực hiện các biện pháp phòng ngừa an toàn bổ sung.,มาตรการป้องกัน,โรงงานดำเนินมาตรการป้องกันด้านความปลอดภัยเพิ่มเติม,tindakan pencegahan,Pabrik menerapkan tindakan pencegahan keselamatan tambahan.
precede,A brief reception will precede the main conference presentation.,~에 앞서다; 선행하다,짧은 리셉션이 메인 컨퍼런스 발표에 앞서 진행될 것이다.,先行する; 先立つ,簡単なレセプションがメインカンファレンスのプレゼンテーションに先行する。,在...之前,在主要会议演讲之前将举行简短的招待会。,preceder; anteceder,Una breve recepción precederá a la presentación principal de la conferencia.,đi trước,Một cuộc họp ngắn sẽ đi trước buổi thuyết trình chính.,นำหน้า,การประชุมสั้นๆ จะนำหน้าการนำเสนอหลัก,mendahului,Rapat singkat akan mendahului presentasi utama.
precise,The engineer provided precise measurements for the new building design.,정확한; 정밀한,엔지니어가 새 건물 설계에 대한 정확한 측정값을 제공했다.,正確な; 精密な,エンジニアが新しい建物の設計のための正確な測定値を提供した。,精确的,工程师为新建筑设计提供了精确的测量数据。,preciso; exacto,El ingeniero proporcionó medidas precisas para el nuevo diseño del edificio.,chính xác,Kế toán cần số liệu chính xác cho báo cáo tài chính.,แม่นยำ,นักบัญชีต้องการตัวเลขที่แม่นยำสำหรับรายงานทางการเงิน,tepat,Akuntan memerlukan angka yang tepat untuk laporan keuangan.
predict,Economists predict a moderate slowdown in economic growth next year.,예측하다,경제학자들은 내년에 완만한 경제 성장 둔화를 예측한다.,予測する; 予言する,エコノミストは来年の緩やかな経済成長の減速を予測している。,预测,经济学家预测明年经济增长将温和放缓。,predecir; prever,Los economistas predicen una desaceleración moderada del crecimiento económico el próximo año.,dự đoán,Các nhà phân tích dự đoán doanh thu sẽ tăng 15% vào quý tới.,คาดการณ์,นักวิเคราะห์คาดการณ์ว่ายอดขายจะเพิ่มขึ้น 15% ในไตรมาสหน้า,memprediksi,Para analis memprediksi penjualan akan meningkat 15% pada kuartal berikutnya.
prefer,Most customers prefer to shop online rather than visit stores.,선호하다,대부분의 고객은 매장 방문보다 온라인 쇼핑을 선호한다.,好む; 選ぶ,ほとんどの顧客は店舗を訪れるよりオンラインで買い物することを好む。,偏好; 更喜欢,大多数客户更喜欢网上购物而非去实体店。,preferir,La mayoría de los clientes prefiere comprar en línea en lugar de visitar las tiendas.,thích hơn,Hầu hết nhân viên thích lịch làm việc linh hoạt hơn giờ cố định.,ชอบมากกว่า,พนักงานส่วนใหญ่ชอบตารางเวลาทำงานแบบยืดหยุ่นมากกว่าเวลาตายตัว,lebih suka,Sebagian besar karyawan lebih suka jadwal kerja fleksibel daripada jam kerja tetap.
preliminary,The preliminary results of the study look very promising overall.,예비의; 사전의,연구의 예비 결과는 전반적으로 매우 유망해 보인다.,予備の; 事前の,研究の予備的な結果は全体的に非常に有望に見える。,初步的; 预备的,研究的初步结果总体看来非常有希望。,preliminar; previo,Los resultados preliminares del estudio parecen muy prometedores en general.,sơ bộ,Kết quả nghiên cứu sơ bộ cho thấy nhu cầu thị trường mạnh mẽ.,เบื้องต้น,ผลการวิจัยเบื้องต้นบ่งชี้ว่ามีความต้องการของตลาดอย่างแข็งแกร่ง,awal,Hasil penelitian awal menunjukkan permintaan pasar yang kuat.
premium,Customers are willing to pay a premium for organic food products.,프리미엄; 보험료; 할증,고객들은 유기농 식품에 프리미엄을 지불할 의향이 있다.,プレミアム; 保険料,顧客はオーガニック食品にプレミアム価格を支払う意欲がある。,保费; 溢价; 高级的,消费者愿意为有机食品支付更高的价格。,prima; de alta calidad,Los clientes están dispuestos a pagar un precio premium por los productos orgánicos.,cao cấp,Gói cao cấp bao gồm hỗ trợ khách hàng ưu tiên.,พรีเมียม,แพ็กเกจพรีเมียมรวมการสนับสนุนลูกค้าแบบเร่งด่วน,premi,Pelanggan bersedia membayar mahal untuk produk makanan organik.
prescribe,The doctor prescribed rest and medication for the injured employee.,처방하다; 규정하다,의사가 부상당한 직원에게 안정과 투약을 처방했다.,処方する; 規定する,医師は負傷した従業員に安静と投薬を処方した。,开处方; 规定,医生为受伤的员工开了休息和药物治疗的处方。,prescribir; recetar,El médico prescribió reposo y medicación para el empleado lesionado.,quy định,Quy định quy định rằng tất cả nhân viên phải mang thẻ nhận dạng.,กำหนด,กฎระเบียบกำหนดให้พนักงานทุกคนต้องสวมบัตรประจำตัว,menetapkan,Peraturan menetapkan bahwa semua karyawan harus mengenakan kartu identitas.
preserve,The museum works to preserve historically significant documents and artifacts.,보존하다; 보호하다,박물관은 역사적으로 중요한 문서와 유물을 보존하기 위해 노력한다.,保存する; 守る,博物館は歴史的に重要な文書や工芸品の保存に努めている。,保护; 保存,博物馆致力于保存具有历史意义的文献和文物。,preservar; conservar,El museo trabaja para preservar documentos y artefactos históricamente significativos.,bảo tồn,Công ty cam kết bảo tồn môi trường tự nhiên xung quanh.,รักษา,บริษัทมุ่งมั่นที่จะรักษาสิ่งแวดล้อมธรรมชาติโดยรอบ,melestarikan,Perusahaan berkomitmen untuk melestarikan lingkungan alam sekitarnya.
preside,The chairwoman will preside over the annual shareholders' meeting next week.,주재하다; 사회를 보다,의장이 다음 주 연례 주주총회를 주재할 것이다.,議長を務める; 司会する,議長が来週の年次株主総会を主宰する予定だ。,主持,女主席将于下周主持年度股东大会。,presidir; dirigir,La presidenta presidirá la asamblea anual de accionistas la próxima semana.,chủ trì,Chủ tịch sẽ chủ trì cuộc họp cổ đông thường niên.,เป็นประธาน,ประธานจะเป็นประธานการประชุมผู้ถือหุ้นประจำปี,memimpin,Ketua akan memimpin rapat pemegang saham tahunan.
presume,We should not presume that the contract will be renewed automatically.,추정하다; 가정하다,계약이 자동으로 갱신될 것이라고 추정해서는 안 된다.,推定する; 仮定する,契約が自動的に更新されると推定すべきではない。,推测; 假设,我们不应推定合同会自动续签。,presuponer; asumir,No debemos presuponer que el contrato se renovará automáticamente.,giả định,Chúng tôi giả định rằng dự án sẽ hoàn thành theo lịch trình.,สันนิษฐาน,เราสันนิษฐานว่าโครงการจะแล้วเสร็จตามกำหนด,menganggap,Kami menganggap bahwa proyek akan selesai sesuai jadwal.
prevail,Despite the challenges the company's innovation strategy ultimately prevailed.,우세하다; 만연하다,어려움에도 불구하고 회사의 혁신 전략이 궁극적으로 성공했다.,優勢である; 普及する,困難にもかかわらず、会社のイノベーション戦略は最終的に成功した。,盛行; 占优势,尽管面临挑战，公司的创新战略最终取得了成功。,prevalecer; imponerse,"A pesar de los desafíos, la estrategia de innovación de la empresa finalmente prevaleció.",chiếm ưu thế,Ý kiến chung chiếm ưu thế rằng sáp nhập là bước đi đúng đắn.,มีชัย,ความเห็นทั่วไปมีชัยว่าการควบรวมเป็นการเคลื่อนไหวที่ถูกต้อง,menang,Pendapat umum yang menang adalah bahwa merger merupakan langkah yang tepat.
prevent,Regular maintenance can prevent costly equipment breakdowns in the factory.,방지하다; 예방하다,정기적인 유지보수는 공장에서 비용이 많이 드는 장비 고장을 방지할 수 있다.,防ぐ; 予防する,定期的なメンテナンスは工場での高額な機器の故障を防ぐことができる。,防止; 预防,定期维护可以防止工厂设备发生代价高昂的故障。,prevenir; evitar,El mantenimiento regular puede prevenir costosas averías de equipos en la fábrica.,ngăn chặn,Bảo trì định kỳ giúp ngăn chặn hỏng hóc thiết bị tốn kém.,ป้องกัน,การบำรุงรักษาตามปกติช่วยป้องกันการเสียของอุปกรณ์ที่มีค่าใช้จ่ายสูง,mencegah,Pemeliharaan rutin membantu mencegah kerusakan peralatan yang mahal.
previous,She gained valuable experience at her previous job in consulting.,이전의; 앞서의,그녀는 이전 컨설팅 직장에서 귀중한 경험을 쌓았다.,前の; 以前の,彼女は以前のコンサルティングの仕事で貴重な経験を積んだ。,之前的; 先前的,她在之前的咨询工作中积累了宝贵的经验。,anterior; previo,Ella adquirió una valiosa experiencia en su trabajo anterior en consultoría.,trước đó,Ứng viên có kinh nghiệm trước đó trong quản lý chuỗi cung ứng.,ก่อนหน้า,ผู้สมัครมีประสบการณ์ก่อนหน้าในการจัดการห่วงโซ่อุปทาน,sebelumnya,Kandidat memiliki pengalaman sebelumnya dalam manajemen rantai pasokan.
primary,Customer satisfaction is the primary goal of our service department.,주요한; 기본의,고객 만족은 서비스 부서의 최우선 목표이다.,主要な; 第一の,顧客満足は当社のサービス部門の最優先目標だ。,主要的; 首要的,客户满意度是我们服务部门的首要目标。,principal; primario,La satisfacción del cliente es el objetivo principal de nuestro departamento de servicio.,chính,Mục tiêu chính của chúng tôi là tăng sự hài lòng của khách hàng.,หลัก,เป้าหมายหลักของเราคือการเพิ่มความพึงพอใจของลูกค้า,utama,Tujuan utama kami adalah meningkatkan kepuasan pelanggan.
principal,The principal reason for the delay was a shortage of materials.,주요한; 교장; 원금,지연의 주된 이유는 자재 부족이었다.,主要な; 校長; 元金,遅延の主な理由は材料不足だった。,主要的; 校长; 本金,延误的主要原因是材料短缺。,principal; capital,La razón principal del retraso fue la escasez de materiales.,chủ yếu,Nguyên nhân chủ yếu gây chậm trễ là thiếu hụt nguồn cung.,หัวหน้า,สาเหตุหลักของความล่าช้าคือการขาดแคลนวัสดุ,utama,Penyebab utama keterlambatan adalah kekurangan pasokan.
principle,Transparency is a core principle of the company's corporate governance.,원칙; 원리,투명성은 회사 기업 지배구조의 핵심 원칙이다.,原則; 原理,透明性は会社のコーポレートガバナンスの核心原則だ。,原则; 原理,透明是公司治理的核心原则。,principio; criterio,La transparencia es un principio fundamental de la gobernanza corporativa de la empresa.,nguyên tắc,Công ty hoạt động theo nguyên tắc minh bạch và công bằng.,หลักการ,บริษัทดำเนินงานตามหลักการความโปร่งใสและความยุติธรรม,prinsip,Perusahaan beroperasi berdasarkan prinsip transparansi dan keadilan.
prior,All attendees must register online prior to the start of the event.,이전의; 사전의,모든 참석자는 행사 시작 전에 온라인으로 등록해야 한다.,事前の; 前の,出席者は全員、イベント開始前にオンラインで登録しなければならない。,先前的; 优先的,所有与会者必须在活动开始前在线注册。,anterior; previo,Todos los asistentes deben registrarse en línea antes del inicio del evento.,trước,Cần có sự phê duyệt trước để mua hàng vượt quá 5.000 đô la.,ก่อน,"ต้องได้รับการอนุมัติก่อนสำหรับการซื้อที่เกิน 5,000 ดอลลาร์",sebelum,Persetujuan sebelumnya diperlukan untuk pembelian yang melebihi $5.000.
priority,Workplace safety is always the top priority at our manufacturing plants.,우선순위; 우선 사항,직장 안전은 항상 제조 공장에서 최우선 사항이다.,優先順位; 優先事項,職場の安全は当社の製造工場で常に最優先事項だ。,优先; 优先事项,工作场所安全始终是我们制造工厂的首要任务。,prioridad,La seguridad en el lugar de trabajo es siempre la principal prioridad en nuestras plantas de fabricación.,ưu tiên,An toàn là ưu tiên hàng đầu tại tất cả các cơ sở sản xuất.,ลำดับความสำคัญ,ความปลอดภัยเป็นลำดับความสำคัญสูงสุดในโรงงานผลิตทุกแห่ง,prioritas,Keselamatan adalah prioritas utama di semua fasilitas manufaktur.
procedure,All staff must follow the emergency evacuation procedure during fire drills.,절차; 과정,모든 직원은 소방 훈련 중 비상 대피 절차를 따라야 한다.,手順; 手続き,すべてのスタッフは消防訓練中の緊急避難手順に従わなければならない。,程序; 步骤,所有员工在消防演习中必须遵循紧急疏散程序。,procedimiento; proceso,Todo el personal debe seguir el procedimiento de evacuación de emergencia durante los simulacros de incendio.,quy trình,Hãy làm theo quy trình chuẩn khi xử lý khiếu nại của khách hàng.,ขั้นตอน,กรุณาปฏิบัติตามขั้นตอนมาตรฐานเมื่อจัดการข้อร้องเรียนของลูกค้า,prosedur,Harap ikuti prosedur standar saat menangani keluhan pelanggan.
proceed,Once the payment is confirmed the order will proceed to shipping.,진행하다; 계속하다,결제가 확인되면 주문은 배송 단계로 진행된다.,進む; 続行する,支払いが確認されると、注文は出荷に進む。,继续; 进行,一旦确认付款，订单将进入发货环节。,proceder; continuar,"Una vez confirmado el pago, el pedido procederá al envío.",tiến hành,"Sau khi được phê duyệt, chúng tôi có thể tiến hành giai đoạn tiếp theo.",ดำเนินการต่อ,เมื่อได้รับอนุมัติแล้ว เราสามารถดำเนินการต่อในระยะต่อไป,melanjutkan,"Setelah disetujui, kami dapat melanjutkan ke fase berikutnya."
process,The hiring process typically takes about four to six weeks.,과정; 처리하다,채용 과정은 보통 약 4~6주 소요된다.,過程; 処理する,採用プロセスは通常約4〜6週間かかる。,过程; 处理,招聘流程通常需要四到六周时间。,proceso; trámite,El proceso de contratación suele tardar entre cuatro y seis semanas.,quy trình,Quy trình phê duyệt đã được đơn giản hóa để giảm thời gian chờ đợi.,กระบวนการ,กระบวนการอนุมัติได้รับการปรับปรุงเพื่อลดเวลาในการรอ,proses,Proses persetujuan telah disederhanakan untuk mengurangi waktu tunggu.
procurement,The procurement team negotiated lower prices with all major suppliers.,조달; 구매,조달팀은 모든 주요 공급업체와 더 낮은 가격을 협상했다.,調達; 購買,調達チームはすべての主要サプライヤーとより低い価格を交渉した。,采购,采购团队与所有主要供应商谈判降低了价格。,adquisición; compra,El equipo de adquisiciones negoció precios más bajos con todos los principales proveedores.,mua sắm,Đội mua sắm đàm phán hợp đồng với nhà cung cấp.,การจัดซื้อ,ทีมจัดซื้อเจรจาสัญญากับซัพพลายเออร์,pengadaan,Tim pengadaan menegosiasikan kontrak dengan pemasok.
productive,The team had a very productive meeting that resolved several key issues.,생산적인,팀은 여러 핵심 문제를 해결한 매우 생산적인 회의를 가졌다.,生産的な; 生産性の高い,チームはいくつかの重要な問題を解決した非常に生産的な会議を行った。,富有成效的,团队召开了一次非常富有成效的会议，解决了几个关键问题。,productivo,El equipo tuvo una reunión muy productiva que resolvió varios problemas clave.,năng suất,Không gian làm việc linh hoạt đã giúp nhân viên làm việc năng suất hơn.,มีประสิทธิผล,พื้นที่ทำงานแบบยืดหยุ่นช่วยให้พนักงานมีประสิทธิผลมากขึ้น,produktif,Ruang kerja fleksibel telah membuat karyawan lebih produktif.
profession,Accounting is a profession that requires strong attention to detail.,직업; 전문직,회계는 세부 사항에 대한 높은 주의력을 요구하는 직업이다.,職業; 専門職,会計は細部への高い注意力を必要とする職業だ。,职业; 专业,会计是一个需要高度注意细节的职业。,profesión; carrera,La contabilidad es una profesión que requiere mucha atención al detalle.,nghề nghiệp,Kế toán là một nghề nghiệp yêu cầu phải có giấy phép hành nghề.,อาชีพ,การบัญชีเป็นอาชีพที่ต้องมีใบอนุญาตประกอบวิชาชีพ,profesi,Akuntansi adalah profesi yang memerlukan lisensi profesional.
profile,The company raised its public profile through strategic media partnerships.,프로필; 개요,회사는 전략적 미디어 파트너십을 통해 공적 인지도를 높였다.,プロフィール; 概要,会社は戦略的なメディアパートナーシップを通じて知名度を高めた。,简介; 概况,公司通过战略性媒体合作提升了公众知名度。,perfil; resumen,La empresa elevó su perfil público a través de asociaciones estratégicas con medios de comunicación.,hồ sơ,Hồ sơ công ty nhấn mạnh cam kết đổi mới sáng tạo.,ประวัติ,ประวัติบริษัทเน้นย้ำความมุ่งมั่นในนวัตกรรม,profil,Profil perusahaan menyoroti komitmennya terhadap inovasi.
profit,The company reported a net profit of twelve million dollars this year.,이익; 수익,"회사는 올해 1,200만 달러의 순이익을 보고했다.",利益; 利潤,"会社は今年1,200万ドルの純利益を報告した。",利润; 收益,公司报告今年净利润为一千二百万美元。,ganancia; beneficio,La empresa reportó una ganancia neta de doce millones de dólares este año.,lợi nhuận,Lợi nhuận ròng tăng 20% so với năm trước.,กำไร,กำไรสุทธิเพิ่มขึ้น 20% เมื่อเทียบกับปีก่อน,keuntungan,Keuntungan bersih meningkat 20% dibandingkan tahun sebelumnya.
prohibit,Company policy prohibits the use of personal devices during work hours.,금지하다,회사 정책은 근무 시간 중 개인 기기 사용을 금지한다.,禁止する,会社の方針は勤務時間中の個人デバイスの使用を禁止している。,禁止,公司政策禁止在工作时间使用个人设备。,prohibir,La política de la empresa prohíbe el uso de dispositivos personales durante el horario laboral.,cấm,Quy định cấm hút thuốc trong tất cả các tòa nhà văn phòng.,ห้าม,กฎระเบียบห้ามสูบบุหรี่ในอาคารสำนักงานทุกแห่ง,melarang,Peraturan melarang merokok di semua gedung perkantoran.
project,The construction project is expected to be completed by December.,프로젝트; 사업; 예상하다,건설 프로젝트는 12월까지 완공될 것으로 예상된다.,プロジェクト; 予測する,建設プロジェクトは12月までに完了する見込みだ。,项目; 工程,建设项目预计将于十二月完工。,proyecto; prever,Se espera que el proyecto de construcción esté terminado para diciembre.,dự án,Dự án mới nhằm cải thiện cơ sở hạ tầng giao thông công cộng.,โครงการ,โครงการใหม่มีเป้าหมายเพื่อปรับปรุงโครงสร้างพื้นฐานการขนส่งสาธารณะ,proyek,Proyek baru bertujuan untuk meningkatkan infrastruktur transportasi umum.
prominent,She is a prominent figure in the international finance community.,저명한; 두드러진,그녀는 국제 금융 커뮤니티에서 저명한 인물이다.,著名な; 目立つ,彼女は国際金融界で著名な人物だ。,杰出的; 显著的,她是国际金融界的知名人物。,destacado; prominente,Ella es una figura destacada en la comunidad financiera internacional.,nổi bật,Diễn giả nổi bật đã chia sẻ góc nhìn sâu sắc tại hội nghị.,โดดเด่น,วิทยากรที่โดดเด่นแบ่งปันข้อมูลเชิงลึกที่การประชุม,terkemuka,Pembicara terkemuka berbagi wawasan mendalam di konferensi tersebut.
promote,The company promotes from within whenever a leadership position opens.,홍보하다; 승진시키다,회사는 리더십 직위가 공석이 될 때마다 내부 승진을 시킨다.,促進する; 昇進させる,会社はリーダーシップのポジションに空きが出るたびに内部昇進を行う。,推广; 促进; 晋升,每当有领导职位空缺时，公司都会进行内部晋升。,promocionar; ascender,La empresa promueve internamente siempre que se abre un puesto de liderazgo.,thăng chức,Cô ấy được thăng chức lên vị trí giám đốc khu vực.,เลื่อนตำแหน่ง,เธอได้รับการเลื่อนตำแหน่งเป็นผู้อำนวยการภูมิภาค,mempromosikan,Dia dipromosikan ke posisi direktur regional.
prompt,Quick response to customer complaints is essential for prompt resolution.,신속한; 촉진하다,고객 불만에 대한 빠른 대응은 신속한 해결에 필수적이다.,迅速な; 促す,顧客の苦情への迅速な対応は、速やかな解決に不可欠だ。,迅速的; 促使,对客户投诉的快速响应对于及时解决问题至关重要。,rápido; inmediato,La respuesta rápida a las quejas de los clientes es esencial para una resolución pronta.,nhanh chóng,Phản hồi nhanh chóng của bộ phận dịch vụ khách hàng đã được khen ngợi.,ทันที,การตอบสนองที่ทันทีของฝ่ายบริการลูกค้าได้รับคำชมเชย,cepat,Respons cepat dari departemen layanan pelanggan mendapat pujian.
property,Commercial property values in the area have increased dramatically.,재산; 부동산; 속성,해당 지역의 상업용 부동산 가치가 급격히 상승했다.,財産; 不動産; 特性,その地域の商業用不動産の価値が劇的に上昇した。,财产; 房产; 属性,该地区的商业地产价值大幅上涨。,propiedad; bien,Los valores de las propiedades comerciales en el área han aumentado drásticamente.,tài sản,Công ty sở hữu một số tài sản thương mại trong thành phố.,ทรัพย์สิน,บริษัทเป็นเจ้าของทรัพย์สินเชิงพาณิชย์หลายแห่งในเมือง,properti,Perusahaan memiliki beberapa properti komersial di kota tersebut.
