stratigraphy,"The stratigraphy of the site revealed multiple periods of human occupation.",층서학,"해당 유적지의 층서학은 여러 시기의 인간 거주를 드러냈다.",層序学,"その遺跡の層序学は複数の時代の人間の居住を明らかにした。",地层学,"该遗址的地层学揭示了多个人类居住时期。",estratigrafía,"La estratigrafía del sitio reveló múltiples períodos de ocupación humana.",địa tầng học,"Địa tầng học của di chỉ cho thấy nhiều giai đoạn cư trú của con người.",ชั้นหินวิทยา,"ชั้นหินวิทยาของแหล่งโบราณคดีเผยให้เห็นการอยู่อาศัยหลายยุค",stratigrafi,"Stratigrafi situs tersebut mengungkapkan beberapa periode hunian manusia."
arpeggiation,"The guitarist's arpeggiation technique broke chords into cascading individual notes.",아르페지오,"기타리스트의 아르페지오 기법은 화음을 연속적인 개별 음으로 분리했다.",アルペジオ,"ギタリストのアルペジオ技法は和音を連続する個別の音に分解した。",琶音,"吉他手的琶音技巧将和弦分解为层叠的单个音符。",arpegiación,"La técnica de arpegiación del guitarrista descompuso los acordes en notas individuales en cascada.",rải hợp âm,"Kỹ thuật rải hợp âm của nghệ sĩ guitar phân tách hợp âm thành các nốt riêng lẻ liên tiếp.",อาร์เพจจิโอ,"เทคนิคอาร์เพจจิโอของนักกีตาร์แยกคอร์ดเป็นโน้ตเดี่ยวที่ไหลต่อเนื่อง",arpegiasi,"Teknik arpegiasi gitaris memecah akor menjadi not-not individual yang mengalir."
fortissimo,"The brass section erupted in fortissimo during the climactic finale.",포르티시모,"금관 악기부가 절정의 피날레에서 포르티시모로 폭발했다.",フォルティッシモ,"金管セクションはクライマックスのフィナーレでフォルティッシモで爆発した。",极强,"铜管乐器部在高潮结尾处爆发出极强音。",fortísimo,"La sección de metales estalló en fortísimo durante el final climático.",fortissimo,"Bộ kèn đồng bùng nổ ở cường độ fortissimo trong đoạn kết cao trào.",ฟอร์ทิสซิโม,"เครื่องทองเหลืองระเบิดเสียงฟอร์ทิสซิโมในช่วงไคลแมกซ์ของตอนจบ",fortissimo,"Seksi brass meletus dalam fortissimo selama finale yang klimaks."
pedogenesis,"Pedogenesis in the region was influenced by volcanic ash deposits over millennia.",토양 생성,"해당 지역의 토양 생성은 수천 년에 걸친 화산재 퇴적의 영향을 받았다.",土壌生成,"その地域の土壌生成は数千年にわたる火山灰堆積の影響を受けた。",成土作用,"该地区的成土作用受到数千年来火山灰沉积的影响。",pedogénesis,"La pedogénesis en la región fue influenciada por depósitos de ceniza volcánica durante milenios.",quá trình hình thành đất,"Quá trình hình thành đất trong khu vực bị ảnh hưởng bởi tro núi lửa tích tụ qua hàng nghìn năm.",การเกิดดิน,"การเกิดดินในภูมิภาคนี้ได้รับอิทธิพลจากเถ้าภูเขาไฟที่ทับถมมาหลายพันปี",pedogenesis,"Pedogenesis di wilayah tersebut dipengaruhi oleh endapan abu vulkanik selama ribuan tahun."
palynology,"Palynology uses fossilized pollen to reconstruct past vegetation and climate.",화분학,"화분학은 화석화된 화분을 사용하여 과거 식생과 기후를 재구성한다.",花粉学,"花粉学は化石化した花粉を使用して過去の植生と気候を復元する。",孢粉学,"孢粉学利用化石花粉重建过去的植被和气候。",palinología,"La palinología utiliza polen fosilizado para reconstruir la vegetación y el clima del pasado.",bào tử học,"Bào tử học sử dụng phấn hoa hóa thạch để tái dựng thảm thực vật và khí hậu quá khứ.",เรณูวิทยา,"เรณูวิทยาใช้ละอองเรณูที่กลายเป็นฟอสซิลเพื่อสร้างพืชพรรณและสภาพภูมิอากาศในอดีต",palinologi,"Palinologi menggunakan serbuk sari fosil untuk merekonstruksi vegetasi dan iklim masa lalu."
hydrothermal,"Hydrothermal vents support unique ecosystems independent of solar energy.",열수,"열수 분출공은 태양 에너지와 무관한 독특한 생태계를 지원한다.",熱水の,"熱水噴出孔は太陽エネルギーに依存しない独自の生態系を支えている。",热液的,"热液喷口支撑着不依赖太阳能的独特生态系统。",hidrotermal,"Los respiraderos hidrotermales sostienen ecosistemas únicos independientes de la energía solar.",nhiệt dịch,"Miệng phun nhiệt dịch hỗ trợ hệ sinh thái độc đáo không phụ thuộc năng lượng mặt trời.",ไฮโดรเทอร์มอล,"ปล่องไฮโดรเทอร์มอลสนับสนุนระบบนิเวศเฉพาะตัวที่ไม่ขึ้นอยู่กับพลังงานแสงอาทิตย์",hidrotermal,"Ventilasi hidrotermal mendukung ekosistem unik yang independen dari energi matahari."
bioaccumulation,"Bioaccumulation of mercury in apex predators poses serious health risks to human consumers.",생물농축,"최상위 포식자에서의 수은 생물농축은 인간 소비자에게 심각한 건강 위험을 초래한다.",生物蓄積,"頂点捕食者における水銀の生物蓄積は人間の消費者に深刻な健康リスクをもたらす。",生物积累,"顶级捕食者中汞的生物积累对人类消费者构成严重健康风险。",bioacumulación,"La bioacumulación de mercurio en depredadores apicales plantea serios riesgos para la salud de los consumidores humanos.",tích lũy sinh học,"Tích lũy sinh học thủy ngân trong động vật ăn thịt đỉnh gây rủi ro sức khỏe nghiêm trọng cho người tiêu dùng.",การสะสมทางชีวภาพ,"การสะสมทางชีวภาพของปรอทในสัตว์นักล่าชั้นสูงสร้างความเสี่ยงด้านสุขภาพแก่ผู้บริโภค",bioakumulasi,"Bioakumulasi merkuri pada predator puncak menimbulkan risiko kesehatan serius bagi konsumen manusia."
diaspora,"The diplomatic forum addressed the political influence of the diaspora community abroad.",디아스포라,"외교 포럼은 해외 디아스포라 공동체의 정치적 영향력을 다루었다.",ディアスポラ,"外交フォーラムは海外のディアスポラコミュニティの政治的影響力を取り上げた。",散居社群,"外交论坛讨论了海外散居社群的政治影响力。",diáspora,"El foro diplomático abordó la influencia política de la comunidad de la diáspora en el extranjero.",cộng đồng kiều dân,"Diễn đàn ngoại giao đề cập đến ảnh hưởng chính trị của cộng đồng kiều dân ở nước ngoài.",พลัดถิ่น,"เวทีการทูตกล่าวถึงอิทธิพลทางการเมืองของชุมชนพลัดถิ่นในต่างประเทศ",diaspora,"Forum diplomatik membahas pengaruh politik komunitas diaspora di luar negeri."
sonority,"The full sonority of the orchestra filled the concert hall with overwhelming richness.",울림,"오케스트라의 풍성한 울림이 콘서트 홀을 압도적인 풍부함으로 채웠다.",響き,"オーケストラの豊かな響きがコンサートホールを圧倒的な豊かさで満たした。",音响,"管弦乐队的丰满音响以压倒性的丰富感充满了音乐厅。",sonoridad,"La plena sonoridad de la orquesta llenó la sala de conciertos con una riqueza abrumadora.",âm hưởng,"Âm hưởng đầy đặn của dàn nhạc lấp đầy phòng hòa nhạc với sự phong phú tuyệt vời.",ความไพเราะ,"ความไพเราะเต็มที่ของวงออร์เคสตราเติมเต็มห้องแสดงคอนเสิร์ตด้วยความอุดมสมบูรณ์",sonoritas,"Sonoritas penuh orkestra memenuhi ruang konser dengan kemewahan yang luar biasa."
rubato,"The performer's tasteful rubato lent the nocturne an intimate emotional expressiveness.",루바토,"연주자의 품위 있는 루바토는 야상곡에 친밀한 감정적 표현을 부여했다.",ルバート,"演奏者の品のあるルバートはノクターンに親密な感情表現を与えた。",自由速度,"演奏者优雅的自由速度赋予夜曲亲密的情感表现力。",rubato,"El rubato de buen gusto del intérprete otorgó al nocturno una expresividad emocional íntima.",rubato,"Rubato tinh tế của nghệ sĩ mang lại cho bản dạ khúc sự biểu cảm cảm xúc thân mật.",รูบาโต,"รูบาโตที่มีรสนิยมของนักแสดงทำให้น็อกเทิร์นมีการแสดงออกทางอารมณ์อย่างใกล้ชิด",rubato,"Rubato halus dari pemain memberikan nocturne ekspresi emosional yang intim."
concession,"Mutual concessions on tariff rates paved the way for the bilateral trade agreement.",양보,"관세율에 대한 상호 양보가 양자 무역 협정의 길을 닦았다.",譲歩,"関税率に関する相互譲歩が二国間貿易協定への道を開いた。",让步,"关税税率上的相互让步为双边贸易协定铺平了道路。",concesión,"Las concesiones mutuas en las tasas arancelarias allanaron el camino para el acuerdo comercial bilateral.",nhượng bộ,"Nhượng bộ lẫn nhau về thuế quan đã mở đường cho hiệp định thương mại song phương.",การประนีประนอม,"การประนีประนอมร่วมกันเรื่องอัตราภาษีปูทางสู่ข้อตกลงการค้าทวิภาคี",konsesi,"Konsesi bersama mengenai tarif membuka jalan bagi perjanjian perdagangan bilateral."
accreditation,"The accreditation of the new ambassador was delayed due to a diplomatic incident.",신임장,"새 대사의 신임장 제정이 외교적 사건으로 지연되었다.",認定,"新大使の信任状認定は外交事件のため遅延した。",认证,"新大使的认证因外交事件而推迟。",acreditación,"La acreditación del nuevo embajador se retrasó debido a un incidente diplomático.",ủy nhiệm,"Việc ủy nhiệm đại sứ mới bị trì hoãn do sự cố ngoại giao.",การรับรอง,"การรับรองเอกอัครราชทูตคนใหม่ล่าช้าเนื่องจากเหตุการณ์ทางการทูต",akreditasi,"Akreditasi duta besar baru tertunda karena insiden diplomatik."
endogeneity,"Endogeneity bias arises when an explanatory variable correlates with the error term.",내생성,"내생성 편향은 설명 변수가 오차항과 상관될 때 발생한다.",内生性,"内生性バイアスは説明変数が誤差項と相関する場合に生じる。",内生性,"当解释变量与误差项相关时会产生内生性偏差。",endogeneidad,"El sesgo de endogeneidad surge cuando una variable explicativa se correlaciona con el término de error.",nội sinh,"Sai lệch nội sinh phát sinh khi biến giải thích tương quan với số hạng sai số.",ภาวะตัวแปรภายใน,"อคติจากภาวะตัวแปรภายในเกิดขึ้นเมื่อตัวแปรอธิบายมีสหสัมพันธ์กับพจน์ความคลาดเคลื่อน",endogenitas,"Bias endogenitas muncul ketika variabel penjelas berkorelasi dengan istilah kesalahan."
parsimony,"The principle of parsimony favors the simplest model that adequately explains the data.",간명성,"간명성의 원칙은 데이터를 적절히 설명하는 가장 단순한 모델을 선호한다.",節約,"節約の原則はデータを適切に説明する最も単純なモデルを支持する。",简约,"简约原则偏好能充分解释数据的最简单模型。",parsimonia,"El principio de parsimonia favorece el modelo más simple que explique adecuadamente los datos.",tiết kiệm,"Nguyên tắc tiết kiệm ưu tiên mô hình đơn giản nhất giải thích đầy đủ dữ liệu.",ความประหยัด,"หลักความประหยัดสนับสนุนแบบจำลองที่เรียบง่ายที่สุดที่อธิบายข้อมูลได้อย่างเพียงพอ",parsimoni,"Prinsip parsimoni mendukung model paling sederhana yang menjelaskan data secara memadai."
iconography,"The iconography on the sarcophagus depicted scenes from the afterlife.",도상학,"석관의 도상학은 내세의 장면을 묘사했다.",図像学,"石棺の図像学は来世の場面を描写していた。",图像学,"石棺上的图像学描绘了来世的场景。",iconografía,"La iconografía del sarcófago representaba escenas del más allá.",đồ tượng học,"Đồ tượng học trên quách đá mô tả các cảnh của thế giới bên kia.",สัญลักษณ์วิทยา,"สัญลักษณ์วิทยาบนโลงหินแสดงภาพฉากจากปรโลก",ikonografi,"Ikonografi pada sarkofagus menggambarkan adegan dari alam baka."
cartography,"Ancient cartography reveals how civilizations conceptualized their known world.",지도학,"고대 지도학은 문명이 자신들의 알려진 세계를 어떻게 개념화했는지 보여준다.",地図学,"古代の地図学は文明が既知の世界をどのように概念化したかを明らかにする。",制图学,"古代制图学揭示了文明如何构想其已知世界。",cartografía,"La cartografía antigua revela cómo las civilizaciones conceptualizaban su mundo conocido.",bản đồ học,"Bản đồ học cổ đại cho thấy các nền văn minh đã khái niệm hóa thế giới của họ như thế nào.",การทำแผนที่,"การทำแผนที่โบราณเผยให้เห็นว่าอารยธรรมมองโลกที่รู้จักอย่างไร",kartografi,"Kartografi kuno mengungkapkan bagaimana peradaban mengonseptualisasi dunia yang mereka kenal."
microbiome,"The marine microbiome plays a crucial role in global carbon cycling.",미생물군,"해양 미생물군은 전 지구적 탄소 순환에서 중요한 역할을 한다.",マイクロバイオーム,"海洋マイクロバイオームはグローバルな炭素循環において重要な役割を果たす。",微生物组,"海洋微生物组在全球碳循环中发挥关键作用。",microbioma,"El microbioma marino desempeña un papel crucial en el ciclo global del carbono.",hệ vi sinh vật,"Hệ vi sinh vật biển đóng vai trò quan trọng trong chu trình carbon toàn cầu.",ไมโครไบโอม,"ไมโครไบโอมทางทะเลมีบทบาทสำคัญในวัฏจักรคาร์บอนของโลก",mikrobiom,"Mikrobiom laut memainkan peran penting dalam siklus karbon global."
echolocation,"Dolphins use echolocation to navigate murky waters and locate prey with precision.",반향정위,"돌고래는 탁한 물에서 항해하고 먹이를 정확하게 찾기 위해 반향정위를 사용한다.",エコーロケーション,"イルカはエコーロケーションを使って濁った水中を航行し正確に獲物の位置を特定する。",回声定位,"海豚利用回声定位在浑浊水域中导航并精确定位猎物。",ecolocalización,"Los delfines usan la ecolocalización para navegar aguas turbias y localizar presas con precisión.",định vị bằng tiếng vang,"Cá heo sử dụng định vị bằng tiếng vang để điều hướng trong nước đục và xác định con mồi chính xác.",การสะท้อนเสียง,"โลมาใช้การสะท้อนเสียงเพื่อนำทางในนํ้าขุ่นและระบุตำแหน่งเหยื่ออย่างแม่นยำ",ekolokasi,"Lumba-lumba menggunakan ekolokasi untuk menavigasi perairan keruh dan menemukan mangsa dengan presisi."
consilience,"Consilience across multiple disciplines strengthened the hypothesis about early human migration.",통섭,"여러 분야에 걸친 통섭이 초기 인류 이동에 대한 가설을 강화했다.",統合,"複数の学問分野にわたる統合が初期人類移動に関する仮説を強化した。",融通,"跨越多个学科的融通加强了关于早期人类迁徙的假说。",consiliencia,"La consiliencia entre múltiples disciplinas fortaleció la hipótesis sobre la migración humana temprana.",hội tụ tri thức,"Hội tụ tri thức qua nhiều lĩnh vực đã củng cố giả thuyết về sự di cư sớm của con người.",การบูรณาการความรู้,"การบูรณาการความรู้ข้ามหลายสาขาเสริมสมมติฐานเกี่ยวกับการอพยพของมนุษย์ยุคแรก",konsiliensi,"Konsiliensi lintas berbagai disiplin memperkuat hipotesis tentang migrasi manusia awal."
tesselation,"The mosaic floor's tesselation patterns reflected Hellenistic artistic influences.",테셀레이션,"모자이크 바닥의 테셀레이션 패턴은 헬레니즘 예술적 영향을 반영했다.",テッセレーション,"モザイク床のテッセレーションパターンはヘレニズムの芸術的影響を反映していた。",镶嵌,"马赛克地板的镶嵌图案反映了希腊化时期的艺术影响。",teselación,"Los patrones de teselación del piso de mosaico reflejaban influencias artísticas helenísticas.",xếp gạch,"Các mẫu xếp gạch trên sàn khảm phản ánh ảnh hưởng nghệ thuật Hy Lạp hóa.",การปูกระเบื้อง,"ลวดลายการปูกระเบื้องของพื้นโมเสกสะท้อนอิทธิพลศิลปะเฮลเลนิสติก",teselasi,"Pola teselasi lantai mosaik mencerminkan pengaruh artistik Helenistik."
impedance,"Acoustic impedance matching is essential for efficient sound transmission in concert halls.",임피던스,"음향 임피던스 매칭은 콘서트 홀에서 효율적인 음향 전달에 필수적이다.",インピーダンス,"音響インピーダンスマッチングはコンサートホールでの効率的な音響伝達に不可欠である。",阻抗,"声学阻抗匹配对于音乐厅的高效声音传输至关重要。",impedancia,"La adaptación de impedancia acústica es esencial para la transmisión eficiente del sonido en salas de conciertos.",trở kháng,"Phối hợp trở kháng âm thanh rất cần thiết cho truyền âm hiệu quả trong phòng hòa nhạc.",อิมพีแดนซ์,"การจับคู่อิมพีแดนซ์เชิงเสียงจำเป็นสำหรับการส่งเสียงอย่างมีประสิทธิภาพในห้องแสดงคอนเสิร์ต",impedansi,"Pencocokan impedansi akustik sangat penting untuk transmisi suara yang efisien di ruang konser."
annexation,"The unilateral annexation of the territory was condemned by the international community.",합병,"그 영토의 일방적 합병은 국제 사회에 의해 비난받았다.",併合,"その領土の一方的な併合は国際社会に非難された。",吞并,"对该领土的单方面吞并遭到国际社会的谴责。",anexión,"La anexión unilateral del territorio fue condenada por la comunidad internacional.",sáp nhập,"Việc sáp nhập đơn phương lãnh thổ bị cộng đồng quốc tế lên án.",การผนวก,"การผนวกดินแดนฝ่ายเดียวถูกประณามโดยประชาคมระหว่างประเทศ",aneksasi,"Aneksasi sepihak atas wilayah tersebut dikecam oleh komunitas internasional."
isotope,"Isotope analysis of skeletal remains revealed the dietary habits of ancient populations.",동위원소,"골격 유해의 동위원소 분석은 고대 인구의 식이 습관을 밝혔다.",同位体,"骨格遺骨の同位体分析は古代集団の食習慣を明らかにした。",同位素,"骨骼遗骸的同位素分析揭示了古代人群的饮食习惯。",isótopo,"El análisis de isótopos de restos esqueléticos reveló los hábitos alimentarios de poblaciones antiguas.",đồng vị,"Phân tích đồng vị của di cốt tiết lộ thói quen ăn uống của quần thể cổ đại.",ไอโซโทป,"การวิเคราะห์ไอโซโทปของซากโครงกระดูกเผยนิสัยการกินของประชากรโบราณ",isotop,"Analisis isotop dari sisa kerangka mengungkapkan kebiasaan makan populasi kuno."
