hegemony,"The nation's cultural hegemony influenced global media trends.",패권,"그 나라의 문화적 패권은 세계 미디어 트렌드에 영향을 미쳤다.",覇権,"その国の文化的覇権は世界のメディアトレンドに影響を与えた。",霸权,"该国的文化霸权影响了全球媒体趋势。",hegemonía,"La hegemonía cultural de la nación influyó en las tendencias mediáticas globales.",quyền bá chủ,"Quyền bá chủ văn hóa của quốc gia đã ảnh hưởng đến xu hướng truyền thông toàn cầu.",อำนาจครอบงำ,"อำนาจครอบงำทางวัฒนธรรมของชาติมีอิทธิพลต่อแนวโน้มสื่อทั่วโลก",hegemoni,"Hegemoni budaya negara tersebut memengaruhi tren media global."
Bose-Einstein condensate,"A Bose-Einstein condensate forms when atoms are cooled to near absolute zero and merge into a single quantum state.",보스-아인슈타인 응축,"보스-아인슈타인 응축은 원자가 절대영도 근처로 냉각되어 하나의 양자 상태로 합쳐질 때 형성된다.",ボース・アインシュタイン凝縮,"ボース・アインシュタイン凝縮は原子が絶対零度近くまで冷却され単一の量子状態に融合するときに形成される。",玻色-爱因斯坦凝聚体,"玻色-爱因斯坦凝聚体在原子被冷却到接近绝对零度并合并为单一量子态时形成。",condensado de Bose-Einstein,"Un condensado de Bose-Einstein se forma cuando los átomos se enfrían hasta cerca del cero absoluto y se fusionan en un solo estado cuántico.",ngưng tụ Bose-Einstein,"Ngưng tụ Bose-Einstein hình thành khi các nguyên tử được làm lạnh đến gần độ không tuyệt đối và hợp nhất thành một trạng thái lượng tử duy nhất.",สถานะควบแน่นโบส-ไอน์สไตน์,"สถานะควบแน่นโบส-ไอน์สไตน์เกิดขึ้นเมื่ออะตอมถูกทำให้เย็นลงจนใกล้ศูนย์สัมบูรณ์และรวมเป็นสถานะควอนตัมเดียว",kondensat Bose-Einstein,"Kondensat Bose-Einstein terbentuk ketika atom didinginkan hingga mendekati nol mutlak dan bergabung menjadi satu keadaan kuantum tunggal."
irredentism,"Irredentism fueled the nationalist movement's demand to reclaim historically contested territories.",영토회복주의,"영토회복주의는 역사적으로 분쟁이 있는 영토를 되찾으려는 민족주의 운동의 요구를 부추겼다.",イレデンティズム,"イレデンティズムは歴史的に争われてきた領土を取り戻す民族主義運動の要求を煽った。",领土收复主义,"领土收复主义助长了民族主义运动收回历史争议领土的要求。",irredentismo,"El irredentismo alimentó la demanda del movimiento nacionalista de reclamar territorios históricamente disputados.",chủ nghĩa phục thổ,"Chủ nghĩa phục thổ đã thúc đẩy yêu cầu của phong trào dân tộc chủ nghĩa nhằm thu hồi các vùng lãnh thổ tranh chấp lịch sử.",ลัทธิดินแดนนิยม,"ลัทธิดินแดนนิยมเป็นเชื้อเพลิงให้กับข้อเรียกร้องของขบวนการชาตินิยมในการเรียกคืนดินแดนที่เป็นข้อพิพาททางประวัติศาสตร์",iredentisme,"Iredentisme memicu tuntutan gerakan nasionalis untuk merebut kembali wilayah yang secara historis dipersengketakan."
compliance officer,"The compliance officer ensured all transactions adhered to anti-money laundering regulations.",준법감시인,"준법감시인은 모든 거래가 자금세탁 방지 규정을 준수하도록 보장했다.",コンプライアンスオフィサー,"コンプライアンスオフィサーは全ての取引がマネーロンダリング防止規制を遵守するよう確認した。",合规官,"合规官确保所有交易遵守反洗钱法规。",oficial de cumplimiento,"El oficial de cumplimiento aseguró que todas las transacciones cumplieran con las regulaciones contra el lavado de dinero.",cán bộ tuân thủ,"Cán bộ tuân thủ đảm bảo tất cả giao dịch tuân thủ các quy định chống rửa tiền.",เจ้าหน้าที่ฝ่ายกำกับดูแล,"เจ้าหน้าที่ฝ่ายกำกับดูแลรับรองว่าธุรกรรมทั้งหมดปฏิบัติตามกฎระเบียบป้องกันการฟอกเงิน",petugas kepatuhan,"Petugas kepatuhan memastikan semua transaksi mematuhi peraturan anti pencucian uang."
somatization,"Somatization converts psychological distress into physical symptoms without underlying organic cause.",신체화,"신체화는 기질적 원인 없이 심리적 고통을 신체적 증상으로 전환시킨다.",身体化,"身体化は根本的な器質的原因なく心理的苦痛を身体症状に変換する。",躯体化,"躯体化在没有潜在器质性原因的情况下将心理困扰转化为身体症状。",somatización,"La somatización convierte el malestar psicológico en síntomas físicos sin causa orgánica subyacente.",thể hóa,"Thể hóa chuyển đổi đau khổ tâm lý thành các triệu chứng thể chất mà không có nguyên nhân hữu cơ tiềm ẩn.",การแปลงเป็นอาการทางกาย,"การแปลงเป็นอาการทางกายเปลี่ยนความทุกข์ทางจิตใจเป็นอาการทางกายโดยไม่มีสาเหตุทางกายภาพ",somatisasi,"Somatisasi mengubah tekanan psikologis menjadi gejala fisik tanpa penyebab organik yang mendasari."
Machiavellian,"His Machiavellian tactics involved manipulating allies and adversaries alike to consolidate power.",마키아벨리적,"그의 마키아벨리적 전술은 권력을 공고히 하기 위해 동맹과 적을 모두 조종하는 것이었다.",マキャヴェリ的,"彼のマキャヴェリ的な戦術は権力を強化するために味方も敵も操ることを含んでいた。",马基雅维利式的,"他的马基雅维利式策略包括操纵盟友和对手以巩固权力。",maquiavélico,"Sus tácticas maquiavélicas implicaban manipular tanto a aliados como a adversarios para consolidar el poder.",mưu mô quyền lực,"Chiến thuật mưu mô quyền lực của ông ta bao gồm thao túng cả đồng minh lẫn đối thủ để củng cố quyền lực.",แบบมาเคียเวลลี,"กลยุทธ์แบบมาเคียเวลลีของเขาเกี่ยวข้องกับการบงการทั้งพันธมิตรและศัตรูเพื่อรวบอำนาจ",Machiavellian,"Taktik Machiavellian-nya melibatkan manipulasi sekutu dan musuh untuk mengonsolidasikan kekuasaan."
xenophobia,"Rising xenophobia in the region manifested in discriminatory immigration policies.",외국인 혐오,"지역에서 증가하는 외국인 혐오는 차별적 이민 정책으로 나타났다.",外国人嫌悪,"その地域で高まる外国人嫌悪は差別的な移民政策として現れた。",仇外心理,"该地区日益增长的仇外心理表现为歧视性的移民政策。",xenofobia,"La creciente xenofobia en la región se manifestó en políticas migratorias discriminatorias.",bài ngoại,"Tình trạng bài ngoại gia tăng trong khu vực thể hiện qua các chính sách nhập cư phân biệt đối xử.",ความเกลียดกลัวชาวต่างชาติ,"ความเกลียดกลัวชาวต่างชาติที่เพิ่มขึ้นในภูมิภาคแสดงออกในนโยบายตรวจคนเข้าเมืองที่เลือกปฏิบัติ",xenofobia,"Meningkatnya xenofobia di wilayah tersebut terwujud dalam kebijakan imigrasi yang diskriminatif."
diaspora,"The diaspora maintained strong cultural ties to their ancestral homeland across generations.",디아스포라,"디아스포라는 세대를 넘어 조상의 고국과 강한 문화적 유대를 유지했다.",ディアスポラ,"ディアスポラは世代を超えて祖先の故国との強い文化的絆を維持した。",离散群体,"离散群体跨越世代保持着与祖先故土的强烈文化联系。",diáspora,"La diáspora mantuvo fuertes lazos culturales con su tierra ancestral a través de generaciones.",cộng đồng kiều bào,"Cộng đồng kiều bào duy trì mối liên kết văn hóa mạnh mẽ với quê hương tổ tiên qua nhiều thế hệ.",พลัดถิ่น,"ชุมชนพลัดถิ่นรักษาสายสัมพันธ์ทางวัฒนธรรมที่เข้มแข็งกับมาตุภูมิข้ามรุ่น",diaspora,"Diaspora mempertahankan ikatan budaya yang kuat dengan tanah leluhur mereka lintas generasi."
oligarchy,"The country devolved into an oligarchy where a handful of billionaires controlled policy decisions.",과두정치,"그 나라는 소수의 억만장자가 정책 결정을 통제하는 과두정치로 전락했다.",寡頭政治,"その国は少数の億万長者が政策決定を支配する寡頭政治に堕落した。",寡头政治,"该国沦为寡头政治由少数亿万富翁控制政策决定。",oligarquía,"El país degeneró en una oligarquía donde un puñado de multimillonarios controlaba las decisiones políticas.",chế độ đầu sỏ,"Đất nước chuyển thành chế độ đầu sỏ nơi một số ít tỷ phú kiểm soát các quyết định chính sách.",คณาธิปไตย,"ประเทศเสื่อมถอยเป็นคณาธิปไตยที่มหาเศรษฐีไม่กี่คนควบคุมการตัดสินใจเชิงนโยบาย",oligarki,"Negara tersebut berubah menjadi oligarki di mana segelintir miliarder mengendalikan keputusan kebijakan."
quantum field theory,"Quantum field theory unifies quantum mechanics and special relativity to describe particle interactions.",양자장 이론,"양자장 이론은 양자역학과 특수상대성이론을 통합하여 입자 상호작용을 설명한다.",場の量子論,"場の量子論は量子力学と特殊相対性理論を統合して粒子の相互作用を記述する。",量子场论,"量子场论统一了量子力学和狭义相对论来描述粒子相互作用。",teoría cuántica de campos,"La teoría cuántica de campos unifica la mecánica cuántica y la relatividad especial para describir las interacciones de partículas.",lý thuyết trường lượng tử,"Lý thuyết trường lượng tử thống nhất cơ học lượng tử và thuyết tương đối hẹp để mô tả tương tác hạt.",ทฤษฎีสนามควอนตัม,"ทฤษฎีสนามควอนตัมรวมกลศาสตร์ควอนตัมและทฤษฎีสัมพัทธภาพพิเศษเพื่ออธิบายปฏิสัมพันธ์ของอนุภาค",teori medan kuantum,"Teori medan kuantum menyatukan mekanika kuantum dan relativitas khusus untuk mendeskripsikan interaksi partikel."
emotional intelligence,"Emotional intelligence is a stronger predictor of leadership success than technical expertise alone.",감성 지능,"감성 지능은 기술적 전문성만보다 리더십 성공의 더 강력한 예측 변수이다.",感情的知性,"感情的知性は技術的専門性だけよりもリーダーシップの成功をより強く予測する。",情商,"情商比单纯的技术专长更能预测领导力的成功。",inteligencia emocional,"La inteligencia emocional es un predictor más fuerte del éxito en el liderazgo que la experiencia técnica sola.",trí tuệ cảm xúc,"Trí tuệ cảm xúc là yếu tố dự báo thành công lãnh đạo mạnh hơn so với chuyên môn kỹ thuật đơn thuần.",ความฉลาดทางอารมณ์,"ความฉลาดทางอารมณ์เป็นตัวทำนายความสำเร็จในการเป็นผู้นำที่แข็งแกร่งกว่าความเชี่ยวชาญทางเทคนิคเพียงอย่างเดียว",kecerdasan emosional,"Kecerdasan emosional merupakan prediktor kesuksesan kepemimpinan yang lebih kuat daripada keahlian teknis saja."
implicit bias,"Implicit bias can unconsciously influence hiring decisions despite diversity training programs.",암묵적 편견,"암묵적 편견은 다양성 교육 프로그램에도 불구하고 무의식적으로 채용 결정에 영향을 미칠 수 있다.",潜在的バイアス,"潜在的バイアスはダイバーシティ研修にもかかわらず無意識のうちに採用決定に影響を及ぼすことがある。",隐性偏见,"隐性偏见会在不知不觉中影响招聘决策即使有多元化培训项目。",sesgo implícito,"El sesgo implícito puede influir inconscientemente en las decisiones de contratación a pesar de los programas de capacitación en diversidad.",thiên kiến ngầm,"Thiên kiến ngầm có thể vô thức ảnh hưởng đến quyết định tuyển dụng bất chấp các chương trình đào tạo đa dạng.",อคติแฝง,"อคติแฝงสามารถมีอิทธิพลต่อการตัดสินใจจ้างงานอย่างไม่รู้ตัวแม้จะมีโปรแกรมฝึกอบรมด้านความหลากหลาย",bias implisit,"Bias implisit dapat secara tidak sadar memengaruhi keputusan perekrutan meskipun ada program pelatihan keragaman."
learned helplessness,"Learned helplessness occurs when repeated exposure to uncontrollable events leads to passive acceptance.",학습된 무기력,"학습된 무기력은 통제 불가능한 사건에 반복적으로 노출되면 수동적 수용으로 이어질 때 발생한다.",学習性無力感,"学習性無力感は制御不能な出来事への繰り返しの曝露が受動的な受容につながるときに起こる。",习得性无助,"习得性无助发生在反复接触不可控事件导致被动接受时。",indefensión aprendida,"La indefensión aprendida ocurre cuando la exposición repetida a eventos incontrolables lleva a la aceptación pasiva.",bất lực học được,"Bất lực học được xảy ra khi tiếp xúc lặp đi lặp lại với các sự kiện không thể kiểm soát dẫn đến sự chấp nhận thụ động.",ภาวะหมดหวังที่เรียนรู้มา,"ภาวะหมดหวังที่เรียนรู้มาเกิดขึ้นเมื่อการเผชิญกับเหตุการณ์ที่ควบคุมไม่ได้ซ้ำแล้วซ้ำเล่านำไปสู่การยอมรับอย่างเฉื่อยชา",ketidakberdayaan yang dipelajari,"Ketidakberdayaan yang dipelajari terjadi ketika paparan berulang terhadap peristiwa yang tidak dapat dikendalikan mengarah pada penerimaan pasif."
technocracy,"Critics warned that unchecked technocracy undermines democratic accountability.",기술관료주의,"비평가들은 견제되지 않는 기술관료주의가 민주적 책임을 훼손한다고 경고했다.",テクノクラシー,"批評家はチェックされないテクノクラシーが民主的説明責任を損なうと警告した。",技术官僚制,"批评者警告不受制约的技术官僚制会破坏民主问责。",tecnocracia,"Los críticos advirtieron que la tecnocracia descontrolada socava la rendición de cuentas democrática.",chế độ kỹ trị,"Các nhà phê bình cảnh báo rằng chế độ kỹ trị không được kiểm soát sẽ làm suy yếu trách nhiệm giải trình dân chủ.",เทคโนแครซี,"นักวิจารณ์เตือนว่าเทคโนแครซีที่ไม่มีการตรวจสอบจะบ่อนทำลายความรับผิดชอบตามระบอบประชาธิปไตย",teknokrasi,"Para kritikus memperingatkan bahwa teknokrasi yang tidak terkendali merusak akuntabilitas demokratis."
recidivism,"High recidivism rates indicate systemic failures in the criminal rehabilitation system.",재범률,"높은 재범률은 형사 재활 시스템의 체계적 실패를 나타낸다.",再犯率,"高い再犯率は刑事更生システムの組織的な失敗を示している。",累犯率,"高累犯率表明刑事康复系统存在系统性失败。",reincidencia,"Las altas tasas de reincidencia indican fallos sistémicos en el sistema de rehabilitación criminal.",tái phạm,"Tỷ lệ tái phạm cao cho thấy những thất bại mang tính hệ thống trong hệ thống cải tạo tội phạm.",การกระทำผิดซ้ำ,"อัตราการกระทำผิดซ้ำที่สูงบ่งชี้ถึงความล้มเหลวเชิงระบบในระบบฟื้นฟูผู้กระทำผิด",residivisme,"Tingkat residivisme yang tinggi mengindikasikan kegagalan sistemik dalam sistem rehabilitasi kriminal."
cognitive load,"Excessive cognitive load impairs working memory and degrades decision-making quality.",인지 부하,"과도한 인지 부하는 작업 기억을 손상시키고 의사결정의 질을 저하시킨다.",認知的負荷,"過度な認知的負荷は作業記憶を損ない意思決定の質を低下させる。",认知负荷,"过度的认知负荷会损害工作记忆并降低决策质量。",carga cognitiva,"La carga cognitiva excesiva deteriora la memoria de trabajo y degrada la calidad de la toma de decisiones.",tải nhận thức,"Tải nhận thức quá mức làm suy giảm trí nhớ làm việc và giảm chất lượng ra quyết định.",ภาระทางปัญญา,"ภาระทางปัญญาที่มากเกินไปทำให้หน่วยความจำใช้งานบกพร่องและลดคุณภาพการตัดสินใจ",beban kognitif,"Beban kognitif yang berlebihan merusak memori kerja dan menurunkan kualitas pengambilan keputusan."
paradigm shift,"The discovery of quantum mechanics triggered a paradigm shift in our understanding of physical reality.",패러다임 전환,"양자역학의 발견은 물리적 현실에 대한 이해의 패러다임 전환을 촉발했다.",パラダイムシフト,"量子力学の発見は物理的現実の理解におけるパラダイムシフトを引き起こした。",范式转换,"量子力学的发现引发了我们对物理现实理解的范式转换。",cambio de paradigma,"El descubrimiento de la mecánica cuántica desencadenó un cambio de paradigma en nuestra comprensión de la realidad física.",chuyển đổi mô hình,"Việc khám phá cơ học lượng tử đã kích hoạt một chuyển đổi mô hình trong nhận thức của chúng ta về thực tại vật lý.",การเปลี่ยนกระบวนทัศน์,"การค้นพบกลศาสตร์ควอนตัมก่อให้เกิดการเปลี่ยนกระบวนทัศน์ในความเข้าใจความจริงทางกายภาพของเรา",pergeseran paradigma,"Penemuan mekanika kuantum memicu pergeseran paradigma dalam pemahaman kita tentang realitas fisik."
accountability,"Corporate accountability requires transparent reporting of environmental and social impacts.",책임,"기업 책임은 환경 및 사회적 영향의 투명한 보고를 요구한다.",アカウンタビリティ,"企業のアカウンタビリティは環境的および社会的影響の透明な報告を必要とする。",问责制,"企业问责制要求透明地报告环境和社会影响。",rendición de cuentas,"La rendición de cuentas corporativa requiere informes transparentes de los impactos ambientales y sociales.",trách nhiệm giải trình,"Trách nhiệm giải trình của doanh nghiệp đòi hỏi báo cáo minh bạch về tác động môi trường và xã hội.",ความรับผิดชอบ,"ความรับผิดชอบขององค์กรต้องการการรายงานอย่างโปร่งใสเกี่ยวกับผลกระทบด้านสิ่งแวดล้อมและสังคม",akuntabilitas,"Akuntabilitas perusahaan memerlukan pelaporan yang transparan tentang dampak lingkungan dan sosial."
existential risk,"Leading scientists have classified unaligned artificial intelligence as a potential existential risk to humanity.",실존적 위험,"주요 과학자들은 정렬되지 않은 인공지능을 인류에 대한 잠재적 실존적 위험으로 분류했다.",実存的リスク,"主要な科学者たちは整合されていない人工知能を人類に対する潜在的な実存的リスクに分類した。",存亡风险,"顶尖科学家已将未对齐的人工智能归类为对人类的潜在存亡风险。",riesgo existencial,"Científicos destacados han clasificado la inteligencia artificial no alineada como un riesgo existencial potencial para la humanidad.",rủi ro hiện sinh,"Các nhà khoa học hàng đầu đã phân loại trí tuệ nhân tạo chưa được căn chỉnh là rủi ro hiện sinh tiềm tàng đối với nhân loại.",ความเสี่ยงต่อการดำรงอยู่,"นักวิทยาศาสตร์ชั้นนำจัดประเภทปัญญาประดิษฐ์ที่ไม่สอดคล้องว่าเป็นความเสี่ยงต่อการดำรงอยู่ของมนุษยชาติ",risiko eksistensial,"Ilmuwan terkemuka telah mengklasifikasikan kecerdasan buatan yang tidak selaras sebagai risiko eksistensial potensial bagi umanitas."
forensic psychology,"Forensic psychology applies psychological principles to legal proceedings and criminal investigations.",법심리학,"법심리학은 심리학적 원리를 법적 절차와 범죄 수사에 적용한다.",法心理学,"法心理学は法的手続きや犯罪捜査に心理学的原理を適用する。",法庭心理学,"法庭心理学将心理学原理应用于法律程序和犯罪调查。",psicología forense,"La psicología forense aplica principios psicológicos a los procedimientos legales e investigaciones criminales.",tâm lý học pháp y,"Tâm lý học pháp y áp dụng các nguyên lý tâm lý học vào các thủ tục pháp lý và điều tra hình sự.",จิตวิทยานิติเวช,"จิตวิทยานิติเวชนำหลักการทางจิตวิทยามาประยุกต์ใช้กับกระบวนการทางกฎหมายและการสืบสวนคดีอาญา",psikologi forensik,"Psikologi forensik menerapkan prinsip-prinsip psikologis pada proses hukum dan investigasi kriminal."
environmental governance,"Environmental governance frameworks must balance economic development with ecological sustainability.",환경 거버넌스,"환경 거버넌스 프레임워크는 경제 발전과 생태적 지속가능성의 균형을 맞춰야 한다.",環境ガバナンス,"環境ガバナンスの枠組みは経済発展と生態学的持続可能性のバランスを取らなければならない。",环境治理,"环境治理框架必须在经济发展与生态可持续性之间取得平衡。",gobernanza ambiental,"Los marcos de gobernanza ambiental deben equilibrar el desarrollo económico con la sostenibilidad ecológica.",quản trị môi trường,"Các khung quản trị môi trường phải cân bằng giữa phát triển kinh tế và bền vững sinh thái.",ธรรมาภิบาลด้านสิ่งแวดล้อม,"กรอบธรรมาภิบาลด้านสิ่งแวดล้อมต้องสร้างสมดุลระหว่างการพัฒนาเศรษฐกิจกับความยั่งยืนทางนิเวศวิทยา",tata kelola lingkungan,"Kerangka tata kelola lingkungan harus menyeimbangkan pembangunan ekonomi dengan keberlanjutan ekologis."
merger arbitrage,"Hedge funds specializing in merger arbitrage profit from price discrepancies during corporate acquisitions.",합병 차익거래,"합병 차익거래를 전문으로 하는 헤지펀드는 기업 인수 시 가격 불일치에서 이익을 얻는다.",合併裁定取引,"合併裁定取引を専門とするヘッジファンドは企業買収時の価格差から利益を得る。",并购套利,"专门从事并购套利的对冲基金从企业收购过程中的价格差异中获利。",arbitraje de fusiones,"Los fondos de cobertura especializados en arbitraje de fusiones obtienen ganancias de las discrepancias de precios durante las adquisiciones corporativas.",chênh lệch giá sáp nhập,"Các quỹ đầu cơ chuyên về chênh lệch giá sáp nhập thu lợi từ sự chênh lệch giá trong các thương vụ mua lại doanh nghiệp.",การเก็งกำไรจากการควบรวม,"กองทุนเฮดจ์ฟันด์ที่เชี่ยวชาญด้านการเก็งกำไรจากการควบรวมได้กำไรจากความแตกต่างของราคาระหว่างการซื้อกิจการ",arbitrase merger,"Dana lindung nilai yang mengkhususkan diri dalam arbitrase merger mendapat keuntungan dari perbedaan harga selama akuisisi perusahaan."
psychopharmacology,"Psychopharmacology investigates how medications alter neurotransmitter systems to treat mental disorders.",정신약리학,"정신약리학은 약물이 정신 장애를 치료하기 위해 신경전달물질 시스템을 어떻게 변화시키는지 연구한다.",精神薬理学,"精神薬理学は薬物が精神疾患を治療するために神経伝達物質システムをどのように変化させるかを研究する。",精神药理学,"精神药理学研究药物如何改变神经递质系统以治疗精神障碍。",psicofarmacología,"La psicofarmacología investiga cómo los medicamentos alteran los sistemas de neurotransmisores para tratar trastornos mentales.",dược lý tâm thần,"Dược lý tâm thần nghiên cứu cách thuốc thay đổi hệ thống dẫn truyền thần kinh để điều trị rối loạn tâm thần.",จิตเภสัชวิทยา,"จิตเภสัชวิทยาศึกษาว่ายาเปลี่ยนแปลงระบบสารสื่อประสาทอย่างไรเพื่อรักษาความผิดปกติทางจิต",psikofarmakologi,"Psikofarmakologi menyelidiki bagaimana obat-obatan mengubah sistem neurotransmiter untuk mengobati gangguan mental."
entanglement swapping,"Entanglement swapping allows quantum correlations to be established between particles that have never directly interacted.",얽힘 교환,"얽힘 교환은 직접 상호작용한 적이 없는 입자들 사이에 양자 상관관계를 형성할 수 있게 한다.",もつれの交換,"もつれの交換により直接相互作用したことのない粒子間に量子相関を確立できる。",纠缠交换,"纠缠交换允许在从未直接相互作用的粒子之间建立量子关联。",intercambio de entrelazamiento,"El intercambio de entrelazamiento permite establecer correlaciones cuánticas entre partículas que nunca han interactuado directamente.",hoán đổi vướng víu,"Hoán đổi vướng víu cho phép thiết lập tương quan lượng tử giữa các hạt chưa bao giờ tương tác trực tiếp.",การแลกเปลี่ยนเอนแทงเกิลเมนต์,"การแลกเปลี่ยนเอนแทงเกิลเมนต์ช่วยให้สามารถสร้างความสัมพันธ์เชิงควอนตัมระหว่างอนุภาคที่ไม่เคยมีปฏิสัมพันธ์โดยตรง",pertukaran keterkaitan,"Pertukaran keterkaitan memungkinkan korelasi kuantum dibangun antara partikel yang tidak pernah berinteraksi secara langsung."
beneficence,"The principle of beneficence obligates healthcare providers to act in the patient's best interest.",선행,"선행의 원칙은 의료 제공자가 환자의 최선의 이익을 위해 행동할 의무를 부여한다.",善行,"善行の原則は医療提供者に患者の最善の利益のために行動する義務を課す。",行善,"行善原则要求医疗服务提供者为患者的最大利益行事。",beneficencia,"El principio de beneficencia obliga a los proveedores de atención médica a actuar en el mejor interés del paciente.",lòng nhân từ,"Nguyên tắc nhân từ bắt buộc các nhà cung cấp dịch vụ y tế hành động vì lợi ích tốt nhất của bệnh nhân.",หลักการทำความดี,"หลักการทำความดีกำหนดให้ผู้ให้บริการด้านสุขภาพต้องกระทำเพื่อประโยชน์สูงสุดของผู้ป่วย",kebajikan,"Prinsip kebajikan mewajibkan penyedia layanan kesehatan untuk bertindak demi kepentingan terbaik pasien."
spin quantum number,"The spin quantum number determines the intrinsic angular momentum of subatomic particles.",스핀 양자수,"스핀 양자수는 아원자 입자의 고유 각운동량을 결정한다.",スピン量子数,"スピン量子数は亜原子粒子の固有角運動量を決定する。",自旋量子数,"自旋量子数决定了亚原子粒子的固有角动量。",número cuántico de espín,"El número cuántico de espín determina el momento angular intrínseco de las partículas subatómicas.",số lượng tử spin,"Số lượng tử spin xác định mô men động lượng nội tại của các hạt hạ nguyên tử.",เลขควอนตัมสปิน,"เลขควอนตัมสปินกำหนดโมเมนตัมเชิงมุมภายในของอนุภาคย่อยอะตอม",bilangan kuantum spin,"Bilangan kuantum spin menentukan momentum sudut intrinsik partikel subatomik."
goldplating,"Regulatory goldplating occurs when member states implement directives more strictly than required.",규제 과잉,"규제 과잉은 회원국이 요구보다 더 엄격하게 지침을 시행할 때 발생한다.",ゴールドプレーティング,"ゴールドプレーティングは加盟国が要求以上に厳格に指令を実施するときに起こる。",镀金条款,"镀金条款发生在成员国比要求更严格地执行指令时。",sobrerregulación,"La sobrerregulación ocurre cuando los estados miembros implementan directivas más estrictamente de lo requerido.",mạ vàng quy định,"Mạ vàng quy định xảy ra khi các quốc gia thành viên thực thi chỉ thị nghiêm ngặt hơn yêu cầu.",การเพิ่มกฎเกินความจำเป็น,"การเพิ่มกฎเกินความจำเป็นเกิดขึ้นเมื่อรัฐสมาชิกบังคับใช้คำสั่งอย่างเข้มงวดกว่าที่กำหนด",goldplating,"Goldplating regulasi terjadi ketika negara anggota menerapkan arahan lebih ketat dari yang disyaratkan."
Dunning-Kruger effect,"The Dunning-Kruger effect explains why incompetent individuals overestimate their own abilities.",더닝-크루거 효과,"더닝-크루거 효과는 능력이 부족한 사람들이 자신의 능력을 과대평가하는 이유를 설명한다.",ダニング・クルーガー効果,"ダニング・クルーガー効果は能力の低い個人がなぜ自分の能力を過大評価するかを説明する。",达克效应,"达克效应解释了为什么无能的人会高估自己的能力。",efecto Dunning-Kruger,"El efecto Dunning-Kruger explica por qué los individuos incompetentes sobreestiman sus propias habilidades.",hiệu ứng Dunning-Kruger,"Hiệu ứng Dunning-Kruger giải thích tại sao những người kém năng lực lại đánh giá quá cao khả năng của mình.",ปรากฏการณ์ดันนิง-ครูเกอร์,"ปรากฏการณ์ดันนิง-ครูเกอร์อธิบายว่าทำไมบุคคลที่ไร้ความสามารถจึงประเมินความสามารถของตัวเองสูงเกินจริง",efek Dunning-Kruger,"Efek Dunning-Kruger menjelaskan mengapa individu yang tidak kompeten melebih-lebihkan kemampuan mereka sendiri."
zero-sum game,"Realists view international relations as a zero-sum game where one nation's gain is another's loss.",제로섬 게임,"현실주의자들은 국제관계를 한 국가의 이익이 다른 국가의 손실인 제로섬 게임으로 본다.",ゼロサムゲーム,"現実主義者は国際関係を一国の利益が他国の損失であるゼロサムゲームとして捉える。",零和博弈,"现实主义者将国际关系视为零和博弈即一国之得即另一国之失。",juego de suma cero,"Los realistas ven las relaciones internacionales como un juego de suma cero donde la ganancia de una nación es la pérdida de otra.",trò chơi có tổng bằng không,"Những người theo chủ nghĩa hiện thực xem quan hệ quốc tế là trò chơi có tổng bằng không trong đó lợi ích của một quốc gia là tổn thất của quốc gia khác.",เกมผลรวมเป็นศูนย์,"นักสัจนิยมมองความสัมพันธ์ระหว่างประเทศเป็นเกมผลรวมเป็นศูนย์ที่ผลได้ของชาติหนึ่งคือผลเสียของอีกชาติ",permainan zero-sum,"Kaum realis memandang hubungan internasional sebagai permainan zero-sum di mana keuntungan satu negara adalah kerugian negara lain."
moral hazard,"Government bailouts can create moral hazard by incentivizing excessive corporate risk-taking.",도덕적 해이,"정부 구제금융은 과도한 기업 위험 감수를 장려함으로써 도덕적 해이를 야기할 수 있다.",モラルハザード,"政府の救済措置は過度な企業のリスクテイクを奨励することでモラルハザードを生む可能性がある。",道德风险,"政府纾困可能通过激励企业过度冒险来制造道德风险。",riesgo moral,"Los rescates gubernamentales pueden crear riesgo moral al incentivar la toma de riesgos corporativos excesivos.",rủi ro đạo đức,"Các gói cứu trợ của chính phủ có thể tạo ra rủi ro đạo đức bằng cách khuyến khích doanh nghiệp chấp nhận rủi ro quá mức.",ภัยทางศีลธรรม,"การอุ้มของรัฐบาลสามารถสร้างภัยทางศีลธรรมโดยจูงใจให้บริษัทรับความเสี่ยงมากเกินไป",moral hazard,"Bailout pemerintah dapat menciptakan moral hazard dengan memberikan insentif pengambilan risiko korporasi yang berlebihan."
