cognition,"Higher-order cognition distinguishes humans from most other species.",인지,"고차원적 인지는 인간을 대부분의 다른 종과 구별한다.",認知,高次の認知は人間を他のほとんどの種と区別する。,认知,高级认知将人类与大多数其他物种区分开来。,cognición,La cognición de orden superior distingue a los humanos de la mayoría de las otras especies.,nhận thức,Nhận thức bậc cao phân biệt con người với hầu hết các loài khác.,การรับรู้,การรับรู้ขั้นสูงทำให้มนุษย์แตกต่างจากสิ่งมีชีวิตอื่นส่วนใหญ่,kognisi,Kognisi tingkat tinggi membedakan manusia dari kebanyakan spesies lain.
torpor,"The winter torpor of the bear can last for several months without feeding.",무기력; 동면 상태,"곰의 겨울 동면 상태는 먹이 없이 수 개월간 지속될 수 있다.",冬眠,クマの冬の冬眠は餌なしで数ヶ月間続くことがある。,蛰伏,熊的冬季蛰伏可以持续数月不进食。,letargo,El letargo invernal del oso puede durar varios meses sin alimentarse.,trạng thái ngủ đông,Trạng thái ngủ đông mùa đông của gấu có thể kéo dài vài tháng mà không cần ăn.,การจำศีล,การจำศีลในฤดูหนาวของหมีอาจยาวนานหลายเดือนโดยไม่ต้องกินอาหาร,hibernasi,Hibernasi musim dingin beruang dapat berlangsung selama beberapa bulan tanpa makan.
propensity,"Human beings have a natural propensity toward forming social bonds and communities.",성향,"인간은 사회적 유대와 공동체를 형성하는 자연스러운 성향을 가지고 있다.",傾向,人間には社会的な絆やコミュニティを形成する自然な傾向がある。,倾向,人类有形成社会纽带和社区的天然倾向。,propensión,Los seres humanos tienen una propensión natural hacia la formación de vínculos sociales y comunidades.,xu hướng,Con người có xu hướng tự nhiên hình thành các mối quan hệ xã hội và cộng đồng.,ความโน้มเอียง,มนุษย์มีความโน้มเอียงตามธรรมชาติในการสร้างพันธะทางสังคมและชุมชน,kecenderungan,Manusia memiliki kecenderungan alami untuk membentuk ikatan sosial dan komunitas.
trepidation,"She approached the podium with considerable trepidation before delivering her keynote address.",불안; 두려움,"그녀는 기조 연설을 하기 전 상당한 두려움을 안고 연단에 다가갔다.",不安,彼女は基調講演を行う前にかなりの不安を抱えて演壇に近づいた。,忐忑,她带着相当的忐忑走近讲台准备发表主题演讲。,inquietud,Se acercó al podio con considerable inquietud antes de pronunciar su discurso principal.,lo sợ,Cô ấy bước lên bục phát biểu với sự lo sợ đáng kể trước khi trình bày bài diễn văn chính.,ความหวาดหวั่น,เธอเดินขึ้นไปบนเวทีด้วยความหวาดหวั่นอย่างมากก่อนจะกล่าวสุนทรพจน์หลัก,kecemasan,Dia mendekati podium dengan kecemasan yang cukup besar sebelum menyampaikan pidato utamanya.
redolent,"The old bookshop was redolent of aged paper and memories of a bygone era.",연상시키는,"그 오래된 서점은 오래된 종이와 지나간 시대의 기억을 연상시켰다.",匂いがする,その古い書店は古い紙と過ぎ去った時代の思い出の匂いがした。,充满...气味的,这家旧书店充满了陈旧纸张和逝去年代的气息。,evocador,La vieja librería era evocadora de papel envejecido y recuerdos de una época pasada.,gợi nhớ,Tiệm sách cũ gợi nhớ về giấy cũ kỹ và ký ức của một thời đại đã qua.,หอมกรุ่น,ร้านหนังสือเก่าหอมกรุ่นด้วยกลิ่นกระดาษเก่าและความทรงจำของยุคสมัยที่ผ่านพ้นไป,mengingatkan,Toko buku tua itu mengingatkan akan kertas tua dan kenangan era yang telah berlalu.
ineffable,"The ineffable beauty of the aurora borealis left the entire group speechless.",형용할 수 없는,"오로라의 형용할 수 없는 아름다움은 전체 그룹을 말문이 막히게 했다.",言い表せない,オーロラの言い表せない美しさにグループ全員が言葉を失った。,无法言喻的,北极光无法言喻的美丽让整个团队哑口无言。,inefable,La belleza inefable de la aurora boreal dejó a todo el grupo sin palabras.,không thể diễn tả,Vẻ đẹp không thể diễn tả của cực quang khiến cả nhóm không nói nên lời.,สุดจะพรรณนา,ความงามสุดจะพรรณนาของแสงเหนือทำให้ทั้งกลุ่มพูดไม่ออก,tak terkatakan,Keindahan tak terkatakan dari aurora borealis membuat seluruh kelompok terdiam.
truculent,"The truculent negotiator refused to make even the slightest concession.",호전적인,"호전적인 협상가는 조금의 양보도 하기를 거부했다.",好戦的な,好戦的な交渉人はわずかな譲歩さえも拒否した。,好斗的,好斗的谈判者拒绝做出哪怕最小的让步。,truculento,El negociador truculento se negó a hacer la más mínima concesión.,hung hăng,Nhà đàm phán hung hăng từ chối nhượng bộ dù chỉ chút ít.,ดุดัน,ผู้เจรจาที่ดุดันปฏิเสธที่จะยอมผ่อนปรนแม้แต่น้อย,agresif,Negosiator agresif itu menolak untuk membuat konsesi sekecil apa pun.
enervate,"The oppressive humidity seemed to enervate everyone who ventured outdoors.",기력을 빼다,"지독한 습기는 야외에 나선 모든 사람의 기력을 빼는 것 같았다.",気力を奪う,うだるような湿気は屋外に出た全ての人の気力を奪うようだった。,使虚弱,令人窒息的湿度似乎使所有出门的人都变得虚弱。,debilitar,La humedad opresiva parecía debilitar a todos los que se aventuraban al exterior.,làm kiệt sức,Độ ẩm ngột ngạt dường như làm kiệt sức mọi người dám ra ngoài trời.,ทำให้อ่อนเปลี้ย,ความชื้นที่อบอ้าวดูเหมือนจะทำให้ทุกคนที่ออกไปข้างนอกอ่อนเปลี้ย,melemahkan,Kelembapan yang menekan tampaknya melemahkan semua orang yang berani keluar.
apotheosis,"The concert was the apotheosis of the conductor's illustrious career.",절정; 극치,"그 콘서트는 지휘자의 찬란한 경력의 극치였다.",最高点,そのコンサートは指揮者の輝かしいキャリアの最高点であった。,巅峰,这场音乐会是指挥家辉煌职业生涯的巅峰。,apoteosis,El concierto fue la apoteosis de la ilustre carrera del director.,đỉnh cao,Buổi hòa nhạc là đỉnh cao trong sự nghiệp lừng lẫy của nhạc trưởng.,จุดสูงสุด,คอนเสิร์ตเป็นจุดสูงสุดของอาชีพอันโดดเด่นของวาทยกร,puncak,Konser itu adalah puncak dari karier cemerlang sang konduktor.
attrition,"The company's strategy relied on attrition to reduce the workforce without formal layoffs.",자연감소; 소모,"회사의 전략은 공식적인 해고 없이 인력을 줄이기 위해 자연감소에 의존했다.",自然減,会社の戦略は正式な解雇なしに自然減で労働力を削減することに依存していた。,自然减员,公司的策略依靠自然减员来减少劳动力而不进行正式裁员。,desgaste,La estrategia de la empresa se basó en el desgaste para reducir la plantilla sin despidos formales.,sự hao mòn,Chiến lược của công ty dựa vào sự hao mòn tự nhiên để giảm lực lượng lao động mà không cần sa thải chính thức.,การสูญเสียกำลังคน,กลยุทธ์ของบริษัทพึ่งพาการสูญเสียกำลังคนตามธรรมชาติเพื่อลดพนักงานโดยไม่ต้องเลิกจ้างอย่างเป็นทางการ,atrisi,Strategi perusahaan mengandalkan atrisi untuk mengurangi tenaga kerja tanpa PHK formal.
spurious,"The researcher retracted the paper after discovering that several data points were spurious.",허위의,"연구원은 여러 데이터 포인트가 허위임을 발견한 후 논문을 철회했다.",偽の,研究者はいくつかのデータポイントが偽であることを発見した後論文を撤回した。,虚假的,研究人员在发现多个数据点是虚假的之后撤回了论文。,espurio,El investigador retractó el artículo tras descubrir que varios puntos de datos eran espurios.,giả mạo,Nhà nghiên cứu rút bài báo sau khi phát hiện nhiều điểm dữ liệu là giả mạo.,เท็จ,นักวิจัยถอนบทความหลังจากค้นพบว่าจุดข้อมูลหลายจุดเป็นเท็จ,palsu,Peneliti menarik makalah tersebut setelah menemukan bahwa beberapa titik data adalah palsu.
inexorable,"The inexorable rise of automation is transforming entire industries at an unprecedented pace.",멈출 수 없는,"자동화의 멈출 수 없는 발전은 전례 없는 속도로 전체 산업을 변혁하고 있다.",容赦ない,自動化の容赦ない進展は前例のないペースで産業全体を変革している。,不可阻挡的,自动化不可阻挡的崛起正以前所未有的速度改变整个行业。,inexorable,El avance inexorable de la automatización está transformando industrias enteras a un ritmo sin precedentes.,không thể ngăn cản,Sự phát triển không thể ngăn cản của tự động hóa đang biến đổi toàn bộ ngành công nghiệp với tốc độ chưa từng có.,หลีกเลี่ยงไม่ได้,การเพิ่มขึ้นอย่างหลีกเลี่ยงไม่ได้ของระบบอัตโนมัติกำลังเปลี่ยนแปลงอุตสาหกรรมทั้งหมดในอัตราที่ไม่เคยมีมาก่อน,tak terelakkan,Kemajuan otomatisasi yang tak terelakkan sedang mentransformasi seluruh industri dengan kecepatan yang belum pernah terjadi sebelumnya.
paradigm,"The discovery of penicillin constituted a paradigm shift in modern medicine.",패러다임,"페니실린의 발견은 현대 의학에서 패러다임 전환을 구성했다.",パラダイム,ペニシリンの発見は現代医学におけるパラダイムシフトを構成した。,范式,青霉素的发现构成了现代医学的范式转变。,paradigma,El descubrimiento de la penicilina constituyó un cambio de paradigma en la medicina moderna.,mô hình,Việc phát hiện ra penicillin đã tạo nên một sự thay đổi mô hình trong y học hiện đại.,กระบวนทัศน์,การค้นพบเพนิซิลลินเป็นการเปลี่ยนกระบวนทัศน์ในการแพทย์สมัยใหม่,paradigma,Penemuan penisilin merupakan pergeseran paradigma dalam kedokteran modern.
empirical,"The theory must be validated through rigorous empirical testing before it can be accepted.",경험적인,"그 이론은 수용되기 전에 엄격한 경험적 검증을 거쳐야 한다.",実証的な,その理論は受け入れられる前に厳密な実証的検証を経なければならない。,实证的,该理论在被接受之前必须通过严格的实证检验来验证。,empírico,La teoría debe ser validada mediante pruebas empíricas rigurosas antes de poder ser aceptada.,thực nghiệm,Lý thuyết phải được xác nhận thông qua kiểm tra thực nghiệm nghiêm ngặt trước khi được chấp nhận.,เชิงประจักษ์,ทฤษฎีจะต้องได้รับการตรวจสอบผ่านการทดสอบเชิงประจักษ์อย่างเข้มงวดก่อนที่จะยอมรับได้,empiris,Teori tersebut harus divalidasi melalui pengujian empiris yang ketat sebelum dapat diterima.
cognitive bias,"Confirmation bias is a cognitive bias that leads people to favor information supporting their existing beliefs.",인지 편향,"확증 편향은 기존 신념을 뒷받침하는 정보를 선호하게 만드는 인지 편향이다.",認知バイアス,確証バイアスは既存の信念を支持する情報を好むように導く認知バイアスである。,认知偏差,确认偏差是一种认知偏差它使人们倾向于支持自己现有信念的信息。,sesgo cognitivo,El sesgo de confirmación es un sesgo cognitivo que lleva a las personas a favorecer información que apoya sus creencias existentes.,thiên kiến nhận thức,Thiên kiến xác nhận là một thiên kiến nhận thức khiến người ta ưa thích thông tin ủng hộ niềm tin hiện có.,อคติทางปัญญา,อคติยืนยันเป็นอคติทางปัญญาที่ทำให้ผู้คนเลือกสนับสนุนข้อมูลที่สอดคล้องกับความเชื่อเดิม,bias kognitif,Bias konfirmasi adalah bias kognitif yang membuat orang cenderung memilih informasi yang mendukung keyakinan mereka yang sudah ada.
synaptic,"Synaptic connections strengthen through repeated use in a process known as long-term potentiation.",시냅스의,"시냅스 연결은 장기 강화라고 알려진 과정에서 반복 사용을 통해 강화된다.",シナプスの,シナプス接続は長期増強として知られるプロセスで繰り返し使用されることで強化される。,突触的,突触连接通过重复使用在一种称为长期增强的过程中得到加强。,sináptico,Las conexiones sinápticas se fortalecen mediante el uso repetido en un proceso conocido como potenciación a largo plazo.,khớp thần kinh,Các kết nối khớp thần kinh được củng cố thông qua sử dụng lặp đi lặp lại trong một quá trình gọi là tăng cường dài hạn.,ไซแนปส์,การเชื่อมต่อไซแนปส์แข็งแกร่งขึ้นจากการใช้ซ้ำในกระบวนการที่เรียกว่าการเสริมศักยภาพระยะยาว,sinaptik,Koneksi sinaptik menguat melalui penggunaan berulang dalam proses yang dikenal sebagai potensiasi jangka panjang.
fixation,"Freud theorized that unresolved fixation at an early developmental stage shapes adult personality.",고착,"프로이트는 초기 발달 단계에서의 미해결된 고착이 성인 인격을 형성한다고 이론화했다.",固着,フロイトは初期の発達段階での未解決の固着が成人の人格を形成すると理論化した。,固着,弗洛伊德认为早期发展阶段未解决的固着会塑造成年人格。,fijación,Freud teorizó que la fijación no resuelta en una etapa temprana del desarrollo moldea la personalidad adulta.,sự cố định,Freud đưa ra lý thuyết rằng sự cố định chưa được giải quyết ở giai đoạn phát triển sớm định hình tính cách người trưởng thành.,การยึดติด,ฟรอยด์ตั้งทฤษฎีว่าการยึดติดที่ไม่ได้รับการแก้ไขในช่วงพัฒนาการขั้นต้นหล่อหลอมบุคลิกภาพของผู้ใหญ่,fiksasi,Freud berteori bahwa fiksasi yang belum terselesaikan pada tahap perkembangan awal membentuk kepribadian dewasa.
prognosis,"The prognosis for patients diagnosed early is significantly more favorable.",예후,"조기 진단된 환자의 예후는 현저히 더 유리하다.",予後,早期に診断された患者の予後は著しく良好である。,预后,早期诊断患者的预后明显更为有利。,pronóstico,El pronóstico para pacientes diagnosticados tempranamente es significativamente más favorable.,tiên lượng,Tiên lượng cho bệnh nhân được chẩn đoán sớm thuận lợi hơn đáng kể.,การพยากรณ์โรค,การพยากรณ์โรคสำหรับผู้ป่วยที่ได้รับการวินิจฉัยตั้งแต่เนิ่นๆ มีแนวโน้มที่ดีกว่าอย่างมาก,prognosis,Prognosis untuk pasien yang didiagnosis lebih awal secara signifikan lebih menguntungkan.
sediment,"Layers of sediment at the riverbed preserve a geological record spanning millennia.",퇴적물,"하상의 퇴적물 층은 수천 년에 걸친 지질 기록을 보존하고 있다.",堆積物,河床の堆積物の層は数千年にわたる地質学的記録を保存している。,沉积物,河床上的沉积物层保存了跨越数千年的地质记录。,sedimento,Las capas de sedimento en el lecho del río preservan un registro geológico que abarca milenios.,trầm tích,Các lớp trầm tích ở đáy sông bảo tồn hồ sơ địa chất kéo dài hàng thiên niên kỷ.,ตะกอน,ชั้นตะกอนที่ก้นแม่น้ำเก็บรักษาบันทึกทางธรณีวิทยาที่ครอบคลุมหลายพันปี,sedimen,Lapisan sedimen di dasar sungai menyimpan catatan geologis yang mencakup ribuan tahun.
phytoplankton,"Phytoplankton generate approximately half of the world's oxygen through photosynthesis.",식물성 플랑크톤,"식물성 플랑크톤은 광합성을 통해 세계 산소의 약 절반을 생성한다.",植物プランクトン,植物プランクトンは光合成を通じて世界の酸素のおよそ半分を生成する。,浮游植物,浮游植物通过光合作用产生约全球一半的氧气。,fitoplancton,El fitoplancton genera aproximadamente la mitad del oxígeno del mundo a través de la fotosíntesis.,thực vật phù du,Thực vật phù du tạo ra khoảng một nửa lượng oxy trên thế giới thông qua quang hợp.,แพลงก์ตอนพืช,แพลงก์ตอนพืชผลิตออกซิเจนประมาณครึ่งหนึ่งของโลกผ่านกระบวนการสังเคราะห์ด้วยแสง,fitoplankton,Fitoplankton menghasilkan sekitar setengah dari oksigen dunia melalui fotosintesis.
saline,"Excessive irrigation has rendered large tracts of farmland dangerously saline.",염분이 있는,"과도한 관개는 넓은 농지를 위험할 정도로 염분이 높게 만들었다.",塩分を含む,過度の灌漑は広大な農地を危険なほど塩分を含むものにした。,含盐的,过度灌溉使大片农田变得危险地含盐。,salino,El riego excesivo ha vuelto grandes extensiones de tierras de cultivo peligrosamente salinas.,mặn,Tưới tiêu quá mức đã khiến những vùng đất nông nghiệp rộng lớn trở nên mặn nguy hiểm.,เค็ม,การชลประทานมากเกินไปทำให้พื้นที่เกษตรกรรมกว้างใหญ่กลายเป็นดินเค็มอย่างอันตราย,salin,Irigasi berlebihan telah membuat lahan pertanian yang luas menjadi berbahaya karena kadar garam yang tinggi.
eutrophication,"Eutrophication caused by agricultural runoff has created dead zones in coastal waters.",부영양화,"농업 유출수로 인한 부영양화는 연안 해역에 사각지대를 만들었다.",富栄養化,農業排水による富栄養化は沿岸海域にデッドゾーンを生み出した。,富营养化,农业径流导致的富营养化在沿海水域造成了死亡区。,eutrofización,La eutrofización causada por la escorrentía agrícola ha creado zonas muertas en aguas costeras.,phú dưỡng hóa,Phú dưỡng hóa do nước thải nông nghiệp đã tạo ra các vùng chết ở vùng nước ven biển.,ยูโทรฟิเคชัน,ยูโทรฟิเคชันที่เกิดจากน้ำไหลบ่าจากการเกษตรได้สร้างโซนมรณะในน้ำชายฝั่ง,eutrofikasi,Eutrofikasi yang disebabkan oleh limpasan pertanian telah menciptakan zona mati di perairan pesisir.
stratosphere,"Volcanic eruptions can inject sulfur dioxide into the stratosphere affecting global temperatures.",성층권,"화산 폭발은 이산화황을 성층권으로 주입하여 지구 기온에 영향을 미칠 수 있다.",成層圏,火山噴火は成層圏に二酸化硫黄を注入し地球の気温に影響を与えうる。,平流层,火山喷发可以将二氧化硫注入平流层从而影响全球温度。,estratosfera,Las erupciones volcánicas pueden inyectar dióxido de azufre en la estratosfera afectando las temperaturas globales.,tầng bình lưu,Các vụ phun trào núi lửa có thể phun lưu huỳnh điôxít vào tầng bình lưu ảnh hưởng đến nhiệt độ toàn cầu.,สตราโตสเฟียร์,การปะทุของภูเขาไฟสามารถฉีดซัลเฟอร์ไดออกไซด์เข้าสู่สตราโตสเฟียร์ส่งผลกระทบต่ออุณหภูมิโลก,stratosfer,Letusan gunung berapi dapat menyuntikkan sulfur dioksida ke stratosfer yang mempengaruhi suhu global.
xenophobia,"Rising xenophobia in the region has led to discriminatory policies against immigrant communities.",외국인 혐오,"이 지역의 증가하는 외국인 혐오는 이민자 공동체에 대한 차별적 정책으로 이어졌다.",外国人嫌悪,地域での外国人嫌悪の高まりは移民コミュニティに対する差別的な政策につながった。,排外心理,该地区日益高涨的排外心理导致了针对移民社区的歧视性政策。,xenofobia,La creciente xenofobia en la región ha llevado a políticas discriminatorias contra las comunidades inmigrantes.,bài ngoại,Tâm lý bài ngoại gia tăng trong khu vực đã dẫn đến các chính sách phân biệt đối xử chống lại cộng đồng nhập cư.,ความเกลียดกลัวคนต่างชาติ,ความเกลียดกลัวคนต่างชาติที่เพิ่มขึ้นในภูมิภาคนำไปสู่นโยบายเลือกปฏิบัติต่อชุมชนผู้อพยพ,xenofobia,Xenofobia yang meningkat di wilayah tersebut telah menyebabkan kebijakan diskriminatif terhadap komunitas imigran.
repatriation,"The repatriation of cultural artifacts to their countries of origin remains a contentious issue.",본국 송환,"문화 유물의 원산국 송환은 여전히 논쟁적인 문제이다.",送還,文化遺物の原産国への送還は依然として論争の的である。,遣返,将文化文物遣返原籍国仍然是一个有争议的问题。,repatriación,La repatriación de artefactos culturales a sus países de origen sigue siendo un tema polémico.,hồi hương,Việc hồi hương các hiện vật văn hóa về nước xuất xứ vẫn là một vấn đề gây tranh cãi.,การส่งกลับประเทศ,การส่งกลับสิ่งประดิษฐ์ทางวัฒนธรรมไปยังประเทศต้นกำเนิดยังคงเป็นประเด็นที่ถกเถียงกัน,repatriasi,Repatriasi artefak budaya ke negara asalnya tetap menjadi isu yang kontroversial.
non-aligned,"During the Cold War many nations adopted a non-aligned stance to avoid entanglement with either superpower.",비동맹의,"냉전 중 많은 국가들은 어느 초강대국과의 얽힘을 피하기 위해 비동맹 입장을 취했다.",非同盟の,冷戦中多くの国がいずれの超大国との関わりも避けるために非同盟の姿勢を取った。,不结盟的,冷战期间许多国家采取不结盟立场以避免与任何超级大国纠缠。,no alineado,"Durante la Guerra Fría, muchas naciones adoptaron una postura no alineada para evitar el enredo con cualquiera de las superpotencias.",không liên kết,Trong thời kỳ Chiến tranh Lạnh nhiều quốc gia áp dụng lập trường không liên kết để tránh bị cuốn vào bất kỳ siêu cường nào.,ไม่ฝักใฝ่ฝ่ายใด,ในช่วงสงครามเย็นหลายประเทศใช้จุดยืนไม่ฝักใฝ่ฝ่ายใดเพื่อหลีกเลี่ยงการพัวพันกับมหาอำนาจใดๆ,non-blok,Selama Perang Dingin banyak negara mengadopsi sikap non-blok untuk menghindari keterlibatan dengan salah satu negara adidaya.
appeasement,"The policy of appeasement toward the aggressor only emboldened further territorial expansion.",유화 정책,"침략자에 대한 유화 정책은 추가 영토 확장을 더욱 대담하게 만들었을 뿐이다.",宥和政策,侵略者に対する宥和政策はさらなる領土拡大を助長するだけだった。,绥靖政策,对侵略者的绥靖政策只是助长了进一步的领土扩张。,apaciguamiento,La política de apaciguamiento hacia el agresor solo alentó una mayor expansión territorial.,chính sách xoa dịu,Chính sách xoa dịu đối với kẻ xâm lược chỉ khuyến khích mở rộng lãnh thổ hơn nữa.,นโยบายผ่อนปรน,นโยบายผ่อนปรนต่อผู้รุกรานเพียงแต่ทำให้กล้าขยายดินแดนมากขึ้น,politik akomodasi,Kebijakan akomodasi terhadap agresor hanya mendorong ekspansi teritorial lebih lanjut.
protectionism,"Economic protectionism through high tariffs can trigger retaliatory trade wars.",보호주의,"높은 관세를 통한 경제 보호주의는 보복적 무역 전쟁을 촉발할 수 있다.",保護主義,高い関税による経済的保護主義は報復的な貿易戦争を引き起こす可能性がある。,保护主义,通过高关税实施的经济保护主义可能引发报复性贸易战。,proteccionismo,El proteccionismo económico mediante aranceles altos puede desencadenar guerras comerciales de represalia.,chủ nghĩa bảo hộ,Chủ nghĩa bảo hộ kinh tế thông qua thuế quan cao có thể kích hoạt các cuộc chiến tranh thương mại trả đũa.,การกีดกันทางการค้า,การกีดกันทางการค้าผ่านภาษีศุลกากรสูงอาจก่อให้เกิดสงครามการค้าตอบโต้,proteksionisme,Proteksionisme ekonomi melalui tarif tinggi dapat memicu perang dagang balasan.
belligerent,"The belligerent rhetoric from both sides raised fears of imminent military confrontation.",호전적인,"양측의 호전적인 수사는 임박한 군사적 대결에 대한 두려움을 고조시켰다.",好戦的な,両側の好戦的なレトリックは差し迫った軍事的対立への恐怖を高めた。,好战的,双方好战的言辞引发了对即将发生军事对抗的担忧。,beligerante,La retórica beligerante de ambos lados aumentó los temores de una confrontación militar inminente.,hiếu chiến,Những lời lẽ hiếu chiến từ cả hai bên làm gia tăng nỗi lo về cuộc đối đầu quân sự sắp xảy ra.,ชอบทำสงคราม,วาทกรรมที่ชอบทำสงครามจากทั้งสองฝ่ายทำให้เกิดความกลัวว่าจะเกิดการเผชิญหน้าทางทหาร,agresif,Retorika agresif dari kedua belah pihak meningkatkan ketakutan akan konfrontasi militer yang akan segera terjadi.
ameliorate,"The new policy aims to ameliorate the harsh conditions faced by migrant workers.",개선하다,"새로운 정책은 이주 노동자들이 직면한 가혹한 조건을 개선하는 것을 목표로 한다.",改善する,新しい政策は移民労働者が直面する厳しい条件を改善することを目指している。,改善,新政策旨在改善外来务工人员面临的恶劣条件。,mejorar,La nueva política tiene como objetivo mejorar las duras condiciones que enfrentan los trabajadores migrantes.,cải thiện,Chính sách mới nhằm cải thiện các điều kiện khắc nghiệt mà người lao động di cư phải đối mặt.,บรรเทา,นโยบายใหม่มุ่งบรรเทาสภาพที่รุนแรงที่แรงงานข้ามชาติต้องเผชิญ,memperbaiki,Kebijakan baru bertujuan untuk memperbaiki kondisi keras yang dihadapi pekerja migran.
supercilious,"His supercilious manner alienated colleagues who might otherwise have supported his proposal.",거만한,"그의 거만한 태도는 그의 제안을 지지했을지도 모르는 동료들을 멀어지게 했다.",横柄な,彼の横柄な態度は彼の提案を支持したかもしれない同僚を遠ざけた。,傲慢的,他傲慢的态度疏远了原本可能支持他提案的同事。,altivo,Su actitud altiva alejó a colegas que de otro modo podrían haber apoyado su propuesta.,kênh kiệu,Thái độ kênh kiệu của anh ta đã làm xa lánh các đồng nghiệp vốn có thể đã ủng hộ đề xuất của anh.,หยิ่งยโส,ท่าทีหยิ่งยโสของเขาทำให้เพื่อนร่วมงานที่อาจสนับสนุนข้อเสนอของเขาแปลกแยกออกไป,sombong,Sikapnya yang sombong mengasingkan rekan-rekan yang mungkin mendukung proposalnya.
impervious,"The CEO appeared impervious to the mounting criticism from shareholders and media alike.",불감한; 영향받지 않는,"그 CEO는 주주와 미디어 모두의 거세지는 비판에 영향받지 않는 것처럼 보였다.",無頓着な,そのCEOは株主やメディアからの高まる批判に対して無頓着に見えた。,不受影响的,这位首席执行官似乎不受股东和媒体日益增加的批评的影响。,impermeable,El CEO parecía impermeable a las crecientes críticas tanto de los accionistas como de los medios.,không bị ảnh hưởng,Vị CEO dường như không bị ảnh hưởng bởi những lời chỉ trích ngày càng tăng từ cổ đông và truyền thông.,ไม่สะทกสะท้าน,ซีอีโอดูไม่สะทกสะท้านต่อคำวิจารณ์ที่เพิ่มขึ้นจากทั้งผู้ถือหุ้นและสื่อ,kebal,CEO tersebut tampak kebal terhadap kritik yang meningkat dari pemegang saham maupun media.
platitude,"The politician's speech was filled with empty platitudes that offered no concrete solutions.",진부한 말,"정치인의 연설은 구체적인 해결책을 제시하지 않는 공허한 진부한 말로 가득했다.",陳腐な言葉,その政治家の演説は具体的な解決策を提供しない空虚な陳腐な言葉で満ちていた。,陈词滥调,这位政治家的演讲充满了空洞的陈词滥调没有提供任何具体的解决方案。,lugar común,El discurso del político estaba lleno de lugares comunes vacíos que no ofrecían soluciones concretas.,lời sáo rỗng,Bài phát biểu của chính trị gia đầy những lời sáo rỗng không đưa ra giải pháp cụ thể nào.,คำพูดซ้ำซาก,สุนทรพจน์ของนักการเมืองเต็มไปด้วยคำพูดซ้ำซากว่างเปล่าที่ไม่มีทางออกที่เป็นรูปธรรม,klise,Pidato politisi itu dipenuhi dengan klise kosong yang tidak menawarkan solusi konkret.
irascible,"The irascible professor was notorious for losing his temper over trivial interruptions.",성미 급한,"성미 급한 교수는 사소한 방해에 화를 내는 것으로 악명이 높았다.",短気な,その短気な教授は些細な妨害で怒りを爆発させることで悪名高かった。,易怒的,这位易怒的教授因为琐碎的打扰而大发脾气而臭名昭著。,irascible,El irascible profesor era famoso por perder los estribos por interrupciones triviales.,nóng tính,Vị giáo sư nóng tính nổi tiếng vì hay nổi giận vì những sự gián đoạn nhỏ nhặt.,โกรธง่าย,ศาสตราจารย์ที่โกรธง่ายมีชื่อเสียงในการเสียอารมณ์กับการรบกวนเล็กๆ น้อยๆ,pemarah,Profesor pemarah itu terkenal kehilangan kesabaran karena gangguan sepele.
grandiloquent,"The grandiloquent opening statement masked the weakness of the lawyer's actual argument.",거창한,"거창한 모두 진술은 변호사의 실제 논거의 허약함을 감추었다.",大げさな,大げさな冒頭陳述は弁護士の実際の議論の弱さを隠した。,浮夸的,浮夸的开场白掩盖了律师实际论点的薄弱。,grandilocuente,La grandilocuente declaración de apertura enmascaró la debilidad del argumento real del abogado.,đại ngôn,Lời tuyên bố mở đầu đại ngôn che giấu sự yếu kém của lập luận thực tế của luật sư.,โอ้อวด,คำแถลงเปิดที่โอ้อวดปกปิดจุดอ่อนของข้อโต้แย้งจริงของทนายความ,muluk-muluk,Pernyataan pembukaan yang muluk-muluk menutupi kelemahan argumen sebenarnya dari pengacara tersebut.
soporific,"The soporific lecture caused half the audience to drift into sleep before the intermission.",졸음을 유발하는,"졸음을 유발하는 강의는 쉬는 시간 전에 청중의 절반이 잠에 빠지게 만들었다.",眠気を催す,その眠気を催す講義は休憩前に聴衆の半分を眠りに落とした。,催眠的,催眠的讲座使一半的听众在中场休息前就昏昏入睡了。,soporífero,La conferencia soporífera hizo que la mitad de la audiencia se quedara dormida antes del intermedio.,gây buồn ngủ,Bài giảng gây buồn ngủ khiến nửa số khán giả chìm vào giấc ngủ trước giờ nghỉ giải lao.,ทำให้ง่วง,การบรรยายที่ทำให้ง่วงทำให้ผู้ฟังครึ่งหนึ่งหลับไปก่อนพักครึ่ง,membuat mengantuk,Kuliah yang membuat mengantuk menyebabkan setengah penonton terlelap sebelum istirahat.
