english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
respective,The respective plays a critical role in the company's long-term strategic planning.,각각의,각각의은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,それぞれの,それぞれのは会社の長期戦略計画において重要な役割を果たしています。,各自的,各自的在公司的长期战略规划中起着关键作用。,"respectivo, correspondiente",El papel respectivo desempeña un papel fundamental en la planificación estratégica a largo plazo de la empresa.
restitution,A thorough review of the restitution revealed several areas for improvement.,배상,배상에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,賠償,賠償の徹底的なレビューにより、いくつかの改善点が明らかになりました。,赔偿,对赔偿的全面审查揭示了几个需要改进的领域。,"restitución, compensación",Una revisión exhaustiva de la restitución reveló varias áreas de mejora.
restrain,The team was instructed to restrain following the recent policy update.,억제하다,팀은 최근 정책 업데이트에 따라 억제하다도록 지시받았습니다.,抑制する,チームは最近の方針変更に従い抑制するよう指示されました。,限制,团队被指示根据最近的政策更新限制。,"restringir, controlar",Al equipo se le instruyó restringir el acceso conforme a la reciente actualización de políticas.
restructure,Stakeholders expect the organization to restructure within the next fiscal year.,구조조정하다,이해관계자들은 조직이 다음 회계연도 내에 구조조정하다기를 기대합니다.,リストラする,利害関係者は組織が次の会計年度内にリストラすることを期待しています。,重组,利益相关者期望组织在下一财政年度内重组。,"reestructurar, reorganizar",Los interesados esperan que la organización se reestructure en el próximo año fiscal.
resume,Management plans to resume the current operations to improve overall efficiency.,재개하다,경영진은 전반적인 효율성을 개선하기 위해 현재 운영을 재개하다 계획입니다.,再開する,経営陣は全体的な効率を改善するために現在の業務を再開する計画です。,恢复,管理层计划恢复以提高整体运营效率。,"reanudar, continuar",La dirección planea reanudar las operaciones actuales para mejorar la eficiencia general.
retain,Stakeholders expect the organization to retain within the next fiscal year.,유지하다,이해관계자들은 조직이 다음 회계연도 내에 유지하다기를 기대합니다.,保持する,利害関係者は組織が次の会計年度内に保持することを期待しています。,保留,利益相关者期望组织在下一财政年度内保留。,"retener, conservar",Los interesados esperan que la organización retenga el talento en el próximo año fiscal.
retaliate,The CEO announced plans to retaliate across all regional office locations.,보복하다,CEO는 모든 지역 사무소에 걸쳐 보복하다 계획을 발표했습니다.,報復する,CEOはすべての地域オフィスにわたって報復する計画を発表しました。,报复,首席执行官宣布了在所有区域办事处报复的计划。,"represaliar, tomar represalias",El CEO anunció planes de respuesta en todas las oficinas regionales.
retention,The company's retention has been a topic of discussion at recent board meetings.,유지,회사의 유지이/가 최근 이사회에서 논의 주제가 되었습니다.,保持,会社の保持は最近の取締役会で議論のトピックとなっています。,留任,公司的留任已成为近期董事会会议的讨论话题。,"retención, conservación",La retención de empleados de la empresa ha sido un tema de debate en las reuniones recientes de la junta.
retrieve,The company decided to retrieve in response to the changing market conditions.,검색하다,회사는 변화하는 시장 상황에 대응하여 검색하다기로 결정했습니다.,取り戻す,会社は変化する市場状況に対応して取り戻すことを決定しました。,检索,公司决定检索以应对不断变化的市场状况。,"recuperar, obtener de nuevo",La empresa decidió recuperar los datos en respuesta a las cambiantes condiciones del mercado.
retroactive,The retroactive results of the pilot program encouraged further investment.,소급적인,파일럿 프로그램의 소급적인 결과가 추가 투자를 촉진했습니다.,遡及的な,パイロットプログラムの遡及的な結果がさらなる投資を促進しました。,追溯的,试点项目的追溯的结果鼓励了进一步的投资。,"retroactivo, con efecto retroactivo",Los resultados retroactivos del programa piloto alentaron una mayor inversión.
retrospect,Understanding the retrospect is essential for making informed business decisions.,회고,정보에 입각한 비즈니스 결정을 위해 회고을/를 이해하는 것이 중요합니다.,回顧,情報に基づくビジネス判断のために回顧を理解することが重要です。,回顾,了解回顾对于做出明智的商业决策至关重要。,"retrospectiva, mirada atrás",Comprender la retrospectiva es esencial para tomar decisiones empresariales informadas.
revenue,A thorough review of the revenue revealed several areas for improvement.,수익,수익에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,収益,収益の徹底的なレビューにより、いくつかの改善点が明らかになりました。,收入,对收入的全面审查揭示了几个需要改进的领域。,"ingresos, ganancias",Una revisión exhaustiva de los ingresos reveló varias áreas de mejora.
revise,The board voted to revise as part of the new corporate strategy.,수정하다,이사회는 새로운 기업 전략의 일환으로 수정하다기로 투표했습니다.,修正する,取締役会は新しい企業戦略の一環として修正することを決議しました。,修订,董事会投票修订作为新企业战略的一部分。,"revisar, modificar",La junta votó revisar la estrategia como parte de la nueva estrategia corporativa.
revoke,It is essential to revoke in order to maintain our competitive advantage.,취소하다,경쟁 우위를 유지하기 위해 취소하다는 것이 필수적입니다.,取り消す,競争優位を維持するために取り消すことが不可欠です。,撤销,为了保持竞争优势，撤销是至关重要的。,"revocar, retirar",Es esencial revocar ciertas decisiones para mantener nuestra ventaja competitiva.
revolve,The board voted to revolve as part of the new corporate strategy.,회전하다,이사회는 새로운 기업 전략의 일환으로 회전하다기로 투표했습니다.,回転する,取締役会は新しい企業戦略の一環として回転することを決議しました。,围绕,董事会投票围绕作为新企业战略的一部分。,"girar, rotar",La junta votó que los roles giren como parte de la nueva estrategia corporativa.
rigorous,The rigorous results of the pilot program encouraged further investment.,엄격한,파일럿 프로그램의 엄격한 결과가 추가 투자를 촉진했습니다.,厳格な,パイロットプログラムの厳格な結果がさらなる投資を促進しました。,严格的,试点项目的严格的结果鼓励了进一步的投资。,"riguroso, estricto",Los resultados rigurosos del programa piloto alentaron una mayor inversión.
robust,The project outcomes were more robust than anyone had initially expected.,강력한,프로젝트 결과는 누구보다도 더 강력한 것으로 나타났습니다.,堅牢な,プロジェクトの成果は誰もが当初予想したよりも堅牢なものでした。,稳健的,项目成果比任何人最初预期的都更加稳健的。,"sólido, robusto",Los resultados del proyecto fueron más sólidos de lo que nadie había previsto inicialmente.
roster,The new roster will be implemented across all departments starting next month.,명단,새로운 명단이/가 다음 달부터 모든 부서에 시행될 것입니다.,名簿,新しい名簿は来月からすべての部門で実施されます。,名册,新的名册将从下月起在所有部门实施。,"lista de personal, planilla",La nueva lista de personal será implementada en todos los departamentos a partir del mes próximo.
royalty,The new royalty will be implemented across all departments starting next month.,로열티,새로운 로열티이/가 다음 달부터 모든 부서에 시행될 것입니다.,ロイヤルティ,新しいロイヤルティは来月からすべての部門で実施されます。,版税,新的版税将从下月起在所有部门实施。,"regalías, derechos de autor",Las nuevas regalías serán implementadas en todos los departamentos a partir del mes próximo.
rudimentary,The manager described the situation as particularly rudimentary for the department.,기초적인,관리자는 상황이 부서에 특히 기초적인다고 설명했습니다.,基本的な,マネージャーは状況が部門にとって特に基本的なであると説明しました。,基础的,经理描述该情况对部门来说特别基础的。,"rudimentario, básico",El gerente describió la situación como particularmente rudimentaria para el departamento.
safeguard,It is essential to safeguard in order to maintain our competitive advantage.,보호하다,경쟁 우위를 유지하기 위해 보호하다는 것이 필수적입니다.,保護する,競争優位を維持するために保護することが不可欠です。,保障,为了保持竞争优势，保障是至关重要的。,"salvaguardar, proteger",Es esencial salvaguardar los activos para mantener nuestra ventaja competitiva.
sanction,The sanction was carefully reviewed by the senior management team.,제재,제재은/는 고위 경영진에 의해 신중히 검토되었습니다.,制裁,制裁は上級管理チームによって慎重に検討されました。,制裁,制裁经过高级管理团队的仔细审查。,"sanción, medida disciplinaria",La sanción fue revisada cuidadosamente por el equipo de alta dirección.
saturate,Management plans to saturate the current operations to improve overall efficiency.,포화시키다,경영진은 전반적인 효율성을 개선하기 위해 현재 운영을 포화시키다 계획입니다.,飽和させる,経営陣は全体的な効率を改善するために現在の業務を飽和させる計画です。,饱和,管理层计划饱和以提高整体运营效率。,"saturar, inundar",La dirección planea saturar el mercado actual para mejorar la eficiencia general.
scalable,It is important to take a scalable approach when handling client relationships.,확장 가능한,고객 관계를 처리할 때 확장 가능한 접근 방식을 취하는 것이 중요합니다.,スケーラブルな,顧客関係を扱う際にスケーラブルなアプローチを取ることが重要です。,可扩展的,在处理客户关系时采取可扩展的的方法很重要。,"escalable, adaptable",Es importante adoptar un enfoque escalable al gestionar las relaciones con los clientes.
scenario,Experts believe the scenario will significantly impact the industry going forward.,시나리오,전문가들은 시나리오이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,シナリオ,専門家はシナリオが今後業界に大きな影響を与えると考えています。,情景,专家认为情景将对行业未来产生重大影响。,"escenario, supuesto",Los expertos creen que el escenario tendrá un impacto significativo en la industria en el futuro.
scrutinize,The company decided to scrutinize in response to the changing market conditions.,면밀히 조사하다,회사는 변화하는 시장 상황에 대응하여 면밀히 조사하다기로 결정했습니다.,精査する,会社は変化する市場状況に対応して精査することを決定しました。,仔细审查,公司决定仔细审查以应对不断变化的市场状况。,"escudriñar, examinar minuciosamente",La empresa decidió escudriñar sus operaciones en respuesta a las cambiantes condiciones del mercado.
secede,The department needs to secede to meet the upcoming project deadline.,탈퇴하다,부서는 다가오는 프로젝트 마감일을 맞추기 위해 탈퇴하다야 합니다.,脱退する,部門は今後のプロジェクト期限に間に合うよう脱退する必要があります。,脱离,部门需要脱离以满足即将到来的项目截止日期。,"separarse, secesionar",El departamento necesita separarse de ciertas obligaciones para cumplir con el plazo del proyecto.
sector,The new sector will be implemented across all departments starting next month.,부문,새로운 부문이/가 다음 달부터 모든 부서에 시행될 것입니다.,部門,新しい部門は来月からすべての部門で実施されます。,部门,新的部门将从下月起在所有部门实施。,"sector, área",El nuevo sector será implementado en todos los departamentos a partir del mes próximo.
securities,The company's securities has been a topic of discussion at recent board meetings.,유가증권,회사의 유가증권이/가 최근 이사회에서 논의 주제가 되었습니다.,有価証券,会社の有価証券は最近の取締役会で議論のトピックとなっています。,证券,公司的证券已成为近期董事会会议的讨论话题。,"valores mobiliarios, acciones",Los valores de la empresa han sido un tema de debate en las reuniones recientes de la junta.
segregate,The team was instructed to segregate following the recent policy update.,분리하다,팀은 최근 정책 업데이트에 따라 분리하다도록 지시받았습니다.,分離する,チームは最近の方針変更に従い分離するよう指示されました。,隔离,团队被指示根据最近的政策更新隔离。,"segregar, separar",Al equipo se le instruyó segregar los datos conforme a la reciente actualización de políticas.
seizure,The seizure requires careful consideration before any final decisions are made.,압류,압류은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,差し押さえ,差し押さえは最終決定を下す前に慎重な検討が必要です。,扣押,扣押在做出最终决定之前需要仔细考虑。,"embargo, incautación",El embargo requiere una consideración cuidadosa antes de tomar decisiones finales.
semiconductor,The company's semiconductor has been a topic of discussion at recent board meetings.,반도체,회사의 반도체이/가 최근 이사회에서 논의 주제가 되었습니다.,半導体,会社の半導体は最近の取締役会で議論のトピックとなっています。,半导体,公司的半导体已成为近期董事会会议的讨论话题。,semiconductor,El negocio de semiconductores de la empresa ha sido un tema de debate en las reuniones recientes de la junta.
seminar,Experts believe the seminar will significantly impact the industry going forward.,세미나,전문가들은 세미나이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,セミナー,専門家はセミナーが今後業界に大きな影響を与えると考えています。,研讨会,专家认为研讨会将对行业未来产生重大影响。,"seminario, taller",Los expertos creen que el seminario tendrá un impacto significativo en la industria en el futuro.
seniority,The seniority requires careful consideration before any final decisions are made.,연공서열,연공서열은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,年功序列,年功序列は最終決定を下す前に慎重な検討が必要です。,资历,资历在做出最终决定之前需要仔细考虑。,"antigüedad, jerarquía laboral",La antigüedad requiere una consideración cuidadosa antes de tomar decisiones finales.
sentiment,Management addressed concerns regarding the sentiment at the annual conference.,감정,경영진은 연례 회의에서 감정에 관한 우려를 다루었습니다.,感情,経営陣は年次会議で感情に関する懸念に対処しました。,情绪,管理层在年度会议上讨论了有关情绪的问题。,"sentimiento, percepción",La dirección abordó las preocupaciones sobre el sentimiento del mercado en la conferencia anual.
sequester,The CEO announced plans to sequester across all regional office locations.,격리하다,CEO는 모든 지역 사무소에 걸쳐 격리하다 계획을 발표했습니다.,隔離する,CEOはすべての地域オフィスにわたって隔離する計画を発表しました。,隔离,首席执行官宣布了在所有区域办事处隔离的计划。,"aislar, confiscar",El CEO anunció planes para aislar los activos en todas las oficinas regionales.
severance,A detailed analysis of the severance was included in the quarterly report.,퇴직금,퇴직금에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,退職金,退職金の詳細な分析が四半期報告書に含まれていました。,遣散费,季度报告中包含了对遣散费的详细分析。,"indemnización por despido, liquidación",Un análisis detallado de la indemnización por despido fue incluido en el informe trimestral.
shareholder,The new shareholder will be implemented across all departments starting next month.,주주,새로운 주주이/가 다음 달부터 모든 부서에 시행될 것입니다.,株主,新しい株主は来月からすべての部門で実施されます。,股东,新的股东将从下月起在所有部门实施。,"accionista, socio",El nuevo accionista será parte de todos los departamentos a partir del mes próximo.
shortfall,A detailed analysis of the shortfall was included in the quarterly report.,부족분,부족분에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,不足分,不足分の詳細な分析が四半期報告書に含まれていました。,缺口,季度报告中包含了对缺口的详细分析。,"déficit, faltante",Un análisis detallado del déficit fue incluido en el informe trimestral.
simulate,The company decided to simulate in response to the changing market conditions.,모의하다,회사는 변화하는 시장 상황에 대응하여 모의하다기로 결정했습니다.,シミュレートする,会社は変化する市場状況に対応してシミュレートすることを決定しました。,模拟,公司决定模拟以应对不断变化的市场状况。,"simular, modelar",La empresa decidió simular los escenarios en respuesta a las cambiantes condiciones del mercado.
slander,The slander requires careful consideration before any final decisions are made.,중상모략,중상모략은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,中傷,中傷は最終決定を下す前に慎重な検討が必要です。,诽谤,诽谤在做出最终决定之前需要仔细考虑。,"difamación, calumnia",La difamación requiere una consideración cuidadosa antes de tomar decisiones finales.
solicit,Stakeholders expect the organization to solicit within the next fiscal year.,요청하다,이해관계자들은 조직이 다음 회계연도 내에 요청하다기를 기대합니다.,要請する,利害関係者は組織が次の会計年度内に要請することを期待しています。,招揽,利益相关者期望组织在下一财政年度内招揽。,"solicitar, pedir",Los interesados esperan que la organización solicite financiamiento en el próximo año fiscal.
solvency,A detailed analysis of the solvency was included in the quarterly report.,지급능력,지급능력에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,支払能力,支払能力の詳細な分析が四半期報告書に含まれていました。,偿付能力,季度报告中包含了对偿付能力的详细分析。,"solvencia, capacidad de pago",Un análisis detallado de la solvencia fue incluido en el informe trimestral.
sophisticated,The sophisticated nature of the proposal raised concerns among board members.,정교한,제안의 정교한 성격이 이사회 구성원들 사이에서 우려를 제기했습니다.,洗練された,提案の洗練された性質が取締役会メンバーの間で懸念を引き起こしました。,复杂的,提案的复杂的性质引起了董事会成员的关切。,"sofisticado, avanzado",La naturaleza sofisticada de la propuesta generó preocupaciones entre los miembros de la junta.
sovereign,The sovereign requires careful consideration before any final decisions are made.,주권의,주권의은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,主権の,主権のは最終決定を下す前に慎重な検討が必要です。,主权的,主权的在做出最终决定之前需要仔细考虑。,"soberano, independiente",La entidad soberana requiere una consideración cuidadosa antes de tomar decisiones finales.
specification,The specification was carefully reviewed by the senior management team.,사양,사양은/는 고위 경영진에 의해 신중히 검토되었습니다.,仕様,仕様は上級管理チームによって慎重に検討されました。,规格,规格经过高级管理团队的仔细审查。,"especificación, descripción técnica",La especificación fue revisada cuidadosamente por el equipo de alta dirección.
speculate,The committee recommended that the company speculate to reduce operational risks.,투기하다,위원회는 운영 위험을 줄이기 위해 회사가 투기하다도록 권고했습니다.,投機する,委員会は運営リスクを削減するために会社が投機することを推奨しました。,投机,委员会建议公司投机以降低运营风险。,"especular, hacer conjeturas",El comité recomendó que la empresa no especule para reducir los riesgos operativos.
sphere,A thorough review of the sphere revealed several areas for improvement.,영역,영역에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,領域,領域の徹底的なレビューにより、いくつかの改善点が明らかになりました。,领域,对领域的全面审查揭示了几个需要改进的领域。,"esfera, ámbito",Una revisión exhaustiva de la esfera de influencia reveló varias áreas de mejora.
stakeholder,Management addressed concerns regarding the stakeholder at the annual conference.,이해관계자,경영진은 연례 회의에서 이해관계자에 관한 우려를 다루었습니다.,ステークホルダー,経営陣は年次会議でステークホルダーに関する懸念に対処しました。,利益相关者,管理层在年度会议上讨论了有关利益相关者的问题。,"parte interesada, accionista",La dirección abordó las preocupaciones de los interesados en la conferencia anual.
stalemate,A thorough review of the stalemate revealed several areas for improvement.,교착상태,교착상태에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,膠着状態,膠着状態の徹底的なレビューにより、いくつかの改善点が明らかになりました。,僵局,对僵局的全面审查揭示了几个需要改进的领域。,"estancamiento, punto muerto",Una revisión exhaustiva del estancamiento reveló varias áreas de mejora.
standardize,The department needs to standardize to meet the upcoming project deadline.,표준화하다,부서는 다가오는 프로젝트 마감일을 맞추기 위해 표준화하다야 합니다.,標準化する,部門は今後のプロジェクト期限に間に合うよう標準化する必要があります。,标准化,部门需要标准化以满足即将到来的项目截止日期。,"estandarizar, normalizar",El departamento necesita estandarizar los procesos para cumplir con el plazo del proyecto.
statute,The new statute will be implemented across all departments starting next month.,법규,새로운 법규이/가 다음 달부터 모든 부서에 시행될 것입니다.,法規,新しい法規は来月からすべての部門で実施されます。,法规,新的法规将从下月起在所有部门实施。,"estatuto, ley",El nuevo estatuto será implementado en todos los departamentos a partir del mes próximo.
statutory,Experts believe the statutory will significantly impact the industry going forward.,법정의,전문가들은 법정의이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,法定の,専門家は法定のが今後業界に大きな影響を与えると考えています。,法定的,专家认为法定的将对行业未来产生重大影响。,"estatutario, legal",Los expertos creen que el cambio estatutario tendrá un impacto significativo en la industria en el futuro.
steward,Understanding the steward is essential for making informed business decisions.,관리인,정보에 입각한 비즈니스 결정을 위해 관리인을/를 이해하는 것이 중요합니다.,管理人,情報に基づくビジネス判断のために管理人を理解することが重要です。,管理人,了解管理人对于做出明智的商业决策至关重要。,"administrador, responsable",Comprender el rol del administrador es esencial para tomar decisiones empresariales informadas.
stimulate,Senior executives were asked to stimulate before the next quarterly review.,자극하다,고위 임원들은 다음 분기 검토 전에 자극하다도록 요청받았습니다.,刺激する,上級幹部は次の四半期レビューの前に刺激するよう求められました。,刺激,高管们被要求在下季度审查之前刺激。,"estimular, impulsar",A los altos ejecutivos se les pidió estimular la economía antes de la próxima revisión trimestral.
stipend,A thorough review of the stipend revealed several areas for improvement.,급료,급료에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,給付金,給付金の徹底的なレビューにより、いくつかの改善点が明らかになりました。,津贴,对津贴的全面审查揭示了几个需要改进的领域。,"estipendio, honorario",Una revisión exhaustiva del estipendio reveló varias áreas de mejora.
stipulate,The department needs to stipulate to meet the upcoming project deadline.,규정하다,부서는 다가오는 프로젝트 마감일을 맞추기 위해 규정하다야 합니다.,規定する,部門は今後のプロジェクト期限に間に合うよう規定する必要があります。,规定,部门需要规定以满足即将到来的项目截止日期。,"estipular, especificar",El departamento necesita estipular los términos para cumplir con el plazo del proyecto.
stockpile,The CEO announced plans to stockpile across all regional office locations.,비축하다,CEO는 모든 지역 사무소에 걸쳐 비축하다 계획을 발표했습니다.,備蓄する,CEOはすべての地域オフィスにわたって備蓄する計画を発表しました。,储备,首席执行官宣布了在所有区域办事处储备的计划。,"acumular reservas, stockpile",El CEO anunció planes para acumular reservas en todas las oficinas regionales.
strategy,The strategy requires careful consideration before any final decisions are made.,전략,전략은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,戦略,戦略は最終決定を下す前に慎重な検討が必要です。,策略,策略在做出最终决定之前需要仔细考虑。,"estrategia, plan",La estrategia requiere una consideración cuidadosa antes de tomar decisiones finales.
streamline,Senior executives were asked to streamline before the next quarterly review.,합리화하다,고위 임원들은 다음 분기 검토 전에 합리화하다도록 요청받았습니다.,合理化する,上級幹部は次の四半期レビューの前に合理化するよう求められました。,精简,高管们被要求在下季度审查之前精简。,"racionalizar, simplificar",A los altos ejecutivos se les pidió racionalizar los procesos antes de la próxima revisión trimestral.
stringent,The stringent nature of the proposal raised concerns among board members.,엄격한,제안의 엄격한 성격이 이사회 구성원들 사이에서 우려를 제기했습니다.,厳格な,提案の厳格な性質が取締役会メンバーの間で懸念を引き起こしました。,严格的,提案的严格的性质引起了董事会成员的关切。,"estricto, riguroso",La naturaleza estricta de la propuesta generó preocupaciones entre los miembros de la junta.
structural,The team found the new regulations to be quite structural in their scope.,구조적인,팀은 새로운 규정이 범위에서 상당히 구조적인다는 것을 발견했습니다.,構造的な,チームは新しい規制がその範囲においてかなり構造的なであることを発見しました。,结构性的,团队发现新法规在范围上相当结构性的。,"estructural, de estructura",El equipo encontró que las nuevas regulaciones eran bastante estructurales en su alcance.
subdivide,It is essential to subdivide in order to maintain our competitive advantage.,세분하다,경쟁 우위를 유지하기 위해 세분하다는 것이 필수적입니다.,細分する,競争優位を維持するために細分することが不可欠です。,细分,为了保持竞争优势，细分是至关重要的。,"subdividir, fragmentar",Es esencial subdividir las tareas para mantener nuestra ventaja competitiva.
subcontract,It is essential to subcontract in order to maintain our competitive advantage.,하도급하다,경쟁 우위를 유지하기 위해 하도급하다는 것이 필수적입니다.,下請けする,競争優位を維持するために下請けすることが不可欠です。,分包,为了保持竞争优势，分包是至关重要的。,"subcontratar, externalizar",Es esencial subcontratar ciertas tareas para mantener nuestra ventaja competitiva.
subject to,The subject to requires careful consideration before any final decisions are made.,~에 따라,~에 따라은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,～に従う,～に従うは最終決定を下す前に慎重な検討が必要です。,取决于,取决于在做出最终决定之前需要仔细考虑。,"sujeto a, condicionado a",El tema requiere una consideración cuidadosa antes de tomar decisiones finales.
subordinate,A thorough review of the subordinate revealed several areas for improvement.,하위의,하위의에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,下位の,下位のの徹底的なレビューにより、いくつかの改善点が明らかになりました。,下属的,对下属的的全面审查揭示了几个需要改进的领域。,"subordinado, inferior",Una revisión exhaustiva del rol subordinado reveló varias áreas de mejora.
subscribe,Senior executives were asked to subscribe before the next quarterly review.,구독하다,고위 임원들은 다음 분기 검토 전에 구독하다도록 요청받았습니다.,購読する,上級幹部は次の四半期レビューの前に購読するよう求められました。,订阅,高管们被要求在下季度审查之前订阅。,"suscribirse, adherirse",A los altos ejecutivos se les pidió suscribirse al plan antes de la próxima revisión trimestral.
subsequent,The new subsequent will be implemented across all departments starting next month.,후속의,새로운 후속의이/가 다음 달부터 모든 부서에 시행될 것입니다.,その後の,新しいその後のは来月からすべての部門で実施されます。,随后的,新的随后的将从下月起在所有部门实施。,"subsiguiente, posterior",El nuevo cambio subsiguiente será implementado en todos los departamentos a partir del mes próximo.
subsidiary,The company's subsidiary has been a topic of discussion at recent board meetings.,자회사,회사의 자회사이/가 최근 이사회에서 논의 주제가 되었습니다.,子会社,会社の子会社は最近の取締役会で議論のトピックとなっています。,子公司,公司的子公司已成为近期董事会会议的讨论话题。,"subsidiaria, filial",La subsidiaria de la empresa ha sido un tema de debate en las reuniones recientes de la junta.
subsidize,A thorough review of the subsidize revealed several areas for improvement.,보조금을 주다,보조금을 주다에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,補助金を出す,補助金を出すの徹底的なレビューにより、いくつかの改善点が明らかになりました。,补贴,对补贴的全面审查揭示了几个需要改进的领域。,"subvencionar, otorgar subsidios",Una revisión exhaustiva de cómo subvencionar el sector reveló varias áreas de mejora.
substance,The substance was carefully reviewed by the senior management team.,물질,물질은/는 고위 경영진에 의해 신중히 검토되었습니다.,物質,物質は上級管理チームによって慎重に検討されました。,物质,物质经过高级管理团队的仔细审查。,"sustancia, materia",La sustancia fue revisada cuidadosamente por el equipo de alta dirección.
substantiate,It is essential to substantiate in order to maintain our competitive advantage.,입증하다,경쟁 우위를 유지하기 위해 입증하다는 것이 필수적입니다.,立証する,競争優位を維持するために立証することが不可欠です。,证实,为了保持竞争优势，证实是至关重要的。,"fundamentar, demostrar",Es esencial fundamentar las afirmaciones para mantener nuestra ventaja competitiva.
substitute,Stakeholders expect the organization to substitute within the next fiscal year.,대체하다,이해관계자들은 조직이 다음 회계연도 내에 대체하다기를 기대합니다.,代替する,利害関係者は組織が次の会計年度内に代替することを期待しています。,替代,利益相关者期望组织在下一财政年度内替代。,"sustituir, reemplazar",Los interesados esperan que la organización sustituya las tecnologías en el próximo año fiscal.
subtlety,A thorough review of the subtlety revealed several areas for improvement.,미묘함,미묘함에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,繊細さ,繊細さの徹底的なレビューにより、いくつかの改善点が明らかになりました。,微妙之处,对微妙之处的全面审查揭示了几个需要改进的领域。,"sutileza, matiz",Una revisión exhaustiva de la sutileza reveló varias áreas de mejora.
suffice,Stakeholders expect the organization to suffice within the next fiscal year.,충분하다,이해관계자들은 조직이 다음 회계연도 내에 충분하다기를 기대합니다.,十分である,利害関係者は組織が次の会計年度内に十分であることを期待しています。,足够,利益相关者期望组织在下一财政年度内足够。,"ser suficiente, alcanzar",Los interesados esperan que los recursos sean suficientes en el próximo año fiscal.
superintendent,The superintendent was carefully reviewed by the senior management team.,관리자,관리자은/는 고위 경영진에 의해 신중히 검토되었습니다.,管理者,管理者は上級管理チームによって慎重に検討されました。,主管,主管经过高级管理团队的仔细审查。,"superintendente, supervisor",El superintendente fue revisado cuidadosamente por el equipo de alta dirección.
supersede,Stakeholders expect the organization to supersede within the next fiscal year.,대체하다,이해관계자들은 조직이 다음 회계연도 내에 대체하다기를 기대합니다.,取って代わる,利害関係者は組織が次の会計年度内に取って代わることを期待しています。,取代,利益相关者期望组织在下一财政年度内取代。,"reemplazar, suplantar",Los interesados esperan que la organización reemplace las tecnologías antiguas en el próximo año fiscal.
supplement,Management addressed concerns regarding the supplement at the annual conference.,보충,경영진은 연례 회의에서 보충에 관한 우려를 다루었습니다.,補足,経営陣は年次会議で補足に関する懸念に対処しました。,补充,管理层在年度会议上讨论了有关补充的问题。,"suplemento, complemento",La dirección abordó las preocupaciones sobre el suplemento en la conferencia anual.
suppress,The CEO announced plans to suppress across all regional office locations.,억압하다,CEO는 모든 지역 사무소에 걸쳐 억압하다 계획을 발표했습니다.,抑制する,CEOはすべての地域オフィスにわたって抑制する計画を発表しました。,压制,首席执行官宣布了在所有区域办事处压制的计划。,"suprimir, reprimir",El CEO anunció planes para suprimir ciertas actividades en todas las oficinas regionales.
surcharge,The company's surcharge has been a topic of discussion at recent board meetings.,추가요금,회사의 추가요금이/가 최근 이사회에서 논의 주제가 되었습니다.,追加料金,会社の追加料金は最近の取締役会で議論のトピックとなっています。,附加费,公司的附加费已成为近期董事会会议的讨论话题。,"cargo adicional, recargo",El cargo adicional de la empresa ha sido un tema de debate en las reuniones recientes de la junta.
surplus,Management addressed concerns regarding the surplus at the annual conference.,잉여금,경영진은 연례 회의에서 잉여금에 관한 우려를 다루었습니다.,余剰金,経営陣は年次会議で余剰金に関する懸念に対処しました。,盈余,管理层在年度会议上讨论了有关盈余的问题。,"superávit, excedente",La dirección abordó las preocupaciones sobre el superávit en la conferencia anual.
surveillance,Understanding the surveillance is essential for making informed business decisions.,감시,정보에 입각한 비즈니스 결정을 위해 감시을/를 이해하는 것이 중요합니다.,監視,情報に基づくビジネス判断のために監視を理解することが重要です。,监控,了解监控对于做出明智的商业决策至关重要。,"vigilancia, supervisión",Comprender la vigilancia es esencial para tomar decisiones empresariales informadas.
