english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
most,She is the most kind person I know.,대부분의,그녀는 내가 아는 가장 친절한 사람이에요.,ほとんどの,彼女は私が知っている最も親切な人です。,大多数,她是我认识的最善良的人。,la mayoría; más,Ella es la persona más amable que conozco.,nhất,Cô ấy là người tốt bụng nhất mà tôi biết.,ที่สุด,เธอเป็นคนใจดีที่สุดที่ฉันรู้จัก,paling,Dia adalah orang paling baik hati yang saya kenal.
more,I need more time to finish this.,더 많은,이것을 끝내려면 시간이 더 필요해요.,もっと,これを終わらせるにはもっと時間が必要です。,更多,我需要更多时间来完成这个。,más,Necesito más tiempo para terminar esto.,thêm; nhiều hơn,Tôi cần thêm thời gian để hoàn thành.,มากขึ้น; เพิ่มเติม,ฉันต้องการเวลาเพิ่มเพื่อทำให้เสร็จ,lebih banyak; lebih,Saya butuh lebih banyak waktu untuk menyelesaikan ini.
less,Try to eat less sugar every day.,더 적은,매일 설탕을 덜 먹도록 노력하세요.,少ない,毎日砂糖を少なく食べるようにしてください。,更少,尽量每天少吃糖。,menos,Trata de comer menos azúcar cada día.,ít hơn,Cố gắng ăn ít đường hơn mỗi ngày.,น้อยลง; น้อยกว่า,พยายามทานน้ำตาลให้น้อยลงทุกวัน,kurang; lebih sedikit,Cobalah makan lebih sedikit gula setiap hari.
also,She also speaks Japanese very well.,또한,그녀는 일본어도 매우 잘 해요.,も; また,彼女は日本語もとても上手です。,也,她日语也说得很好。,también; además,Ella también habla japonés muy bien.,cũng,Cô ấy cũng nói tiếng Nhật rất giỏi.,ด้วย; เช่นกัน,เธอพูดภาษาญี่ปุ่นได้ดีเช่นกัน,juga,Dia juga berbicara bahasa Jepang dengan baik.
too,This bag is too heavy for me.,너무; 또한,이 가방은 나에게 너무 무거워요.,も; あまりにも,このカバンは私には重すぎます。,太; 也,这个包对我来说太重了。,demasiado; también,Esta bolsa es demasiado pesada para mí.,quá,Cái túi này quá nặng đối với tôi.,เกินไป,กระเป๋านี้หนักเกินไปสำหรับฉัน,terlalu,Tas ini terlalu berat bagi saya.
really,I really enjoyed the concert last night.,정말,어젯밤 콘서트 정말 즐거웠어요.,本当に,昨夜のコンサートは本当に楽しかったです。,真的,我昨晚真的很享受那场音乐会。,realmente; de verdad,Realmente disfruté el concierto anoche.,thực sự,Tôi thực sự thích buổi hòa nhạc tối qua.,จริง ๆ,ฉันสนุกกับคอนเสิร์ตเมื่อคืนจริง ๆ,benar-benar; sungguh,Saya benar-benar menikmati konser tadi malam.
maybe,Maybe we can go to the park later.,아마도,아마 나중에 공원에 갈 수 있을 거예요.,たぶん,たぶん後で公園に行けるかもしれません。,也许,也许我们稍后可以去公园。,quizás; tal vez,Tal vez podamos ir al parque después.,có lẽ,Có lẽ chúng ta có thể đi công viên sau.,อาจจะ; บางที,บางทีเราอาจไปสวนสาธารณะทีหลังได้,mungkin,Mungkin kita bisa pergi ke taman nanti.
well,She speaks English very well now.,잘,그녀는 이제 영어를 매우 잘 해요.,上手に,彼女は今英語をとても上手に話します。,好,她现在英语说得很好。,bien,Ella habla inglés muy bien ahora.,giỏi; tốt,Cô ấy nói tiếng Anh rất giỏi.,ดี; เก่ง,เธอพูดภาษาอังกฤษได้ดีมาก,dengan baik,Dia berbicara bahasa Inggris dengan sangat baik.
how,How do you go to work?,어떻게,어떻게 출근해요?,どう; どのように,どうやって仕事に行きますか？,怎么; 如何,你怎么去上班的？,cómo,¿Cómo vas al trabajo?,như thế nào,Bạn đi làm bằng cách nào?,อย่างไร,คุณไปทำงานอย่างไร?,bagaimana,Bagaimana Anda pergi ke tempat kerja?
what,What is your favorite food?,무엇,가장 좋아하는 음식이 뭐예요?,何,好きな食べ物は何ですか？,什么,你最喜欢的食物是什么？,qué,¿Cuál es tu comida favorita?,cái gì,Món ăn yêu thích của bạn là gì?,อะไร,อาหารจานโปรดของคุณคืออะไร?,apa,Apa makanan favorit Anda?
who,Who is that person over there?,누구,저기 있는 사람은 누구예요?,誰,あそこにいる人は誰ですか？,谁,那边那个人是谁？,quién,¿Quién es esa persona de allí?,ai,Người kia là ai?,ใคร,คนนั้นคือใคร?,siapa,Siapa orang itu di sana?
where,Where is the nearest train station?,어디,가장 가까운 기차역이 어디예요?,どこ,一番近い駅はどこですか？,哪里,最近的火车站在哪里？,dónde,¿Dónde está la estación de tren más cercana?,ở đâu,Nhà ga gần nhất ở đâu?,ที่ไหน,สถานีรถไฟที่ใกล้ที่สุดอยู่ที่ไหน?,di mana,Di mana stasiun kereta terdekat?
when,When does the next train leave?,언제,다음 기차는 언제 출발해요?,いつ,次の電車はいつ出発しますか？,什么时候,下一班火车什么时候出发？,cuándo,¿Cuándo sale el próximo tren?,khi nào,Chuyến tàu tiếp theo đi lúc mấy giờ?,เมื่อไหร่,รถไฟขบวนถัดไปออกเมื่อไหร่?,kapan,Kapan kereta berikutnya berangkat?
why,Why are you late for school today?,왜,오늘 왜 학교에 늦었어요?,なぜ,今日はなぜ学校に遅刻したのですか？,为什么,你今天为什么上学迟到了？,por qué,¿Por qué llegas tarde a la escuela hoy?,tại sao,Tại sao hôm nay bạn đi học muộn?,ทำไม,ทำไมวันนี้คุณมาโรงเรียนสาย?,mengapa; kenapa,Kenapa kamu terlambat ke sekolah hari ini?
which,"Which color do you prefer, red or blue?",어느; 어떤,빨강과 파랑 중에 어느 색을 선호해요?,どの,赤と青、どちらの色が好きですか？,哪个,你更喜欢哪个颜色，红色还是蓝色？,cuál,"¿Cuál color prefieres, rojo o azul?",cái nào,"Bạn thích màu nào, đỏ hay xanh?",อันไหน,คุณชอบสีไหน แดงหรือน้ำเงิน?,yang mana,"Warna mana yang kamu suka, merah atau biru?"
price,What is the price of this shirt?,가격,이 셔츠 가격이 얼마예요?,値段,このシャツの値段はいくらですか？,价格,这件衬衫多少钱？,precio,¿Cuál es el precio de esta camisa?,giá,Giá chiếc áo này bao nhiêu?,ราคา,เสื้อตัวนี้ราคาเท่าไหร่?,harga,Berapa harga kemeja ini?
cheap,This store has very cheap prices.,싼,이 가게는 가격이 매우 저렴해요.,安い,この店はとても安い価格です。,便宜的,这家店的价格很便宜。,barato,Esta tienda tiene precios muy baratos.,rẻ,Cửa hàng này bán giá rất rẻ.,ถูก,ร้านนี้ราคาถูกมาก,murah,Toko ini punya harga yang sangat murah.
expensive,That bag is too expensive for me.,비싼,그 가방은 나에게 너무 비싸요.,高い,そのカバンは私には高すぎます。,贵的,那个包对我来说太贵了。,caro,Esa bolsa es demasiado cara para mí.,đắt,Cái túi đó quá đắt với tôi.,แพง,กระเป๋าใบนั้นแพงเกินไปสำหรับฉัน,mahal,Tas itu terlalu mahal bagi saya.
size,What size shoes do you wear?,크기; 사이즈,신발 사이즈가 몇이에요?,サイズ,靴のサイズはいくつですか？,大小; 尺码,你穿多大码的鞋？,tamaño; talla,¿Qué talla de zapatos usas?,kích cỡ,Bạn đi giày cỡ mấy?,ขนาด; ไซส์,คุณใส่รองเท้าไซส์อะไร?,ukuran,Berapa ukuran sepatu Anda?
shape,The table has a round shape.,모양,그 테이블은 둥근 모양이에요.,形,テーブルは丸い形をしています。,形状,那张桌子是圆形的。,forma,La mesa tiene una forma redonda.,hình dạng,Cái bàn có hình tròn.,รูปทรง; รูปร่าง,โต๊ะมีรูปทรงกลม,bentuk,Meja itu berbentuk bulat.
half,I ate half of the big pizza.,반,큰 피자의 반을 먹었어요.,半分,大きなピザの半分を食べました。,一半,我吃了大披萨的一半。,mitad,Comí la mitad de la gran pizza.,nửa; một nửa,Tôi ăn nửa chiếc pizza lớn.,ครึ่ง,ฉันกินพิซซ่าถาดใหญ่ไปครึ่งหนึ่ง,setengah,Saya makan setengah pizza besar itu.
piece,May I have a piece of cake?,조각,케이크 한 조각 먹어도 될까요?,一切れ,ケーキを一切れもらえますか？,一块,我可以吃一块蛋糕吗？,trozo; pedazo,¿Me puedes dar un trozo de pastel?,miếng; mẩu,Cho tôi xin một miếng bánh?,ชิ้น,ขอเค้กสักชิ้นได้ไหม?,sepotong; potongan,Bolehkah saya minta sepotong kue?
pair,I bought a new pair of shoes.,한 쌍; 한 켤레,새 신발 한 켤레를 샀어요.,一足; 一対,新しい靴を一足買いました。,一双,我买了一双新鞋。,par,Compré un par de zapatos nuevos.,đôi; cặp,Tôi mua một đôi giày mới.,คู่,ฉันซื้อรองเท้าใหม่คู่หนึ่ง,sepasang,Saya membeli sepasang sepatu baru.
part,This is the best part of the movie.,부분,이것이 영화의 가장 좋은 부분이에요.,部分,これが映画の一番良い部分です。,部分,这是电影最精彩的部分。,parte,Esta es la mejor parte de la película.,phần,Đây là phần hay nhất của bộ phim.,ส่วน,นี่คือส่วนที่ดีที่สุดของหนัง,bagian,Ini adalah bagian terbaik dari film ini.
side,Please sit on the other side.,옆; 쪽,반대편에 앉으세요.,側,反対側に座ってください。,边; 侧,请坐在另一边。,lado,"Por favor, siéntate en el otro lado.",bên; phía,Xin hãy ngồi bên kia.,ด้าน; ข้าง,กรุณานั่งอีกด้านหนึ่ง,sisi; samping,Tolong duduk di sisi yang lain.
middle,The park is in the middle of town.,가운데; 중간,공원은 마을 한가운데에 있어요.,真ん中,公園は街の真ん中にあります。,中间,公园在镇中心。,centro; medio,El parque está en el centro del pueblo.,giữa,Công viên nằm ở giữa thị trấn.,ตรงกลาง,สวนสาธารณะอยู่ตรงกลางเมือง,tengah,Taman ada di tengah kota.
end,The story has a very happy end.,끝,이야기의 결말이 매우 행복해요.,終わり,物語はとてもハッピーエンドです。,末尾; 尽头,故事有一个非常快乐的结局。,final; fin,La historia tiene un final muy feliz.,kết thúc; cuối,Câu chuyện có kết thúc rất vui.,จบ; ตอนจบ,เรื่องมีตอนจบที่มีความสุขมาก,akhir,Cerita itu memiliki akhir yang sangat bahagia.
beginning,This is just the beginning of our trip.,시작; 처음,이것은 우리 여행의 시작일 뿐이에요.,始まり,これは私たちの旅の始まりにすぎません。,开始; 起初,这只是我们旅程的开始。,comienzo; principio,Esto es solo el comienzo de nuestro viaje.,bắt đầu; khởi đầu,Đây chỉ là khởi đầu chuyến đi.,จุดเริ่มต้น,นี่เป็นเพียงจุดเริ่มต้นของทริปเรา,awal; permulaan,Ini baru awal dari perjalanan kita.
problem,We need to solve this problem now.,문제,지금 이 문제를 해결해야 해요.,問題,今この問題を解決する必要があります。,问题,我们现在需要解决这个问题。,problema,Necesitamos resolver este problema ahora.,vấn đề,Chúng ta cần giải quyết vấn đề này ngay.,ปัญหา,เราต้องแก้ปัญหานี้ตอนนี้,masalah,Kita perlu menyelesaikan masalah ini sekarang.
idea,That is a really great idea!,아이디어; 생각,정말 좋은 생각이에요!,アイデア,それは本当に素晴らしいアイデアです！,想法; 主意,那真是一个好主意！,idea,¡Esa es una idea realmente excelente!,ý tưởng,Đó là một ý tưởng tuyệt vời!,ไอเดีย; ความคิด,นั่นเป็นไอเดียที่ดีมาก!,ide; gagasan,Itu ide yang sangat bagus!
reason,What is the reason for your visit?,이유,방문 이유가 무엇인가요?,理由,訪問の理由は何ですか？,原因,你来访的原因是什么？,razón; motivo,¿Cuál es el motivo de tu visita?,lý do,Lý do chuyến thăm của bạn là gì?,เหตุผล,เหตุผลที่คุณมาเยือนคืออะไร?,alasan,Apa alasan kunjungan Anda?
example,Can you give me an example please?,예; 예시,예를 하나 들어줄 수 있어요?,例,例を一つ挙げてもらえますか？,例子,你能给我举个例子吗？,ejemplo,"¿Puedes darme un ejemplo, por favor?",ví dụ,Bạn cho tôi một ví dụ được không?,ตัวอย่าง,ช่วยยกตัวอย่างให้ฉันได้ไหม?,contoh,Bisakah Anda memberi saya contoh?
chance,Give me one more chance to try.,기회,한 번 더 기회를 주세요.,チャンス,もう一度チャンスをください。,机会,再给我一次机会试试。,oportunidad; chance,Dame una oportunidad más para intentarlo.,cơ hội,Cho tôi thêm một cơ hội nữa.,โอกาส,ขอโอกาสอีกครั้งหนึ่ง,kesempatan,Beri saya satu kesempatan lagi untuk mencoba.
change,We need to change our plan now.,변화; 바꾸다,지금 계획을 바꿔야 해요.,変える; 変化,今計画を変える必要があります。,改变,我们现在需要改变计划。,cambio; cambiar,Necesitamos cambiar nuestro plan ahora.,thay đổi,Chúng ta cần thay đổi kế hoạch ngay.,เปลี่ยนแปลง,เราต้องเปลี่ยนแผนตอนนี้,mengubah; perubahan,Kita perlu mengubah rencana kita sekarang.
power,The storm cut off the power.,전력; 힘,폭풍이 전력을 끊었어요.,力; 電力,嵐で電力が止まりました。,力量; 电力,暴风雨导致停电了。,poder; fuerza,La tormenta cortó la electricidad.,điện; quyền lực,Cơn bão làm mất điện.,พลังงาน; ไฟฟ้า,พายุทำให้ไฟดับ,kekuatan; listrik,Badai memutus aliran listrik.
life,"Life is short, enjoy every moment.",삶; 인생,인생은 짧으니 매 순간을 즐기세요.,人生,人生は短いので、毎瞬間を楽しんでください。,生活; 人生,生命短暂，享受每一刻。,vida,"La vida es corta, disfruta cada momento.",cuộc sống,"Cuộc sống ngắn ngủi, hãy tận hưởng mỗi khoảnh khắc.",ชีวิต,ชีวิตสั้น จงสนุกกับทุกช่วงเวลา,kehidupan; hidup,"Hidup itu pendek, nikmati setiap saat."
death,The death of his dog made him sad.,죽음,그의 개의 죽음이 그를 슬프게 했어요.,死,犬の死が彼を悲しませました。,死亡,他的狗去世让他很伤心。,muerte,La muerte de su perro lo puso triste.,cái chết,Cái chết của con chó khiến anh ấy buồn.,ความตาย,การตายของสุนัขทำให้เขาเศร้า,kematian,Kematian anjingnya membuatnya sedih.
health,Good health is the most important thing.,건강,건강이 가장 중요한 것이에요.,健康,健康が最も大切なことです。,健康,健康是最重要的事。,salud,La buena salud es lo más importante.,sức khỏe,Sức khỏe tốt là điều quan trọng nhất.,สุขภาพ,สุขภาพที่ดีเป็นสิ่งสำคัญที่สุด,kesehatan,Kesehatan yang baik adalah hal terpenting.
peace,We all wish for world peace.,평화,우리 모두는 세계 평화를 바라요.,平和,私たちは皆世界平和を願っています。,和平,我们都希望世界和平。,paz,Todos deseamos la paz mundial.,hòa bình,Tất cả đều mong ước hòa bình thế giới.,สันติภาพ,เราทุกคนปรารถนาสันติภาพโลก,perdamaian,Kita semua mendoakan perdamaian dunia.
war,War brings pain to many people.,전쟁,전쟁은 많은 사람에게 고통을 가져와요.,戦争,戦争は多くの人に苦痛をもたらします。,战争,战争给很多人带来痛苦。,guerra,La guerra trae dolor a muchas personas.,chiến tranh,Chiến tranh mang đến đau khổ cho nhiều người.,สงคราม,สงครามนำความเจ็บปวดมาสู่ผู้คนมากมาย,perang,Perang membawa penderitaan bagi banyak orang.
truth,"Always tell the truth, never lie.",진실,항상 진실을 말하고 거짓말하지 마세요.,真実,いつも真実を言って、嘘をつかないでください。,真相,永远说实话，不要撒谎。,verdad,"Di siempre la verdad, nunca mientas.",sự thật,"Hãy luôn nói sự thật, đừng nói dối.",ความจริง,บอกความจริงเสมอ อย่าโกหก,kebenaran,"Selalu katakan kebenaran, jangan berbohong."
dream,My dream is to travel the world.,꿈,내 꿈은 세계를 여행하는 거예요.,夢,私の夢は世界を旅することです。,梦,我的梦想是环游世界。,sueño,Mi sueño es viajar por el mundo.,ước mơ; giấc mơ,Ước mơ của tôi là đi khắp thế giới.,ความฝัน,ความฝันของฉันคือเดินทางรอบโลก,mimpi; impian,Impian saya adalah berkeliling dunia.
wish,I wish you a very happy birthday!,소원; 바라다,생일 축하해요!,願い,お誕生日おめでとうございます！,祝愿; 愿望,祝你生日快乐！,deseo; desear,¡Te deseo un muy feliz cumpleaños!,ước; chúc,Tôi chúc bạn sinh nhật vui vẻ!,ปรารถนา; อวยพร,ฉันอวยพรให้คุณสุขสันต์วันเกิด!,berharap; mengucapkan,Saya mengucapkan selamat ulang tahun!
mind,She has a very creative mind.,마음; 생각,그녀는 매우 창의적인 사고를 가지고 있어요.,心; 気持ち,彼女はとても創造的な頭脳を持っています。,心意; 想法,她有很强的创造力。,mente; pensamiento,Ella tiene una mente muy creativa.,tâm trí,Cô ấy có tâm trí sáng tạo.,จิตใจ; ความคิด,เธอมีจิตใจที่สร้างสรรค์มาก,pikiran,Dia memiliki pikiran yang sangat kreatif.
voice,She has a very beautiful singing voice.,목소리,그녀는 매우 아름다운 노래하는 목소리를 가지고 있어요.,声,彼女はとても美しい歌声を持っています。,声音,她有非常好听的歌声。,voz,Ella tiene una voz de canto muy hermosa.,giọng nói,Cô ấy có giọng hát rất hay.,เสียง,เธอมีเสียงร้องเพลงที่สวยงามมาก,suara,Dia memiliki suara menyanyi yang sangat indah.
sound,I heard a strange sound outside.,소리,밖에서 이상한 소리를 들었어요.,音,外で不思議な音を聞きました。,声音,我听到外面有奇怪的声音。,sonido,Escuché un sonido extraño afuera.,âm thanh; tiếng,Tôi nghe thấy tiếng lạ bên ngoài.,เสียง,ฉันได้ยินเสียงแปลก ๆ ข้างนอก,suara; bunyi,Saya mendengar suara aneh di luar.
noise,The noise from the street is loud.,소음,거리의 소음이 시끄러워요.,騒音,通りからの騒音がうるさいです。,噪音,街上的噪音很大。,ruido,El ruido de la calle está muy alto.,tiếng ồn,Tiếng ồn từ đường phố rất to.,เสียงดัง; เสียงรบกวน,เสียงจากถนนดังมาก,kebisingan; suara berisik,Kebisingan dari jalan sangat keras.
smell,The flowers smell very nice today.,냄새; 맡다,오늘 꽃 향기가 좋아요.,匂い,今日は花がとても良い香りがします。,气味; 闻,今天花闻起来很香。,olor; oler,Las flores huelen muy bien hoy.,mùi; ngửi,Hôm nay hoa thơm lắm.,กลิ่น,วันนี้ดอกไม้มีกลิ่นหอมมาก,bau; mencium,Bunga-bunga berbau sangat harum hari ini.
taste,This soup has a wonderful taste.,맛; 맛보다,이 수프는 맛이 훌륭해요.,味,このスープは素晴らしい味です。,味道; 尝,这汤味道好极了。,sabor; saborear,Esta sopa tiene un sabor maravilloso.,vị; hương vị,Súp này có vị rất ngon.,รส; รสชาติ,ซุปนี้มีรสชาติอร่อยมาก,rasa,Sup ini rasanya sangat enak.
touch,Do not touch the hot stove.,만지다,뜨거운 가스레인지를 만지지 마세요.,触る,熱いストーブに触らないでください。,触摸,不要碰热炉子。,tocar,No toques la estufa caliente.,chạm; sờ,Đừng chạm vào bếp nóng.,สัมผัส; แตะ,อย่าแตะเตาร้อน,menyentuh,Jangan menyentuh kompor yang panas.
feel,I feel happy when the sun shines.,느끼다,해가 비추면 행복해요.,感じる,太陽が照ると嬉しく感じます。,感觉,太阳照耀时我感到开心。,sentir,Me siento feliz cuando brilla el sol.,cảm thấy,Tôi cảm thấy vui khi nắng lên.,รู้สึก,ฉันรู้สึกมีความสุขเมื่อแดดออก,merasa,Saya merasa senang ketika matahari bersinar.
live,They live in a small town.,살다,그들은 작은 마을에 살아요.,住む,彼らは小さな町に住んでいます。,住; 生活,他们住在一个小镇上。,vivir,Ellos viven en un pueblo pequeño.,sống,Họ sống ở một thị trấn nhỏ.,อาศัย; อยู่,พวกเขาอาศัยอยู่ในเมืองเล็ก ๆ,tinggal; hidup,Mereka tinggal di kota kecil.
die,The flowers will die without water.,죽다,꽃은 물이 없으면 죽어요.,死ぬ,花は水がないと枯れます。,死,花没有水会枯死。,morir,Las flores morirán sin agua.,chết,Hoa sẽ chết nếu không có nước.,ตาย,ดอกไม้จะตายถ้าไม่มีน้ำ,mati,Bunga-bunga akan mati tanpa air.
born,She was born in the month of May.,태어나다,그녀는 5월에 태어났어요.,生まれる,彼女は5月に生まれました。,出生,她出生在五月。,nacer,Ella nació en el mes de mayo.,sinh ra,Cô ấy sinh vào tháng Năm.,เกิด,เธอเกิดในเดือนพฤษภาคม,lahir,Dia lahir di bulan Mei.
grow,Children grow up so fast these days.,자라다,요즘 아이들은 정말 빨리 커요.,成長する,最近の子供たちはとても早く成長します。,成长,现在的孩子长得真快。,crecer,Los niños crecen tan rápido hoy en día.,lớn lên; phát triển,Trẻ em lớn nhanh quá.,เติบโต,เด็ก ๆ โตเร็วมากทุกวันนี้,tumbuh,Anak-anak tumbuh begitu cepat zaman sekarang.
become,She wants to become a good doctor.,되다,그녀는 좋은 의사가 되고 싶어해요.,なる,彼女は良い医者になりたいです。,成为,她想成为一名好医生。,convertirse; llegar a ser,Ella quiere llegar a ser una buena doctora.,trở thành,Cô ấy muốn trở thành bác sĩ giỏi.,กลายเป็น,เธออยากเป็นหมอที่ดี,menjadi,Dia ingin menjadi dokter yang baik.
move,We will move to a new house.,이동하다; 이사하다,우리는 새 집으로 이사할 거예요.,引っ越す; 動く,私たちは新しい家に引っ越します。,搬; 移动,我们要搬到新房子。,mudarse; moverse,Nos mudaremos a una casa nueva.,di chuyển; chuyển nhà,Chúng tôi sẽ chuyển đến nhà mới.,ย้าย; เคลื่อนที่,เราจะย้ายไปบ้านใหม่,pindah; bergerak,Kami akan pindah ke rumah baru.
carry,Can you help me carry these bags?,나르다; 들고 가다,이 가방들 나르는 것 좀 도와줄래요?,運ぶ,このカバンを運ぶのを手伝ってくれますか？,搬; 提,你能帮我拎这些袋子吗？,llevar; cargar,¿Puedes ayudarme a cargar estas bolsas?,mang; xách,Bạn giúp tôi xách túi này được không?,ถือ; แบก,ช่วยฉันถือกระเป๋าเหล่านี้ได้ไหม?,membawa,Bisakah kamu membantu saya membawa tas-tas ini?
hold,Please hold my hand while we cross.,잡다; 쥐다,건너는 동안 내 손을 잡아 주세요.,持つ; 握る,渡る間、手を握ってください。,握; 拿,过马路时请握住我的手。,sostener; agarrar,"Por favor, toma mi mano mientras cruzamos.",nắm; giữ,Nắm tay tôi khi qua đường.,จับ; ถือ,กรุณาจับมือฉันตอนข้ามถนน,memegang,Tolong pegang tangan saya saat menyeberang.
put,Put the book back on the shelf.,놓다,책을 선반에 다시 놓으세요.,置く,本を棚に戻してください。,放,把书放回书架上。,poner; colocar,Pon el libro de nuevo en el estante.,đặt; để,Để sách lên kệ lại.,วาง; ใส่,วางหนังสือกลับไปบนชั้น,meletakkan; menaruh,Taruh buku itu kembali di rak.
keep,Keep your room clean at all times.,유지하다; 보관하다,항상 방을 깨끗하게 유지하세요.,保つ; 保管する,いつも部屋をきれいにしてください。,保持; 保管,始终保持房间整洁。,mantener; guardar,Mantén tu habitación limpia siempre.,giữ,Giữ phòng sạch sẽ mọi lúc.,เก็บ; รักษา,รักษาห้องให้สะอาดตลอดเวลา,menjaga; menyimpan,Jaga kamarmu tetap bersih setiap saat.
find,I cannot find my keys anywhere.,찾다,열쇠를 어디에서도 찾을 수 없어요.,見つける,鍵がどこにも見つかりません。,找到,我到处都找不到钥匙。,encontrar,No puedo encontrar mis llaves en ningún lugar.,tìm thấy,Tôi không tìm thấy chìa khóa đâu cả.,หา; พบ,ฉันหากุญแจไม่เจอเลย,menemukan; mencari,Saya tidak bisa menemukan kunci saya di mana pun.
lose,Be careful not to lose your wallet.,잃다; 잃어버리다,지갑을 잃어버리지 않도록 조심하세요.,失くす,財布をなくさないように気をつけてください。,丢失,小心别丢了你的钱包。,perder,Ten cuidado de no perder tu billetera.,mất; đánh mất,Cẩn thận đừng đánh mất ví.,หาย; ทำหาย,ระวังอย่าทำกระเป๋าสตางค์หาย,kehilangan,Hati-hati jangan kehilangan dompetmu.
win,Our team will win the game today.,이기다,우리 팀이 오늘 경기에서 이길 거예요.,勝つ,私たちのチームは今日試合に勝ちます。,赢,我们队今天会赢得比赛。,ganar,Nuestro equipo ganará el juego hoy.,thắng,Đội chúng tôi sẽ thắng trận hôm nay.,ชนะ,ทีมของเราจะชนะเกมวันนี้,menang,Tim kami akan memenangkan pertandingan hari ini.
choose,You can choose any color you like.,선택하다,원하는 색을 아무거나 골라도 돼요.,選ぶ,好きな色を何でも選んでいいです。,选择,你可以选择任何你喜欢的颜色。,elegir; escoger,Puedes elegir cualquier color que te guste.,chọn,Bạn có thể chọn bất kỳ màu nào bạn thích.,เลือก,คุณเลือกสีอะไรก็ได้ที่ชอบ,memilih,Kamu bisa memilih warna apa saja yang kamu suka.
decide,We need to decide by tomorrow.,결정하다,내일까지 결정해야 해요.,決める,明日までに決めなければなりません。,决定,我们需要在明天之前决定。,decidir,Necesitamos decidir para mañana.,quyết định,Chúng ta cần quyết định trước ngày mai.,ตัดสินใจ,เราต้องตัดสินใจภายในพรุ่งนี้,memutuskan,Kita perlu memutuskan sebelum besok.
believe,I believe you can do this well.,믿다,네가 이것을 잘 할 수 있다고 믿어요.,信じる,あなたはこれをうまくできると信じています。,相信,我相信你能做好这件事。,creer,Creo que puedes hacer esto bien.,tin,Tôi tin bạn có thể làm được.,เชื่อ,ฉันเชื่อว่าคุณทำได้ดี,percaya,Saya percaya kamu bisa melakukannya dengan baik.
remember,I remember my first day at school.,기억하다,학교 첫날이 기억나요.,覚えている,学校の初日を覚えています。,记得,我记得上学的第一天。,recordar,Recuerdo mi primer día de escuela.,nhớ,Tôi nhớ ngày đầu tiên đi học.,จำได้,ฉันจำวันแรกที่ไปโรงเรียนได้,mengingat,Saya mengingat hari pertama saya di sekolah.
forget,Do not forget to lock the door.,잊다; 잊어버리다,문 잠그는 것 잊지 마세요.,忘れる,ドアの鍵をかけるのを忘れないでください。,忘记,别忘了锁门。,olvidar,No olvides cerrar la puerta con llave.,quên,Đừng quên khóa cửa.,ลืม,อย่าลืมล็อกประตู,lupa,Jangan lupa mengunci pintu.
understand,I understand what you are saying now.,이해하다,지금 무슨 말인지 이해해요.,理解する,あなたが言っていることが分かります。,理解,我现在明白你说的了。,entender; comprender,Entiendo lo que estás diciendo ahora.,hiểu,Bây giờ tôi hiểu điều bạn nói.,เข้าใจ,ฉันเข้าใจสิ่งที่คุณพูดแล้ว,memahami; mengerti,Saya mengerti apa yang Anda katakan sekarang.
agree,I agree with your idea completely.,동의하다,당신의 생각에 전적으로 동의해요.,賛成する,あなたの考えに完全に同意します。,同意,我完全同意你的想法。,estar de acuerdo; acordar,Estoy completamente de acuerdo con tu idea.,đồng ý,Tôi hoàn toàn đồng ý với ý kiến bạn.,เห็นด้วย,ฉันเห็นด้วยกับไอเดียของคุณอย่างเต็มที่,setuju,Saya sepenuhnya setuju dengan ide Anda.
pay,I will pay for your lunch today.,지불하다,오늘 점심은 내가 살게요.,払う,今日の昼食は私が払います。,付钱,今天午饭我来请客。,pagar,Hoy pagaré tu almuerzo.,trả tiền,Hôm nay tôi sẽ trả tiền bữa trưa cho bạn.,จ่าย,วันนี้ฉันจะจ่ายค่าอาหารกลางวันให้คุณ,membayar,Saya akan membayar makan siang Anda hari ini.
spend,We spend weekends at the park.,보내다; 소비하다,우리는 주말을 공원에서 보내요.,過ごす,私たちは週末を公園で過ごします。,花费; 度过,我们在公园度过周末。,gastar; pasar (tiempo),Pasamos los fines de semana en el parque.,chi tiêu; dành,Chúng tôi dành cuối tuần ở công viên.,ใช้เวลา; ใช้จ่าย,เราใช้เวลาสุดสัปดาห์ที่สวนสาธารณะ,menghabiskan,Kami menghabiskan akhir pekan di taman.
save,She saves money for her vacation.,저축하다; 구하다,그녀는 휴가를 위해 돈을 모아요.,貯める,彼女は休暇のためにお金を貯めています。,存; 节省,她为度假存钱。,ahorrar,Ella ahorra dinero para sus vacaciones.,tiết kiệm,Cô ấy tiết kiệm tiền cho kỳ nghỉ.,เก็บออม; ประหยัด,เธอเก็บเงินสำหรับวันหยุดพักผ่อน,menabung; menyimpan,Dia menabung uang untuk liburannya.
count,Can you count from one to ten?,세다,일부터 열까지 셀 수 있어요?,数える,1から10まで数えられますか？,数,你能从一数到十吗？,contar,¿Puedes contar del uno al diez?,đếm,Bạn đếm được từ một đến mười không?,นับ,คุณนับเลขหนึ่งถึงสิบได้ไหม?,menghitung,Bisakah kamu menghitung dari satu sampai sepuluh?
