calibrate,"The technician needed to calibrate the instruments before conducting the experiment.",보정하다,기술자는 실험을 수행하기 전에 기기를 보정해야 했다.,校正する,技術者は実験を行う前に機器を校正する必要があった。,校准,技术人员需要在进行实验前校准仪器。,calibrar,El técnico necesitaba calibrar los instrumentos antes de realizar el experimento.,hiệu chuẩn,Kỹ thuật viên cần hiệu chuẩn các thiết bị trước khi tiến hành thí nghiệm.,สอบเทียบ,ช่างเทคนิคจำเป็นต้องสอบเทียบเครื่องมือก่อนทำการทดลอง,mengkalibrasi,Teknisi perlu mengkalibrasi instrumen sebelum melakukan percobaan.
capacitance,"The engineer calculated the capacitance required for the circuit's timing mechanism.",정전용량; 커패시턴스,엔지니어는 회로의 타이밍 메커니즘에 필요한 정전용량을 계산했다.,静電容量,エンジニアは回路のタイミング機構に必要な静電容量を計算した。,电容,工程师计算了电路计时机制所需的电容。,capacitancia,El ingeniero calculó la capacitancia requerida para el mecanismo de temporización del circuito.,điện dung,Kỹ sư đã tính toán điện dung cần thiết cho cơ chế định thời của mạch.,ความจุไฟฟ้า,วิศวกรคำนวณความจุไฟฟ้าที่จำเป็นสำหรับกลไกจับเวลาของวงจร,kapasitansi,Insinyur menghitung kapasitansi yang dibutuhkan untuk mekanisme pewaktuan sirkuit.
extrude,"The factory extrudes aluminum into precise tubular shapes for aerospace components.",압출하다,공장은 항공우주 부품을 위해 알루미늄을 정밀한 관형으로 압출한다.,押し出す,工場は航空宇宙部品用にアルミニウムを精密な管状に押し出す。,挤压; 挤出,工厂将铝挤压成精确的管状形状用于航空航天部件。,extruir,La fábrica extruye aluminio en formas tubulares precisas para componentes aeroespaciales.,ép đùn,Nhà máy ép đùn nhôm thành các hình ống chính xác cho linh kiện hàng không vũ trụ.,อัดรีด,โรงงานอัดรีดอลูมิเนียมเป็นรูปท่อที่แม่นยำสำหรับชิ้นส่วนอากาศยาน,mengekstrusi,Pabrik mengekstrusi aluminium menjadi bentuk tabung presisi untuk komponen kedirgantaraan.
centrifugal,"The centrifugal force generated by the rotating drum separates heavier particles from the mixture.",원심력의,회전하는 드럼에 의해 생성되는 원심력은 혼합물에서 더 무거운 입자를 분리한다.,遠心力の,回転するドラムによって生じる遠心力が混合物からより重い粒子を分離する。,离心的,旋转鼓产生的离心力将较重的颗粒从混合物中分离出来。,centrífugo,La fuerza centrífuga generada por el tambor giratorio separa las partículas más pesadas de la mezcla.,ly tâm,Lực ly tâm tạo ra bởi trống quay tách các hạt nặng hơn ra khỏi hỗn hợp.,แรงหนีศูนย์กลาง,แรงหนีศูนย์กลางที่เกิดจากถังหมุนจะแยกอนุภาคที่หนักกว่าออกจากส่วนผสม,sentrifugal,Gaya sentrifugal yang dihasilkan oleh drum berputar memisahkan partikel yang lebih berat dari campuran.
dielectric,"The dielectric material between the plates prevents direct current flow while allowing capacitance.",유전체의,판 사이의 유전체 재료는 커패시턴스를 허용하면서 직류 흐름을 방지한다.,誘電体の,プレート間の誘電体材料はキャパシタンスを可能にしながら直流の流れを防ぐ。,介电的,板间的介电材料在允许电容的同时阻止直流电流通过。,dieléctrico,El material dieléctrico entre las placas previene el flujo de corriente directa mientras permite la capacitancia.,điện môi,Vật liệu điện môi giữa các bản cực ngăn dòng điện một chiều trong khi cho phép điện dung.,ไดอิเล็กทริก,วัสดุไดอิเล็กทริกระหว่างแผ่นป้องกันกระแสไฟฟ้าตรงในขณะที่อนุญาตให้มีความจุไฟฟ้า,dielektrik,Material dielektrik antara pelat mencegah aliran arus langsung sambil memungkinkan kapasitansi.
actuator,"The hydraulic actuator converts fluid pressure into mechanical motion to control the valve.",액추에이터; 구동장치,유압 액추에이터는 유체 압력을 기계적 운동으로 변환하여 밸브를 제어한다.,アクチュエータ,油圧アクチュエータは流体圧力を機械的運動に変換してバルブを制御する。,执行器; 驱动器,液压执行器将流体压力转换为机械运动以控制阀门。,actuador,El actuador hidráulico convierte la presión del fluido en movimiento mecánico para controlar la válvula.,bộ truyền động,Bộ truyền động thủy lực chuyển đổi áp suất chất lỏng thành chuyển động cơ học để điều khiển van.,แอคชูเอเตอร์,แอคชูเอเตอร์ไฮดรอลิกแปลงแรงดันของไหลเป็นการเคลื่อนที่ทางกลเพื่อควบคุมวาล์ว,aktuator,Aktuator hidrolik mengubah tekanan fluida menjadi gerakan mekanis untuk mengendalikan katup.
impedance,"The audio engineer carefully matched the impedance of the speakers to the amplifier output.",임피던스; 저항,음향 엔지니어는 스피커의 임피던스를 앰프 출력에 신중하게 매칭했다.,インピーダンス,オーディオエンジニアはスピーカーのインピーダンスをアンプの出力に注意深く合わせた。,阻抗,音响工程师仔细地将扬声器的阻抗与功放输出匹配。,impedancia,El ingeniero de audio cuidadosamente igualó la impedancia de los altavoces con la salida del amplificador.,trở kháng,Kỹ sư âm thanh cẩn thận phối hợp trở kháng của loa với đầu ra của bộ khuếch đại.,อิมพีแดนซ์,วิศวกรเสียงจับคู่อิมพีแดนซ์ของลำโพงกับเอาต์พุตของแอมป์อย่างระมัดระวัง,impedansi,Insinyur audio dengan hati-hati mencocokkan impedansi speaker dengan output amplifier.
annealing,"The annealing process softens the metal by heating it slowly and then allowing it to cool gradually.",어닐링; 풀림,어닐링 공정은 금속을 천천히 가열한 다음 서서히 냉각시켜 부드럽게 만든다.,焼きなまし,焼きなましプロセスは金属をゆっくり加熱し徐々に冷却することで軟化させる。,退火,退火工艺通过缓慢加热金属然后让其逐渐冷却来使金属软化。,recocido,El proceso de recocido ablanda el metal calentándolo lentamente y luego permitiendo que se enfríe gradualmente.,ủ; nung ủ,Quá trình ủ làm mềm kim loại bằng cách nung nóng từ từ rồi để nguội dần.,การอบอ่อน,กระบวนการอบอ่อนทำให้โลหะอ่อนตัวโดยค่อยๆ ให้ความร้อนแล้วปล่อยให้เย็นตัวลงอย่างช้าๆ,anil,Proses anil melembutkan logam dengan memanaskannya secara perlahan kemudian membiarkannya mendingin secara bertahap.
transducer,"The ultrasonic transducer converts electrical signals into high-frequency sound waves for imaging.",변환기,초음파 변환기는 전기 신호를 영상화를 위한 고주파 음파로 변환한다.,トランスデューサ,超音波トランスデューサは電気信号をイメージング用の高周波音波に変換する。,换能器; 传感器,超声波换能器将电信号转换为高频声波用于成像。,transductor,El transductor ultrasónico convierte señales eléctricas en ondas sonoras de alta frecuencia para la formación de imágenes.,đầu dò; bộ chuyển đổi,Đầu dò siêu âm chuyển đổi tín hiệu điện thành sóng âm tần số cao để tạo hình ảnh.,ตัวแปลงสัญญาณ,ตัวแปลงสัญญาณอัลตราโซนิกแปลงสัญญาณไฟฟ้าเป็นคลื่นเสียงความถี่สูงสำหรับการถ่ายภาพ,transduser,Transduser ultrasonik mengubah sinyal listrik menjadi gelombang suara frekuensi tinggi untuk pencitraan.
viscosity,"The viscosity of the lubricant decreases as temperature rises and must be carefully monitored.",점도,윤활유의 점도는 온도가 올라가면 감소하므로 주의 깊게 모니터링해야 한다.,粘度,潤滑剤の粘度は温度上昇とともに低下し注意深く監視する必要がある。,粘度,润滑剂的粘度随温度升高而降低必须仔细监测。,viscosidad,La viscosidad del lubricante disminuye a medida que aumenta la temperatura y debe monitorearse cuidadosamente.,độ nhớt,Độ nhớt của chất bôi trơn giảm khi nhiệt độ tăng và phải được giám sát cẩn thận.,ความหนืด,ความหนืดของสารหล่อลื่นลดลงเมื่ออุณหภูมิสูงขึ้นและต้องได้รับการตรวจสอบอย่างระมัดระวัง,viskositas,Viskositas pelumas menurun seiring kenaikan suhu dan harus dipantau dengan cermat.
combustion,"Incomplete combustion in the engine produces carbon monoxide and other harmful byproducts.",연소,엔진에서의 불완전 연소는 일산화탄소와 기타 유해 부산물을 생성한다.,燃焼,エンジンでの不完全燃焼は一酸化炭素やその他の有害な副産物を生成する。,燃烧,发动机中的不完全燃烧会产生一氧化碳和其他有害副产品。,combustión,La combustión incompleta en el motor produce monóxido de carbono y otros subproductos dañinos.,sự cháy; sự đốt cháy,Quá trình đốt cháy không hoàn toàn trong động cơ tạo ra carbon monoxide và các sản phẩm phụ có hại khác.,การเผาไหม้,การเผาไหม้ที่ไม่สมบูรณ์ในเครื่องยนต์ผลิตคาร์บอนมอนอกไซด์และผลพลอยได้ที่เป็นอันตรายอื่นๆ,pembakaran,Pembakaran tidak sempurna di mesin menghasilkan karbon monoksida dan produk sampingan berbahaya lainnya.
tokenization,"Tokenization breaks raw text into meaningful units that the language model can process.",토큰화,토큰화는 원시 텍스트를 언어 모델이 처리할 수 있는 의미 있는 단위로 분해한다.,トークン化,トークン化は生のテキストを言語モデルが処理できる意味のある単位に分割する。,分词; 标记化,分词将原始文本分解为语言模型可以处理的有意义单元。,tokenización,La tokenización divide el texto sin procesar en unidades significativas que el modelo de lenguaje puede procesar.,mã hóa token,Mã hóa token chia văn bản thô thành các đơn vị có nghĩa mà mô hình ngôn ngữ có thể xử lý.,การแบ่งโทเค็น,การแบ่งโทเค็นจะแบ่งข้อความดิบออกเป็นหน่วยที่มีความหมายที่โมเดลภาษาสามารถประมวลผลได้,tokenisasi,Tokenisasi memecah teks mentah menjadi unit bermakna yang dapat diproses oleh model bahasa.
embedding,"Word embeddings capture semantic relationships by mapping vocabulary into dense vector spaces.",임베딩,워드 임베딩은 어휘를 밀집 벡터 공간에 매핑하여 의미적 관계를 포착한다.,埋め込み,単語の埋め込みは語彙を密なベクトル空間にマッピングすることで意味的関係を捉える。,嵌入; 向量化,词嵌入通过将词汇映射到稠密向量空间来捕捉语义关系。,incrustación; embedding,Las incrustaciones de palabras capturan relaciones semánticas mapeando vocabulario en espacios vectoriales densos.,nhúng; embedding,Nhúng từ nắm bắt các mối quan hệ ngữ nghĩa bằng cách ánh xạ từ vựng vào không gian vectơ dày đặc.,การฝังตัว,การฝังคำจับความสัมพันธ์เชิงความหมายโดยการแมปคำศัพท์ลงในปริภูมิเวกเตอร์หนาแน่น,embedding,Embedding kata menangkap hubungan semantik dengan memetakan kosakata ke ruang vektor padat.
hyperparameter,"Tuning the hyperparameters of the model required extensive experimentation on validation data.",하이퍼파라미터,모델의 하이퍼파라미터를 조정하려면 검증 데이터에 대한 광범위한 실험이 필요했다.,ハイパーパラメータ,モデルのハイパーパラメータの調整には検証データに対する広範な実験が必要だった。,超参数,调整模型的超参数需要在验证数据上进行大量实验。,hiperparámetro,Ajustar los hiperparámetros del modelo requirió una experimentación extensa con datos de validación.,siêu tham số,Việc điều chỉnh các siêu tham số của mô hình đòi hỏi thử nghiệm rộng rãi trên dữ liệu xác thực.,ไฮเปอร์พารามิเตอร์,การปรับไฮเปอร์พารามิเตอร์ของโมเดลต้องการการทดลองอย่างกว้างขวางกับข้อมูลตรวจสอบ,hyperparameter,Menyetel hyperparameter model memerlukan eksperimentasi ekstensif pada data validasi.
convolution,"The convolution layer extracts spatial features by sliding a filter across the input image.",합성곱,합성곱 레이어는 필터를 입력 이미지 전체에 슬라이딩하여 공간적 특징을 추출한다.,畳み込み,畳み込み層は入力画像全体にフィルタをスライドさせることで空間的特徴を抽出する。,卷积,卷积层通过在输入图像上滑动滤波器来提取空间特征。,convolución,La capa de convolución extrae características espaciales deslizando un filtro a través de la imagen de entrada.,tích chập,Lớp tích chập trích xuất các đặc trưng không gian bằng cách trượt bộ lọc qua ảnh đầu vào.,คอนโวลูชัน,ชั้นคอนโวลูชันดึงคุณลักษณะเชิงพื้นที่โดยเลื่อนฟิลเตอร์ผ่านภาพอินพุต,konvolusi,Lapisan konvolusi mengekstrak fitur spasial dengan menggeser filter melintasi gambar input.
stochastic,"The stochastic model accounts for random variability in patient responses to the treatment.",확률적인,확률적 모델은 치료에 대한 환자 반응의 무작위 변동성을 설명한다.,確率的な,確率的モデルは治療に対する患者の反応のランダムな変動を考慮する。,随机的,随机模型考虑了患者对治疗反应的随机变异性。,estocástico,El modelo estocástico tiene en cuenta la variabilidad aleatoria en las respuestas de los pacientes al tratamiento.,ngẫu nhiên,Mô hình ngẫu nhiên tính đến sự biến đổi ngẫu nhiên trong phản ứng của bệnh nhân với phương pháp điều trị.,สุ่ม; สโตแคสติก,โมเดลสโตแคสติกคำนึงถึงความแปรปรวนแบบสุ่มในการตอบสนองของผู้ป่วยต่อการรักษา,stokastik,Model stokastik memperhitungkan variabilitas acak dalam respons pasien terhadap pengobatan.
