amortization,"The amortization of the loan is spread over twenty years.",상각,"대출의 상각은 20년에 걸쳐 분산됩니다.",償却,"ローンの償却は20年にわたって分散されています。",摊销,"贷款的摊销分摊在二十年内。",amortización,"La amortización del préstamo se distribuye a lo largo de veinte años.",khấu hao,"Việc khấu hao khoản vay được trải đều trong hai mươi năm.",การตัดจำหน่าย,"การตัดจำหน่ายของเงินกู้กระจายไปตลอดยี่สิบปี",amortisasi,"Amortisasi pinjaman tersebar selama dua puluh tahun."
bathos,"The writer's unintentional bathos undercut the emotional climax with an absurdly trivial detail.",바토스,"작가의 의도치 않은 바토스는 터무니없이 사소한 디테일로 감정적 절정을 약화시켰습니다.",バソス,"著者の意図しないバソスは不条理に些細な詳細で感情的クライマックスを損ないました。",突降,"作家无意的突降以荒谬的琐碎细节削弱了情感高潮。",bathos,"El bathos involuntario del escritor socavó el clímax emocional con un detalle absurdamente trivial.",sự hạ giọng đột ngột,"Sự hạ giọng đột ngột ngoài ý muốn của nhà văn đã làm suy yếu cao trào cảm xúc bằng một chi tiết tầm thường đến vô lý.",การลดระดับกะทันหัน,"การลดระดับกะทันหันโดยไม่ตั้งใจของนักเขียนบั่นทอนจุดสุดยอดทางอารมณ์ด้วยรายละเอียดเล็กน้อยอย่างไร้สาระ",batos,"Batos yang tidak disengaja dari penulis merusak klimaks emosional dengan detail yang sepele secara absurd."
enthalpy,"The enthalpy change of the reaction determines whether heat is absorbed or released.",엔탈피,"반응의 엔탈피 변화는 열이 흡수되는지 방출되는지를 결정합니다.",エンタルピー,"反応のエンタルピー変化は熱が吸収されるか放出されるかを決定します。",焓,"反应的焓变决定了热量是被吸收还是释放。",entalpía,"El cambio de entalpía de la reacción determina si el calor se absorbe o se libera.",entanpi,"Sự thay đổi entanpi của phản ứng quyết định liệu nhiệt được hấp thụ hay giải phóng.",เอนทาลปี,"การเปลี่ยนแปลงเอนทาลปีของปฏิกิริยากำหนดว่าความร้อนจะถูกดูดซับหรือปลดปล่อย",entalpi,"Perubahan entalpi reaksi menentukan apakah panas diserap atau dilepaskan."
adiabatic,"In an adiabatic process no heat is exchanged between the system and its surroundings.",단열의,"단열 과정에서는 시스템과 주변 환경 사이에 열 교환이 없습니다.",断熱の,"断熱過程ではシステムとその周囲の間で熱の交換は行われません。",绝热的,"在绝热过程中，系统与周围环境之间没有热交换。",adiabático,"En un proceso adiabático no se intercambia calor entre el sistema y su entorno.",đoạn nhiệt,"Trong quá trình đoạn nhiệt không có sự trao đổi nhiệt giữa hệ thống và môi trường xung quanh.",อะเดียแบติก,"ในกระบวนการอะเดียแบติกไม่มีการแลกเปลี่ยนความร้อนระหว่างระบบกับสิ่งแวดล้อม",adiabatik,"Dalam proses adiabatik tidak ada pertukaran panas antara sistem dan lingkungannya."
isoentropic,"Isoentropic expansion assumes no irreversibilities occur during the process.",등엔트로피,"등엔트로피 팽창은 과정 중에 비가역성이 발생하지 않는다고 가정합니다.",等エントロピー,"等エントロピー膨張はプロセス中に不可逆性が発生しないと仮定します。",等熵的,"等熵膨胀假设在过程中不发生不可逆性。",isoentrópico,"La expansión isoentrópica supone que no ocurren irreversibilidades durante el proceso.",đẳng entropy,"Giãn nở đẳng entropy giả định không có tính bất thuận nghịch xảy ra trong quá trình.",ไอเซนโทรปิก,"การขยายตัวไอเซนโทรปิกสมมติว่าไม่มีกระบวนการที่ผันกลับไม่ได้เกิดขึ้นระหว่างกระบวนการ",isoentropik,"Ekspansi isoentropik mengasumsikan tidak terjadi ireversibilitas selama proses."
exergonic,"An exergonic reaction releases free energy and can proceed spontaneously under constant conditions.",발에르곤,"발에르곤 반응은 자유 에너지를 방출하며 일정한 조건에서 자발적으로 진행될 수 있습니다.",エキソゴニック,"エキソゴニック反応は自由エネルギーを放出し、一定条件下で自発的に進行できます。",放能的,"放能反应释放自由能，在恒定条件下可以自发进行。",exergónico,"Una reacción exergónica libera energía libre y puede proceder espontáneamente bajo condiciones constantes.",phản ứng tỏa năng,"Phản ứng tỏa năng giải phóng năng lượng tự do và có thể tự diễn ra trong điều kiện không đổi.",เอกเซอร์โกนิก,"ปฏิกิริยาเอกเซอร์โกนิกปลดปล่อยพลังงานอิสระและสามารถดำเนินไปเองได้ภายใต้สภาวะคงที่",eksergonik,"Reaksi eksergonik melepaskan energi bebas dan dapat berlangsung secara spontan dalam kondisi konstan."
endothermic,"The endothermic dissolution of ammonium nitrate causes the surrounding solution to cool noticeably.",흡열,"질산암모늄의 흡열 용해는 주변 용액이 눈에 띄게 냉각되도록 합니다.",吸熱の,"硝酸アンモニウムの吸熱溶解は周囲の溶液を顕著に冷却させます。",吸热的,"硝酸铵的吸热溶解使周围溶液明显冷却。",endotérmico,"La disolución endotérmica del nitrato de amonio hace que la solución circundante se enfríe notablemente.",thu nhiệt,"Sự hòa tan thu nhiệt của amoni nitrat khiến dung dịch xung quanh lạnh đi đáng kể.",ดูดความร้อน,"การละลายแบบดูดความร้อนของแอมโมเนียมไนเตรตทำให้สารละลายโดยรอบเย็นลงอย่างเห็นได้ชัด",endotermik,"Pelarutan endotermik amonium nitrat menyebabkan larutan di sekitarnya mendingin secara nyata."
isothermal,"An isothermal compression maintains constant temperature by allowing continuous heat dissipation.",등온,"등온 압축은 지속적인 열 방출을 허용하여 일정한 온도를 유지합니다.",等温の,"等温圧縮は連続的な熱放散を許容することで一定温度を維持します。",等温的,"等温压缩通过允许连续散热来维持恒定温度。",isotérmico,"Una compresión isotérmica mantiene la temperatura constante al permitir la disipación continua de calor.",đẳng nhiệt,"Nén đẳng nhiệt duy trì nhiệt độ không đổi bằng cách cho phép tản nhiệt liên tục.",ไอโซเทอร์มอล,"การอัดตัวไอโซเทอร์มอลรักษาอุณหภูมิคงที่โดยยอมให้มีการกระจายความร้อนอย่างต่อเนื่อง",isotermal,"Kompresi isotermal mempertahankan suhu konstan dengan memungkinkan disipasi panas yang berkelanjutan."
fugacity,"Fugacity replaces pressure in non-ideal gas calculations to account for molecular interactions.",퓨개시티,"퓨개시티는 분자 상호작용을 설명하기 위해 비이상 기체 계산에서 압력을 대체합니다.",フガシティ,"フガシティは分子間相互作用を考慮するために非理想気体の計算で圧力を置き換えます。",逸度,"逸度在非理想气体计算中取代压力以考虑分子相互作用。",fugacidad,"La fugacidad reemplaza la presión en los cálculos de gases no ideales para tener en cuenta las interacciones moleculares.",độ bay hơi biểu kiến,"Độ bay hơi biểu kiến thay thế áp suất trong các phép tính khí không lý tưởng để tính đến tương tác phân tử.",ฟูกาซิตี,"ฟูกาซิตีแทนที่ความดันในการคำนวณก๊าซไม่อุดมคติเพื่อคำนึงถึงปฏิสัมพันธ์ระหว่างโมเลกุล",fugasitas,"Fugasitas menggantikan tekanan dalam perhitungan gas non-ideal untuk memperhitungkan interaksi molekuler."
Carnot efficiency,"The Carnot efficiency sets the theoretical maximum for any heat engine operating between two temperatures.",카르노 효율,"카르노 효율은 두 온도 사이에서 작동하는 모든 열기관의 이론적 최대값을 설정합니다.",カルノー効率,"カルノー効率は二つの温度間で動作するあらゆる熱機関の理論上の最大値を設定します。",卡诺效率,"卡诺效率设定了在两个温度之间运行的任何热机的理论最大值。",eficiencia de Carnot,"La eficiencia de Carnot establece el máximo teórico para cualquier motor térmico que opere entre dos temperaturas.",hiệu suất Carnot,"Hiệu suất Carnot đặt ra giới hạn lý thuyết tối đa cho bất kỳ động cơ nhiệt nào hoạt động giữa hai nhiệt độ.",ประสิทธิภาพคาร์โนต์,"ประสิทธิภาพคาร์โนต์กำหนดค่าสูงสุดทางทฤษฎีสำหรับเครื่องยนต์ความร้อนใด ๆ ที่ทำงานระหว่างสองอุณหภูมิ",efisiensi Carnot,"Efisiensi Carnot menetapkan maksimum teoritis untuk mesin panas apa pun yang beroperasi antara dua suhu."
irreversibility,"Friction and turbulence are primary sources of irreversibility that degrade system performance.",비가역성,"마찰과 난류는 시스템 성능을 저하시키는 비가역성의 주요 원인입니다.",不可逆性,"摩擦と乱流はシステム性能を低下させる不可逆性の主な原因です。",不可逆性,"摩擦和湍流是降低系统性能的不可逆性的主要来源。",irreversibilidad,"La fricción y la turbulencia son fuentes primarias de irreversibilidad que degradan el rendimiento del sistema.",tính bất thuận nghịch,"Ma sát và nhiễu loạn là nguồn chính của tính bất thuận nghịch làm giảm hiệu suất hệ thống.",ความไม่ผันกลับได้,"แรงเสียดทานและความปั่นป่วนเป็นแหล่งหลักของความไม่ผันกลับได้ที่ลดประสิทธิภาพของระบบ",ireversibilitas,"Gesekan dan turbulensi adalah sumber utama ireversibilitas yang menurunkan kinerja sistem."
throttling,"Throttling through a porous plug reduces pressure without performing external work.",스로틀링,"다공성 플러그를 통한 스로틀링은 외부 일을 하지 않고 압력을 감소시킵니다.",絞り,"多孔質プラグを通した絞りは外部仕事を行わずに圧力を低下させます。",节流,"通过多孔塞的节流在不做外部功的情况下降低压力。",estrangulamiento,"El estrangulamiento a través de un tapón poroso reduce la presión sin realizar trabajo externo.",tiết lưu,"Tiết lưu qua nút xốp giảm áp suất mà không thực hiện công bên ngoài.",การรัด,"การรัดผ่านปลั๊กพรุนลดความดันโดยไม่ทำงานภายนอก",pencekikan,"Pencekikan melalui sumbat berpori mengurangi tekanan tanpa melakukan kerja eksternal."
Clausius inequality,"The Clausius inequality states that the cyclic integral of heat divided by temperature is never positive.",클라우시우스 부등식,"클라우시우스 부등식은 열을 온도로 나눈 순환 적분이 결코 양수가 아님을 말합니다.",クラウジウスの不等式,"クラウジウスの不等式は温度で割った熱の循環積分が決して正にならないことを述べています。",克劳修斯不等式,"克劳修斯不等式指出热量除以温度的循环积分永远不会为正。",desigualdad de Clausius,"La desigualdad de Clausius establece que la integral cíclica del calor dividido por la temperatura nunca es positiva.",bất đẳng thức Clausius,"Bất đẳng thức Clausius phát biểu rằng tích phân vòng của nhiệt chia cho nhiệt độ không bao giờ dương.",อสมการคลอเซียส,"อสมการคลอเซียสระบุว่าอินทิกรัลแบบวงรอบของความร้อนหารด้วยอุณหภูมิไม่เป็นบวก",ketidaksamaan Clausius,"Ketidaksamaan Clausius menyatakan bahwa integral siklik panas dibagi suhu tidak pernah positif."
latent heat,"Latent heat of vaporization accounts for the energy required to transform liquid water into steam.",잠열,"기화 잠열은 액체 물을 증기로 변환하는 데 필요한 에너지를 설명합니다.",潜熱,"気化潜熱は液体の水を蒸気に変換するために必要なエネルギーを説明します。",潜热,"汽化潜热说明了将液态水转化为蒸汽所需的能量。",calor latente,"El calor latente de vaporización explica la energía requerida para transformar el agua líquida en vapor.",nhiệt ẩn,"Nhiệt ẩn hóa hơi tính đến năng lượng cần thiết để biến nước lỏng thành hơi nước.",ความร้อนแฝง,"ความร้อนแฝงของการกลายเป็นไออธิบายพลังงานที่จำเป็นในการเปลี่ยนน้ำเหลวเป็นไอน้ำ",kalor laten,"Kalor laten penguapan memperhitungkan energi yang diperlukan untuk mengubah air cair menjadi uap."
Gibbs free energy,"A negative change in Gibbs free energy indicates that a chemical reaction is thermodynamically favorable.",깁스 자유 에너지,"깁스 자유 에너지의 음의 변화는 화학 반응이 열역학적으로 유리함을 나타냅니다.",ギブス自由エネルギー,"ギブス自由エネルギーの負の変化は化学反応が熱力学的に有利であることを示します。",吉布斯自由能,"吉布斯自由能的负变化表明化学反应在热力学上是有利的。",energía libre de Gibbs,"Un cambio negativo en la energía libre de Gibbs indica que una reacción química es termodinámicamente favorable.",năng lượng tự do Gibbs,"Sự thay đổi âm trong năng lượng tự do Gibbs cho thấy phản ứng hóa học thuận lợi về mặt nhiệt động lực học.",พลังงานเสรีกิบส์,"การเปลี่ยนแปลงเชิงลบของพลังงานเสรีกิบส์บ่งชี้ว่าปฏิกิริยาเคมีเป็นที่น่าพอใจทางอุณหพลศาสตร์",energi bebas Gibbs,"Perubahan negatif dalam energi bebas Gibbs menunjukkan bahwa reaksi kimia menguntungkan secara termodinamika."
Rankine cycle,"Power plants commonly operate on the Rankine cycle to convert thermal energy into mechanical work.",랭킨 사이클,"발전소는 일반적으로 열 에너지를 기계적 일로 변환하기 위해 랭킨 사이클로 작동합니다.",ランキンサイクル,"発電所は一般的に熱エネルギーを機械的仕事に変換するためにランキンサイクルで運転されます。",朗肯循环,"发电厂通常在朗肯循环下运行，将热能转化为机械功。",ciclo Rankine,"Las centrales eléctricas comúnmente operan con el ciclo Rankine para convertir energía térmica en trabajo mecánico.",chu trình Rankine,"Các nhà máy điện thường vận hành theo chu trình Rankine để chuyển đổi năng lượng nhiệt thành công cơ học.",วัฏจักรแรงคิน,"โรงไฟฟ้ามักทำงานตามวัฏจักรแรงคินเพื่อแปลงพลังงานความร้อนเป็นงานทางกล",siklus Rankine,"Pembangkit listrik umumnya beroperasi pada siklus Rankine untuk mengubah energi termal menjadi kerja mekanis."
Maxwell relations,"The Maxwell relations provide useful identities connecting partial derivatives of thermodynamic potentials.",맥스웰 관계식,"맥스웰 관계식은 열역학적 퍼텐셜의 편미분을 연결하는 유용한 항등식을 제공합니다.",マクスウェルの関係式,"マクスウェルの関係式は熱力学ポテンシャルの偏微分を結ぶ有用な恒等式を提供します。",麦克斯韦关系,"麦克斯韦关系提供了连接热力学势偏导数的有用恒等式。",relaciones de Maxwell,"Las relaciones de Maxwell proporcionan identidades útiles que conectan las derivadas parciales de los potenciales termodinámicos.",quan hệ Maxwell,"Các quan hệ Maxwell cung cấp các đẳng thức hữu ích nối các đạo hàm riêng của thế nhiệt động lực học.",ความสัมพันธ์แมกซ์เวลล์,"ความสัมพันธ์แมกซ์เวลล์ให้เอกลักษณ์ที่มีประโยชน์เชื่อมโยงอนุพันธ์ย่อยของศักย์ทางอุณหพลศาสตร์",relasi Maxwell,"Relasi Maxwell menyediakan identitas berguna yang menghubungkan turunan parsial potensial termodinamika."
Helmholtz free energy,"The Helmholtz free energy is minimized at equilibrium for systems held at constant temperature and volume.",헬름홀츠 자유 에너지,"헬름홀츠 자유 에너지는 일정한 온도와 부피에서 유지되는 시스템의 평형에서 최소화됩니다.",ヘルムホルツ自由エネルギー,"ヘルムホルツ自由エネルギーは一定温度と体積で保持されるシステムの平衡で最小化されます。",亥姆霍兹自由能,"亥姆霍兹自由能在恒温恒容系统的平衡状态下最小化。",energía libre de Helmholtz,"La energía libre de Helmholtz se minimiza en el equilibrio para sistemas mantenidos a temperatura y volumen constantes.",năng lượng tự do Helmholtz,"Năng lượng tự do Helmholtz được cực tiểu hóa tại trạng thái cân bằng cho các hệ thống duy trì ở nhiệt độ và thể tích không đổi.",พลังงานเสรีเฮล์มโฮลทซ์,"พลังงานเสรีเฮล์มโฮลทซ์มีค่าน้อยที่สุดที่สมดุลสำหรับระบบที่คงอุณหภูมิและปริมาตร",energi bebas Helmholtz,"Energi bebas Helmholtz diminimalkan pada kesetimbangan untuk sistem yang dijaga pada suhu dan volume konstan."
superheating,"Superheating steam beyond saturation temperature improves turbine efficiency and reduces moisture damage.",과열,"포화 온도 이상으로 증기를 과열하면 터빈 효율이 향상되고 수분 손상이 감소합니다.",過熱,"飽和温度を超えて蒸気を過熱すると、タービン効率が向上し湿気による損傷が減少します。",过热,"将蒸汽过热到饱和温度以上可以提高涡轮效率并减少湿气损害。",sobrecalentamiento,"El sobrecalentamiento del vapor más allá de la temperatura de saturación mejora la eficiencia de la turbina y reduce el daño por humedad.",quá nhiệt,"Quá nhiệt hơi nước vượt quá nhiệt độ bão hòa cải thiện hiệu suất tuabin và giảm hư hỏng do độ ẩm.",การให้ความร้อนยิ่งยวด,"การให้ความร้อนยิ่งยวดแก่ไอน้ำเกินอุณหภูมิอิ่มตัวช่วยเพิ่มประสิทธิภาพกังหันและลดความเสียหายจากความชื้น",pemanasan berlebih,"Pemanasan berlebih uap melampaui suhu saturasi meningkatkan efisiensi turbin dan mengurangi kerusakan kelembapan."
regenerative cycle,"The regenerative cycle uses extracted steam to preheat feedwater and improve overall thermal efficiency.",재생 사이클,"재생 사이클은 추출된 증기를 사용하여 급수를 예열하고 전체 열효율을 개선합니다.",再生サイクル,"再生サイクルは抽出蒸気を使用して給水を予熱し、全体的な熱効率を向上させます。",回热循环,"回热循环使用抽取的蒸汽预热给水并提高整体热效率。",ciclo regenerativo,"El ciclo regenerativo usa vapor extraído para precalentar el agua de alimentación y mejorar la eficiencia térmica general.",chu trình tái sinh,"Chu trình tái sinh sử dụng hơi nước trích để gia nhiệt trước nước cấp và cải thiện hiệu suất nhiệt tổng thể.",วัฏจักรแบบรีเจนเนอเรทีฟ,"วัฏจักรแบบรีเจนเนอเรทีฟใช้ไอน้ำที่สกัดมาอุ่นน้ำป้อนล่วงหน้าและปรับปรุงประสิทธิภาพทางความร้อนโดยรวม",siklus regeneratif,"Siklus regeneratif menggunakan uap yang diekstraksi untuk memanaskan air umpan dan meningkatkan efisiensi termal secara keseluruhan."
polytropic process,"A polytropic process follows the relation PV raised to a constant exponent throughout the transformation.",폴리트로픽 과정,"폴리트로픽 과정은 변환 전체에 걸쳐 PV를 일정한 지수로 올린 관계를 따릅니다.",ポリトロープ過程,"ポリトロープ過程は変換全体を通じてPVを一定の指数に累乗した関係に従います。",多变过程,"多变过程遵循PV的恒定指数幂关系贯穿整个转变。",proceso politrópico,"Un proceso politrópico sigue la relación PV elevada a un exponente constante durante toda la transformación.",quá trình đa biến,"Quá trình đa biến tuân theo quan hệ PV lũy thừa một hằng số trong suốt quá trình biến đổi.",กระบวนการพอลิทรอปิก,"กระบวนการพอลิทรอปิกเป็นไปตามความสัมพันธ์ PV ยกกำลังเลขชี้กำลังคงที่ตลอดการเปลี่ยนแปลง",proses politropik,"Proses politropik mengikuti hubungan PV dipangkatkan eksponen konstan sepanjang transformasi."
sublimation,"Sublimation occurs when a solid transitions directly to the gaseous phase without passing through the liquid state.",승화,"승화는 고체가 액체 상태를 거치지 않고 직접 기체 상태로 전환될 때 발생합니다.",昇華,"昇華は固体が液体状態を経ずに直接気体相に転移する時に起こります。",升华,"升华发生在固体不经过液态直接转变为气态时。",sublimación,"La sublimación ocurre cuando un sólido transiciona directamente a la fase gaseosa sin pasar por el estado líquido.",thăng hoa,"Thăng hoa xảy ra khi chất rắn chuyển trực tiếp sang pha khí mà không qua trạng thái lỏng.",การระเหิด,"การระเหิดเกิดขึ้นเมื่อของแข็งเปลี่ยนสถานะเป็นก๊าซโดยตรงโดยไม่ผ่านสถานะของเหลว",sublimasi,"Sublimasi terjadi ketika padatan bertransisi langsung ke fase gas tanpa melewati keadaan cair."
specific heat capacity,"The specific heat capacity of water is exceptionally high compared to most common substances.",비열,"물의 비열은 대부분의 일반 물질에 비해 예외적으로 높습니다.",比熱容量,"水の比熱容量はほとんどの一般的な物質と比較して例外的に高いです。",比热容,"与大多数常见物质相比，水的比热容异常高。",capacidad calorífica específica,"La capacidad calorífica específica del agua es excepcionalmente alta comparada con la mayoría de las sustancias comunes.",nhiệt dung riêng,"Nhiệt dung riêng của nước cao đặc biệt so với hầu hết các chất thông thường.",ความจุความร้อนจำเพาะ,"ความจุความร้อนจำเพาะของน้ำสูงเป็นพิเศษเมื่อเทียบกับสารทั่วไปส่วนใหญ่",kapasitas panas spesifik,"Kapasitas panas spesifik air sangat tinggi dibandingkan dengan kebanyakan zat umum."
phase equilibrium,"Phase equilibrium is reached when the chemical potential is equal across all coexisting phases.",상 평형,"상 평형은 모든 공존하는 상에서 화학적 퍼텐셜이 동일할 때 도달됩니다.",相平衡,"すべての共存する相で化学ポテンシャルが等しい時に相平衡に達します。",相平衡,"当化学势在所有共存相中相等时达到相平衡。",equilibrio de fases,"El equilibrio de fases se alcanza cuando el potencial químico es igual en todas las fases coexistentes.",cân bằng pha,"Cân bằng pha đạt được khi thế hóa học bằng nhau trên tất cả các pha cùng tồn tại.",สมดุลเฟส,"สมดุลเฟสเกิดขึ้นเมื่อศักย์เคมีเท่ากันในทุกเฟสที่อยู่ร่วมกัน",kesetimbangan fasa,"Kesetimbangan fasa tercapai ketika potensial kimia sama di semua fasa yang berdampingan."
Boltzmann constant,"The Boltzmann constant links the average kinetic energy of particles to the macroscopic temperature.",볼츠만 상수,"볼츠만 상수는 입자의 평균 운동 에너지를 거시적 온도와 연결합니다.",ボルツマン定数,"ボルツマン定数は粒子の平均運動エネルギーを巨視的温度に結びつけます。",玻尔兹曼常数,"玻尔兹曼常数将粒子的平均动能与宏观温度联系起来。",constante de Boltzmann,"La constante de Boltzmann vincula la energía cinética promedio de las partículas con la temperatura macroscópica.",hằng số Boltzmann,"Hằng số Boltzmann liên kết năng lượng động trung bình của các hạt với nhiệt độ vĩ mô.",ค่าคงที่โบลทซ์มันน์,"ค่าคงที่โบลทซ์มันน์เชื่อมโยงพลังงานจลน์เฉลี่ยของอนุภาคกับอุณหภูมิมหภาค",konstanta Boltzmann,"Konstanta Boltzmann menghubungkan energi kinetik rata-rata partikel dengan suhu makroskopik."
thermodynamic equilibrium,"A system in thermodynamic equilibrium exhibits no net flows of energy or matter across its boundaries.",열역학적 평형,"열역학적 평형 상태에 있는 시스템은 경계를 넘는 에너지나 물질의 순 흐름을 나타내지 않습니다.",熱力学的平衡,"熱力学的平衡にあるシステムはその境界を越えるエネルギーや物質の正味の流れを示しません。",热力学平衡,"处于热力学平衡状态的系统在其边界上没有能量或物质的净流动。",equilibrio termodinámico,"Un sistema en equilibrio termodinámico no exhibe flujos netos de energía o materia a través de sus límites.",cân bằng nhiệt động,"Một hệ thống ở trạng thái cân bằng nhiệt động không có dòng chảy ròng của năng lượng hoặc vật chất qua ranh giới của nó.",สมดุลทางอุณหพลศาสตร์,"ระบบที่อยู่ในสมดุลทางอุณหพลศาสตร์ไม่แสดงการไหลสุทธิของพลังงานหรือสสารข้ามขอบเขต",kesetimbangan termodinamika,"Sistem dalam kesetimbangan termodinamika tidak menunjukkan aliran bersih energi atau materi melintasi batasnya."
conduction,"Fourier's law of conduction states that heat flux is proportional to the negative temperature gradient.",전도,"푸리에의 전도 법칙은 열 유속이 음의 온도 구배에 비례한다고 말합니다.",伝導,"フーリエの伝導法則は熱流束が負の温度勾配に比例すると述べています。",传导,"傅里叶传导定律指出热通量与负温度梯度成正比。",conducción,"La ley de conducción de Fourier establece que el flujo de calor es proporcional al gradiente negativo de temperatura.",dẫn nhiệt,"Định luật dẫn nhiệt Fourier phát biểu rằng thông lượng nhiệt tỷ lệ thuận với gradient nhiệt độ âm.",การนำความร้อน,"กฎการนำความร้อนของฟูเรียร์ระบุว่าฟลักซ์ความร้อนเป็นสัดส่วนกับเกรเดียนต์อุณหภูมิเชิงลบ",konduksi,"Hukum konduksi Fourier menyatakan bahwa fluks panas sebanding dengan gradien suhu negatif."
convection,"Forced convection uses external means such as fans to enhance heat transfer between surfaces and fluids.",대류,"강제 대류는 표면과 유체 사이의 열 전달을 향상시키기 위해 팬과 같은 외부 수단을 사용합니다.",対流,"強制対流はファンなどの外部手段を使用して表面と流体間の熱伝達を向上させます。",对流,"强制对流使用风扇等外部手段来增强表面和流体之间的热传递。",convección,"La convección forzada utiliza medios externos como ventiladores para mejorar la transferencia de calor entre superficies y fluidos.",đối lưu,"Đối lưu cưỡng bức sử dụng các phương tiện bên ngoài như quạt để tăng cường truyền nhiệt giữa bề mặt và chất lỏng.",การพาความร้อน,"การพาความร้อนแบบบังคับใช้วิธีการภายนอกเช่นพัดลมเพื่อเพิ่มการถ่ายเทความร้อนระหว่างพื้นผิวและของไหล",konveksi,"Konveksi paksa menggunakan sarana eksternal seperti kipas untuk meningkatkan perpindahan panas antara permukaan dan fluida."
emissivity,"A perfect blackbody has an emissivity of one while polished metals exhibit values close to zero.",방사율,"완전 흑체는 방사율이 1이고 연마된 금속은 0에 가까운 값을 나타냅니다.",放射率,"完全な黒体は放射率が1であり、研磨された金属は0に近い値を示します。",发射率,"完美黑体的发射率为一，而抛光金属的发射率接近零。",emisividad,"Un cuerpo negro perfecto tiene una emisividad de uno mientras que los metales pulidos exhiben valores cercanos a cero.",độ phát xạ,"Vật đen hoàn hảo có độ phát xạ bằng một trong khi kim loại đánh bóng có giá trị gần bằng không.",สภาพเปล่งรังสี,"วัตถุดำสมบูรณ์มีสภาพเปล่งรังสีเท่ากับหนึ่ง ในขณะที่โลหะขัดเงามีค่าใกล้ศูนย์",emisivitas,"Benda hitam sempurna memiliki emisivitas satu sementara logam yang dipoles menunjukkan nilai mendekati nol."
Stefan-Boltzmann law,"The Stefan-Boltzmann law relates the total radiated power to the fourth power of absolute temperature.",스테판-볼츠만 법칙,"스테판-볼츠만 법칙은 총 복사 전력을 절대 온도의 4제곱에 연관시킵니다.",ステファン・ボルツマンの法則,"ステファン・ボルツマンの法則は総放射パワーを絶対温度の4乗に関連付けます。",斯特藩-玻尔兹曼定律,"斯特藩-玻尔兹曼定律将总辐射功率与绝对温度的四次方联系起来。",ley de Stefan-Boltzmann,"La ley de Stefan-Boltzmann relaciona la potencia total radiada con la cuarta potencia de la temperatura absoluta.",định luật Stefan-Boltzmann,"Định luật Stefan-Boltzmann liên hệ tổng công suất bức xạ với lũy thừa bậc bốn của nhiệt độ tuyệt đối.",กฎสเตฟาน-โบลทซ์มันน์,"กฎสเตฟาน-โบลทซ์มันน์เชื่อมโยงกำลังรังสีรวมกับกำลังสี่ของอุณหภูมิสัมบูรณ์",hukum Stefan-Boltzmann,"Hukum Stefan-Boltzmann menghubungkan daya total yang diradiasikan dengan pangkat empat suhu absolut."
cryogenics,"Cryogenics research investigates material behavior at temperatures approaching absolute zero.",극저온학,"극저온학 연구는 절대 영도에 접근하는 온도에서의 물질 거동을 조사합니다.",極低温学,"極低温学研究は絶対零度に近い温度での材料挙動を調査します。",低温学,"低温学研究调查接近绝对零度的温度下材料的行为。",criogenia,"La investigación en criogenia investiga el comportamiento de los materiales a temperaturas cercanas al cero absoluto.",kỹ thuật đông lạnh sâu,"Nghiên cứu kỹ thuật đông lạnh sâu khảo sát hành vi vật liệu ở nhiệt độ tiến gần đến không tuyệt đối.",ไครโอเจนิกส์,"การวิจัยไครโอเจนิกส์ศึกษาพฤติกรรมของวัสดุที่อุณหภูมิใกล้ศูนย์สัมบูรณ์",kriogenika,"Penelitian kriogenika menyelidiki perilaku material pada suhu yang mendekati nol absolut."
thermal conductivity,"Diamond possesses exceptionally high thermal conductivity despite being an electrical insulator.",열전도율,"다이아몬드는 전기 절연체임에도 불구하고 예외적으로 높은 열전도율을 가지고 있습니다.",熱伝導率,"ダイヤモンドは電気絶縁体であるにもかかわらず、例外的に高い熱伝導率を持っています。",热导率,"尽管钻石是电绝缘体，但具有异常高的热导率。",conductividad térmica,"El diamante posee una conductividad térmica excepcionalmente alta a pesar de ser un aislante eléctrico.",độ dẫn nhiệt,"Kim cương có độ dẫn nhiệt đặc biệt cao mặc dù là chất cách điện.",สภาพนำความร้อน,"เพชรมีสภาพนำความร้อนสูงเป็นพิเศษแม้จะเป็นฉนวนไฟฟ้า",konduktivitas termal,"Berlian memiliki konduktivitas termal yang sangat tinggi meskipun merupakan isolator listrik."
heat exchanger,"A counterflow heat exchanger achieves higher effectiveness than a parallel flow configuration.",열교환기,"역류 열교환기는 병류 구성보다 더 높은 효율을 달성합니다.",熱交換器,"向流式熱交換器は並流式構成よりも高い有効性を達成します。",热交换器,"逆流热交换器比并流配置实现更高的效率。",intercambiador de calor,"Un intercambiador de calor de contraflujo logra mayor efectividad que una configuración de flujo paralelo.",bộ trao đổi nhiệt,"Bộ trao đổi nhiệt ngược dòng đạt hiệu suất cao hơn so với cấu hình dòng song song.",เครื่องแลกเปลี่ยนความร้อน,"เครื่องแลกเปลี่ยนความร้อนแบบไหลสวนทางบรรลุประสิทธิผลสูงกว่าการกำหนดค่าไหลขนาน",penukar panas,"Penukar panas aliran berlawanan mencapai efektivitas lebih tinggi daripada konfigurasi aliran paralel."
