english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
survive,Many small businesses did not survive the economic downturn.,살아남다,많은 소기업이 경제 침체에서 살아남지 못했다.,生き残る,多くの中小企業は景気後退を生き残れなかった。,生存,许多小企业没有在经济衰退中生存下来。,sobrevivir,Muchas pequeñas empresas no sobrevivieron a la recesión económica.,sống sót,Nhiều doanh nghiệp nhỏ đã không sống sót qua cuộc suy thoái kinh tế.,อยู่รอด,ธุรกิจขนาดเล็กจำนวนมากไม่สามารถอยู่รอดจากภาวะเศรษฐกิจตกต่ำ,bertahan,Banyak usaha kecil tidak bertahan dari kemerosotan ekonomi.
suspend,The university decided to suspend the research program pending further review.,중단하다,대학은 추가 검토가 있을 때까지 연구 프로그램을 중단하기로 결정했다.,中断する,大学はさらなる審査を待って研究プログラムを中断することを決定した。,暂停,大学决定暂停研究项目，等待进一步审查。,suspender,La universidad decidió suspender el programa de investigación a la espera de una revisión adicional.,đình chỉ,Trường đại học đã quyết định đình chỉ chương trình nghiên cứu chờ xem xét thêm.,ระงับ,มหาวิทยาลัยตัดสินใจระงับโครงการวิจัยเพื่อรอการตรวจสอบเพิ่มเติม,menangguhkan,Universitas memutuskan untuk menangguhkan program penelitian sambil menunggu tinjauan lebih lanjut.
symbol,The dove has long been a symbol of peace in many cultures.,상징,비둘기는 오랫동안 많은 문화에서 평화의 상징이었다.,象徴,ハトは長い間多くの文化において平和の象徴であった。,象征,鸽子长期以来一直是许多文化中和平的象征。,símbolo,La paloma ha sido durante mucho tiempo un símbolo de paz en muchas culturas.,biểu tượng,Chim bồ câu từ lâu đã là biểu tượng của hòa bình trong nhiều nền văn hóa.,สัญลักษณ์,นกพิราบเป็นสัญลักษณ์ของสันติภาพในหลายวัฒนธรรมมาอย่างยาวนาน,simbol,Burung merpati telah lama menjadi simbol perdamaian di banyak budaya.
technique,The scientist developed a new technique for analyzing DNA samples.,기법,그 과학자는 DNA 샘플을 분석하기 위한 새로운 기법을 개발했다.,技法,その科学者はDNAサンプルを分析するための新しい技法を開発した。,技术,这位科学家开发了一种分析DNA样本的新技术。,técnica,El científico desarrolló una nueva técnica para analizar muestras de ADN.,kỹ thuật,Nhà khoa học đã phát triển một kỹ thuật mới để phân tích mẫu DNA.,เทคนิค,นักวิทยาศาสตร์พัฒนาเทคนิคใหม่สำหรับการวิเคราะห์ตัวอย่าง DNA,teknik,Ilmuwan mengembangkan teknik baru untuk menganalisis sampel DNA.
technology,Advances in technology have revolutionized the way scientific research is conducted.,기술,기술의 발전은 과학 연구가 수행되는 방식을 혁신했다.,技術,技術の進歩は科学研究の実施方法に革命をもたらした。,技术,技术进步彻底改变了科学研究的进行方式。,tecnología,Los avances en tecnología han revolucionado la forma en que se realiza la investigación científica.,công nghệ,Những tiến bộ trong công nghệ đã cách mạng hóa cách thức tiến hành nghiên cứu khoa học.,เทคโนโลยี,ความก้าวหน้าทางเทคโนโลยีได้ปฏิวัติวิธีการดำเนินการวิจัยทางวิทยาศาสตร์,teknologi,Kemajuan teknologi telah merevolusi cara penelitian ilmiah dilakukan.
temporary,The department offered a temporary solution while awaiting permanent funding.,임시의,학과는 영구적인 자금 지원을 기다리는 동안 임시적인 해결책을 제시했다.,一時的な,学科は恒久的な資金を待つ間、一時的な解決策を提示した。,临时的,该部门在等待永久资金期间提供了临时解决方案。,temporal,El departamento ofreció una solución temporal mientras esperaba financiamiento permanente.,tạm thời,Khoa đã đưa ra giải pháp tạm thời trong khi chờ nguồn tài trợ lâu dài.,ชั่วคราว,ภาควิชาเสนอวิธีแก้ปัญหาชั่วคราวในขณะที่รอเงินทุนถาวร,sementara,Departemen menawarkan solusi sementara sambil menunggu pendanaan permanen.
tend,Students tend to perform better when they receive regular feedback.,~하는 경향이 있다,학생들은 정기적인 피드백을 받을 때 더 잘하는 경향이 있다.,~する傾向がある,学生は定期的なフィードバックを受けるとより良い成績を収める傾向がある。,倾向于,学生在收到定期反馈时往往表现更好。,tender,Los estudiantes tienden a rendir mejor cuando reciben retroalimentación regular.,có xu hướng,Sinh viên có xu hướng học tốt hơn khi nhận được phản hồi thường xuyên.,มีแนวโน้ม,นักศึกษามีแนวโน้มที่จะทำได้ดีขึ้นเมื่อได้รับข้อเสนอแนะอย่างสม่ำเสมอ,cenderung,Mahasiswa cenderung berprestasi lebih baik ketika mereka menerima umpan balik secara teratur.
tense,The atmosphere in the examination hall was noticeably tense.,긴장된,시험장의 분위기는 눈에 띄게 긴장되어 있었다.,緊張した,試験会場の雰囲気は明らかに緊張していた。,紧张的,考场的气氛明显紧张。,tenso,El ambiente en la sala de examen estaba notablemente tenso.,căng thẳng,Bầu không khí trong phòng thi rõ ràng rất căng thẳng.,ตึงเครียด,บรรยากาศในห้องสอบตึงเครียดอย่างเห็นได้ชัด,tegang,Suasana di ruang ujian terasa sangat tegang.
terminate,The university may terminate the contract if the terms are violated.,종료하다,대학은 조건이 위반되면 계약을 종료할 수 있다.,終了する,大学は条件に違反した場合、契約を終了することができる。,终止,如果违反条款，大学可以终止合同。,rescindir,La universidad puede rescindir el contrato si se violan los términos.,chấm dứt,Trường đại học có thể chấm dứt hợp đồng nếu các điều khoản bị vi phạm.,ยกเลิก,มหาวิทยาลัยอาจยกเลิกสัญญาหากมีการละเมิดข้อกำหนด,mengakhiri,Universitas dapat mengakhiri kontrak jika ketentuan dilanggar.
text,The professor assigned a foundational text on evolutionary biology.,교재,교수는 진화 생물학에 관한 기초 교재를 배정했다.,テキスト,教授は進化生物学に関する基礎テキストを課題として出した。,教材,教授布置了一本进化生物学的基础教材。,texto,El profesor asignó un texto fundamental sobre biología evolutiva.,văn bản,Giáo sư đã giao một văn bản nền tảng về sinh học tiến hóa.,ตำรา,อาจารย์มอบหมายตำราพื้นฐานเกี่ยวกับชีววิทยาวิวัฒนาการ,teks,Profesor menugaskan teks dasar tentang biologi evolusi.
theme,The central theme of the lecture was the impact of globalization on local economies.,주제,강의의 중심 주제는 세계화가 지역 경제에 미치는 영향이었다.,テーマ,講義の中心テーマはグローバリゼーションが地域経済に与える影響だった。,主题,讲座的中心主题是全球化对地方经济的影响。,tema,El tema central de la conferencia fue el impacto de la globalización en las economías locales.,chủ đề,Chủ đề trung tâm của bài giảng là tác động của toàn cầu hóa đối với nền kinh tế địa phương.,ธีม,ธีมหลักของการบรรยายคือผลกระทบของโลกาภิวัตน์ต่อเศรษฐกิจท้องถิ่น,tema,Tema sentral kuliah tersebut adalah dampak globalisasi terhadap ekonomi lokal.
theory,Einstein's theory of relativity fundamentally changed our understanding of physics.,이론,아인슈타인의 상대성 이론은 물리학에 대한 우리의 이해를 근본적으로 바꾸었다.,理論,アインシュタインの相対性理論は物理学に対する我々の理解を根本的に変えた。,理论,爱因斯坦的相对论从根本上改变了我们对物理学的理解。,teoría,La teoría de la relatividad de Einstein cambió fundamentalmente nuestra comprensión de la física.,lý thuyết,Lý thuyết tương đối của Einstein đã thay đổi căn bản sự hiểu biết của chúng ta về vật lý.,ทฤษฎี,ทฤษฎีสัมพัทธภาพของไอน์สไตน์เปลี่ยนแปลงความเข้าใจของเราเกี่ยวกับฟิสิกส์อย่างสิ้นเชิง,teori,Teori relativitas Einstein secara fundamental mengubah pemahaman kita tentang fisika.
thereby,The study identified key variables thereby establishing a framework for future research.,그럼으로써,그 연구는 핵심 변수를 확인함으로써 미래 연구를 위한 틀을 구축했다.,それによって,その研究は主要変数を特定し、それによって将来の研究のための枠組みを確立した。,从而,该研究确定了关键变量，从而为未来研究建立了框架。,por lo tanto,El estudio identificó variables clave estableciendo así un marco para futuras investigaciones.,do đó,"Nghiên cứu đã xác định các biến số chính, do đó thiết lập khuôn khổ cho nghiên cứu trong tương lai.",ดังนั้น,การศึกษาระบุตัวแปรสำคัญ ดังนั้นจึงสร้างกรอบสำหรับการวิจัยในอนาคต,sehingga,Penelitian tersebut mengidentifikasi variabel kunci sehingga membangun kerangka kerja untuk penelitian di masa depan.
thesis,Her doctoral thesis examined the relationship between language acquisition and cognitive development.,논문,그녀의 박사 논문은 언어 습득과 인지 발달 사이의 관계를 조사했다.,論文,彼女の博士論文は言語習得と認知発達の関係を調査した。,论文,她的博士论文研究了语言习得与认知发展之间的关系。,tesis,Su tesis doctoral examinó la relación entre la adquisición del lenguaje y el desarrollo cognitivo.,luận văn,Luận văn tiến sĩ của cô ấy nghiên cứu mối quan hệ giữa việc tiếp thu ngôn ngữ và phát triển nhận thức.,วิทยานิพนธ์,วิทยานิพนธ์ปริญญาเอกของเธอศึกษาความสัมพันธ์ระหว่างการเรียนรู้ภาษาและพัฒนาการทางปัญญา,tesis,Tesis doktoralnya meneliti hubungan antara pemerolehan bahasa dan perkembangan kognitif.
topic,The topic of climate change continues to generate intense academic debate.,주제,기후 변화라는 주제는 계속해서 치열한 학술적 논쟁을 일으키고 있다.,話題,気候変動という話題は引き続き激しい学術的議論を生んでいる。,话题,气候变化这一话题继续引发激烈的学术辩论。,tema,El tema del cambio climático sigue generando un intenso debate académico.,chủ đề,Chủ đề biến đổi khí hậu tiếp tục tạo ra cuộc tranh luận học thuật gay gắt.,หัวข้อ,หัวข้อเรื่องการเปลี่ยนแปลงสภาพภูมิอากาศยังคงก่อให้เกิดการอภิปรายทางวิชาการอย่างเข้มข้น,topik,Topik perubahan iklim terus memicu debat akademis yang intens.
trace,Scientists were able to trace the origins of the virus to a remote region.,추적하다,과학자들은 바이러스의 기원을 외딴 지역으로 추적할 수 있었다.,追跡する,科学者たちはウイルスの起源を辺境の地域まで追跡することができた。,追溯,科学家们能够将病毒的起源追溯到一个偏远地区。,rastrear,Los científicos pudieron rastrear los orígenes del virus hasta una región remota.,truy tìm,Các nhà khoa học đã có thể truy tìm nguồn gốc của virus đến một vùng hẻo lánh.,ติดตาม,นักวิทยาศาสตร์สามารถติดตามต้นกำเนิดของไวรัสไปยังพื้นที่ห่างไกล,melacak,Para ilmuwan mampu melacak asal usul virus ke wilayah terpencil.
tradition,The tradition of peer review remains central to academic publishing.,전통,동료 심사의 전통은 학술 출판에서 여전히 중심적이다.,伝統,査読の伝統は学術出版において依然として中心的である。,传统,同行评审的传统仍然是学术出版的核心。,tradición,La tradición de la revisión por pares sigue siendo central en la publicación académica.,truyền thống,Truyền thống phản biện đồng nghiệp vẫn là trung tâm của xuất bản học thuật.,ประเพณี,ประเพณีการทบทวนโดยผู้เชี่ยวชาญยังคงเป็นหัวใจสำคัญของการตีพิมพ์ทางวิชาการ,tradisi,Tradisi tinjauan sejawat tetap menjadi inti penerbitan akademik.
transfer,The student decided to transfer to a university with a stronger engineering program.,이전하다,그 학생은 더 강한 공학 프로그램을 가진 대학으로 이전하기로 결정했다.,転学する,その学生はより強力な工学プログラムを持つ大学に転学することを決めた。,转学,该学生决定转到一所工程项目更强的大学。,transferirse,El estudiante decidió transferirse a una universidad con un programa de ingeniería más fuerte.,chuyển,Sinh viên đã quyết định chuyển đến một trường đại học có chương trình kỹ thuật mạnh hơn.,โอนย้าย,นักศึกษาตัดสินใจโอนย้ายไปยังมหาวิทยาลัยที่มีโปรแกรมวิศวกรรมที่แข็งแกร่งกว่า,pindah,Mahasiswa tersebut memutuskan untuk pindah ke universitas dengan program teknik yang lebih kuat.
transform,Digital technologies have begun to transform higher education worldwide.,변형하다,디지털 기술은 전 세계적으로 고등 교육을 변형하기 시작했다.,変革する,デジタル技術は世界中の高等教育を変革し始めている。,转变,数字技术已经开始转变全球高等教育。,transformar,Las tecnologías digitales han comenzado a transformar la educación superior en todo el mundo.,biến đổi,Công nghệ kỹ thuật số đã bắt đầu biến đổi giáo dục đại học trên toàn thế giới.,เปลี่ยนแปลง,เทคโนโลยีดิจิทัลเริ่มเปลี่ยนแปลงการศึกษาระดับอุดมศึกษาทั่วโลก,mengubah,Teknologi digital telah mulai mengubah pendidikan tinggi di seluruh dunia.
transmit,Satellites can transmit data across vast distances almost instantaneously.,전송하다,위성은 거의 즉각적으로 광대한 거리에 걸쳐 데이터를 전송할 수 있다.,送信する,衛星はほぼ瞬時に広大な距離にわたってデータを送信できる。,传输,卫星可以几乎瞬间地跨越广阔距离传输数据。,transmitir,Los satélites pueden transmitir datos a través de vastas distancias casi instantáneamente.,truyền,Vệ tinh có thể truyền dữ liệu qua khoảng cách rộng lớn gần như tức thời.,ส่ง,ดาวเทียมสามารถส่งข้อมูลข้ามระยะทางไกลได้เกือบจะในทันที,mengirimkan,Satelit dapat mengirimkan data melintasi jarak yang sangat jauh hampir secara instan.
transport,The city invested heavily in public transport to reduce carbon emissions.,수송,그 도시는 탄소 배출을 줄이기 위해 대중 수송에 많은 투자를 했다.,輸送,その都市は炭素排出を削減するために公共輸送に多額の投資を行った。,运输,该城市在公共运输方面大量投资以减少碳排放。,transporte,La ciudad invirtió mucho en transporte público para reducir las emisiones de carbono.,vận tải,Thành phố đã đầu tư mạnh vào vận tải công cộng để giảm phát thải carbon.,ขนส่ง,เมืองลงทุนอย่างมากในระบบขนส่งสาธารณะเพื่อลดการปล่อยก๊าซคาร์บอน,transportasi,Kota tersebut berinvestasi besar-besaran dalam transportasi umum untuk mengurangi emisi karbon.
trend,There is a growing trend toward interdisciplinary research in modern universities.,추세,현대 대학에서 학제 간 연구를 향한 추세가 커지고 있다.,傾向,現代の大学では学際的研究への傾向が高まっている。,趋势,现代大学中跨学科研究的趋势日益增长。,tendencia,Hay una tendencia creciente hacia la investigación interdisciplinaria en las universidades modernas.,xu hướng,Có một xu hướng ngày càng tăng về nghiên cứu liên ngành tại các trường đại học hiện đại.,แนวโน้ม,มีแนวโน้มที่เพิ่มมากขึ้นต่อการวิจัยสหสาขาวิชาในมหาวิทยาลัยสมัยใหม่,tren,Ada tren yang berkembang menuju penelitian interdisipliner di universitas modern.
trigger,Economic instability can trigger widespread social unrest.,유발하다,경제적 불안정은 광범위한 사회적 불안을 유발할 수 있다.,引き起こす,経済的不安定は広範な社会不安を引き起こす可能性がある。,引发,经济不稳定可能引发广泛的社会动荡。,desencadenar,La inestabilidad económica puede desencadenar una agitación social generalizada.,kích hoạt,Bất ổn kinh tế có thể kích hoạt tình trạng bất ổn xã hội rộng rãi.,กระตุ้น,ความไม่มั่นคงทางเศรษฐกิจสามารถกระตุ้นให้เกิดความไม่สงบทางสังคมอย่างกว้างขวาง,memicu,Ketidakstabilan ekonomi dapat memicu keresahan sosial yang meluas.
ultimate,The ultimate goal of the research is to develop a cure for the disease.,궁극적인,그 연구의 궁극적인 목표는 그 질병의 치료법을 개발하는 것이다.,究極の,その研究の究極の目標はその病気の治療法を開発することである。,最终的,该研究的最终目标是开发这种疾病的治疗方法。,último,El objetivo último de la investigación es desarrollar una cura para la enfermedad.,cuối cùng,Mục tiêu cuối cùng của nghiên cứu là phát triển phương pháp chữa trị bệnh.,สูงสุด,เป้าหมายสูงสุดของการวิจัยคือการพัฒนาวิธีรักษาโรค,utama,Tujuan utama penelitian ini adalah mengembangkan obat untuk penyakit tersebut.
undergo,Patients in the clinical trial must undergo a series of medical examinations.,겪다,임상 시험 참가자들은 일련의 의료 검사를 겪어야 한다.,受ける,臨床試験の患者は一連の医学的検査を受けなければならない。,经历,临床试验中的患者必须经历一系列体检。,someterse a,Los pacientes del ensayo clínico deben someterse a una serie de exámenes médicos.,trải qua,Bệnh nhân trong thử nghiệm lâm sàng phải trải qua một loạt các kiểm tra y tế.,ผ่าน,ผู้ป่วยในการทดลองทางคลินิกต้องผ่านการตรวจสุขภาพหลายรายการ,menjalani,Pasien dalam uji klinis harus menjalani serangkaian pemeriksaan medis.
underlie,Several complex factors underlie the decline in biodiversity.,~의 기초가 되다,여러 복잡한 요인이 생물 다양성 감소의 기초가 된다.,根底にある,いくつかの複雑な要因が生物多様性の減少の根底にある。,构成基础,几个复杂因素构成了生物多样性下降的基础。,subyacer,Varios factores complejos subyacen al declive de la biodiversidad.,làm nền tảng,Một số yếu tố phức tạp làm nền tảng cho sự suy giảm đa dạng sinh học.,เป็นพื้นฐาน,ปัจจัยที่ซับซ้อนหลายประการเป็นพื้นฐานของการลดลงของความหลากหลายทางชีวภาพ,mendasari,Beberapa faktor kompleks mendasari penurunan keanekaragaman hayati.
undertake,The laboratory will undertake a comprehensive study of water quality in the region.,착수하다,그 실험실은 해당 지역의 수질에 대한 종합적인 연구에 착수할 것이다.,着手する,その研究室は地域の水質に関する包括的な研究に着手する。,进行,该实验室将进行该地区水质的综合研究。,emprender,El laboratorio emprenderá un estudio integral de la calidad del agua en la región.,tiến hành,Phòng thí nghiệm sẽ tiến hành một nghiên cứu toàn diện về chất lượng nước trong khu vực.,ดำเนินการ,ห้องปฏิบัติการจะดำเนินการศึกษาคุณภาพน้ำในภูมิภาคอย่างครอบคลุม,melakukan,Laboratorium akan melakukan studi komprehensif tentang kualitas air di wilayah tersebut.
uniform,The school requires all students to wear a uniform during official events.,유니폼,학교는 모든 학생들에게 공식 행사 시 유니폼을 착용하도록 요구한다.,制服,学校はすべての生徒に公式行事での制服着用を求めている。,制服,学校要求所有学生在正式活动中穿制服。,uniforme,La escuela requiere que todos los estudiantes usen uniforme durante los eventos oficiales.,đồng phục,Trường yêu cầu tất cả học sinh mặc đồng phục trong các sự kiện chính thức.,เครื่องแบบ,โรงเรียนกำหนดให้นักเรียนทุกคนสวมเครื่องแบบในงานทางการ,seragam,Sekolah mengharuskan semua siswa mengenakan seragam selama acara resmi.
unique,Each species possesses unique characteristics that distinguish it from others.,독특한,각 종은 다른 종과 구별되는 독특한 특성을 가지고 있다.,独自の,各種は他の種と区別する独自の特性を持っている。,独特的,每个物种都拥有区别于其他物种的独特特征。,único,Cada especie posee características únicas que la distinguen de las demás.,độc đáo,Mỗi loài sở hữu những đặc điểm độc đáo giúp phân biệt với các loài khác.,เฉพาะตัว,แต่ละสายพันธุ์มีลักษณะเฉพาะตัวที่ทำให้แตกต่างจากสายพันธุ์อื่น,unik,Setiap spesies memiliki karakteristik unik yang membedakannya dari yang lain.
utilize,Researchers utilize advanced software to analyze large datasets.,활용하다,연구자들은 대규모 데이터셋을 분석하기 위해 고급 소프트웨어를 활용한다.,活用する,研究者は大規模なデータセットを分析するために高度なソフトウェアを活用する。,利用,研究人员利用先进的软件来分析大型数据集。,utilizar,Los investigadores utilizan software avanzado para analizar grandes conjuntos de datos.,sử dụng,Các nhà nghiên cứu sử dụng phần mềm tiên tiến để phân tích các bộ dữ liệu lớn.,ใช้ประโยชน์,นักวิจัยใช้ประโยชน์จากซอฟต์แวร์ขั้นสูงเพื่อวิเคราะห์ชุดข้อมูลขนาดใหญ่,memanfaatkan,Para peneliti memanfaatkan perangkat lunak canggih untuk menganalisis kumpulan data besar.
valid,The experiment produced valid results that could be replicated by other laboratories.,유효한,그 실험은 다른 실험실에서 재현할 수 있는 유효한 결과를 만들어냈다.,有効な,その実験は他の研究室で再現可能な有効な結果を生み出した。,有效的,该实验产生了其他实验室可以复制的有效结果。,válido,El experimento produjo resultados válidos que podrían ser replicados por otros laboratorios.,hợp lệ,Thí nghiệm đã tạo ra kết quả hợp lệ có thể được tái tạo bởi các phòng thí nghiệm khác.,ถูกต้อง,การทดลองให้ผลลัพธ์ที่ถูกต้องซึ่งสามารถทำซ้ำได้โดยห้องปฏิบัติการอื่น,valid,Eksperimen menghasilkan hasil yang valid yang dapat direplikasi oleh laboratorium lain.
vary,Teaching methods vary significantly across different educational institutions.,다양하다,교육 방법은 교육 기관에 따라 크게 다양하다.,異なる,教授法は教育機関によって大きく異なる。,各不相同,不同教育机构的教学方法各不相同。,variar,Los métodos de enseñanza varían significativamente entre diferentes instituciones educativas.,khác nhau,Phương pháp giảng dạy khác nhau đáng kể giữa các cơ sở giáo dục.,แตกต่าง,วิธีการสอนแตกต่างกันอย่างมากในสถาบันการศึกษาที่แตกต่างกัน,bervariasi,Metode pengajaran bervariasi secara signifikan di berbagai institusi pendidikan.
vehicle,The electric vehicle market has expanded rapidly due to environmental concerns.,차량,전기 차량 시장은 환경 문제로 인해 빠르게 확장되었다.,車両,電気車両市場は環境問題により急速に拡大した。,车辆,由于环境问题，电动车辆市场迅速扩大。,vehículo,El mercado de vehículos eléctricos se ha expandido rápidamente debido a preocupaciones ambientales.,phương tiện,Thị trường phương tiện điện đã mở rộng nhanh chóng do lo ngại về môi trường.,ยานพาหนะ,ตลาดยานพาหนะไฟฟ้าขยายตัวอย่างรวดเร็วเนื่องจากความกังวลด้านสิ่งแวดล้อม,kendaraan,Pasar kendaraan listrik telah berkembang pesat karena kepedulian terhadap lingkungan.
version,The revised version of the manuscript incorporated the reviewers' feedback.,판,수정된 판의 원고는 심사자들의 피드백을 반영했다.,版,改訂版の原稿は査読者のフィードバックを取り入れた。,版本,修订版本的手稿采纳了审稿人的反馈。,versión,La versión revisada del manuscrito incorporó los comentarios de los revisores.,phiên bản,Phiên bản sửa đổi của bản thảo đã tích hợp phản hồi của các nhà phản biện.,ฉบับ,ฉบับแก้ไขของต้นฉบับได้รวมข้อเสนอแนะของผู้ตรวจสอบ,versi,Versi revisi naskah tersebut memasukkan umpan balik dari para peninjau.
violate,Plagiarism is considered to violate the fundamental principles of academic integrity.,위반하다,표절은 학문적 진실성의 근본 원칙을 위반하는 것으로 간주된다.,違反する,盗作は学術的誠実性の基本原則に違反するとみなされる。,违反,剽窃被认为违反了学术诚信的基本原则。,violar,El plagio se considera una violación de los principios fundamentales de la integridad académica.,vi phạm,Đạo văn được coi là vi phạm các nguyên tắc cơ bản của liêm chính học thuật.,ละเมิด,การลอกเลียนผลงานถือว่าละเมิดหลักการพื้นฐานของความซื่อสัตย์ทางวิชาการ,melanggar,Plagiarisme dianggap melanggar prinsip-prinsip dasar integritas akademik.
virtual,The university offered virtual classes to accommodate remote students.,가상의,대학은 원격 학생들을 수용하기 위해 가상 수업을 제공했다.,仮想の,大学はリモートの学生に対応するために仮想授業を提供した。,虚拟的,大学提供虚拟课程以适应远程学生。,virtual,La universidad ofreció clases virtuales para acomodar a los estudiantes remotos.,ảo,Trường đại học đã cung cấp các lớp học ảo để phục vụ sinh viên từ xa.,เสมือนจริง,มหาวิทยาลัยเปิดชั้นเรียนเสมือนจริงเพื่อรองรับนักศึกษาทางไกล,virtual,Universitas menawarkan kelas virtual untuk mengakomodasi mahasiswa jarak jauh.
visible,The effects of deforestation are clearly visible in satellite imagery.,눈에 보이는,삼림 벌채의 영향은 위성 이미지에서 명확하게 눈에 보인다.,目に見える,森林伐採の影響は衛星画像で明確に目に見える。,可见的,森林砍伐的影响在卫星图像中清晰可见。,visible,Los efectos de la deforestación son claramente visibles en las imágenes satelitales.,nhìn thấy được,Tác động của nạn phá rừng có thể nhìn thấy rõ ràng trong hình ảnh vệ tinh.,มองเห็นได้,ผลกระทบของการตัดไม้ทำลายป่าสามารถมองเห็นได้ชัดเจนในภาพถ่ายดาวเทียม,terlihat,Efek deforestasi terlihat jelas dalam citra satelit.
vision,The president outlined a bold vision for the future of the institution.,비전,총장은 기관의 미래에 대한 대담한 비전을 제시했다.,ビジョン,学長は機関の将来に対する大胆なビジョンを示した。,愿景,校长概述了该机构未来的大胆愿景。,visión,El presidente delineó una visión audaz para el futuro de la institución.,tầm nhìn,Chủ tịch đã phác thảo một tầm nhìn táo bạo cho tương lai của tổ chức.,วิสัยทัศน์,อธิการบดีนำเสนอวิสัยทัศน์อันกล้าหาญสำหรับอนาคตของสถาบัน,visi,Presiden menguraikan visi yang berani untuk masa depan institusi tersebut.
visual,The lecturer used visual aids to clarify complex scientific concepts.,시각적인,강사는 복잡한 과학 개념을 명확히 하기 위해 시각적 보조 자료를 사용했다.,視覚的な,講師は複雑な科学的概念を明確にするために視覚的な補助教材を使用した。,视觉的,讲师使用视觉辅助工具来阐明复杂的科学概念。,visual,El conferenciante usó ayudas visuales para aclarar conceptos científicos complejos.,trực quan,Giảng viên đã sử dụng các công cụ trực quan để làm rõ các khái niệm khoa học phức tạp.,ภาพ,วิทยากรใช้สื่อภาพเพื่ออธิบายแนวคิดทางวิทยาศาสตร์ที่ซับซ้อน,visual,Dosen menggunakan alat bantu visual untuk memperjelas konsep ilmiah yang kompleks.
volume,The library added a rare volume of medieval manuscripts to its collection.,권,도서관은 희귀한 중세 필사본 한 권을 소장품에 추가했다.,巻,図書館は中世の写本の希少な一巻をコレクションに加えた。,卷,图书馆在其馆藏中增加了一卷珍贵的中世纪手稿。,volumen,La biblioteca añadió un volumen raro de manuscritos medievales a su colección.,cuốn,Thư viện đã bổ sung một cuốn bản thảo trung cổ quý hiếm vào bộ sưu tập.,เล่ม,ห้องสมุดเพิ่มหนังสือเล่มหายากของต้นฉบับยุคกลางเข้าในคอลเลกชัน,volume,Perpustakaan menambahkan sebuah volume langka manuskrip abad pertengahan ke koleksinya.
voluntary,Participation in the research study was entirely voluntary.,자발적인,연구 참여는 전적으로 자발적이었다.,自発的な,研究への参加は完全に自発的であった。,自愿的,参与研究完全是自愿的。,voluntario,La participación en el estudio de investigación fue totalmente voluntaria.,tự nguyện,Việc tham gia nghiên cứu hoàn toàn là tự nguyện.,สมัครใจ,การเข้าร่วมการศึกษาวิจัยเป็นไปโดยสมัครใจทั้งหมด,sukarela,Partisipasi dalam studi penelitian sepenuhnya bersifat sukarela.
welfare,The government implemented new policies to improve public welfare.,복지,정부는 공공 복지를 개선하기 위해 새로운 정책을 시행했다.,福祉,政府は公共の福祉を向上させるための新しい政策を実施した。,福利,政府实施了新政策以改善公共福利。,bienestar,El gobierno implementó nuevas políticas para mejorar el bienestar público.,phúc lợi,Chính phủ đã thực hiện các chính sách mới để cải thiện phúc lợi công cộng.,สวัสดิการ,รัฐบาลดำเนินนโยบายใหม่เพื่อปรับปรุงสวัสดิการสาธารณะ,kesejahteraan,Pemerintah menerapkan kebijakan baru untuk meningkatkan kesejahteraan publik.
whereas,Physics focuses on natural phenomena whereas sociology examines human behavior.,반면에,물리학은 자연 현상에 초점을 맞추는 반면에 사회학은 인간 행동을 조사한다.,一方で,物理学は自然現象に焦点を当てる一方で、社会学は人間の行動を調査する。,然而,物理学关注自然现象，然而社会学研究人类行为。,mientras que,La física se centra en los fenómenos naturales mientras que la sociología examina el comportamiento humano.,trong khi,Vật lý tập trung vào hiện tượng tự nhiên trong khi xã hội học nghiên cứu hành vi con người.,ในขณะที่,ฟิสิกส์มุ่งเน้นที่ปรากฏการณ์ทางธรรมชาติ ในขณะที่สังคมวิทยาศึกษาพฤติกรรมของมนุษย์,sedangkan,Fisika berfokus pada fenomena alam sedangkan sosiologi mempelajari perilaku manusia.
widespread,The use of antibiotics has become widespread in modern medicine.,광범위한,항생제 사용은 현대 의학에서 광범위해졌다.,広範な,抗生物質の使用は現代医学において広範になった。,广泛的,抗生素的使用在现代医学中已变得广泛。,generalizado,El uso de antibióticos se ha vuelto generalizado en la medicina moderna.,phổ biến,Việc sử dụng kháng sinh đã trở nên phổ biến trong y học hiện đại.,แพร่หลาย,การใช้ยาปฏิชีวนะได้แพร่หลายในการแพทย์สมัยใหม่,meluas,Penggunaan antibiotik telah menjadi meluas dalam kedokteran modern.
abandon,The researchers had to abandon the field study due to severe weather conditions.,포기하다,연구자들은 악천후로 인해 현장 연구를 포기해야 했다.,放棄する,研究者たちは悪天候のためフィールド調査を放棄せざるを得なかった。,放弃,研究人员因恶劣天气条件不得不放弃实地研究。,abandonar,Los investigadores tuvieron que abandonar el estudio de campo debido a las severas condiciones climáticas.,từ bỏ,Các nhà nghiên cứu đã phải từ bỏ nghiên cứu thực địa do điều kiện thời tiết khắc nghiệt.,ละทิ้ง,นักวิจัยต้องละทิ้งการศึกษาภาคสนามเนื่องจากสภาพอากาศที่รุนแรง,meninggalkan,Para peneliti harus meninggalkan studi lapangan karena kondisi cuaca yang buruk.
