english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
autonomous,Each regional office operates as an autonomous unit with its own profit targets.,자율적인,각 지역 사무소는 자체 수익 목표를 가진 자율적 단위로 운영된다.,自律的な,各地域オフィスは独自の利益目標を持つ自律的な部門として運営されている。,自治的,每个地区办事处作为拥有自己利润目标的自主单位运营。,"seleccionar, eliminar los ineficientes",El gerente decidió eliminar del portafolio de productos los artículos con bajo rendimiento.,tự trị,Mỗi văn phòng khu vực hoạt động như một đơn vị tự trị với mục tiêu lợi nhuận riêng.,เป็นอิสระ,สำนักงานภูมิภาคแต่ละแห่งดำเนินงานเป็นหน่วยงานอิสระโดยมีเป้าหมายกำไรเป็นของตัวเอง,otonom,Setiap kantor regional beroperasi sebagai unit otonom dengan target keuntungannya masing-masing.
aver,The defense attorney will aver that the client acted in good faith.,단언하다,변호인은 의뢰인이 선의로 행동했다고 주장할 것이다.,断言する,弁護人は依頼人が善意で行動したと主張する。,断言,辩护律师将主张当事人是善意行事的。,acumulativo,El efecto acumulativo de las reducciones de costos le ahorró a la empresa más de diez millones de dólares.,trung bình,Luật sư bào chữa sẽ khẳng định rằng khách hàng đã hành động một cách thiện chí.,ยืนยัน,ทนายฝ่ายจำเลยจะป้องกันไม่ให้ลูกค้ากระทำการโดยสุจริต,menegaskan,Pengacara pembela akan menyangkal bahwa klien bertindak dengan itikad baik.
backlog,The production department is struggling with a growing backlog of customer orders.,미처리 업무,생산 부서는 증가하는 고객 주문 미처리 건으로 어려움을 겪고 있다.,未処理業務,生産部門は増加する顧客注文の滞留に苦労している。,积压,生产部门正在为不断增长的客户订单积压而苦恼。,"correctivo, curativo",La junta tomó medidas correctivas para abordar las deficiencias de cumplimiento encontradas durante la auditoría.,tồn đọng,Bộ phận sản xuất đang phải vật lộn với lượng đơn hàng tồn đọng ngày càng tăng của khách hàng.,งานค้าง,แผนกการผลิตกำลังดิ้นรนกับยอดคำสั่งซื้อของลูกค้าที่ค้างเพิ่มขึ้น,jaminan simpanan,Departemen produksi sedang berjuang dengan tumpukan pesanan pelanggan yang terus bertambah.
bailiff,The bailiff escorted the witness to the stand at the judge's instruction.,집행관,집행관은 판사의 지시에 따라 증인을 증인석으로 안내했다.,執行官,廷吏は裁判官の指示で証人を証言台に案内した。,法警,法警按照法官的指示将证人护送到证人席。,"curador, administrador",El curador del museo negoció la adquisición de valiosas obras de arte para la colección corporativa.,thừa phát lại,Thừa phát lại hộ tống nhân chứng lên bục theo chỉ dẫn của thẩm phán.,ปลัดอำเภอ,ปลัดอำเภอพาพยานไปที่จุดยืนตามคำสั่งของผู้พิพากษา,juru sita,Juru sita mengantar saksi ke mimbar atas instruksi hakim.
ballast,The company's cash reserves serve as financial ballast during economic uncertainty periods.,안정 요소,회사의 현금 준비금은 경제 불확실성 기간에 재정적 안정 장치 역할을 한다.,バラスト,会社の現金準備金は経済的不確実性の時期に財務的なバラストとして機能する。,压舱物,公司的现金储备在经济不确定时期充当财务压舱石。,"recortar, reducir",Las limitaciones presupuestarias obligaron al departamento a recortar varios proyectos de expansión planificados.,vật dằn,Dự trữ tiền mặt của công ty đóng vai trò là nguồn dự trữ tài chính trong thời kỳ kinh tế bất ổn.,อับเฉา,เงินสดสำรองของบริษัททำหน้าที่เป็นตัวถ่วงทางการเงินในช่วงที่เศรษฐกิจมีความไม่แน่นอน,pemberat,Cadangan kas perusahaan berfungsi sebagai pemberat keuangan selama periode ketidakpastian ekonomi.
bancassurance,The bank launched a bancassurance division offering insurance products to existing customers.,방카슈랑스,은행은 기존 고객에게 보험 상품을 제공하는 방카슈랑스 부서를 출범시켰다.,バンカシュランス,銀行は既存顧客に保険商品を提供するバンカシュアランス部門を立ち上げた。,银行保险,银行推出了银行保险部门，向现有客户提供保险产品。,ciberseguridad,La empresa invirtió fuertemente en ciberseguridad para protegerse contra las amenazas de violación de datos.,bancassurance; bảo hiểm ngân hàng,Ngân hàng đã thành lập bộ phận bancassurance cung cấp các sản phẩm bảo hiểm cho khách hàng hiện tại.,แบงก์แอสชัวรันส์,ธนาคารเปิดตัวแผนกแบงก์แอสชัวรันส์ที่นำเสนอผลิตภัณฑ์ประกันภัยแก่ลูกค้าปัจจุบัน,bancassurance; asuransi bank,Bank meluncurkan divisi bancassurance yang menawarkan produk asuransi kepada nasabah lama.
bankrupt,The company was declared legally bankrupt after failing to restructure its debts.,파산한,회사는 부채 구조 조정에 실패한 후 법적으로 파산을 선고받았다.,破産した,会社は債務の再構成に失敗した後、法的に破産を宣告された。,破产的,公司在未能重组债务后被依法宣告破产。,"escasez, carencia",Hay una escasez de candidatos calificados para puestos de alta dirección actualmente.,phá sản,Công ty phá sản sau khi không thể trả các khoản nợ.,ล้มละลาย,บริษัทล้มละลายหลังจากไม่สามารถชำระหนี้ได้,bangkrut,Perusahaan bangkrut setelah tidak mampu membayar utangnya.
barrister,The company retained a prominent barrister to represent it in the fraud trial.,변호사,회사는 사기 재판에서 대리할 저명한 법정 변호사를 선임했다.,法廷弁護士,会社は詐欺裁判で代理するために著名な法廷弁護士を雇った。,大律师,公司聘请了一位著名出庭律师在欺诈审判中代理。,"debacle, fracaso total",El fallido lanzamiento del producto fue descrito como una completa debacle financiera para los inversores.,luật sư,Công ty đã thuê một luật sư nổi tiếng để đại diện cho mình trong phiên tòa xét xử gian lận.,ทนายความ,บริษัทยังคงมีทนายความที่มีชื่อเสียงเพื่อเป็นตัวแทนในการพิจารณาคดีฉ้อโกง,pengacara,Perusahaan menyewa seorang pengacara terkemuka untuk mewakilinya dalam persidangan penipuan.
baseline,The initial survey results established a baseline for measuring future performance improvements.,기준선,초기 조사 결과는 미래 성과 개선을 측정하기 위한 기준선을 확립했다.,ベースライン,初期調査結果は将来の業績改善を測定するためのベースラインを確立した。,基准线,初始调查结果确立了衡量未来绩效改善的基准线。,"débito, cargo",El contador debitará la cuenta de gastos y acreditará la cuenta de efectivo en consecuencia.,đường cơ sở,Kết quả khảo sát ban đầu đã thiết lập cơ sở để đo lường sự cải thiện hiệu suất trong tương lai.,พื้นฐาน,ผลการสำรวจเบื้องต้นได้กำหนดพื้นฐานสำหรับการวัดการปรับปรุงประสิทธิภาพในอนาคต,garis dasar,Hasil survei awal menjadi dasar untuk mengukur peningkatan kinerja di masa depan.
behest,The policy change was implemented at the behest of the board chairman.,요청,정책 변경은 이사회 의장의 요청에 따라 시행되었다.,要請,政策変更は取締役会長の要請により実施された。,命令,政策变更是应董事会主席的要求而实施的。,descentralizar,El CEO decidió descentralizar la autoridad de toma de decisiones a los gerentes de las oficinas regionales.,mệnh lệnh,Yêu cầu cốt lõi của tranh chấp chưa bao giờ được giải quyết thỏa đáng bởi một trong hai bên.,ตามคำสั่ง,คำสั่งที่เป็นแก่นของข้อพิพาทไม่เคยได้รับการกล่าวถึงอย่างน่าพอใจโดยฝ่ายใดฝ่ายหนึ่ง,perintah,Perintah yang menjadi inti perselisihan tidak pernah ditangani secara memuaskan oleh salah satu pihak.
bellwether,This company's earnings report is considered a bellwether for the entire technology sector.,선도주,이 회사의 실적 보고서는 전체 기술 부문의 선행 지표로 간주된다.,先行指標,この会社の決算報告はテクノロジーセクター全体のベルウェザーと見なされている。,风向标,该公司的财报被视为整个科技行业的风向标。,declarativo,La empresa solicitó una sentencia declarativa para aclarar sus derechos bajo el contrato.,người đứng đầu,Báo cáo thu nhập của công ty này được coi là điểm nhấn cho toàn bộ lĩnh vực công nghệ.,ไม่ว่าจะอย่างไรก็ตาม,รายงานผลประกอบการของบริษัทนี้ถือเป็นปัจจัยสำคัญสำหรับภาคเทคโนโลยีทั้งหมด,penentu arah,Laporan pendapatan perusahaan ini dianggap sebagai penentu arah bagi seluruh sektor teknologi.
bequeath,The founder chose to bequeath his entire stake in the company to charity.,유증하다,창립자는 회사의 전체 지분을 자선 단체에 유증하기로 선택했다.,遺贈する,創業者は会社の全持ち分を慈善団体に遺贈することを選んだ。,遗赠,创始人选择将他在公司的全部股份遗赠给慈善机构。,"declive, rechazo",El rechazo de la oferta de adquisición por parte de la junta sorprendió a la mayoría de los analistas de la industria.,để lại di chúc,Các nhà đầu tư gây áp lực buộc hội đồng quản trị phải để lại thương vụ mua lại thiếu giá trị chiến lược.,ยกมรดก,นักลงทุนกดดันให้คณะกรรมการยกมรดกข้อตกลงการซื้อกิจการที่ขาดมูลค่าเชิงกลยุทธ์,mewariskan,Investor menekan dewan direksi untuk mewariskan kesepakatan akuisisi yang tidak memiliki nilai strategis.
bicameral,The country's bicameral legislature must approve the budget in both chambers separately.,양원제의,그 나라의 양원제 입법부는 양 원에서 별도로 예산을 승인해야 한다.,二院制の,その国の二院制議会は両院で別々に予算を承認しなければならない。,两院制的,该国的两院制立法机构必须在两院分别批准预算。,"desacoplar, separar",La empresa planea desacoplar sus operaciones minoristas de su negocio de distribución mayorista.,lưỡng viện,Kiểm toán viên đã tìm thấy mô hình lưỡng viện trong các báo cáo chi phí từ quý trước.,สองสภาวการณ์,ผู้ตรวจสอบบัญชีพบรูปแบบสองส่วนในรายงานค่าใช้จ่ายจากไตรมาสที่แล้ว,bikameral,Auditor menemukan pola bikameral dalam laporan pengeluaran kuartal terakhir.
bifurcate,The company decided to bifurcate its operations into domestic and international divisions.,분기하다,회사는 운영을 국내와 해외 사업부로 분리하기로 결정했다.,分岐する,会社は事業を国内部門と国際部門に分岐させることを決定した。,分叉,公司决定将其业务分为国内和国际两个部门。,"decreto, fallo judicial",El tribunal emitió un decreto ordenando a la empresa cesar las prácticas comerciales desleales.,chia đôi,Đại diện của công đoàn yêu cầu ban quản lý tách điều khoản hạn chế ra khỏi hợp đồng.,แยกไปสองทาง,ตัวแทนสหภาพแรงงานเรียกร้องให้ฝ่ายบริหารแยกส่วนข้อกำหนดที่เข้มงวดออกจากสัญญา,bercabang dua,Perwakilan serikat pekerja menuntut manajemen membagi klausul pembatasan dalam kontrak.
bindingly,The arbitration decision is bindingly enforceable under the terms of the original contract.,구속력 있게,중재 결정은 원래 계약 조건에 따라 구속력 있게 집행 가능하다.,拘束力を持って,仲裁決定は原契約の条件に基づき拘束力をもって執行可能である。,有约束力地,仲裁裁决根据原始合同条款具有约束力且可执行。,deducibilidad,La deducibilidad fiscal de los gastos de viaje de negocios depende de la documentación adecuada.,ràng buộc,Quyết định của trọng tài có giá trị ràng buộc thi hành theo các điều khoản của hợp đồng ban đầu.,มีผลผูกพัน,คำตัดสินของอนุญาโตตุลาการมีผลผูกพันภายใต้เงื่อนไขของสัญญาเดิม,secara mengikat,Keputusan arbitrase dapat dilaksanakan secara mengikat berdasarkan ketentuan kontrak awal.
bipartisan,The trade reform bill received bipartisan support from both major political parties.,초당적인,무역 개혁 법안은 양 주요 정당의 초당적 지지를 받았다.,超党派の,貿易改革法案は両主要政党から超党派の支持を受けた。,两党的,贸易改革法案获得了两大主要政党的两党支持。,"escritura, título",La escritura de propiedad fue registrada en la oficina del secretario del condado después del acuerdo.,lưỡng đảng,Dự luật cải cách thương mại nhận được sự ủng hộ của lưỡng đảng từ cả hai đảng chính trị lớn.,ทั้งสองฝ่าย,ร่างกฎหมายปฏิรูปการค้าได้รับการสนับสนุนจากพรรคการเมืองใหญ่ทั้งสองพรรค,bipartisan; dua partai,RUU reformasi perdagangan mendapat dukungan bipartisan dari kedua partai politik besar.
blue chip,Investors often choose blue chip stocks for reliable dividend payments and stability.,우량주,투자자들은 안정적인 배당금 지급과 안정성을 위해 블루칩 주식을 선택한다.,優良株,投資家は安定した配当金の支払いと安定性のためにブルーチップ株を選ぶことが多い。,蓝筹股,投资者通常选择蓝筹股以获得可靠的股息支付和稳定性。,"difamación, calumnia",El ejecutivo presentó una demanda por difamación contra el periódico por el artículo falso.,chip xanh,Các nhà đầu tư thường chọn cổ phiếu blue chip để thanh toán cổ tức đáng tin cậy và ổn định.,บลูชิป,นักลงทุนมักเลือกหุ้นบลูชิปเพื่อการจ่ายเงินปันผลที่เชื่อถือได้และมีเสถียรภาพ,chip biru,Investor sering memilih saham blue chip karena pembayaran dividen yang andal dan stabilitas.
boilerplate,The lawyer reviewed the boilerplate language in the standard service level agreement.,표준 문구,변호사는 표준 서비스 수준 계약의 상용 문구를 검토했다.,定型文,弁護士は標準サービスレベル契約の定型文言を確認した。,样板条款,律师审查了标准服务级别协议中的模板条款。,"moroso, incumplidor",El banco reportó al deudor moroso a las agencias de crédito tras el impago repetido de préstamos.,bản soạn sẵn,Luật sư đã xem xét ngôn ngữ soạn sẵn trong thỏa thuận cấp độ dịch vụ tiêu chuẩn.,สำเร็จรูป,ทนายความได้ตรวจสอบภาษาสำเร็จรูปในข้อตกลงระดับการให้บริการมาตรฐาน,pelat ketel,Pengacara meninjau bahasa standar dalam perjanjian tingkat layanan standar.
bona fide,The buyer must demonstrate bona fide intent to complete the property purchase.,진정한,구매자는 부동산 매입을 완료할 진정한 의도를 입증해야 한다.,真正の,買い手は不動産購入を完了する真正の意図を証明しなければならない。,真正的,买方必须证明完成房产购买的真诚意图。,"aplazamiento, diferimiento",La empresa solicitó un aplazamiento del pago de impuestos trimestral hasta el próximo mes.,thành thật,Người mua phải chứng minh được ý định thực sự của mình để hoàn tất việc mua bất động sản.,โดยสุจริต,ผู้ซื้อจะต้องแสดงเจตนาโดยสุจริตในการซื้ออสังหาริมทรัพย์ให้เสร็จสิ้น,tulen,Pembeli harus menunjukkan niat yang bonafid untuk menyelesaikan pembelian properti.
bottleneck,The supply chain bottleneck delayed product shipments by approximately three to four weeks.,병목현상,공급망 병목 현상이 제품 배송을 약 3~4주 지연시켰다.,ボトルネック,サプライチェーンのボトルネックが製品出荷を約3〜4週間遅らせた。,瓶颈,供应链瓶颈将产品发货延迟了大约三到四周。,"definitivo, concluyente",La junta emitió un acuerdo definitivo para adquirir al competidor por dos mil millones.,nút cổ chai,Nút thắt trong chuỗi cung ứng đã làm trì hoãn việc vận chuyển sản phẩm khoảng ba đến bốn tuần.,คอขวด,คอขวดของห่วงโซ่อุปทานทำให้การจัดส่งผลิตภัณฑ์ล่าช้าไปประมาณสามถึงสี่สัปดาห์,kemacetan,Kemacetan rantai pasokan menunda pengiriman produk sekitar tiga hingga empat minggu.
bounty,The company offered a cash bounty for employees who referred successful new hires.,보상금,회사는 성공적인 신규 채용을 추천한 직원에게 현금 보상을 제공했다.,報奨金,会社は成功した新規採用を紹介した従業員に現金報奨金を提供した。,赏金,公司为推荐成功新员工的员工提供现金奖励。,"degradación, deterioro",La degradación ambiental cerca de la fábrica motivó una investigación gubernamental sobre la empresa.,tiền thưởng,Công ty đã đưa ra một khoản thưởng bằng tiền mặt cho những nhân viên đã giới thiệu được những người mới tuyển dụng thành công.,เงินรางวัล,บริษัทเสนอเงินรางวัลสำหรับพนักงานที่แนะนำพนักงานใหม่ที่ประสบความสำเร็จ,karunia,Perusahaan menawarkan hadiah uang tunai bagi karyawan yang mereferensikan karyawan baru yang berhasil.
breach,A breach of the confidentiality agreement could result in immediate contract termination.,위반,기밀 유지 계약의 위반은 즉각적인 계약 해지를 초래할 수 있다.,違反,機密保持契約の違反は即座の契約終了につながる可能性がある。,违约,违反保密协议可能导致合同立即终止。,delegar,El gerente decidió delegar la tarea de revisión del presupuesto al equipo financiero.,vi phạm,Vi phạm hợp đồng có thể dẫn đến hành động pháp lý.,การละเมิด,การละเมิดสัญญาอาจนำไปสู่การดำเนินคดีทางกฎหมาย,pelanggaran,Pelanggaran kontrak dapat menyebabkan tindakan hukum.
breakeven,The startup expects to reach breakeven within the first two years of operations.,손익분기점,스타트업은 운영 첫 2년 이내에 손익분기점에 도달할 것으로 예상한다.,損益分岐点,スタートアップは運営開始から2年以内に損益分岐点に達すると予想している。,盈亏平衡点,这家初创公司预计在运营头两年内达到盈亏平衡。,"deliberar, reflexionar",El jurado deliberará durante varios días antes de llegar a un veredicto final.,hoà vốn,Công ty khởi nghiệp dự kiến ​​sẽ đạt mức hòa vốn trong vòng hai năm đầu hoạt động.,จุดคุ้มทุน,สตาร์ทอัพคาดว่าจะถึงจุดคุ้มทุนภายในสองปีแรกของการดำเนินงาน,titik impas,Startup ini berharap dapat mencapai titik impas dalam dua tahun pertama operasinya.
brinkmanship,The negotiation involved considerable brinkmanship before both sides finally reached a compromise.,벼랑 끝 전술,협상은 양측이 마침내 타협에 도달하기 전에 상당한 벼랑 끝 전략을 포함했다.,瀬戸際政策,交渉は両者がついに妥協に達する前にかなりの瀬戸際戦略を含んでいた。,边缘政策,谈判涉及大量边缘政策，最终双方才达成妥协。,"desaparición, fallecimiento",La desaparición del minorista antes dominante fue causada por el fracaso en innovar.,sự khéo léo,Cuộc đàm phán đòi hỏi phải có nỗ lực đáng kể trước khi cả hai bên cuối cùng đạt được thỏa hiệp.,ความบ้าระห่ำ,การเจรจาเกี่ยวข้องกับความสิ้นหวังอย่างมาก ก่อนที่ทั้งสองฝ่ายจะบรรลุข้อตกลงประนีประนอมในที่สุด,nyerempet bahaya,Negosiasi tersebut melibatkan banyak rintangan sebelum kedua belah pihak akhirnya mencapai kompromi.
bulwark,Strong intellectual property rights serve as a bulwark against market competition.,방벽,강력한 지적 재산권은 시장 경쟁에 대한 방벽 역할을 한다.,防壁,強力な知的財産権は市場競争に対する防壁として機能する。,堡垒,强有力的知识产权是抵御市场竞争的堡垒。,demográfico,Los cambios en las tendencias demográficas están transformando los patrones de gasto de los consumidores en todos los sectores.,bức tường thành,Điểm yếu cốt lõi của tranh chấp chưa bao giờ được giải quyết thỏa đáng bởi một trong hai bên.,ป้อมปราการ,ป้อมปราการที่เป็นแก่นของข้อพิพาทไม่เคยได้รับการกล่าวถึงอย่างน่าพอใจโดยฝ่ายใดฝ่ายหนึ่ง,benteng,Benteng yang menjadi inti perselisihan tidak pernah ditangani secara memuaskan oleh salah satu pihak.
burdensome,The new compliance requirements are particularly burdensome for smaller financial institutions.,부담스러운,새로운 규정 준수 요구 사항은 소규모 금융 기관에 특히 부담스럽다.,負担の大きい,新しいコンプライアンス要件は小規模金融機関にとって特に負担が大きい。,繁重的,新的合规要求对较小的金融机构来说尤其繁重。,"descenso de categoría, degradación",El gerente recibió una degradación después de que el departamento no cumpliera los objetivos anuales.,nặng nề,Các yêu cầu tuân thủ mới đặc biệt nặng nề đối với các tổ chức tài chính nhỏ hơn.,เป็นภาระ,ข้อกำหนดการปฏิบัติตามกฎระเบียบใหม่ถือเป็นภาระอย่างยิ่งสำหรับสถาบันการเงินขนาดเล็ก,berat,Persyaratan kepatuhan yang baru ini sangat memberatkan bagi lembaga keuangan kecil.
bylaw,The corporate bylaw requires a two-thirds majority vote for any charter amendment.,내규,회사 정관은 정관 수정에 대해 3분의 2 이상의 다수결을 요구한다.,定款,会社の定款は定款修正には3分の2以上の多数決を要求している。,章程,公司章程要求任何章程修正需三分之二多数票通过。,"denunciar, condenar públicamente",Los grupos de defensa del consumidor denunciaron públicamente las prácticas de campaña publicitaria engañosa de la empresa.,điều lệ,Điều lệ công ty quy định quy tắc bầu cử hội đồng quản trị.,ข้อบัญญัติ,ข้อบัญญัติของบริษัทกำหนดกฎการเลือกตั้งคณะกรรมการ,anggaran dasar,Anggaran dasar perusahaan menetapkan aturan pemilihan dewan direksi.
cadre,A small cadre of experienced executives led the company's international expansion efforts.,간부,소규모의 경험 많은 임원 그룹이 회사의 국제 확장 노력을 이끌었다.,幹部,少数の経験豊富な幹部がグループが会社の国際展開を主導した。,骨干,一小批经验丰富的高管领导了公司的国际扩张工作。,"declaración jurada, deposición",El testigo dio una declaración jurada antes de que el juicio comenzara oficialmente en el tribunal.,cán bộ,Cán bộ cố hữu trong đề xuất đã gây khó khăn cho việc đạt được sự chấp thuận theo quy định.,นายทหารฝ่ายเสนาธิการ,กลุ่มเสนาธิการที่มีอยู่ในข้อเสนอทำให้ยากต่อการได้รับการอนุมัติตามกฎระเบียบ,kader,Kader yang melekat dalam proposal tersebut membuat sulit untuk mendapatkan persetujuan peraturan.
calibrate,The finance team needs to calibrate the budget forecast based on new data.,교정하다,재무팀은 새로운 데이터를 기반으로 예산 예측을 보정해야 한다.,校正する,財務チームは新しいデータに基づいて予算予測を調整する必要がある。,校准,财务团队需要根据新数据校准预算预测。,"depredación, saqueo financiero",La depredación financiera causada por el esquema de fraude totalizó más de veinte millones de dólares.,hiệu chuẩn,Thiết bị đo lường cần được hiệu chuẩn hàng năm.,สอบเทียบ,อุปกรณ์วัดต้องได้รับการสอบเทียบทุกปี,mengkalibrasi,Peralatan pengukuran perlu dikalibrasi setiap tahun.
canvass,The sales team will canvass local businesses to identify potential new clients.,의견을 조사하다,영업팀은 잠재적 신규 고객을 발굴하기 위해 지역 사업체를 방문 조사할 것이다.,意見を調査する,営業チームは潜在的な新規顧客を特定するために地元の企業を訪問調査する。,征求意见,销售团队将走访当地企业以发掘潜在新客户。,"dejación, abandono del deber",El funcionario fue destituido por dejación de sus obligaciones en la supervisión del cumplimiento financiero.,cuộc vận động,Đội ngũ bán hàng sẽ thăm dò các doanh nghiệp địa phương để xác định khách hàng mới tiềm năng.,ผืนผ้าใบ,ทีมขายจะสำรวจธุรกิจในท้องถิ่นเพื่อระบุลูกค้าใหม่ที่มีศักยภาพ,kampas,Tim penjualan akan menyelidiki bisnis lokal untuk mengidentifikasi calon klien baru.
capacitate,The training program aims to capacitate employees for senior management roles ahead.,능력을 갖추게 하다,교육 프로그램은 직원들에게 향후 고위 경영직을 수행할 역량을 부여하는 것을 목표로 한다.,能力を持たせる,研修プログラムは従業員に将来の上級管理職の能力を付与することを目指している。,使有能力,培训计划旨在使员工具备担任高级管理职位的能力。,"cesar, detener",El tribunal ordenó a la empresa cesar y desistir de las prácticas de marketing engañosas.,làm cho có năng lực,Chương trình đào tạo nhằm mục đích nâng cao năng lực cho nhân viên cho các vai trò quản lý cấp cao trong tương lai.,ความจุ,โปรแกรมการฝึกอบรมนี้มีจุดมุ่งหมายเพื่อเพิ่มศักยภาพของพนักงานสำหรับบทบาทผู้บริหารระดับสูงในอนาคต,memberi hak,Program pelatihan ini bertujuan untuk memberikan kapasitas kepada karyawan untuk menjalankan peran manajemen senior di masa depan.
capitation,The healthcare plan operates on a capitation basis with fixed per-member payments.,인두세,건강 보험 계획은 회원당 고정 지불 방식의 인두제로 운영된다.,人頭税,医療プランは加入者1人当たりの固定支払いに基づく人頭割方式で運営されている。,人头税,医疗保健计划按人头付费方式运营，每位成员固定付款。,"retención, demanda de posesión",El arrendador presentó una acción de retención para recuperar la posesión de la propiedad comercial.,chú thích,Chương trình chăm sóc sức khỏe hoạt động trên cơ sở định suất với các khoản thanh toán cố định cho mỗi thành viên.,คำบรรยายภาพ,แผนการรักษาพยาบาลดำเนินการตามเกณฑ์ที่กำหนดโดยมีการจ่ายเงินคงที่ต่อสมาชิก,kapitasi,Rencana layanan kesehatan beroperasi berdasarkan kapitasi dengan pembayaran tetap per anggota.
carve-out,The private equity firm negotiated a carve-out of the technology division assets.,분리 매각,사모 펀드 회사는 기술 사업부 자산의 분리를 협상했다.,カーブアウト,プライベートエクイティ企業はテクノロジー部門資産のカーブアウトを交渉した。,分拆,私募股权公司谈判了技术部门资产的分拆。,"determinante, decisivo",El voto de la junta será determinante para decidir la dirección estratégica futura de la empresa.,khắc ra,Công ty cổ phần tư nhân đã đàm phán về việc chia tách tài sản của bộ phận công nghệ.,แกะสลักออก,บริษัทไพรเวทอิควิตี้ได้เจรจาเพื่อแยกสินทรัพย์ในแผนกเทคโนโลยีออก,mengukir,Perusahaan ekuitas swasta menegosiasikan pembagian aset divisi teknologi.
cashflow,Positive cashflow is essential for maintaining daily business operations and paying suppliers.,현금 흐름,양의 현금 흐름은 일상적인 사업 운영과 공급업체 지불을 유지하는 데 필수적이다.,キャッシュフロー,プラスのキャッシュフローは日常の事業運営とサプライヤーへの支払いに不可欠である。,现金流,正现金流对维持日常业务运营和支付供应商至关重要。,elemento disuasorio,Las fuertes multas sirven como elemento disuasorio contra futuras violaciones del cumplimiento normativo.,dòng tiền,Dòng tiền dương là điều cần thiết để duy trì hoạt động kinh doanh hàng ngày và thanh toán cho nhà cung cấp.,กระแสเงินสด,กระแสเงินสดที่เป็นบวกถือเป็นสิ่งสำคัญสำหรับการรักษาการดำเนินธุรกิจในแต่ละวันและการจ่ายเงินให้กับซัพพลายเออร์,arus kas,Arus kas positif sangat penting untuk mempertahankan operasi bisnis sehari-hari dan membayar pemasok.
caucus,The industry caucus met to discuss the implications of proposed regulatory changes.,간부 회의,업계 간부 회의는 제안된 규제 변화의 영향을 논의하기 위해 모였다.,幹部会議,業界幹部会議は提案された規制変更の影響を議論するために会合した。,核心会议,行业核心小组开会讨论拟议监管变化的影响。,"detrimento, perjuicio",La información filtrada causó un detrimento significativo a la posición competitiva de la empresa en el mercado.,họp kín,Cuộc họp kín của ngành đã họp để thảo luận về ý nghĩa của những thay đổi quy định được đề xuất.,พรรคการเมือง,การประชุมกลุ่มอุตสาหกรรมเพื่อหารือเกี่ยวกับผลกระทบของการเปลี่ยนแปลงกฎระเบียบที่เสนอ,kaukus,Kaukus industri bertemu untuk membahas implikasi perubahan peraturan yang diusulkan.
causation,The plaintiff must prove direct causation between the defendant's actions and financial losses.,인과 관계,원고는 피고의 행위와 재정적 손실 간의 직접적 인과 관계를 증명해야 한다.,因果関係,原告は被告の行為と経済的損失の間の直接的な因果関係を証明しなければならない。,因果关系,原告必须证明被告行为与经济损失之间的直接因果关系。,"desviarse, apartarse",Los empleados no deben desviarse de los procedimientos operativos estándar aprobados sin autorización.,nhân quả,Nguyên đơn phải chứng minh được mối quan hệ nhân quả trực tiếp giữa hành động của bị đơn và tổn thất tài chính.,สาเหตุ,โจทก์จะต้องพิสูจน์สาเหตุโดยตรงระหว่างการกระทำของจำเลยกับการสูญเสียทางการเงิน,hal menyebabkan,Penggugat harus membuktikan hubungan sebab akibat langsung antara perbuatan tergugat dengan kerugian finansial.
caveat,The investment prospectus includes a caveat about potential risks in emerging markets.,경고,투자 설명서에는 신흥 시장의 잠재적 위험에 대한 경고가 포함되어 있다.,警告,投資目論見書には新興市場の潜在的リスクに関する注意書きが含まれている。,警告,投资说明书包含关于新兴市场潜在风险的警告。,"delegar, transferir",Las responsabilidades de gestión cotidiana se delegarán a los directores regionales el próximo trimestre.,báo trước,Các nhà đầu tư mạo hiểm cho rằng sự cảnh báo là yếu tố then chốt trong quyết định đầu tư của họ.,ข้อแม้,นายทุนร่วมทุนอ้างว่าข้อแม้นี้เป็นปัจจัยสำคัญในการตัดสินใจลงทุนของพวกเขา,peringatan,Para pemodal ventura menyebut peringatan tersebut sebagai faktor kunci dalam keputusan investasi mereka.
cession,The cession of territorial rights was a key condition of the peace treaty.,양도,영토권 양도는 평화 조약의 핵심 조건이었다.,割譲,領土権の譲渡は平和条約の重要な条件であった。,割让,领土权的割让是和平条约的关键条件。,"dicotomía, división",Existe una clara dicotomía entre los valores declarados de la empresa y sus prácticas reales.,nhượng lại,Việc nhượng lại quyền lãnh thổ là điều kiện then chốt của hiệp ước hòa bình.,เซสชั่น,การสิ้นสุดสิทธิในอาณาเขตถือเป็นเงื่อนไขสำคัญของสนธิสัญญาสันติภาพ,penyerahan,Penyerahan hak teritorial adalah syarat utama perjanjian damai.
