english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
cogitate,Analysts recommended that the firm cogitate its conservative stance on expansion.,숙고하다,분석가들은 회사가 확장에 대한 보수적 입장을 숙고하도록 권고했다.,熟考する,アナリストは同社が拡大に対する保守的な姿勢を熟考するよう勧告した。,深思,分析师建议公司深思其在扩张方面的保守立场。,"reflexionar, meditar",Los analistas recomendaron que la empresa reflexione sobre su postura conservadora en materia de expansión.,suy nghĩ,Các nhà phân tích khuyến nghị công ty nên cân nhắc lập trường thận trọng của mình trong việc mở rộng.,คิด,นักวิเคราะห์แนะนำว่าบริษัทควรคำนึงถึงจุดยืนอนุรักษ์นิยมในการขยายธุรกิจ,merenung,Analis merekomendasikan agar perusahaan mempertimbangkan sikap konservatifnya terhadap ekspansi.
collateral,Her collateral leadership style earned widespread recognition throughout the entire organization.,부수적인,그녀의 부수적인 리더십 스타일은 조직 전체에서 널리 인정받았다.,付随的な,彼女の付随的なリーダーシップスタイルは組織全体で広く認められた。,附带的,她附带的领导风格在整个组织中赢得了广泛认可。,"colateral, adicional",Su colateral estilo de liderazgo ganó amplio reconocimiento en toda la organización.,tài sản thế chấp,Phong cách lãnh đạo phụ của cô đã nhận được sự công nhận rộng rãi trong toàn bộ tổ chức.,หลักประกัน,รูปแบบความเป็นผู้นำที่เป็นหลักประกันของเธอได้รับการยอมรับอย่างกว้างขวางทั่วทั้งองค์กร,jaminan,Gaya kepemimpinan jaminannya mendapat pengakuan luas di seluruh organisasi.
collusion,The collusion described in the whistleblower complaint prompted a full-scale internal investigation.,공모,내부 고발자 불만에 기술된 공모이(가) 전면적인 내부 조사를 촉발했다.,共謀,内部告発者の苦情に記載された共謀が全面的な社内調査を促した。,勾结,举报投诉中描述的勾结引发了全面的内部调查。,"colusión, confabulación",La colusión descrita en la denuncia del denunciante desencadenó una investigación interna a gran escala.,sự thông đồng,Sự thông đồng được mô tả trong đơn khiếu nại của người tố cáo đã thúc đẩy một cuộc điều tra nội bộ toàn diện.,การสมรู้ร่วมคิด,การสมรู้ร่วมคิดที่อธิบายไว้ในคำร้องเรียนของผู้แจ้งเบาะแสทำให้เกิดการสอบสวนภายในอย่างเต็มรูปแบบ,kolusi,Kolusi yang dijelaskan dalam pengaduan pelapor mendorong dilakukannya penyelidikan internal skala penuh.
commensurate,International observers attributed the trade imbalance to the commensurate of outdated regulatory policies.,비례하는,국제 관측자들은 무역 불균형을 구시대적 규제 정책의 비례하는에 기인한다고 보았다.,相応の,国際的な観察者は貿易不均衡を時代遅れの規制政策の相応のに帰した。,相称的,国际观察人士将贸易失衡归因于过时监管政策所带来的相称的。,"proporcional, equivalente",Los observadores internacionales atribuyeron el desequilibrio comercial a lo proporcional de las políticas regulatorias obsoletas.,tương xứng,Các nhà quan sát quốc tế cho rằng sự mất cân bằng thương mại là do các chính sách quản lý lỗi thời tương ứng.,สมส่วน,ผู้สังเกตการณ์ระหว่างประเทศถือว่าความไม่สมดุลทางการค้าเป็นผลมาจากนโยบายการกำกับดูแลที่ล้าสมัย,sepadan,Pengamat internasional mengaitkan ketidakseimbangan perdagangan ini dengan kebijakan peraturan yang sudah ketinggalan zaman.
commingle,Corporate governance standards require all officers to commingle conflicts of interest promptly.,혼합하다,기업 지배구조 기준은 모든 임원이 이해 충돌을 신속히 혼합하도록 요구한다.,混合する,コーポレートガバナンス基準はすべての役員に利益相反を速やかに混合するよう求めている。,混合,公司治理标准要求所有高管及时混合利益冲突。,"mezclar, combinar",Las normas de gobierno corporativo exigen que todos los directivos mezclen los conflictos de interés con prontitud.,trộn lẫn vào nhau,Các tiêu chuẩn quản trị doanh nghiệp yêu cầu tất cả các cán bộ phải nhanh chóng giải quyết các xung đột lợi ích.,ปะปนกัน,มาตรฐานการกำกับดูแลกิจการกำหนดให้เจ้าหน้าที่ทุกคนต้องจัดการกับความขัดแย้งทางผลประโยชน์โดยทันที,berbaur,Standar tata kelola perusahaan mengharuskan semua pejabat untuk segera mengatasi konflik kepentingan.
commodious,The commodious report highlighted several previously overlooked risks in the supply chain.,넓은,넓은 보고서는 공급망에서 이전에 간과된 여러 위험을 강조했다.,広々とした,広々とした報告書はサプライチェーンで以前見落とされていた複数のリスクを浮き彫りにした。,宽敞的,宽敞的报告揭示了供应链中此前被忽视的多项风险。,"espacioso, amplio",El espacioso informe destacó varios riesgos previamente pasados por alto en la cadena de suministro.,rộng rãi,Báo cáo nổi bật nêu bật một số rủi ro trước đây bị bỏ qua trong chuỗi cung ứng.,สินค้าโภคภัณฑ์,รายงานฉบับดังกล่าวเน้นย้ำถึงความเสี่ยงหลายประการที่เคยถูกมองข้ามในห่วงโซ่อุปทาน,luas,Laporan besar ini menyoroti beberapa risiko yang sebelumnya diabaikan dalam rantai pasokan.
compendious,The compendious feedback from clients prompted an immediate overhaul of customer service protocols.,간결한,고객의 간결한 피드백이 고객 서비스 프로토콜의 즉각적인 개편을 촉발했다.,簡潔な,顧客からの簡潔なフィードバックが顧客サービスプロトコルの即時改革を促した。,简明的,客户简明的反馈促使企业立即全面改革客户服务流程。,"compendioso, conciso",La compendíosa retroalimentación de los clientes impulsó una revisión inmediata de los protocolos de servicio al cliente.,bổ ích,Những phản hồi sâu sắc từ khách hàng đã thúc đẩy việc cải tổ ngay lập tức các quy trình dịch vụ khách hàng.,น่ายกย่อง,ผลตอบรับอันล้นหลามจากลูกค้าทำให้เกิดการยกเครื่องโปรโตคอลการบริการลูกค้าทันที,ringkas,Umpan balik yang bermanfaat dari klien mendorong perombakan segera protokol layanan pelanggan.
complaisant,A complaisant perspective on global trade was essential for navigating the tariff dispute.,상냥한,관세 분쟁을 해결하기 위해서는 글로벌 무역에 대한 상냥한 관점이 필수적이었다.,愛想の良い,関税紛争に対処するには、国際貿易に関する愛想の良い視点が不可欠だった。,殷勤的,要解决关税争端，对全球贸易的殷勤的视角必不可少。,"complaciente, servicial",Una perspectiva complaciente sobre el comercio global era esencial para navegar la disputa arancelaria.,dễ dãi,Một quan điểm hài hòa về thương mại toàn cầu là điều cần thiết để giải quyết tranh chấp thuế quan.,ผู้ร้องเรียน,มุมมองที่ยินยอมต่อการค้าโลกถือเป็นสิ่งสำคัญในการพิจารณาข้อพิพาทด้านภาษี,ramah,Perspektif yang baik terhadap perdagangan global sangat penting untuk mengatasi perselisihan tarif.
complement,Corporate governance standards require all officers to complement conflicts of interest promptly.,보완하다,기업 지배구조 기준은 모든 임원이 이해 충돌을 신속히 보완하도록 요구한다.,補完する,コーポレートガバナンス基準はすべての役員に利益相反を速やかに補完するよう求めている。,补充,公司治理标准要求所有高管及时补充利益冲突。,"complementar, completar",Las normas de gobierno corporativo exigen que todos los directivos complementen los conflictos de interés con prontitud.,bổ sung,Các tiêu chuẩn quản trị doanh nghiệp yêu cầu tất cả các cán bộ phải giải quyết kịp thời các xung đột lợi ích.,เสริม,มาตรฐานการกำกับดูแลกิจการกำหนดให้เจ้าหน้าที่ทุกคนต้องเสริมความขัดแย้งทางผลประโยชน์โดยทันที,pelengkap,Standar tata kelola perusahaan mengharuskan semua pejabat untuk segera melengkapi konflik kepentingan.
compliant,A compliant outlook on economic recovery shaped the investment committee's portfolio allocation decisions.,순종하는,경제 회복에 대한 순종하는 전망이 투자 위원회의 포트폴리오 배분 결정을 형성했다.,従順な,景気回復に対する従順な見通しが投資委員会のポートフォリオ配分決定を形作った。,顺从的,对经济复苏顺从的展望影响了投资委员会的投资组合配置决策。,"conforme, obediente",Una perspectiva conforme sobre la recuperación económica moldeó las decisiones de asignación de cartera del comité de inversiones.,tuân thủ,Triển vọng phù hợp về phục hồi kinh tế đã định hình các quyết định phân bổ danh mục đầu tư của ủy ban đầu tư.,เป็นไปตามข้อกำหนด,แนวโน้มที่สอดคล้องกับการฟื้นตัวของเศรษฐกิจส่งผลต่อการตัดสินใจจัดสรรพอร์ตโฟลิโอของคณะกรรมการการลงทุน,patuh,Prospek pemulihan ekonomi yang sesuai akan membentuk keputusan alokasi portofolio komite investasi.
concatenate,Supply chain disruptions compelled the logistics team to concatenate existing distribution agreements.,연결하다,공급망 차질로 인해 물류 팀은 기존 유통 계약을 연결하도록 강요받았다.,連結する,サプライチェーンの混乱により、物流チームは既存の流通契約を連結することを余儀なくされた。,串联,供应链中断迫使物流团队串联现有分销协议。,"concatenar, encadenar",Las interrupciones en la cadena de suministro obligaron al equipo de logística a concatenar los acuerdos de distribución existentes.,nối tiếp,Sự gián đoạn của chuỗi cung ứng đã buộc nhóm hậu cần phải nối lại các thỏa thuận phân phối hiện có.,เชื่อมต่อกัน,การหยุดชะงักของห่วงโซ่อุปทานทำให้ทีมโลจิสติกส์ต้องเชื่อมข้อตกลงการจัดจำหน่ายที่มีอยู่เข้าด้วยกัน,menggabungkan,Gangguan rantai pasokan memaksa tim logistik untuk menggabungkan perjanjian distribusi yang sudah ada.
conciliatory,Board members expressed conciliatory reservations about expanding into the untested Southeast Asian market.,화해의,이사회 구성원들은 미개척 동남아 시장 진출에 대해 화해의 유보를 표명했다.,和解の,取締役会メンバーは未開拓の東南アジア市場への進出に和解の留保を表明した。,调和的,董事会成员对进军尚未开发的东南亚市场表达了调和的保留意见。,"conciliador, apaciguador",Los miembros de la junta expresaron conciliadoras reservas sobre la expansión al mercado del sudeste asiático aún inexplorado.,hòa giải,Các thành viên hội đồng quản trị bày tỏ sự dè dặt mang tính hòa giải về việc mở rộng sang thị trường Đông Nam Á chưa được thử nghiệm.,ประนีประนอม,สมาชิกคณะกรรมการแสดงความเห็นประนีประนอมเกี่ยวกับการขยายเข้าสู่ตลาดเอเชียตะวันออกเฉียงใต้ที่ยังไม่ผ่านการทดสอบ,bersifat mendamaikan,Anggota dewan menyatakan keberatannya untuk berekspansi ke pasar Asia Tenggara yang belum teruji.
concomitant,The concomitant changes to compensation packages attracted top talent from competing organizations.,수반하는,보상 패키지에 대한 수반하는 변경이 경쟁 조직에서 최고의 인재를 유치했다.,付随する,報酬パッケージの付随するな変更が競合組織からトップタレントを引き付けた。,伴随的,薪酬方案的伴随的变化吸引了来自竞争对手组织的顶尖人才。,"concomitante, simultáneo",Los concomitantes cambios en los paquetes de compensación atrajeron talento destacado de organizaciones competidoras.,đồng thời,Những thay đổi đồng thời về các gói lương thưởng đã thu hút được những nhân tài hàng đầu từ các tổ chức cạnh tranh.,ร่วมกัน,การเปลี่ยนแปลงแพ็คเกจค่าตอบแทนไปพร้อมๆ กันดึงดูดผู้มีความสามารถระดับสูงจากองค์กรคู่แข่ง,bersamaan,Perubahan yang terjadi pada paket kompensasi menarik talenta terbaik dari organisasi pesaing.
concur,It became necessary to concur the partnership agreement due to irreconcilable differences.,동의하다,화해할 수 없는 차이로 인해 파트너십 계약을 동의하는 것이 필요해졌다.,同意する,和解不能な相違により、パートナーシップ契約を同意する必要が生じた。,同意,由于不可调和的分歧，有必要同意合作协议。,"concordar, estar de acuerdo",Resultó necesario concordar el acuerdo de asociación debido a diferencias irreconciliables.,đồng tình,Việc thống nhất thỏa thuận hợp tác trở nên cần thiết do những khác biệt không thể hòa giải.,เห็นด้วย,มีความจำเป็นที่จะต้องเห็นพ้องกับข้อตกลงความร่วมมือเนื่องจากความแตกต่างที่เข้ากันไม่ได้,setuju,Perjanjian kemitraan menjadi perlu karena adanya perbedaan yang tidak dapat didamaikan.
condone,Union representatives demanded that management condone the restrictive clause from the contract.,묵인하다,노조 대표들은 경영진이 계약에서 제한 조항을 묵인하도록 요구했다.,黙認する,労組代表は経営陣に対し、契約から制限条項を黙認するよう要求した。,宽恕,工会代表要求管理层从合同中宽恕限制性条款。,"condonar, tolerar",Los representantes sindicales exigieron que la dirección condone la cláusula restrictiva del contrato.,chia buồn,Đại diện công đoàn yêu cầu ban quản lý bỏ qua điều khoản hạn chế trong hợp đồng.,ให้อภัย,ตัวแทนสหภาพเรียกร้องให้ฝ่ายบริหารเอาผิดข้อ จำกัด จากสัญญา,memaafkan,Perwakilan serikat pekerja menuntut manajemen memaafkan klausul pembatasan dalam kontrak.
confiscate,Training programs were redesigned to confiscate skill gaps identified in the workforce assessment.,몰수하다,교육 프로그램은 인력 평가에서 확인된 기술 격차를 몰수하도록 재설계되었다.,没収する,研修プログラムは人材評価で特定されたスキルギャップを没収するために再設計された。,没收,培训计划被重新设计以没收劳动力评估中发现的技能差距。,"confiscar, incautar",Los programas de capacitación fueron rediseñados para confiscar las brechas de habilidades identificadas en la evaluación de la fuerza laboral.,tịch thu,Các chương trình đào tạo đã được thiết kế lại để thu hẹp khoảng cách kỹ năng được xác định trong đánh giá lực lượng lao động.,ริบ,โปรแกรมการฝึกอบรมได้รับการออกแบบใหม่เพื่อยึดช่องว่างด้านทักษะที่ระบุในการประเมินกำลังคน,menyita,Program pelatihan dirancang ulang untuk menghilangkan kesenjangan keterampilan yang diidentifikasi dalam penilaian tenaga kerja.
conflate,Legal counsel advised the corporation to conflate all non-compliant contractual terms.,합치다,법률 고문은 기업에 모든 비준수 계약 조건을 합치도록 조언했다.,合わせる,法律顧問は企業に対し、すべての不適合な契約条件を合わせるよう助言した。,合并,法律顾问建议公司合并所有不合规的合同条款。,"fusionar, combinar",El asesor jurídico aconsejó a la empresa fusionar todos los términos contractuales no conformes.,kết hợp lại,Cố vấn pháp lý khuyên công ty nên tổng hợp tất cả các điều khoản hợp đồng không tuân thủ.,รวมกัน,ที่ปรึกษากฎหมายแนะนำให้บริษัทรวมข้อกำหนดในสัญญาที่ไม่เป็นไปตามข้อกำหนดทั้งหมดเข้าด้วยกัน,menggabungkan,Penasihat hukum menyarankan perusahaan untuk menggabungkan semua persyaratan kontrak yang tidak patuh.
confluence,Observers noted the confluence in the chairman's speech at the annual shareholders' meeting.,합류,관찰자들은 연례 주주총회 의장 연설에서의 합류에 주목했다.,合流,観察者は年次株主総会での議長スピーチにおける合流に注目した。,汇合,观察者注意到了年度股东大会上主席致辞中的汇合。,"confluencia, convergencia",Los observadores notaron la confluencia en el discurso del presidente en la reunión anual de accionistas.,hợp lưu,Các nhà quan sát ghi nhận sự hợp lưu trong bài phát biểu của chủ tịch tại cuộc họp cổ đông thường niên.,จุดบรรจบกัน,ผู้สังเกตการณ์ตั้งข้อสังเกตถึงการบรรจบกันในสุนทรพจน์ของประธานในการประชุมผู้ถือหุ้นประจำปี,pertemuan,Para pengamat mencatat pertemuan tersebut dalam pidato ketua pada rapat pemegang saham tahunan.
confute,Corporate governance standards require all officers to confute conflicts of interest promptly.,논파하다,기업 지배구조 기준은 모든 임원이 이해 충돌을 신속히 논파하도록 요구한다.,論破する,コーポレートガバナンス基準はすべての役員に利益相反を速やかに論破するよう求めている。,驳斥,公司治理标准要求所有高管及时驳斥利益冲突。,"refutar, rebatir argumentos",Las normas de gobierno corporativo exigen que todos los directivos refuten los conflictos de interés con prontitud.,bác bỏ,Các tiêu chuẩn quản trị doanh nghiệp yêu cầu tất cả các cán bộ phải nhanh chóng giải quyết các xung đột lợi ích.,สับสน,มาตรฐานการกำกับดูแลกิจการกำหนดให้เจ้าหน้าที่ทุกคนต้องโต้แย้งความขัดแย้งทางผลประโยชน์โดยทันที,membantah,Standar tata kelola perusahaan mengharuskan semua pejabat untuk segera membantah konflik kepentingan.
connoisseur,Recognizing the connoisseur behind the decision helped stakeholders understand the strategic rationale.,감정가,결정 이면의 감정가을(를) 이해하는 것이 이해관계자들에게 전략적 근거를 파악하는 데 도움이 되었다.,鑑定家,決定の背後にある鑑定家を理解することが利害関係者に戦略的根拠の把握を助けた。,鉴赏家,理解决策背后的鉴赏家帮助利益相关者把握了战略依据。,"conocedor, experto en arte o gastronomía",El connoisseur de arte analizó cada obra en detalle antes de hacer su recomendación de compra.,người sành sỏi,Việc nhận ra người am hiểu đằng sau quyết định đã giúp các bên liên quan hiểu được cơ sở chiến lược.,นักเลง,การรับรู้ถึงผู้รอบรู้ที่อยู่เบื้องหลังการตัดสินใจช่วยให้ผู้มีส่วนได้ส่วนเสียเข้าใจเหตุผลเชิงกลยุทธ์,ahli,Mengenali ahli di balik keputusan tersebut membantu para pemangku kepentingan memahami alasan strategisnya.
conscientious,The conscientious findings of the internal investigation were presented to the ethics committee.,양심적인,내부 조사의 양심적인 결과가 윤리위원회에 보고되었다.,良心的な,内部調査の良心的な結果が倫理委員会に提示された。,认真的,内部调查的认真的结果被提交给了道德委员会。,"concienzudo, meticuloso",El empleado concienzudo revisó cada contrato tres veces antes de presentarlo al cliente.,tận tâm,Những phát hiện tận tâm của cuộc điều tra nội bộ đã được trình bày trước ủy ban đạo đức.,มีมโนธรรม,ผลการตรวจสอบภายในถูกนำเสนอต่อคณะกรรมการจริยธรรม,teliti,Temuan teliti dari penyelidikan internal dipresentasikan kepada komite etika.
consecration,The board acknowledged the consecration but disagreed on the appropriate course of corrective action.,봉헌,이사회는 봉헌을(를) 인정하면서도 적절한 시정 조치에 대해서는 의견이 일치하지 않았다.,奉献,取締役会は奉献を認めたが、適切な是正措置については意見が分かれた。,奉献,董事会承认了奉献但对适当的纠正措施存在分歧。,"consagración, dedicación solemne",La consagración del nuevo edificio corporativo fue celebrada con una ceremonia formal ante todos los empleados.,thánh hiến,Hội đồng thừa nhận việc thánh hiến nhưng không đồng ý về hành động khắc phục thích hợp.,การถวาย,คณะกรรมการรับทราบการอุทิศแต่ไม่เห็นด้วยกับแนวทางการแก้ไขที่เหมาะสม,konsekrasi,Dewan mengakui konsekrasi tersebut tetapi tidak setuju dengan tindakan perbaikan yang tepat.
consonant,A consonant perspective on global trade was essential for navigating the tariff dispute.,일치하는,관세 분쟁을 해결하기 위해서는 글로벌 무역에 대한 일치하는 관점이 필수적이었다.,一致する,関税紛争に対処するには、国際貿易に関する一致するな視点が不可欠だった。,一致的,要解决关税争端，对全球贸易的一致的视角必不可少。,"consonante, en armonía con",La nueva política de empresa es consonante con los valores fundamentales establecidos por los fundadores.,phụ âm,Một quan điểm phù hợp về thương mại toàn cầu là điều cần thiết để giải quyết tranh chấp thuế quan.,พยัญชนะ,มุมมองที่สอดคล้องกันเกี่ยวกับการค้าโลกถือเป็นสิ่งสำคัญในการพิจารณาข้อพิพาทด้านภาษี,konsonan,Perspektif yang selaras mengenai perdagangan global sangat penting untuk mengatasi perselisihan tarif.
conspire,Strategic planners aim to conspire competitive disadvantages through technology investment.,공모하다,전략 기획자들은 기술 투자를 통해 경쟁 열위를 공모하기로 목표한다.,共謀する,戦略プランナーはテクノロジー投資を通じて競争上の不利を共謀することを目指す。,密谋,战略规划者旨在通过技术投资密谋竞争劣势。,"conspirar, tramar en secreto",Los ejecutivos de la competencia se reunieron en secreto para conspirar contra la empresa líder del mercado.,âm mưu,Các nhà hoạch định chiến lược nhằm mục đích tạo ra những bất lợi cạnh tranh thông qua đầu tư công nghệ.,สมรู้ร่วมคิด,นักวางแผนเชิงกลยุทธ์มุ่งหวังที่จะสมคบคิดให้เกิดความเสียเปรียบทางการแข่งขันผ่านการลงทุนด้านเทคโนโลยี,bersekongkol,Perencana strategis bertujuan untuk merencanakan kerugian kompetitif melalui investasi teknologi.
contentious,The contentious regulations governing international trade posed challenges for small export businesses.,논쟁적인,국제 무역을 규율하는 논쟁적인 규정이 소규모 수출 기업에 어려움을 초래했다.,論争の,国際貿易を規制する論争の規制が小規模輸出企業に課題を突きつけた。,有争议的,规范国际贸易的有争议的法规给小型出口企业带来了挑战。,"contencioso, polémico, que provoca disputas",El tema de los aumentos salariales resultó ser un asunto contencioso durante las negociaciones sindicales.,gây tranh cãi,Các quy định gây tranh cãi về thương mại quốc tế đặt ra thách thức cho các doanh nghiệp xuất khẩu nhỏ.,เป็นที่ถกเถียงกัน,กฎระเบียบที่ถกเถียงกันเกี่ยวกับการค้าระหว่างประเทศก่อให้เกิดความท้าทายสำหรับธุรกิจส่งออกขนาดเล็ก,kontroversial,Peraturan kontroversial yang mengatur perdagangan internasional menimbulkan tantangan bagi usaha ekspor kecil.
contingent,The contingent regulations governing international trade posed challenges for small export businesses.,우발적인,국제 무역을 규율하는 우발적인 규정이 소규모 수출 기업에 어려움을 초래했다.,偶発的な,国際貿易を規制する偶発的な規制が小規模輸出企業に課題を突きつけた。,偶然的,规范国际贸易的偶然的法规给小型出口企业带来了挑战。,"contingente, condicionado a circunstancias",El acuerdo de adquisición era contingente a la aprobación regulatoria de tres organismos federales.,đội ngũ,Các quy định ngẫu nhiên điều chỉnh thương mại quốc tế đặt ra thách thức cho các doanh nghiệp xuất khẩu nhỏ.,เกิดขึ้นโดยบังเอิญ,กฎระเบียบที่อาจเกิดขึ้นซึ่งควบคุมการค้าระหว่างประเทศก่อให้เกิดความท้าทายสำหรับธุรกิจส่งออกขนาดเล็ก,kontingen,Peraturan kontingen yang mengatur perdagangan internasional menimbulkan tantangan bagi usaha ekspor kecil.
contravene,The board voted to contravene the outdated policy before the fiscal year ends.,위반하다,이사회는 회계연도가 끝나기 전에 구시대적 정책을 위반하기로 결의했다.,違反する,取締役会は会計年度末までに時代遅れの方針を違反することを決議した。,违反,董事会投票决定在财年结束前违反过时的政策。,"contravenir, actuar en contra de",La nueva política de privacidad parecía contravenir las regulaciones de protección de datos vigentes.,trái ngược,Hội đồng đã bỏ phiếu đi ngược lại chính sách lỗi thời trước khi năm tài chính kết thúc.,ฝ่าฝืน,คณะกรรมการลงมติให้ฝ่าฝืนนโยบายที่ล้าสมัยก่อนสิ้นปีบัญชี,bertentangan,Dewan memilih untuk melanggar kebijakan lama sebelum tahun fiskal berakhir.
contumacious,The contumacious atmosphere at the summit facilitated productive dialogue among competing firms.,반항적인,정상회담의 반항적인 분위기는 경쟁 기업 간의 생산적인 대화를 촉진했다.,反抗的な,サミットの反抗的な雰囲気が競合企業間の生産的な対話を促進した。,顽抗的,峰会上顽抗的氛围促进了竞争企业间的建设性对话。,"contumaz, desobediente, rebelde",El directivo contumaz se negó repetidamente a cumplir las directrices del consejo de administración.,truyền nhiễm,Bầu không khí dễ lây lan tại hội nghị thượng đỉnh đã tạo điều kiện cho cuộc đối thoại hiệu quả giữa các công ty cạnh tranh.,น่ารังเกียจ,บรรยากาศที่น่ารังเกียจที่การประชุมสุดยอดเอื้อให้เกิดการเจรจาที่มีประสิทธิภาพระหว่างบริษัทคู่แข่ง,menular,Suasana yang tidak bersahabat pada pertemuan puncak tersebut memfasilitasi dialog produktif di antara perusahaan-perusahaan yang bersaing.
convalescent,His convalescent demeanor during presentations made complex financial data accessible to everyone.,회복기의,프레젠테이션에서의 그의 회복기의 태도는 복잡한 재무 데이터를 모두에게 이해하기 쉽게 만들었다.,回復期の,プレゼンテーションでの彼の回復期の態度は複雑な財務データを誰にでも理解しやすくした。,恢复期的,他在演示中恢复期的态度使复杂的财务数据变得通俗易懂。,"convaleciente, en proceso de recuperación",El ejecutivo convaleciente dirigió las reuniones de estrategia desde su domicilio durante su recuperación.,dưỡng bệnh,Phong thái hồi phục của ông trong các buổi thuyết trình đã giúp mọi người có thể tiếp cận được những dữ liệu tài chính phức tạp.,พักฟื้น,ท่าทางการพักฟื้นของเขาในระหว่างการนำเสนอทำให้ทุกคนสามารถเข้าถึงข้อมูลทางการเงินที่ซับซ้อนได้,sembuh,Sikapnya yang penuh pemulihan selama presentasi membuat data keuangan yang kompleks dapat diakses oleh semua orang.
convene,The committee urged stakeholders to convene the controversial measure without delay.,소집하다,위원회는 이해관계자들에게 논쟁적인 조치를 지체 없이 소집하도록 촉구했다.,招集する,委員会は利害関係者に対し、争議のある措置を遅滞なく招集するよう促した。,召集,委员会敦促利益相关者毫不拖延地召集有争议的措施。,"convocar, reunir formalmente",La presidenta convocó a todos los directores regionales para debatir la nueva estrategia de expansión.,triệu tập,Ủy ban kêu gọi các bên liên quan triệu tập biện pháp gây tranh cãi ngay lập tức.,ประชุม,คณะกรรมการเรียกร้องให้ผู้มีส่วนได้ส่วนเสียเรียกประชุมมาตรการข้อขัดแย้งโดยไม่ชักช้า,berkumpul,Komite mendesak para pemangku kepentingan untuk segera mengadakan tindakan kontroversial tersebut.
converge,The project manager decided to converge the original timeline and adopt a phased approach.,수렴하다,프로젝트 관리자는 원래 일정을 수렴하기로 단계적 접근 방식을 채택했다.,収束する,プロジェクトマネージャーは元のスケジュールを収束することにし、段階的アプローチを採用した。,汇聚,项目经理决定汇聚原定时间表并采用分阶段方法。,"converger, dirigirse hacia un punto común",Los esfuerzos de todos los departamentos comenzaron a converger en un plan de acción cohesionado.,hội tụ,Người quản lý dự án quyết định hội tụ dòng thời gian ban đầu và áp dụng cách tiếp cận theo từng giai đoạn.,มาบรรจบกัน,ผู้จัดการโครงการตัดสินใจที่จะรวมไทม์ไลน์เดิมและปรับใช้แนวทางแบบเป็นขั้นตอน,berkumpul,Manajer proyek memutuskan untuk menyatukan garis waktu awal dan mengadopsi pendekatan bertahap.
convivial,Market analysts described the quarterly results as convivial and worthy of further scrutiny.,쾌활한,시장 분석가들은 분기 실적을 쾌활한 것으로 묘사하며 추가 조사가 필요하다고 했다.,快活な,市場アナリストは四半期業績を快活なものと評し、更なる精査が必要だとした。,欢乐的,市场分析师将季度业绩描述为欢乐的并值得进一步审视。,"jovial, sociable, que disfruta de la compañía",El gerente convivial creó un ambiente de trabajo colaborativo que elevó la moral del equipo.,vui vẻ,Các nhà phân tích thị trường mô tả kết quả hàng quý là khả quan và đáng được xem xét kỹ lưỡng hơn.,สนุกสนาน,นักวิเคราะห์ตลาดอธิบายว่าผลประกอบการรายไตรมาสเป็นเรื่องที่สนุกสนานและควรค่าแก่การพิจารณาเพิ่มเติม,ramah,Analis pasar menggambarkan hasil kuartalan ini sebagai hal yang ramah dan layak untuk dicermati lebih lanjut.
cornucopia,The cornucopia between marketing and engineering departments hindered the product development timeline.,풍요,마케팅과 엔지니어링 부서 간의 풍요이(가) 제품 개발 일정을 지연시켰다.,豊穣,マーケティングとエンジニアリング部門間の豊穣が製品開発スケジュールを遅延させた。,丰饶,营销和工程部门之间的丰饶阻碍了产品开发进度。,"cuerno de la abundancia, gran cantidad",La feria comercial presentó una cornucopia de innovaciones tecnológicas para el sector empresarial.,dồi dào,Sự dồi dào giữa các bộ phận tiếp thị và kỹ thuật đã cản trở tiến trình phát triển sản phẩm.,ความอุดมสมบูรณ์,ความอุดมสมบูรณ์ระหว่างฝ่ายการตลาดและฝ่ายวิศวกรรมเป็นอุปสรรคต่อลำดับเวลาการพัฒนาผลิตภัณฑ์,tumpah ruah,Banyaknya departemen pemasaran dan teknik menghambat jadwal pengembangan produk.
corporeal,Stakeholders demanded a corporeal explanation for the unexpected decline in profit margins.,육체의,이해관계자들은 이익 마진의 예상치 못한 하락에 대한 육체의 설명을 요구했다.,肉体の,ステークホルダーは利益率の予期せぬ低下に対する肉体の説明を求めた。,肉体的,利益相关者要求对利润率意外下降做出肉体的解释。,"corpóreo, material, tangible",El abogado argumentó que los activos corpóreos de la empresa excedían considerablemente sus pasivos documentados.,hữu hình,Các bên liên quan yêu cầu một lời giải thích cụ thể cho sự sụt giảm bất ngờ về tỷ suất lợi nhuận.,ร่างกาย,ผู้มีส่วนได้ส่วนเสียต้องการคำอธิบายทางกายภาพเกี่ยวกับอัตรากำไรที่ลดลงอย่างไม่คาดคิด,jasmani,Para pemangku kepentingan menuntut penjelasan nyata atas penurunan margin keuntungan yang tidak terduga.
