english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
hamper,Budget cuts hamper scientific progress.,방해하다,예산 삭감이 과학적 진보를 방해한다.,妨げる,予算削減が科学の進歩を妨げる。,阻碍,预算削减阻碍了科学进步。,obstaculizar,Los recortes presupuestarios obstaculizan el progreso científico.,cản trở,Cắt giảm ngân sách cản trở tiến bộ khoa học.,ขัดขวาง,การตัดงบประมาณขัดขวางความก้าวหน้าทางวิทยาศาสตร์,menghambat,Pemotongan anggaran menghambat kemajuan ilmiah.
hazard,Air pollution is a serious health hazard.,위험,대기 오염은 심각한 건강 위험이다.,危険,大気汚染は深刻な健康上の危険だ。,危害,空气污染是严重的健康危害。,peligro,La contaminación del aire es un peligro serio para la salud.,mối nguy,Ô nhiễm không khí là mối nguy nghiêm trọng cho sức khỏe.,อันตราย,มลพิษทางอากาศเป็นอันตรายร้ายแรงต่อสุขภาพ,bahaya,Polusi udara adalah bahaya kesehatan yang serius.
heritage,Cultural heritage must be preserved for future generations.,유산,문화 유산은 미래 세대를 위해 보존되어야 한다.,遺産,文化遺産は将来の世代のために保存されなければならない。,遗产,文化遗产必须为后代保存。,patrimonio,El patrimonio cultural debe preservarse para las generaciones futuras.,di sản,Di sản văn hóa phải được bảo tồn cho thế hệ tương lai.,มรดก,มรดกทางวัฒนธรรมต้องได้รับการอนุรักษ์เพื่อคนรุ่นต่อไป,warisan,Warisan budaya harus dilestarikan untuk generasi mendatang.
hinder,Lack of resources hinders educational development.,방해하다,자원 부족이 교육 발전을 방해한다.,妨げる,資源の不足が教育の発展を妨げる。,阻碍,资源匮乏阻碍了教育发展。,obstaculizar,La falta de recursos obstaculiza el desarrollo educativo.,cản trở,Thiếu nguồn lực cản trở phát triển giáo dục.,ขัดขวาง,การขาดทรัพยากรขัดขวางการพัฒนาการศึกษา,menghambat,Kurangnya sumber daya menghambat pembangunan pendidikan.
homogeneous,The sample was not homogeneous.,동질적인,표본은 동질적이지 않았다.,均質な,サンプルは均質ではなかった。,同质的,样本不是同质的。,homogéneo,La muestra no fue homogénea.,đồng nhất,Mẫu không đồng nhất.,เป็นเนื้อเดียวกัน,ตัวอย่างไม่เป็นเนื้อเดียวกัน,homogen,Sampel tidak homogen.
horizontal,The graph shows a horizontal trend line.,수평의,그래프는 수평 추세선을 보여준다.,水平の,グラフは水平な傾向線を示している。,水平的,图表显示了一条水平趋势线。,horizontal,El gráfico muestra una línea de tendencia horizontal.,ngang,Biểu đồ cho thấy đường xu hướng ngang.,แนวนอน,กราฟแสดงเส้นแนวโน้มแนวนอน,horizontal,Grafik menunjukkan garis tren horizontal.
hostile,The hostile environment made research difficult.,적대적인,적대적인 환경이 연구를 어렵게 만들었다.,敵対的な,敵対的な環境が研究を困難にした。,敌对的,敌对的环境使研究变得困难。,hostil,El ambiente hostil dificultó la investigación.,thù địch,Môi trường thù địch khiến nghiên cứu khó khăn.,ไม่เป็นมิตร,สภาพแวดล้อมที่ไม่เป็นมิตรทำให้การวิจัยยาก,bermusuhan,Lingkungan yang bermusuhan membuat penelitian sulit.
humanitarian,Humanitarian aid was sent to the affected region.,인도주의적인,인도주의적 지원이 피해 지역에 보내졌다.,人道的な,人道的援助が被災地域に送られた。,人道主义的,人道主义援助被送往受灾地区。,humanitario,La ayuda humanitaria fue enviada a la región afectada.,nhân đạo,Viện trợ nhân đạo đã được gửi đến vùng bị ảnh hưởng.,มนุษยธรรม,ความช่วยเหลือด้านมนุษยธรรมถูกส่งไปยังภูมิภาคที่ได้รับผลกระทบ,kemanusiaan,Bantuan kemanusiaan dikirim ke wilayah yang terkena dampak.
ideological,Ideological differences divided the political parties.,이념적인,이념적 차이가 정당들을 분열시켰다.,イデオロギー的な,イデオロギー的な違いが政党を分裂させた。,意识形态的,意识形态差异分裂了政党。,ideológico,Las diferencias ideológicas dividieron a los partidos políticos.,ý thức hệ,Sự khác biệt ý thức hệ chia rẽ các đảng chính trị.,ทางอุดมการณ์,ความแตกต่างทางอุดมการณ์แบ่งแยกพรรคการเมือง,ideologis,Perbedaan ideologis memecah partai-partai politik.
imminent,The report warns of imminent environmental collapse.,임박한,보고서는 임박한 환경 붕괴를 경고한다.,差し迫った,報告書は差し迫った環境の崩壊を警告している。,迫在眉睫的,报告警告环境即将崩溃。,inminente,El informe advierte de un colapso ambiental inminente.,sắp xảy ra,Báo cáo cảnh báo sự sụp đổ môi trường sắp xảy ra.,ใกล้จะเกิดขึ้น,รายงานเตือนถึงการล่มสลายของสิ่งแวดล้อมที่ใกล้จะเกิดขึ้น,segera,Laporan memperingatkan keruntuhan lingkungan yang segera terjadi.
imperative,It is imperative to address climate change now.,필수적인,지금 기후 변화를 해결하는 것이 필수적이다.,不可欠な,今すぐ気候変動に取り組むことが不可欠だ。,必要的,现在解决气候变化势在必行。,imperativo,Es imperativo abordar el cambio climático ahora.,cấp thiết,Giải quyết biến đổi khí hậu ngay bây giờ là cấp thiết.,จำเป็นอย่างยิ่ง,จำเป็นอย่างยิ่งที่จะต้องแก้ไขปัญหาการเปลี่ยนแปลงสภาพภูมิอากาศตอนนี้,sangat penting,Sangat penting untuk mengatasi perubahan iklim sekarang.
incline,I am inclined to agree with the researcher.,기울다; 경향이 있다,나는 그 연구원에게 동의하는 경향이 있다.,傾く,私はその研究者に同意する傾向がある。,倾向,我倾向于同意研究者的观点。,inclinar,Estoy inclinado a estar de acuerdo con el investigador.,có thiên hướng,Tôi có thiên hướng đồng ý với nhà nghiên cứu.,มีแนวโน้ม,ฉันมีแนวโน้มที่จะเห็นด้วยกับนักวิจัย,cenderung,Saya cenderung setuju dengan peneliti.
indigenous,Indigenous communities have unique cultural traditions.,토착의,토착 공동체에는 독특한 문화 전통이 있다.,先住民の,先住民コミュニティには独自の文化的伝統がある。,土著的,土著社区有独特的文化传统。,indígena,Las comunidades indígenas tienen tradiciones culturales únicas.,bản địa,Cộng đồng bản địa có truyền thống văn hóa độc đáo.,พื้นเมือง,ชุมชนพื้นเมืองมีประเพณีทางวัฒนธรรมที่เป็นเอกลักษณ์,asli,Komunitas asli memiliki tradisi budaya yang unik.
indispensable,Technology has become indispensable in education.,필수 불가결한,기술은 교육에서 필수 불가결하게 되었다.,不可欠な,テクノロジーは教育に不可欠になった。,不可或缺的,技术在教育中已变得不可或缺。,indispensable,La tecnología se ha vuelto indispensable en la educación.,không thể thiếu,Công nghệ đã trở nên không thể thiếu trong giáo dục.,ขาดไม่ได้,เทคโนโลยีกลายเป็นสิ่งที่ขาดไม่ได้ในการศึกษา,sangat diperlukan,Teknologi telah menjadi sangat diperlukan dalam pendidikan.
inflate,The government inflated the currency to pay debts.,팽창시키다,정부는 빚을 갚기 위해 통화를 팽창시켰다.,膨張させる,政府は債務を返済するために通貨を膨張させた。,使膨胀,政府通过货币膨胀来偿还债务。,inflar,El gobierno infló la moneda para pagar deudas.,lạm phát,Chính phủ làm lạm phát tiền tệ để trả nợ.,ทำให้เฟ้อ,รัฐบาลทำให้สกุลเงินเฟ้อเพื่อจ่ายหนี้,menggembungkan,Pemerintah menggembungkan mata uang untuk membayar utang.
influx,The influx of tourists boosts the local economy.,유입,관광객 유입이 지역 경제를 활성화한다.,流入,観光客の流入が地域経済を活性化する。,涌入,游客涌入推动了当地经济。,afluencia,La afluencia de turistas impulsa la economía local.,dòng chảy,Dòng du khách đổ về thúc đẩy kinh tế địa phương.,การหลั่งไหล,การหลั่งไหลของนักท่องเที่ยวกระตุ้นเศรษฐกิจท้องถิ่น,masuknya,Masuknya turis mendorong ekonomi lokal.
inquiry,The inquiry revealed systemic problems.,조사; 탐구,조사는 체계적인 문제를 드러냈다.,調査,調査は組織的な問題を明らかにした。,调查,调查揭示了系统性问题。,investigación,La investigación reveló problemas sistémicos.,cuộc điều tra,Cuộc điều tra phát hiện các vấn đề hệ thống.,การสอบสวน,การสอบสวนเปิดเผยปัญหาเชิงระบบ,penyelidikan,Penyelidikan mengungkap masalah sistemik.
instigate,The speech instigated a public protest.,선동하다,그 연설이 공개 시위를 선동했다.,扇動する,その演説は公の抗議を扇動した。,煽动,演讲煽动了公众抗议。,instigar,El discurso instigó una protesta pública.,kích động,Bài phát biểu đã kích động cuộc biểu tình công khai.,ยุยง,สุนทรพจน์ยุยงให้เกิดการประท้วงสาธารณะ,menghasut,Pidato menghasut protes publik.
institution,Universities are important educational institutions.,기관,대학은 중요한 교육 기관이다.,機関,大学は重要な教育機関だ。,机构,大学是重要的教育机构。,institución,Las universidades son instituciones educativas importantes.,tổ chức,Các trường đại học là tổ chức giáo dục quan trọng.,สถาบัน,มหาวิทยาลัยเป็นสถาบันการศึกษาที่สำคัญ,lembaga,Universitas adalah lembaga pendidikan yang penting.
integrity,Academic integrity is the foundation of scholarship.,무결성; 진실성,학문적 진실성은 학술의 기초이다.,誠実性,学問の誠実性は学術の基盤だ。,诚信,学术诚信是学术的基础。,integridad,La integridad académica es la base de la erudición.,tính liêm chính,Liêm chính học thuật là nền tảng của học bổng.,ความซื่อสัตย์,ความซื่อสัตย์ทางวิชาการเป็นรากฐานของทุนการศึกษา,integritas,Integritas akademis adalah fondasi keilmuan.
intercept,The authorities intercepted the illegal shipment.,차단하다,당국이 불법 선적을 차단했다.,傍受する,当局は違法な輸送を傍受した。,拦截,当局拦截了非法货物。,interceptar,Las autoridades interceptaron el envío ilegal.,chặn,Chính quyền đã chặn lô hàng bất hợp pháp.,สกัดกั้น,เจ้าหน้าที่สกัดกั้นการขนส่งที่ผิดกฎหมาย,mencegat,Pihak berwenang mencegat pengiriman ilegal.
interface,The user interface should be intuitive.,인터페이스,사용자 인터페이스는 직관적이어야 한다.,インターフェース,ユーザーインターフェースは直感的であるべきだ。,界面,用户界面应该直观。,interfaz,La interfaz de usuario debe ser intuitiva.,giao diện,Giao diện người dùng nên trực quan.,อินเทอร์เฟซ,อินเทอร์เฟซผู้ใช้ควรใช้งานง่าย,antarmuka,Antarmuka pengguna harus intuitif.
intermittent,The region experiences intermittent rainfall.,간헐적인,그 지역은 간헐적인 강우를 경험한다.,断続的な,その地域は断続的な降雨を経験する。,间歇性的,该地区经历间歇性降雨。,intermitente,La región experimenta lluvias intermitentes.,không liên tục,Khu vực này có mưa không liên tục.,เป็นช่วงๆ,ภูมิภาคมีฝนตกเป็นช่วงๆ,terputus-putus,Wilayah ini mengalami curah hujan terputus-putus.
intricate,The human body is an intricate system.,복잡한,인체는 복잡한 체계이다.,複雑な,人体は複雑なシステムだ。,复杂的,人体是一个复杂的系统。,intrincado,El cuerpo humano es un sistema intrincado.,phức tạp,Cơ thể người là một hệ thống phức tạp.,ซับซ้อน,ร่างกายมนุษย์เป็นระบบที่ซับซ้อน,rumit,Tubuh manusia adalah sistem yang rumit.
intuitive,The software has an intuitive design.,직관적인,그 소프트웨어는 직관적인 디자인을 가지고 있다.,直感的な,そのソフトウェアは直感的なデザインを持っている。,直觉的,该软件具有直觉性的设计。,intuitivo,El software tiene un diseño intuitivo.,trực quan,Phần mềm có thiết kế trực quan.,ใช้ง่าย,ซอฟต์แวร์มีการออกแบบที่ใช้ง่าย,intuitif,Perangkat lunak memiliki desain yang intuitif.
inventory,The company conducted an inventory of its assets.,재고 조사,회사는 자산 재고 조사를 실시했다.,棚卸し,会社は資産の棚卸しを行った。,清单,公司对其资产进行了清点。,inventario,La empresa realizó un inventario de sus activos.,kiểm kê,Công ty đã tiến hành kiểm kê tài sản.,สำรวจสินค้า,บริษัทดำเนินการสำรวจสินค้าคงคลัง,inventarisasi,Perusahaan melakukan inventarisasi asetnya.
ironic,It is ironic that a fire station caught fire.,아이러니한,소방서가 불이 난 것은 아이러니하다.,皮肉な,消防署が火災にあったのは皮肉だ。,讽刺的,消防站着火了，真是讽刺。,irónico,Es irónico que una estación de bomberos se incendiara.,trớ trêu,Thật trớ trêu khi trạm cứu hỏa bị cháy.,น่าขัน,เป็นเรื่องน่าขันที่สถานีดับเพลิงเกิดไฟไหม้,ironis,Sungguh ironis bahwa stasiun pemadam kebakaran terbakar.
irrational,Fear of flying is often considered irrational.,비합리적인,비행 공포증은 종종 비합리적이라고 여겨진다.,非合理的な,飛行恐怖症はしばしば非合理的だと見なされる。,不理性的,恐飞通常被认为是不理性的。,irracional,El miedo a volar a menudo se considera irracional.,phi lý,Sợ bay thường được coi là phi lý.,ไร้เหตุผล,ความกลัวการบินมักถูกมองว่าไร้เหตุผล,irasional,Takut terbang sering dianggap irasional.
irrigation,Irrigation systems are essential for agriculture.,관개,관개 시스템은 농업에 필수적이다.,灌漑,灌漑システムは農業に不可欠だ。,灌溉,灌溉系统对农业至关重要。,irrigación,Los sistemas de irrigación son esenciales para la agricultura.,tưới tiêu,Hệ thống tưới tiêu cần thiết cho nông nghiệp.,ชลประทาน,ระบบชลประทานเป็นสิ่งจำเป็นสำหรับเกษตรกรรม,irigasi,Sistem irigasi sangat penting untuk pertanian.
judicial,The judicial system must be independent.,사법의,사법 체계는 독립적이어야 한다.,司法の,司法制度は独立でなければならない。,司法的,司法系统必须独立。,judicial,El sistema judicial debe ser independiente.,tư pháp,Hệ thống tư pháp phải độc lập.,ตุลาการ,ระบบตุลาการต้องเป็นอิสระ,yudisial,Sistem yudisial harus independen.
juvenile,Juvenile crime rates have decreased.,청소년의,청소년 범죄율이 감소했다.,少年の,少年犯罪率は減少した。,青少年的,青少年犯罪率下降了。,juvenil,Las tasas de delincuencia juvenil han disminuido.,vị thành niên,Tỷ lệ tội phạm vị thành niên đã giảm.,เยาวชน,อัตราการก่ออาชญากรรมของเยาวชนลดลง,remaja,Tingkat kejahatan remaja telah menurun.
lateral,Lateral thinking helps solve problems creatively.,측면의; 수평적,수평적 사고는 문제를 창의적으로 해결하는 데 도움을 준다.,側面の,ラテラルシンキングは創造的に問題を解決するのに役立つ。,横向的,横向思维有助于创造性地解决问题。,lateral,El pensamiento lateral ayuda a resolver problemas creativamente.,ngang,Tư duy ngang giúp giải quyết vấn đề sáng tạo.,ด้านข้าง,การคิดด้านข้างช่วยแก้ปัญหาอย่างสร้างสรรค์,lateral,Berpikir lateral membantu memecahkan masalah secara kreatif.
legislative,Legislative reforms are needed to address inequality.,입법의,불평등을 해결하기 위해 입법 개혁이 필요하다.,立法の,不平等に対処するために立法改革が必要だ。,立法的,需要立法改革来解决不平等。,legislativo,Se necesitan reformas legislativas para abordar la desigualdad.,lập pháp,Cần cải cách lập pháp để giải quyết bất bình đẳng.,ด้านนิติบัญญัติ,จำเป็นต้องมีการปฏิรูปด้านนิติบัญญัติเพื่อแก้ไขความไม่เท่าเทียม,legislatif,Reformasi legislatif diperlukan untuk mengatasi ketidaksetaraan.
lenient,The judge was lenient in sentencing.,관대한,판사는 선고에서 관대했다.,寛大な,裁判官は判決で寛大だった。,宽大的,法官在量刑时很宽大。,indulgente,El juez fue indulgente en la sentencia.,khoan dung,Thẩm phán khoan dung trong việc tuyên án.,ผ่อนปรน,ผู้พิพากษาผ่อนปรนในการพิพากษา,lunak,Hakim lunak dalam menjatuhkan hukuman.
liable,The company is liable for the damages.,책임이 있는,회사는 손해에 대한 책임이 있다.,責任がある,会社は損害賠償の責任がある。,有责任的,公司对损害负有责任。,responsable,La empresa es responsable de los daños.,chịu trách nhiệm,Công ty chịu trách nhiệm về thiệt hại.,รับผิดชอบ,บริษัทรับผิดชอบต่อความเสียหาย,bertanggung jawab,Perusahaan bertanggung jawab atas kerugian.
literacy,Improving literacy rates is a global priority.,문해력,문해율 향상은 세계적 우선 과제이다.,リテラシー,識字率の向上は世界的な優先事項だ。,读写能力,提高识字率是全球优先事项。,alfabetización,Mejorar las tasas de alfabetización es una prioridad global.,biết chữ,Cải thiện tỷ lệ biết chữ là ưu tiên toàn cầu.,การรู้หนังสือ,การปรับปรุงอัตราการรู้หนังสือเป็นสิ่งสำคัญระดับโลก,literasi,Meningkatkan tingkat literasi adalah prioritas global.
longitude,The ship recorded its longitude and latitude.,경도,배는 경도와 위도를 기록했다.,経度,船は経度と緯度を記録した。,经度,船记录了其经度和纬度。,longitud,El barco registró su longitud y latitud.,kinh độ,Tàu ghi lại kinh độ và vĩ độ.,ลองจิจูด,เรือบันทึกลองจิจูดและละติจูด,garis bujur,Kapal mencatat garis bujur dan lintangnya.
lucrative,The technology sector offers lucrative careers.,수익성 있는,기술 분야는 수익성 있는 경력을 제공한다.,儲かる,テクノロジー分野は儲かるキャリアを提供する。,有利可图的,科技行业提供了有利可图的职业。,lucrativo,El sector tecnológico ofrece carreras lucrativas.,béo bở,Lĩnh vực công nghệ mang lại sự nghiệp béo bở.,สร้างรายได้,ภาคเทคโนโลยีมีอาชีพที่สร้างรายได้ดี,menguntungkan,Sektor teknologi menawarkan karier yang menguntungkan.
mandate,The government mandated wearing masks in public.,의무화하다,정부는 공공장소에서 마스크 착용을 의무화했다.,義務付ける,政府は公共の場でのマスク着用を義務付けた。,强制要求,政府强制要求在公共场所佩戴口罩。,ordenar,El gobierno ordenó el uso de mascarillas en público.,bắt buộc,Chính phủ bắt buộc đeo khẩu trang ở nơi công cộng.,สั่ง,รัฐบาลสั่งให้สวมหน้ากากในที่สาธารณะ,mewajibkan,Pemerintah mewajibkan penggunaan masker di tempat umum.
marginal,The improvement was only marginal.,미미한,개선은 미미했을 뿐이었다.,わずかな,改善はわずかなものだった。,微小的,改善只是微小的。,marginal,La mejora fue solo marginal.,không đáng kể,Sự cải thiện chỉ không đáng kể.,เล็กน้อย,การปรับปรุงเป็นเพียงเล็กน้อยเท่านั้น,marjinal,Peningkatannya hanya marjinal.
medieval,Medieval history is studied in many universities.,중세의,중세 역사는 많은 대학에서 연구된다.,中世の,中世の歴史は多くの大学で研究されている。,中世纪的,中世纪历史在许多大学被研究。,medieval,La historia medieval se estudia en muchas universidades.,trung cổ,Lịch sử trung cổ được nghiên cứu ở nhiều trường đại học.,ยุคกลาง,ประวัติศาสตร์ยุคกลางมีการศึกษาในหลายมหาวิทยาลัย,abad pertengahan,Sejarah abad pertengahan dipelajari di banyak universitas.
metabolism,Exercise increases metabolism.,신진대사,운동은 신진대사를 증가시킨다.,代謝,運動は代謝を高める。,新陈代谢,运动可以增加新陈代谢。,metabolismo,El ejercicio aumenta el metabolismo.,trao đổi chất,Tập thể dục tăng trao đổi chất.,การเผาผลาญ,การออกกำลังกายเพิ่มการเผาผลาญ,metabolisme,Olahraga meningkatkan metabolisme.
metaphor,The author used a metaphor to explain the concept.,은유,저자는 개념을 설명하기 위해 은유를 사용했다.,比喩,著者は概念を説明するために比喩を使った。,隐喻,作者用隐喻来解释这个概念。,metáfora,El autor usó una metáfora para explicar el concepto.,phép ẩn dụ,Tác giả đã sử dụng phép ẩn dụ để giải thích khái niệm.,อุปมา,ผู้เขียนใช้อุปมาเพื่ออธิบายแนวคิด,metafora,Penulis menggunakan metafora untuk menjelaskan konsep.
millennium,The new millennium brought technological advances.,천년,새로운 천년은 기술적 진보를 가져왔다.,千年紀,新しい千年紀は技術的進歩をもたらした。,千年,新千年带来了技术进步。,milenio,El nuevo milenio trajo avances tecnológicos.,thiên niên kỷ,Thiên niên kỷ mới mang đến tiến bộ công nghệ.,สหัสวรรษ,สหัสวรรษใหม่นำมาซึ่งความก้าวหน้าทางเทคโนโลยี,milenium,Milenium baru membawa kemajuan teknologi.
monopoly,The company held a monopoly on the market.,독점,회사는 시장 독점을 보유했다.,独占,会社は市場を独占していた。,垄断,该公司在市场上拥有垄断地位。,monopolio,La empresa tenía un monopolio en el mercado.,độc quyền,Công ty nắm giữ độc quyền thị trường.,การผูกขาด,บริษัทมีการผูกขาดในตลาด,monopoli,Perusahaan memegang monopoli di pasar.
mortality,Infant mortality rates have declined globally.,사망률,영아 사망률이 전 세계적으로 감소했다.,死亡率,乳児死亡率は世界的に低下した。,死亡率,婴儿死亡率在全球范围内下降了。,mortalidad,Las tasas de mortalidad infantil han disminuido globalmente.,tỷ lệ tử vong,Tỷ lệ tử vong ở trẻ sơ sinh đã giảm trên toàn cầu.,อัตราการตาย,อัตราการตายของทารกลดลงทั่วโลก,kematian,Angka kematian bayi telah menurun secara global.
mundane,Automation handles mundane repetitive tasks.,일상적인,자동화가 일상적인 반복 작업을 처리한다.,日常的な,自動化は日常的な反復作業を処理する。,平凡的,自动化处理平凡的重复性任务。,mundano,La automatización maneja tareas repetitivas mundanas.,tầm thường,Tự động hóa xử lý các công việc lặp đi lặp lại tầm thường.,ธรรมดา,ระบบอัตโนมัติจัดการงานซ้ำซากที่ธรรมดา,biasa,Otomatisasi menangani tugas berulang yang biasa.
naive,It would be naive to expect immediate results.,순진한,즉각적인 결과를 기대하는 것은 순진할 것이다.,素朴な,即座の結果を期待するのは素朴だろう。,天真的,期望立竿见影的结果是天真的。,ingenuo,Sería ingenuo esperar resultados inmediatos.,ngây thơ,Sẽ ngây thơ nếu kỳ vọng kết quả ngay lập tức.,ไร้เดียงสา,คงจะไร้เดียงสาหากคาดหวังผลลัพธ์ทันที,naif,Naif untuk mengharapkan hasil langsung.
negligible,The difference between the two groups was negligible.,무시할 만한,두 그룹 간의 차이는 무시할 만했다.,無視できる,二つのグループ間の差は無視できるものだった。,可以忽略的,两组之间的差异可以忽略不计。,insignificante,La diferencia entre los dos grupos fue insignificante.,không đáng kể,Sự khác biệt giữa hai nhóm là không đáng kể.,เล็กน้อยมาก,ความแตกต่างระหว่างสองกลุ่มเล็กน้อยมาก,dapat diabaikan,Perbedaan antara kedua kelompok dapat diabaikan.
nomenclature,Scientific nomenclature follows strict rules.,명명법,과학적 명명법은 엄격한 규칙을 따른다.,命名法,科学的命名法は厳格な規則に従う。,命名法,科学命名法遵循严格的规则。,nomenclatura,La nomenclatura científica sigue reglas estrictas.,danh pháp,Danh pháp khoa học tuân theo quy tắc nghiêm ngặt.,ระบบการตั้งชื่อ,ระบบการตั้งชื่อทางวิทยาศาสตร์มีกฎเกณฑ์ที่เข้มงวด,nomenklatur,Nomenklatur ilmiah mengikuti aturan yang ketat.
abide,All citizens must abide by the law.,준수하다,모든 시민은 법을 준수해야 한다.,従う,すべての市民は法律に従わなければならない。,遵守,所有公民必须遵守法律。,acatar,Todos los ciudadanos deben acatar la ley.,tuân theo,Mọi công dân phải tuân theo pháp luật.,ปฏิบัติตาม,พลเมืองทุกคนต้องปฏิบัติตามกฎหมาย,mematuhi,Semua warga negara harus mematuhi hukum.
accord,The two nations reached an accord on trade.,합의,두 나라는 무역에 관한 합의에 도달했다.,合意,両国は貿易について合意に達した。,协议,两国就贸易达成了协议。,acuerdo,Las dos naciones llegaron a un acuerdo sobre comercio.,hiệp định,Hai quốc gia đã đạt được hiệp định về thương mại.,ข้อตกลง,สองประเทศบรรลุข้อตกลงทางการค้า,kesepakatan,Kedua negara mencapai kesepakatan perdagangan.
accumulation,The accumulation of wealth does not guarantee happiness.,축적,부의 축적이 행복을 보장하지는 않는다.,蓄積,富の蓄積は幸福を保証しない。,积累,财富的积累并不能保证幸福。,acumulación,La acumulación de riqueza no garantiza la felicidad.,sự tích lũy,Sự tích lũy của cải không đảm bảo hạnh phúc.,การสะสม,การสะสมความมั่งคั่งไม่ได้รับประกันความสุข,akumulasi,Akumulasi kekayaan tidak menjamin kebahagiaan.
adhesion,The adhesion of the coating to the surface was tested.,접착,코팅의 표면 접착력이 테스트되었다.,接着,コーティングの表面への接着が試験された。,粘附,涂层对表面的粘附性进行了测试。,adhesión,Se probó la adhesión del recubrimiento a la superficie.,sự bám dính,Sự bám dính của lớp phủ lên bề mặt đã được kiểm tra.,การยึดเกาะ,การยึดเกาะของสารเคลือบบนพื้นผิวได้รับการทดสอบ,adhesi,Adhesi lapisan pada permukaan diuji.
advancement,Technological advancement has transformed healthcare.,발전,기술 발전이 의료를 변화시켰다.,進歩,技術の進歩は医療を変革した。,进步,技术进步改变了医疗保健。,avance,El avance tecnológico ha transformado la atención médica.,sự tiến bộ,Sự tiến bộ công nghệ đã thay đổi ngành y tế.,ความก้าวหน้า,ความก้าวหน้าทางเทคโนโลยีเปลี่ยนแปลงการดูแลสุขภาพ,kemajuan,Kemajuan teknologi telah mengubah layanan kesehatan.
adversely,Pollution adversely affects marine ecosystems.,부정적으로,오염은 해양 생태계에 부정적으로 영향을 미친다.,悪影響を与える,汚染は海洋生態系に悪影響を与える。,不利地,污染对海洋生态系统产生不利影响。,adversamente,La contaminación afecta adversamente los ecosistemas marinos.,bất lợi,Ô nhiễm ảnh hưởng bất lợi đến hệ sinh thái biển.,ในทางลบ,มลพิษส่งผลกระทบในทางลบต่อระบบนิเวศทางทะเล,secara merugikan,Polusi secara merugikan memengaruhi ekosistem laut.
allowance,Students receive a monthly allowance for living expenses.,수당,학생들은 생활비로 월 수당을 받는다.,手当,学生は生活費として月額手当を受け取る。,津贴,学生每月获得生活津贴。,asignación,Los estudiantes reciben una asignación mensual para gastos de vida.,trợ cấp,Sinh viên nhận trợ cấp hàng tháng cho chi phí sinh hoạt.,เบี้ยเลี้ยง,นักศึกษาได้รับเบี้ยเลี้ยงรายเดือนสำหรับค่าใช้จ่ายในการดำรงชีวิต,tunjangan,Mahasiswa menerima tunjangan bulanan untuk biaya hidup.
alongside,The new building was constructed alongside the river.,나란히,새 건물은 강을 따라 나란히 건설되었다.,沿って,新しい建物は川沿いに建設された。,沿着,新建筑沿着河边建造。,junto a,El nuevo edificio fue construido junto al río.,bên cạnh,Tòa nhà mới được xây dựng bên cạnh con sông.,ข้างๆ,อาคารใหม่ถูกสร้างข้างๆ แม่น้ำ,di samping,Bangunan baru dibangun di samping sungai.
appendix,The appendix contains supplementary data tables.,부록,부록에는 보충 데이터 표가 포함되어 있다.,付録,付録には補足データ表が含まれている。,附录,附录包含补充数据表。,apéndice,El apéndice contiene tablas de datos suplementarias.,phụ lục,Phụ lục chứa các bảng dữ liệu bổ sung.,ภาคผนวก,ภาคผนวกมีตารางข้อมูลเสริม,lampiran,Lampiran berisi tabel data tambahan.
apt,The student made an apt observation about the text.,적절한,학생은 텍스트에 대해 적절한 관찰을 했다.,適切な,学生はテキストについて適切な観察をした。,恰当的,学生对文本做出了恰当的评论。,acertado,El estudiante hizo una observación acertada sobre el texto.,thích hợp,Sinh viên đưa ra nhận xét thích hợp về văn bản.,เหมาะสม,นักศึกษาให้ข้อสังเกตที่เหมาะสมเกี่ยวกับข้อความ,tepat,Siswa membuat pengamatan yang tepat tentang teks tersebut.
array,The museum displays an impressive array of artifacts.,배열,박물관은 인상적인 유물 배열을 전시한다.,配列,博物館は印象的な遺物の配列を展示している。,一系列,博物馆展示了一系列令人印象深刻的文物。,variedad,El museo exhibe una impresionante variedad de artefactos.,loạt,Bảo tàng trưng bày một loạt hiện vật ấn tượng.,ชุด,พิพิธภัณฑ์จัดแสดงชุดโบราณวัตถุที่น่าประทับใจ,deretan,Museum menampilkan deretan artefak yang mengesankan.
aspire,Many young people aspire to become entrepreneurs.,열망하다,많은 젊은이들은 기업가가 되기를 열망한다.,志望する,多くの若者は起業家になることを志望している。,渴望,许多年轻人渴望成为企业家。,aspirar,Muchos jóvenes aspiran a convertirse en empresarios.,khát khao,Nhiều người trẻ khát khao trở thành doanh nhân.,ปรารถนา,คนหนุ่มสาวจำนวนมากปรารถนาที่จะเป็นผู้ประกอบการ,bercita-cita,Banyak anak muda bercita-cita menjadi pengusaha.
assurance,The company provided assurance of product quality.,보증,회사는 제품 품질에 대한 보증을 제공했다.,保証,会社は製品品質の保証を提供した。,保证,公司提供了产品质量保证。,garantía,La empresa proporcionó garantía de la calidad del producto.,sự đảm bảo,Công ty cung cấp sự đảm bảo về chất lượng sản phẩm.,การรับรอง,บริษัทให้การรับรองคุณภาพสินค้า,jaminan,Perusahaan memberikan jaminan kualitas produk.
