english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
simulate,The software can simulate real-world conditions.,시뮬레이션하다,소프트웨어가 실제 세계 조건을 시뮬레이션할 수 있다.,シミュレートする,ソフトウェアは実世界の条件をシミュレートできる。,模拟,该软件可以模拟现实世界的条件。,simular,El software puede simular condiciones del mundo real.,mô phỏng,Phần mềm có thể mô phỏng điều kiện thực tế.,จำลอง,ซอฟต์แวร์สามารถจำลองสภาพจริงได้,mensimulasikan,Perangkat lunak dapat mensimulasikan kondisi dunia nyata.
site,The construction site is closed on weekends.,현장,건설 현장은 주말에 닫혀 있다.,現場,建設現場は週末には閉鎖されている。,现场,建筑工地周末关闭。,sitio,El sitio de construcción está cerrado los fines de semana.,công trường,Công trường xây dựng đóng cửa vào cuối tuần.,สถานที่,สถานที่ก่อสร้างปิดในวันหยุดสุดสัปดาห์,lokasi,Lokasi konstruksi tutup pada akhir pekan.
so-called,The so-called experts had no real experience.,소위,소위 전문가들은 실제 경험이 없었다.,いわゆる,いわゆる専門家たちは実際の経験がなかった。,所谓的,所谓的专家没有实际经验。,supuesto,Los supuestos expertos no tenían experiencia real.,được gọi là,Những người được gọi là chuyên gia không có kinh nghiệm thực tế.,ที่เรียกว่า,ผู้เชี่ยวชาญที่เรียกว่าไม่มีประสบการณ์จริง,yang disebut,Para yang disebut ahli tidak memiliki pengalaman nyata.
somewhat,The results were somewhat disappointing.,다소,결과는 다소 실망스러웠다.,やや,結果はやや期待外れだった。,有点,结果有点令人失望。,algo,Los resultados fueron algo decepcionantes.,hơi,Kết quả hơi đáng thất vọng.,ค่อนข้าง,ผลลัพธ์ค่อนข้างน่าผิดหวัง,agak,Hasilnya agak mengecewakan.
sophisticated,The system uses sophisticated technology.,정교한,시스템은 정교한 기술을 사용한다.,洗練された,システムは洗練された技術を使用している。,精密的,该系统使用精密的技术。,sofisticado,El sistema usa tecnología sofisticada.,tinh vi,Hệ thống sử dụng công nghệ tinh vi.,ซับซ้อน,ระบบใช้เทคโนโลยีที่ซับซ้อน,canggih,Sistem ini menggunakan teknologi canggih.
sphere,She works in the political sphere.,영역,그녀는 정치 영역에서 일한다.,領域,彼女は政治の領域で働いている。,领域,她在政治领域工作。,esfera,Ella trabaja en la esfera política.,lĩnh vực,Cô ấy làm việc trong lĩnh vực chính trị.,วงการ,เธอทำงานในวงการการเมือง,ranah,Dia bekerja di ranah politik.
sponsor,The event was sponsored by a major bank.,후원하다,행사는 대형 은행이 후원했다.,スポンサーする,イベントは大手銀行がスポンサーした。,赞助,活动由一家大银行赞助。,patrocinar,El evento fue patrocinado por un banco importante.,tài trợ,Sự kiện được tài trợ bởi một ngân hàng lớn.,สนับสนุน,งานได้รับการสนับสนุนจากธนาคารใหญ่,disponsori,Acara itu disponsori oleh sebuah bank besar.
statistic,The statistics show a rise in unemployment.,통계,통계는 실업률 상승을 보여준다.,統計,統計は失業率の上昇を示している。,统计数据,统计数据显示失业率上升。,estadística,Las estadísticas muestran un aumento del desempleo.,thống kê,Thống kê cho thấy sự gia tăng thất nghiệp.,สถิติ,สถิติแสดงให้เห็นการเพิ่มขึ้นของการว่างงาน,statistik,Statistik menunjukkan kenaikan pengangguran.
status,The project status will be updated weekly.,상태,프로젝트 상태는 매주 업데이트된다.,状態,プロジェクトの状態は毎週更新される。,状态,项目状态将每周更新。,estado,El estado del proyecto se actualizará semanalmente.,trạng thái,Trạng thái dự án sẽ được cập nhật hàng tuần.,สถานะ,สถานะโครงการจะอัปเดตทุกสัปดาห์,status,Status proyek akan diperbarui setiap minggu.
stimulate,Exercise stimulates the brain.,자극하다,운동은 뇌를 자극한다.,刺激する,運動は脳を刺激する。,刺激,运动刺激大脑。,estimular,El ejercicio estimula el cerebro.,kích thích,Tập thể dục kích thích não bộ.,กระตุ้น,การออกกำลังกายกระตุ้นสมอง,merangsang,Olahraga merangsang otak.
straightforward,The instructions are quite straightforward.,간단한,지침은 상당히 간단하다.,わかりやすい,指示はかなりわかりやすい。,简单明了的,说明非常简单明了。,sencillo,Las instrucciones son bastante sencillas.,đơn giản,Hướng dẫn khá đơn giản.,ตรงไปตรงมา,คำแนะนำค่อนข้างตรงไปตรงมา,sederhana,Instruksinya cukup sederhana.
stress,Work-related stress is a common problem.,스트레스,업무 관련 스트레스는 흔한 문제이다.,ストレス,仕事に関連したストレスは一般的な問題だ。,压力,工作压力是一个常见问题。,estrés,El estrés laboral es un problema común.,căng thẳng,Căng thẳng liên quan đến công việc là vấn đề phổ biến.,ความเครียด,ความเครียดจากงานเป็นปัญหาที่พบบ่อย,stres,Stres terkait pekerjaan adalah masalah umum.
strict,The school has strict rules about uniform.,엄격한,학교는 교복에 대해 엄격한 규칙을 가지고 있다.,厳しい,学校は制服について厳しい規則がある。,严格的,学校对校服有严格的规定。,estricto,La escuela tiene reglas estrictas sobre el uniforme.,nghiêm ngặt,Trường có quy tắc nghiêm ngặt về đồng phục.,เข้มงวด,โรงเรียนมีกฎเข้มงวดเกี่ยวกับเครื่องแบบ,ketat,Sekolah memiliki aturan ketat tentang seragam.
subordinate,She treats her subordinates with respect.,부하,그녀는 부하들을 존중으로 대한다.,部下,彼女は部下を敬意をもって扱う。,下属,她尊重地对待下属。,subordinado,Ella trata a sus subordinados con respeto.,cấp dưới,Cô ấy đối xử với cấp dưới bằng sự tôn trọng.,ผู้ใต้บังคับบัญชา,เธอปฏิบัติต่อผู้ใต้บังคับบัญชาด้วยความเคารพ,bawahan,Dia memperlakukan bawahannya dengan hormat.
subsidy,The government provides subsidies to farmers.,보조금,정부가 농민들에게 보조금을 제공한다.,補助金,政府は農家に補助金を提供している。,补贴,政府向农民提供补贴。,subsidio,El gobierno proporciona subsidios a los agricultores.,trợ cấp,Chính phủ cung cấp trợ cấp cho nông dân.,เงินอุดหนุน,รัฐบาลให้เงินอุดหนุนแก่เกษตรกร,subsidi,Pemerintah memberikan subsidi kepada petani.
substitute,You can substitute butter with olive oil.,대체하다,버터를 올리브유로 대체할 수 있다.,代用する,バターの代わりにオリーブオイルを代用できる。,替代,你可以用橄榄油替代黄油。,sustituir,Puedes sustituir la mantequilla con aceite de oliva.,thay thế,Bạn có thể thay thế bơ bằng dầu ô liu.,ทดแทน,คุณสามารถทดแทนเนยด้วยน้ำมันมะกอก,mengganti,Anda bisa mengganti mentega dengan minyak zaitun.
sue,The company was sued for negligence.,고소하다,회사가 과실로 고소당했다.,訴える,会社は過失で訴えられた。,起诉,公司因疏忽被起诉。,demandar,La empresa fue demandada por negligencia.,kiện,Công ty đã bị kiện vì sơ suất.,ฟ้อง,บริษัทถูกฟ้องร้องในข้อหาประมาท,menggugat,Perusahaan digugat karena kelalaian.
superior,This product is superior to its competitors.,우수한,이 제품은 경쟁사보다 우수하다.,優れた,この製品は競合他社よりも優れている。,优越的,这个产品优于竞争对手。,superior,Este producto es superior a sus competidores.,vượt trội,Sản phẩm này vượt trội so với đối thủ.,เหนือกว่า,ผลิตภัณฑ์นี้เหนือกว่าคู่แข่ง,lebih unggul,Produk ini lebih unggul dari pesaingnya.
suspend,The school suspended the student for bad behavior.,정학시키다,학교가 나쁜 행동으로 학생을 정학시켰다.,停学させる,学校は悪い行動のために生徒を停学させた。,停学,学校因不良行为而停了学生的学。,suspender,La escuela suspendió al estudiante por mal comportamiento.,đình chỉ,Trường đã đình chỉ học sinh vì hành vi xấu.,พักการเรียน,โรงเรียนพักการเรียนนักเรียนเนื่องจากพฤติกรรมไม่ดี,menskors,Sekolah menskors siswa karena perilaku buruk.
symbolic,The gesture was purely symbolic.,상징적인,그 제스처는 순전히 상징적이었다.,象徴的な,そのジェスチャーは純粋に象徴的だった。,象征性的,这个姿态纯粹是象征性的。,simbólico,El gesto fue puramente simbólico.,mang tính biểu tượng,Hành động đó mang tính biểu tượng thuần túy.,เป็นสัญลักษณ์,ท่าทางนั้นเป็นเพียงสัญลักษณ์,simbolis,Gerakan itu murni simbolis.
task,She completed the task ahead of schedule.,과제,그녀는 일정보다 앞서 과제를 완료했다.,課題,彼女は予定より早く課題を完了した。,任务,她提前完成了任务。,tarea,Ella completó la tarea antes de lo programado.,nhiệm vụ,Cô ấy đã hoàn thành nhiệm vụ trước thời hạn.,งาน,เธอทำงานเสร็จก่อนกำหนด,tugas,Dia menyelesaikan tugas lebih cepat dari jadwal.
technical,The report is full of technical terms.,기술적인,보고서는 기술 용어로 가득하다.,技術的な,レポートは技術用語でいっぱいだ。,技术性的,报告中充满了技术术语。,técnico,El informe está lleno de términos técnicos.,kỹ thuật,Báo cáo đầy thuật ngữ kỹ thuật.,เทคนิค,รายงานเต็มไปด้วยคำศัพท์เทคนิค,teknis,Laporan itu penuh dengan istilah teknis.
tense,The atmosphere in the room was tense.,긴장된,방 안의 분위기가 긴장되었다.,緊張した,部屋の雰囲気は緊張していた。,紧张的,房间里的气氛很紧张。,tenso,La atmósfera en la sala estaba tensa.,căng thẳng,Bầu không khí trong phòng rất căng thẳng.,ตึงเครียด,บรรยากาศในห้องตึงเครียด,tegang,Suasana di ruangan itu tegang.
territory,The country expanded its territory.,영토,그 나라는 영토를 확장했다.,領土,その国は領土を拡大した。,领土,国家扩展了领土。,territorio,El país expandió su territorio.,lãnh thổ,Quốc gia đã mở rộng lãnh thổ.,ดินแดน,ประเทศขยายดินแดนของตน,wilayah,Negara itu memperluas wilayahnya.
textbook,The textbook covers all major topics.,교과서,교과서는 모든 주요 주제를 다룬다.,教科書,教科書はすべての主要なトピックを網羅している。,教科书,教科书涵盖了所有主要话题。,libro de texto,El libro de texto cubre todos los temas principales.,sách giáo khoa,Sách giáo khoa bao gồm tất cả các chủ đề chính.,ตำราเรียน,ตำราเรียนครอบคลุมหัวข้อหลักทั้งหมด,buku teks,Buku teks mencakup semua topik utama.
thesis,She is writing her doctoral thesis.,논문,그녀는 박사 논문을 쓰고 있다.,論文,彼女は博士論文を書いている。,论文,她正在写博士论文。,tesis,Ella está escribiendo su tesis doctoral.,luận văn,Cô ấy đang viết luận văn tiến sĩ.,วิทยานิพนธ์,เธอกำลังเขียนวิทยานิพนธ์ระดับปริญญาเอก,tesis,Dia sedang menulis tesis doktoralnya.
tissue,She wiped her face with a tissue.,휴지,그녀는 휴지로 얼굴을 닦았다.,ティッシュ,彼女はティッシュで顔を拭いた。,纸巾,她用纸巾擦了擦脸。,pañuelo,Ella se limpió la cara con un pañuelo.,khăn giấy,Cô ấy lau mặt bằng khăn giấy.,กระดาษทิชชู,เธอเช็ดหน้าด้วยกระดาษทิชชู,tisu,Dia menyeka wajahnya dengan tisu.
tolerance,We should show tolerance toward different cultures.,관용,우리는 다른 문화에 대한 관용을 보여야 한다.,寛容,異なる文化に対して寛容を示すべきだ。,宽容,我们应该对不同文化表现出宽容。,tolerancia,Debemos mostrar tolerancia hacia diferentes culturas.,sự khoan dung,Chúng ta nên thể hiện sự khoan dung đối với các nền văn hóa khác nhau.,ความอดทน,เราควรแสดงความอดทนต่อวัฒนธรรมที่แตกต่าง,toleransi,Kita harus menunjukkan toleransi terhadap budaya yang berbeda.
topic,The topic of the lecture is climate change.,주제,강의 주제는 기후 변화이다.,トピック,講義のトピックは気候変動だ。,话题,讲座的话题是气候变化。,tema,El tema de la conferencia es el cambio climático.,chủ đề,Chủ đề của bài giảng là biến đổi khí hậu.,หัวข้อ,หัวข้อของการบรรยายคือการเปลี่ยนแปลงสภาพภูมิอากาศ,topik,Topik kuliah adalah perubahan iklim.
trait,Honesty is an important character trait.,특성,정직은 중요한 성격 특성이다.,特性,正直さは重要な性格特性だ。,特质,诚实是一个重要的性格特质。,rasgo,La honestidad es un rasgo de carácter importante.,đặc điểm,Trung thực là một đặc điểm tính cách quan trọng.,ลักษณะ,ความซื่อสัตย์เป็นลักษณะนิสัยที่สำคัญ,sifat,Kejujuran adalah sifat karakter yang penting.
transit,The goods were damaged in transit.,운송,물품이 운송 중에 파손되었다.,輸送中,商品は輸送中に破損した。,运输,货物在运输中受损。,tránsito,Los bienes fueron dañados en tránsito.,vận chuyển,Hàng hóa bị hư hỏng trong quá trình vận chuyển.,ระหว่างทาง,สินค้าได้รับความเสียหายระหว่างขนส่ง,transit,Barang rusak dalam transit.
transmit,The disease is transmitted through contaminated water.,전파하다,그 질병은 오염된 물을 통해 전파된다.,伝染する,その病気は汚染された水を通じて伝染する。,传播,该疾病通过受污染的水传播。,transmitir,La enfermedad se transmite a través de agua contaminada.,lây truyền,Bệnh lây truyền qua nước bị ô nhiễm.,แพร่,โรคแพร่ผ่านน้ำที่ปนเปื้อน,ditularkan,Penyakit ini ditularkan melalui air yang terkontaminasi.
transparent,The company is transparent about its finances.,투명한,회사는 재정에 대해 투명하다.,透明な,会社は財務について透明だ。,透明的,公司对其财务是透明的。,transparente,La empresa es transparente sobre sus finanzas.,minh bạch,Công ty minh bạch về tài chính.,โปร่งใส,บริษัทมีความโปร่งใสเรื่องการเงิน,transparan,Perusahaan transparan tentang keuangannya.
transport,Public transport is free for elderly citizens.,교통,대중교통은 노인 시민에게 무료이다.,交通,公共交通は高齢者には無料だ。,交通,公共交通对老年人免费。,transporte,El transporte público es gratuito para ciudadanos mayores.,giao thông,Giao thông công cộng miễn phí cho người cao tuổi.,การขนส่ง,การขนส่งสาธารณะฟรีสำหรับผู้สูงอายุ,transportasi,Transportasi umum gratis untuk warga lanjut usia.
tremendous,The project was a tremendous success.,엄청난,그 프로젝트는 엄청난 성공이었다.,素晴らしい,そのプロジェクトは素晴らしい成功だった。,巨大的,该项目取得了巨大的成功。,tremendo,El proyecto fue un tremendo éxito.,to lớn,Dự án đã đạt thành công to lớn.,มหาศาล,โครงการประสบความสำเร็จอย่างมหาศาล,luar biasa,Proyek itu sukses luar biasa.
underlying,The underlying cause of the problem is poverty.,근본적인,문제의 근본적인 원인은 빈곤이다.,根本的な,問題の根本的な原因は貧困だ。,根本的,问题的根本原因是贫困。,subyacente,La causa subyacente del problema es la pobreza.,tiềm ẩn,Nguyên nhân tiềm ẩn của vấn đề là nghèo đói.,แฝง,สาเหตุแฝงของปัญหาคือความยากจน,mendasar,Penyebab mendasar dari masalah ini adalah kemiskinan.
unify,The leader worked to unify the country.,통합하다,지도자는 나라를 통합하기 위해 노력했다.,統一する,指導者は国を統一するために働いた。,统一,领导人努力统一国家。,unificar,El líder trabajó para unificar el país.,thống nhất,Nhà lãnh đạo đã làm việc để thống nhất đất nước.,รวมเป็นหนึ่ง,ผู้นำทำงานเพื่อรวมประเทศเป็นหนึ่ง,menyatukan,Pemimpin bekerja untuk menyatukan negara.
utility,The utility bills have increased this month.,공공 서비스,이번 달 공공 서비스 요금이 증가했다.,公共料金,今月は公共料金が上がった。,公用事业,这个月的公用事业费用增加了。,servicio público,Las facturas de servicios públicos han aumentado este mes.,tiện ích,Hóa đơn tiện ích đã tăng tháng này.,สาธารณูปโภค,ค่าสาธารณูปโภคเพิ่มขึ้นในเดือนนี้,utilitas,Tagihan utilitas meningkat bulan ini.
utilize,The company utilizes renewable energy sources.,활용하다,회사는 재생 가능 에너지원을 활용한다.,活用する,会社は再生可能エネルギー源を活用している。,利用,公司利用可再生能源。,utilizar,La empresa utiliza fuentes de energía renovable.,sử dụng,Công ty sử dụng các nguồn năng lượng tái tạo.,ใช้ประโยชน์,บริษัทใช้ประโยชน์จากแหล่งพลังงานหมุนเวียน,memanfaatkan,Perusahaan memanfaatkan sumber energi terbarukan.
vast,The Sahara is a vast desert.,광대한,사하라는 광대한 사막이다.,広大な,サハラは広大な砂漠だ。,广阔的,撒哈拉是一片广阔的沙漠。,vasto,El Sahara es un vasto desierto.,rộng lớn,Sahara là một sa mạc rộng lớn.,กว้างใหญ่,ซาฮาราเป็นทะเลทรายที่กว้างใหญ่,luas,Sahara adalah gurun yang luas.
verify,Please verify your email address.,확인하다,이메일 주소를 확인해 주세요.,確認する,メールアドレスを確認してください。,验证,请验证您的电子邮件地址。,verificar,Por favor verifique su dirección de correo electrónico.,xác minh,Vui lòng xác minh địa chỉ email của bạn.,ยืนยัน,กรุณายืนยันที่อยู่อีเมลของคุณ,memverifikasi,Silakan memverifikasi alamat email Anda.
violate,He violated the terms of the agreement.,위반하다,그는 계약 조건을 위반했다.,違反する,彼は契約の条件に違反した。,违反,他违反了协议的条款。,violar,Él violó los términos del acuerdo.,vi phạm,Anh ấy đã vi phạm các điều khoản của thỏa thuận.,ละเมิด,เขาละเมิดเงื่อนไขของข้อตกลง,melanggar,Dia melanggar ketentuan perjanjian.
virtual,The conference was held in a virtual format.,가상의,회의는 가상 형식으로 개최되었다.,仮想の,会議は仮想形式で開催された。,虚拟的,会议以虚拟形式举行。,virtual,La conferencia se celebró en formato virtual.,trực tuyến,Hội nghị được tổ chức theo hình thức trực tuyến.,เสมือน,การประชุมจัดขึ้นในรูปแบบเสมือน,virtual,Konferensi diadakan dalam format virtual.
vision,The company needs a clear vision for the future.,비전,회사는 미래에 대한 명확한 비전이 필요하다.,ビジョン,会社は将来に対する明確なビジョンが必要だ。,愿景,公司需要对未来有一个清晰的愿景。,visión,La empresa necesita una visión clara para el futuro.,tầm nhìn,Công ty cần một tầm nhìn rõ ràng cho tương lai.,วิสัยทัศน์,บริษัทต้องการวิสัยทัศน์ที่ชัดเจนสำหรับอนาคต,visi,Perusahaan membutuhkan visi yang jelas untuk masa depan.
vital,Water is vital for human survival.,필수적인,물은 인간 생존에 필수적이다.,不可欠な,水は人間の生存に不可欠だ。,至关重要的,水对人类生存至关重要。,vital,El agua es vital para la supervivencia humana.,sống còn,Nước sống còn cho sự sinh tồn của con người.,สำคัญยิ่ง,น้ำสำคัญยิ่งต่อการอยู่รอดของมนุษย์,vital,Air vital bagi kelangsungan hidup manusia.
vocation,Teaching is more than just a job; it is a vocation.,소명,가르침은 단순한 직업 이상이다; 그것은 소명이다.,天職,教えることは単なる仕事以上だ。それは天職だ。,使命,教学不仅仅是一份工作，它是一种使命。,vocación,La enseñanza es más que un trabajo; es una vocación.,sứ mệnh,Dạy học không chỉ là một công việc; đó là một sứ mệnh.,อาชีพ,การสอนเป็นมากกว่าแค่งาน มันเป็นอาชีพที่ศักดิ์สิทธิ์,panggilan,Mengajar lebih dari sekadar pekerjaan; itu adalah panggilan.
vulnerable,Elderly people are more vulnerable to cold weather.,취약한,노인들은 추운 날씨에 더 취약하다.,脆弱な,高齢者は寒い天候に対してより脆弱だ。,脆弱的,老年人更容易受到寒冷天气的影响。,vulnerable,Las personas mayores son más vulnerables al clima frío.,dễ bị tổn thương,Người cao tuổi dễ bị tổn thương hơn trước thời tiết lạnh.,เปราะบาง,ผู้สูงอายุเปราะบางต่อสภาพอากาศหนาวเย็นมากกว่า,rentan,Lansia lebih rentan terhadap cuaca dingin.
wage,The government raised the minimum wage.,임금,정부가 최저 임금을 인상했다.,賃金,政府は最低賃金を引き上げた。,工资,政府提高了最低工资。,salario,El gobierno aumentó el salario mínimo.,tiền lương,Chính phủ đã tăng mức lương tối thiểu.,ค่าจ้าง,รัฐบาลปรับขึ้นค่าจ้างขั้นต่ำ,upah,Pemerintah menaikkan upah minimum.
warrant,The evidence does not warrant such a conclusion.,정당화하다,증거가 그런 결론을 정당화하지 않는다.,正当化する,証拠はそのような結論を正当化しない。,保证,证据不足以保证这样的结论。,justificar,La evidencia no justifica tal conclusión.,đảm bảo,Bằng chứng không đảm bảo cho kết luận như vậy.,รับประกัน,หลักฐานไม่รับประกันข้อสรุปดังกล่าว,menjamin,Bukti tidak menjamin kesimpulan seperti itu.
wealth,The country's wealth comes mainly from oil.,부,나라의 부는 주로 석유에서 나온다.,富,その国の富は主に石油から来ている。,财富,该国的财富主要来自石油。,riqueza,La riqueza del país proviene principalmente del petróleo.,sự giàu có,Sự giàu có của đất nước chủ yếu đến từ dầu mỏ.,ความมั่งคั่ง,ความมั่งคั่งของประเทศมาจากน้ำมันเป็นหลัก,kekayaan,Kekayaan negara itu terutama berasal dari minyak.
yield,The investment yielded a high return.,수익을 내다,그 투자는 높은 수익을 냈다.,もたらす,その投資は高いリターンをもたらした。,产出,这项投资产出了高回报。,producir,La inversión produjo un alto rendimiento.,mang lại,Khoản đầu tư đã mang lại lợi nhuận cao.,ให้ผล,การลงทุนให้ผลตอบแทนสูง,menghasilkan,Investasi itu menghasilkan pengembalian yang tinggi.
zone,The city center is a car-free zone.,구역,시내 중심은 차 없는 구역이다.,ゾーン,市の中心部は車禁止ゾーンだ。,区域,市中心是无车区域。,zona,El centro de la ciudad es una zona sin autos.,khu vực,Trung tâm thành phố là khu vực cấm ô tô.,เขต,ใจกลางเมืองเป็นเขตปลอดรถ,zona,Pusat kota adalah zona bebas mobil.
absorb,The sponge absorbs water quickly.,흡수하다,스펀지는 물을 빠르게 흡수한다.,吸収する,スポンジは水を素早く吸収する。,吸收,海绵能快速吸收水分。,absorber,La esponja absorbe agua rápidamente.,hấp thụ,Miếng bọt biển hấp thụ nước nhanh chóng.,ดูดซับ,ฟองน้ำดูดซับน้ำอย่างรวดเร็ว,menyerap,Spons menyerap air dengan cepat.
anticipate,We anticipate a rise in prices next year.,예상하다,우리는 내년 물가 상승을 예상한다.,予想する,来年の物価上昇を予想する。,预期,我们预期明年价格会上涨。,anticipar,Anticipamos un aumento de precios el próximo año.,dự đoán,Chúng tôi dự đoán giá sẽ tăng vào năm tới.,คาดการณ์,เราคาดการณ์ว่าราคาจะเพิ่มขึ้นในปีหน้า,mengantisipasi,Kami mengantisipasi kenaikan harga tahun depan.
assess,Teachers assess students through regular tests.,평가하다,교사들은 정기 시험을 통해 학생들을 평가한다.,評価する,教師は定期テストを通じて生徒を評価する。,评估,老师通过定期考试来评估学生。,evaluar,Los profesores evalúan a los estudiantes mediante exámenes regulares.,đánh giá,Giáo viên đánh giá học sinh qua các bài kiểm tra thường xuyên.,ประเมิน,ครูประเมินนักเรียนผ่านการสอบปกติ,menilai,Guru menilai siswa melalui tes rutin.
bind,The contract binds both parties to the agreement.,구속하다,계약은 양 당사자를 합의에 구속한다.,拘束する,契約は両当事者を合意に拘束する。,约束,合同约束双方遵守协议。,vincular,El contrato vincula a ambas partes al acuerdo.,ràng buộc,Hợp đồng ràng buộc cả hai bên vào thỏa thuận.,ผูกมัด,สัญญาผูกมัดทั้งสองฝ่ายกับข้อตกลง,mengikat,Kontrak mengikat kedua belah pihak pada perjanjian.
breed,The center breeds endangered species in captivity.,사육하다,센터는 멸종 위기 종을 포획 상태에서 사육한다.,繁殖させる,センターは絶滅危惧種を飼育下で繁殖させている。,繁殖,该中心在圈养条件下繁殖濒危物种。,criar,El centro cría especies en peligro en cautiverio.,nuôi,Trung tâm nuôi các loài có nguy cơ tuyệt chủng trong điều kiện nuôi nhốt.,เพาะพันธุ์,ศูนย์เพาะพันธุ์สัตว์ใกล้สูญพันธุ์ในที่เลี้ยง,membiakkan,Pusat membiakkan spesies terancam punah dalam penangkaran.
certify,The document must be certified by a lawyer.,인증하다,문서는 변호사에 의해 인증되어야 한다.,認証する,書類は弁護士による認証が必要だ。,认证,文件必须由律师认证。,certificar,El documento debe ser certificado por un abogado.,chứng nhận,Tài liệu phải được luật sư chứng nhận.,รับรอง,เอกสารต้องได้รับการรับรองจากทนายความ,disertifikasi,Dokumen harus disertifikasi oleh pengacara.
chronic,She suffers from chronic back pain.,만성의,그녀는 만성 허리 통증을 앓고 있다.,慢性の,彼女は慢性的な腰痛に苦しんでいる。,慢性的,她患有慢性背痛。,crónico,Ella sufre de dolor de espalda crónico.,mãn tính,Cô ấy bị đau lưng mãn tính.,เรื้อรัง,เธอทรมานจากอาการปวดหลังเรื้อรัง,kronis,Dia menderita nyeri punggung kronis.
circulate,The report was circulated among all staff members.,배포하다,보고서가 모든 직원에게 배포되었다.,回覧する,レポートは全スタッフに回覧された。,传阅,报告在所有员工中传阅。,circular,El informe fue circulado entre todos los miembros del personal.,lưu hành,Báo cáo đã được lưu hành cho tất cả nhân viên.,เวียน,รายงานถูกเวียนให้พนักงานทุกคน,diedarkan,Laporan diedarkan kepada semua anggota staf.
cite,The researcher cited several studies to support her argument.,인용하다,연구자는 자신의 주장을 뒷받침하기 위해 여러 연구를 인용했다.,引用する,研究者は自分の議論を支持するためにいくつかの研究を引用した。,引用,研究人员引用了几项研究来支持她的论点。,citar,La investigadora citó varios estudios para apoyar su argumento.,trích dẫn,Nhà nghiên cứu đã trích dẫn nhiều nghiên cứu để hỗ trợ lập luận.,อ้างอิง,นักวิจัยอ้างอิงการศึกษาหลายชิ้นเพื่อสนับสนุนข้อโต้แย้ง,mengutip,Peneliti mengutip beberapa studi untuk mendukung argumennya.
clarity,The essay lacks clarity in its arguments.,명확성,에세이의 주장에 명확성이 부족하다.,明確さ,エッセイの論点には明確さが欠けている。,清晰度,这篇文章的论点缺乏清晰度。,claridad,El ensayo carece de claridad en sus argumentos.,sự rõ ràng,Bài luận thiếu sự rõ ràng trong lập luận.,ความชัดเจน,เรียงความขาดความชัดเจนในข้อโต้แย้ง,kejelasan,Esai tersebut kurang kejelasan dalam argumennya.
classify,Animals can be classified into different groups.,분류하다,동물은 다른 그룹으로 분류될 수 있다.,分類する,動物は異なるグループに分類できる。,分类,动物可以分为不同的类别。,clasificar,Los animales se pueden clasificar en diferentes grupos.,phân loại,Động vật có thể được phân loại thành các nhóm khác nhau.,จำแนก,สัตว์สามารถจำแนกออกเป็นกลุ่มต่างๆ ได้,mengklasifikasikan,Hewan dapat diklasifikasikan ke dalam kelompok yang berbeda.
cognitive,Cognitive development is fastest in early childhood.,인지의,인지 발달은 유아기에 가장 빠르다.,認知の,認知発達は幼児期に最も速い。,认知的,认知发展在幼儿时期最快。,cognitivo,El desarrollo cognitivo es más rápido en la primera infancia.,nhận thức,Phát triển nhận thức nhanh nhất ở giai đoạn ấu thơ.,ทางปัญญา,พัฒนาการทางปัญญาเร็วที่สุดในวัยเด็กตอนต้น,kognitif,Perkembangan kognitif paling cepat di masa kanak-kanak awal.
coherent,She presented a coherent argument in her essay.,일관된,그녀는 에세이에서 일관된 주장을 제시했다.,一貫した,彼女はエッセイで一貫した議論を展開した。,连贯的,她在文章中提出了连贯的论点。,coherente,Ella presentó un argumento coherente en su ensayo.,mạch lạc,Cô ấy đã trình bày lập luận mạch lạc trong bài luận.,สอดคล้อง,เธอนำเสนอข้อโต้แย้งที่สอดคล้องในเรียงความ,koheren,Dia menyajikan argumen yang koheren dalam esainya.
commodity,Oil is one of the most traded commodities.,상품,석유는 가장 많이 거래되는 상품 중 하나이다.,商品,石油は最も取引される商品の一つだ。,商品,石油是交易量最大的商品之一。,producto,El petróleo es uno de los productos más comercializados.,hàng hóa,Dầu là một trong những hàng hóa được giao dịch nhiều nhất.,สินค้าโภคภัณฑ์,น้ำมันเป็นหนึ่งในสินค้าโภคภัณฑ์ที่มีการซื้อขายมากที่สุด,komoditas,Minyak adalah salah satu komoditas yang paling banyak diperdagangkan.
compatible,The software is compatible with most devices.,호환되는,소프트웨어는 대부분의 장치와 호환된다.,互換性のある,ソフトウェアはほとんどのデバイスと互換性がある。,兼容的,该软件与大多数设备兼容。,compatible,El software es compatible con la mayoría de dispositivos.,tương thích,Phần mềm tương thích với hầu hết các thiết bị.,เข้ากันได้,ซอฟต์แวร์เข้ากันได้กับอุปกรณ์ส่วนใหญ่,kompatibel,Perangkat lunak kompatibel dengan sebagian besar perangkat.
