english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
lapse,A temporary lapse in concentration can lead to significant experimental errors.,실수,일시적인 집중력의 실수는 상당한 실험 오류로 이어질 수 있다.,過失,一時的な集中力の欠如は重大な実験上の誤りにつながる可能性がある。,失误,暂时的注意力失误可能导致重大实验错误。,lapso,Un lapso temporal de concentración puede llevar a errores experimentales significativos.,sai sót,Một sai sót tạm thời trong sự tập trung có thể dẫn đến các lỗi thí nghiệm đáng kể.,ความผิดพลาด,ความผิดพลาดชั่วคราวในสมาธิอาจนำไปสู่ข้อผิดพลาดในการทดลองที่สำคัญ,kelalaian,Kelalaian sementara dalam konsentrasi dapat menyebabkan kesalahan eksperimen yang signifikan.
legacy,The professor's academic legacy continues to influence researchers in the field.,유산,교수의 학문적 유산은 해당 분야의 연구자들에게 계속 영향을 미치고 있다.,遺産,教授の学術的遺産はその分野の研究者に影響を与え続けている。,遗产,教授的学术遗产继续影响着该领域的研究人员。,legado,El legado académico del profesor continúa influyendo en los investigadores del campo.,di sản,Di sản học thuật của giáo sư tiếp tục ảnh hưởng đến các nhà nghiên cứu trong lĩnh vực này.,มรดก,มรดกทางวิชาการของอาจารย์ยังคงมีอิทธิพลต่อนักวิจัยในสาขานี้,warisan,Warisan akademis profesor terus memengaruhi para peneliti di bidang tersebut.
leverage,Researchers can leverage new technologies to accelerate the pace of scientific discovery.,활용하다,연구자들은 과학적 발견의 속도를 가속하기 위해 새로운 기술을 활용할 수 있다.,活用する,研究者は科学的発見のペースを加速させるために新しい技術を活用できる。,利用,研究人员可以利用新技术来加速科学发现的步伐。,aprovechar,Los investigadores pueden aprovechar nuevas tecnologías para acelerar el ritmo del descubrimiento.,tận dụng,Các nhà nghiên cứu có thể tận dụng công nghệ mới để đẩy nhanh tốc độ khám phá khoa học.,ใช้ประโยชน์,นักวิจัยสามารถใช้ประโยชน์จากเทคโนโลยีใหม่เพื่อเร่งการค้นพบทางวิทยาศาสตร์,memanfaatkan,Peneliti dapat memanfaatkan teknologi baru untuk mempercepat laju penemuan ilmiah.
lexicon,The technical lexicon of medical science can be challenging for undergraduate students.,어휘,의학 과학의 전문 어휘는 학부생에게 어려울 수 있다.,語彙,医学の専門語彙は学部生にとって難しい場合がある。,词汇,医学科学的专业词汇对本科生来说可能具有挑战性。,léxico,El léxico técnico de la ciencia médica puede ser desafiante para estudiantes universitarios.,từ vựng,Từ vựng kỹ thuật của khoa học y tế có thể là thách thức đối với sinh viên đại học.,คลังคำศัพท์,คลังคำศัพท์เทคนิคทางวิทยาศาสตร์การแพทย์อาจเป็นเรื่องท้าทายสำหรับนักศึกษาปริญญาตรี,leksikon,Leksikon teknis ilmu kedokteran bisa menjadi tantangan bagi mahasiswa sarjana.
loathe,Many researchers loathe the bureaucratic process of applying for government research grants.,혐오하다,많은 연구자들은 정부 연구 보조금 신청의 관료적 과정을 혐오한다.,嫌悪する,多くの研究者は政府の研究助成金申請の官僚的なプロセスを嫌悪している。,厌恶,许多研究人员厌恶申请政府研究资助的官僚程序。,detestar,Muchos investigadores detestan el proceso burocrático de solicitar subvenciones gubernamentales.,ghét,Nhiều nhà nghiên cứu ghét quy trình quan liêu khi xin tài trợ nghiên cứu từ chính phủ.,เกลียด,นักวิจัยหลายคนเกลียดกระบวนการราชการในการสมัครทุนวิจัยของรัฐบาล,membenci,Banyak peneliti membenci proses birokrasi pengajuan hibah penelitian pemerintah.
lofty,The university set lofty goals for increasing global research impact this decade.,สูงส่ง,대학은 이번 10년간 글로벌 연구 영향력 증대를 위한 높은 목표를 설정했다.,崇高な,大学は今後十年間で世界的な研究影響力を高めるための崇高な目標を設定した。,崇高的,该大学设定了在这十年内提高全球研究影响力的崇高目标。,elevado,La universidad estableció metas elevadas para aumentar el impacto investigativo global esta década.,cao cả,Trường đại học đã đặt ra mục tiêu cao cả để tăng tác động nghiên cứu toàn cầu trong thập kỷ này.,สูงส่ง,มหาวิทยาลัยตั้งเป้าหมายสูงส่งในการเพิ่มผลกระทบการวิจัยระดับโลกในทศวรรษนี้,luhur,Universitas menetapkan tujuan luhur untuk meningkatkan dampak penelitian global dekade ini.
lurk,Hidden biases may lurk beneath the surface of seemingly objective research methodologies.,숨어 있다,숨겨진 편향은 겉보기에 객관적인 연구 방법론의 표면 아래에 숨어 있을 수 있다.,潜む,隠れたバイアスは一見客観的な研究方法論の表面下に潜んでいる可能性がある。,潜伏,隐藏的偏见可能潜伏在看似客观的研究方法论表面之下。,acechar,Los sesgos ocultos pueden acechar bajo la superficie de metodologías aparentemente objetivas.,ẩn nấp,Những thiên kiến ẩn giấu có thể ẩn nấp dưới bề mặt của các phương pháp nghiên cứu có vẻ khách quan.,ซ่อนตัว,อคติที่ซ่อนอยู่อาจซ่อนตัวใต้พื้นผิวของระเบียบวิธีวิจัยที่ดูเหมือนเป็นกลาง,bersembunyi,Bias tersembunyi mungkin bersembunyi di balik permukaan metodologi penelitian yang tampak objektif.
magnate,The media magnate donated millions to fund university research laboratory construction.,거물,그 미디어 거물은 대학 연구실 건설 자금으로 수백만 달러를 기부했다.,大物,そのメディアの大物は大学の研究室建設資金として数百万ドルを寄付した。,巨头,这位媒体巨头捐赠了数百万美元资助大学研究实验室的建设。,magnate,El magnate de los medios donó millones para financiar la construcción de laboratorios universitarios.,ông trùm,Ông trùm truyền thông đã quyên góp hàng triệu để tài trợ xây dựng phòng thí nghiệm đại học.,เจ้าสัว,เจ้าสัวสื่อบริจาคเงินหลายล้านเพื่อสร้างห้องปฏิบัติการวิจัยของมหาวิทยาลัย,konglomerat,Konglomerat media menyumbangkan jutaan untuk mendanai pembangunan laboratorium penelitian universitas.
malign,Critics sought to malign the researcher's reputation through unfounded public accusations.,중상하다,비평가들은 근거 없는 공개 비난을 통해 연구자의 명성을 중상하려 했다.,中傷する,批評家たちは根拠のない公の非難を通じて研究者の評判を中傷しようとした。,诋毁,批评者试图通过毫无根据的公开指控来诋毁研究人员的声誉。,difamar,Los críticos buscaron difamar la reputación del investigador mediante acusaciones públicas infundadas.,bôi nhọ,Các nhà phê bình tìm cách bôi nhọ danh tiếng của nhà nghiên cứu thông qua các cáo buộc vô căn cứ.,ใส่ร้าย,นักวิจารณ์พยายามใส่ร้ายชื่อเสียงของนักวิจัยผ่านข้อกล่าวหาสาธารณะที่ไม่มีมูล,memfitnah,Para kritikus berusaha memfitnah reputasi peneliti melalui tuduhan publik yang tidak berdasar.
meander,The river meanders through the valley creating fertile floodplains for agriculture.,구불구불 흐르다,강은 계곡을 구불구불 흐르며 농업을 위한 비옥한 범람원을 만든다.,蛇行する,川は谷を蛇行して流れ農業のための肥沃な氾濫原を作り出している。,蜿蜒,河流蜿蜒流过山谷形成了肥沃的冲积平原用于农业。,serpentear,El río serpentea por el valle creando llanuras aluviales fértiles para la agricultura.,uốn khúc,Dòng sông uốn khúc qua thung lũng tạo nên các vùng đồng bằng ngập lụt màu mỡ cho nông nghiệp.,คดเคี้ยว,แม่น้ำคดเคี้ยวผ่านหุบเขาสร้างที่ราบน้ำท่วมถึงที่อุดมสมบูรณ์สำหรับเกษตรกรรม,berkelok-kelok,Sungai berkelok-kelok melalui lembah menciptakan dataran banjir yang subur untuk pertanian.
mediocre,Mediocre academic performance can result from insufficient study habits and poor planning.,평범한,평범한 학업 성과는 불충분한 학습 습관과 계획 부족에서 비롯될 수 있다.,平凡な,平凡な学業成績は不十分な学習習慣と計画の悪さから生じることがある。,平庸的,平庸的学业表现可能源于学习习惯不足和规划不当。,mediocre,El rendimiento académico mediocre puede resultar de hábitos de estudio insuficientes.,tầm thường,Kết quả học tập tầm thường có thể do thói quen học tập không đầy đủ và kế hoạch kém.,ธรรมดา,ผลการเรียนธรรมดาอาจเกิดจากนิสัยการเรียนที่ไม่เพียงพอและการวางแผนที่ไม่ดี,biasa-biasa saja,Kinerja akademis yang biasa-biasa saja dapat disebabkan oleh kebiasaan belajar yang tidak memadai.
mercenary,Some critics described the pharmaceutical company's pricing strategy as purely mercenary.,용병 같은,일부 비평가들은 제약 회사의 가격 전략을 순전히 돈만 밝히는 것으로 묘사했다.,金銭目当ての,一部の批評家はその製薬会社の価格戦略を純粋に金銭目当てだと表現した。,唯利是图的,一些批评者将制药公司的定价策略描述为纯粹唯利是图。,mercenario,Algunos críticos describieron la estrategia de precios de la farmacéutica como puramente mercenaria.,vụ lợi,Một số nhà phê bình mô tả chiến lược giá của công ty dược phẩm là hoàn toàn vụ lợi.,หวังผลกำไร,นักวิจารณ์บางคนอธิบายกลยุทธ์การตั้งราคาของบริษัทยาว่าหวังผลกำไรอย่างเดียว,komersial,Beberapa kritikus menggambarkan strategi penetapan harga perusahaan farmasi itu sebagai murni komersial.
monopolize,A few large corporations continue to monopolize the global pharmaceutical research market.,독점하다,몇몇 대기업이 글로벌 제약 연구 시장을 계속 독점하고 있다.,独占する,いくつかの大企業が世界の製薬研究市場を独占し続けている。,垄断,少数大公司继续垄断全球制药研究市场。,monopolizar,Unas pocas grandes corporaciones continúan monopolizando el mercado farmacéutico global.,độc chiếm,Một vài tập đoàn lớn tiếp tục độc chiếm thị trường nghiên cứu dược phẩm toàn cầu.,ผูกขาด,บริษัทขนาดใหญ่ไม่กี่แห่งยังคงผูกขาดตลาดการวิจัยเภสัชกรรมระดับโลก,memonopoli,Beberapa perusahaan besar terus memonopoli pasar penelitian farmasi global.
morale,Low employee morale can significantly reduce workplace productivity and innovation output.,사기,직원 사기가 낮으면 직장 생산성과 혁신 성과가 크게 감소할 수 있다.,士気,従業員の士気の低下は職場の生産性とイノベーションの成果を著しく低下させる。,士气,低员工士气会显著降低工作场所的生产力和创新产出。,moral,La baja moral de los empleados puede reducir significativamente la productividad e innovación.,tinh thần,Tinh thần nhân viên thấp có thể làm giảm đáng kể năng suất và sáng tạo tại nơi làm việc.,ขวัญกำลังใจ,ขวัญกำลังใจของพนักงานที่ต่ำสามารถลดผลผลิตและนวัตกรรมในที่ทำงานได้อย่างมาก,semangat,Semangat karyawan yang rendah dapat secara signifikan mengurangi produktivitas dan inovasi.
muster,The research team managed to muster enough funding to continue the vital study.,모으다,연구팀은 중요한 연구를 계속하기에 충분한 자금을 모으는 데 성공했다.,集める,研究チームは重要な研究を続けるのに十分な資金を集めることができた。,筹集,研究团队设法筹集了足够的资金来继续这项重要研究。,reunir,El equipo de investigación logró reunir suficientes fondos para continuar el estudio vital.,tập hợp,Nhóm nghiên cứu đã tập hợp được đủ kinh phí để tiếp tục nghiên cứu quan trọng.,รวบรวม,ทีมวิจัยสามารถรวบรวมเงินทุนเพียงพอเพื่อดำเนินการศึกษาที่สำคัญต่อไป,mengumpulkan,Tim peneliti berhasil mengumpulkan cukup dana untuk melanjutkan studi penting tersebut.
navigate,Students must learn to navigate complex academic databases for effective research.,탐색하다,학생들은 효과적인 연구를 위해 복잡한 학술 데이터베이스를 탐색하는 법을 배워야 한다.,操作する,学生は効果的な研究のために複雑な学術データベースの操作方法を学ばなければならない。,导航,学生必须学会浏览复杂的学术数据库以进行有效研究。,navegar,Los estudiantes deben aprender a navegar bases de datos académicas complejas para investigar.,điều hướng,Sinh viên phải học cách điều hướng các cơ sở dữ liệu học thuật phức tạp để nghiên cứu hiệu quả.,นำทาง,นักศึกษาต้องเรียนรู้การนำทางฐานข้อมูลวิชาการที่ซับซ้อนเพื่อการวิจัยที่มีประสิทธิภาพ,menavigasi,Mahasiswa harus belajar menavigasi basis data akademis yang kompleks untuk penelitian efektif.
nomadic,Nomadic populations have developed unique adaptive strategies for survival in harsh climates.,유목민의,유목민 인구는 혹독한 기후에서 생존하기 위한 독특한 적응 전략을 발전시켜 왔다.,遊牧民の,遊牧民は厳しい気候での生存のための独自の適応戦略を発展させてきた。,游牧的,游牧民族已经发展出独特的适应策略以在恶劣气候中生存。,nómada,Las poblaciones nómadas han desarrollado estrategias adaptativas únicas para climas severos.,du mục,Các dân tộc du mục đã phát triển các chiến lược thích ứng độc đáo để sinh tồn trong khí hậu khắc nghiệt.,เร่ร่อน,ประชากรเร่ร่อนได้พัฒนากลยุทธ์การปรับตัวที่เป็นเอกลักษณ์เพื่อเอาชีวิตรอดในสภาพอากาศที่รุนแรง,nomaden,Populasi nomaden telah mengembangkan strategi adaptif unik untuk bertahan hidup di iklim keras.
novelty,The novelty of the research approach attracted attention from international scientific journals.,참신함,연구 접근 방식의 참신함은 국제 과학 저널의 주목을 끌었다.,新奇さ,その研究アプローチの新奇さは国際的な科学雑誌の注目を集めた。,新颖性,研究方法的新颖性引起了国际科学期刊的关注。,novedad,La novedad del enfoque de investigación atrajo la atención de revistas científicas internacionales.,sự mới lạ,Sự mới lạ của phương pháp nghiên cứu đã thu hút sự chú ý từ các tạp chí khoa học quốc tế.,ความแปลกใหม่,ความแปลกใหม่ของแนวทางการวิจัยดึงดูดความสนใจจากวารสารวิทยาศาสตร์ระหว่างประเทศ,kebaruan,Kebaruan pendekatan penelitian menarik perhatian dari jurnal ilmiah internasional.
noxious,The factory released noxious chemicals that contaminated the nearby water supply system.,유해한,공장은 인근 급수 시스템을 오염시키는 유해 화학물질을 방출했다.,有害な,工場は近くの水道システムを汚染する有害な化学物質を放出した。,有害的,工厂释放了有害化学物质污染了附近的供水系统。,nocivo,La fábrica liberó químicos nocivos que contaminaron el sistema de suministro de agua cercano.,độc hại,Nhà máy đã thải ra hóa chất độc hại làm ô nhiễm hệ thống cung cấp nước gần đó.,เป็นพิษ,โรงงานปล่อยสารเคมีที่เป็นพิษซึ่งปนเปื้อนระบบน้ำประปาใกล้เคียง,berbahaya,Pabrik melepaskan bahan kimia berbahaya yang mencemari sistem pasokan air terdekat.
obedient,Laboratory animals must be obedient to handlers during controlled experimental procedures.,순종적인,실험 동물은 통제된 실험 절차 동안 취급자에게 순종적이어야 한다.,従順な,実験動物は管理された実験手順の間に取扱者に従順でなければならない。,顺从的,实验动物在受控实验程序中必须对操作人员顺从。,obediente,Los animales de laboratorio deben ser obedientes a los manejadores durante los procedimientos.,vâng lời,Động vật phòng thí nghiệm phải vâng lời người chăm sóc trong các quy trình thí nghiệm có kiểm soát.,เชื่อฟัง,สัตว์ทดลองต้องเชื่อฟังผู้ดูแลระหว่างขั้นตอนการทดลองที่มีการควบคุม,patuh,Hewan laboratorium harus patuh kepada penangan selama prosedur eksperimen terkontrol.
oblique,The professor made an oblique reference to the controversial theory during her lecture.,간접적인,교수는 강의 중에 논쟁적인 이론에 대한 간접적인 언급을 했다.,間接的な,教授は講義中にその論争的な理論への間接的な言及をした。,间接的,教授在讲座中间接提到了那个有争议的理论。,oblicuo,La profesora hizo una referencia oblicua a la teoría controvertida durante su conferencia.,gián tiếp,Giáo sư đã đề cập gián tiếp đến lý thuyết gây tranh cãi trong bài giảng của bà.,อ้อมค้อม,อาจารย์กล่าวถึงทฤษฎีที่ถกเถียงอย่างอ้อมค้อมระหว่างการบรรยาย,tidak langsung,Profesor membuat referensi tidak langsung ke teori kontroversial selama kuliahnya.
oblivion,Without proper archival practices many historical records will fall into oblivion.,망각,적절한 기록 보관 관행 없이는 많은 역사적 기록이 망각에 빠질 것이다.,忘却,適切なアーカイブの実践がなければ多くの歴史的記録は忘却に陥るだろう。,遗忘,如果没有适当的档案管理许多历史记录将被遗忘。,olvido,Sin prácticas archivísticas adecuadas muchos registros históricos caerán en el olvido.,sự lãng quên,Nếu không có các thực hành lưu trữ đúng đắn nhiều hồ sơ lịch sử sẽ rơi vào quên lãng.,การถูกลืม,หากไม่มีแนวทางจัดเก็บเอกสารที่เหมาะสม บันทึกประวัติศาสตร์จะถูกลืม,terlupakan,Tanpa praktik pengarsipan yang tepat banyak catatan sejarah akan jatuh ke dalam kelupaan.
obsolescence,Planned obsolescence is a controversial practice in the consumer electronics industry.,노후화,계획적 노후화는 소비자 전자 산업에서 논쟁적인 관행이다.,計画的陳腐化,計画的陳腐化は消費者向け電子機器産業において議論の的となっている慣行である。,计划报废,计划报废是消费电子行业中一种有争议的做法。,obsolescencia,La obsolescencia programada es una práctica controvertida en la industria electrónica de consumo.,sự lỗi thời,Sự lỗi thời có kế hoạch là một hoạt động gây tranh cãi trong ngành điện tử tiêu dùng.,ความล้าสมัย,ความล้าสมัยที่วางแผนไว้เป็นแนวทางปฏิบัติที่ถกเถียงในอุตสาหกรรมอิเล็กทรอนิกส์,keusangan,Keusangan terencana adalah praktik kontroversial dalam industri elektronik konsumen.
opulence,The opulence of the royal court was documented extensively by contemporary historians.,풍요,왕실의 풍요로움은 당대 역사가들에 의해 광범위하게 기록되었다.,豪華さ,王宮の豪華さは当時の歴史家によって広範に記録された。,奢华,皇室的奢华被当代历史学家广泛记录。,opulencia,La opulencia de la corte real fue documentada extensamente por historiadores contemporáneos.,sự xa hoa,Sự xa hoa của triều đình hoàng gia được các nhà sử học đương thời ghi chép rộng rãi.,ความหรูหรา,ความหรูหราของราชสำนักถูกบันทึกอย่างละเอียดโดยนักประวัติศาสตร์ร่วมสมัย,kemewahan,Kemewahan istana kerajaan didokumentasikan secara luas oleh para sejarawan kontemporer.
oration,The graduation oration inspired students to pursue meaningful careers in public service.,연설,졸업 연설은 학생들에게 공공 서비스 분야에서 의미 있는 경력을 추구하도록 영감을 주었다.,演説,卒業式の演説は学生たちに公共サービスでの有意義なキャリアを追求するよう鼓舞した。,演说,毕业演说激励学生们追求有意义的公共服务事业。,oración,La oración de graduación inspiró a los estudiantes a seguir carreras significativas en servicio público.,bài diễn thuyết,Bài diễn thuyết tốt nghiệp đã truyền cảm hứng cho sinh viên theo đuổi sự nghiệp ý nghĩa trong dịch vụ công.,สุนทรพจน์,สุนทรพจน์รับปริญญาสร้างแรงบันดาลใจให้นักศึกษาไปทำงานที่มีความหมายในภาครัฐ,pidato,Pidato wisuda menginspirasi mahasiswa untuk mengejar karier bermakna dalam pelayanan publik.
ordeal,Writing a doctoral dissertation can be a lengthy and challenging intellectual ordeal.,시련,박사 학위 논문을 쓰는 것은 길고 도전적인 지적 시련이 될 수 있다.,試練,博士論文を書くことは長く困難な知的試練となることがある。,磨难,撰写博士论文可能是一场漫长而具有挑战性的智力磨难。,prueba,Escribir una tesis doctoral puede ser una prueba intelectual larga y desafiante.,thử thách,Viết luận án tiến sĩ có thể là một thử thách trí tuệ dài và đầy khó khăn.,ความยากลำบาก,การเขียนวิทยานิพนธ์ระดับปริญญาเอกอาจเป็นความยากลำบากทางปัญญาที่ยาวนาน,cobaan,Menulis disertasi doktoral bisa menjadi cobaan intelektual yang panjang dan menantang.
ornate,The ornate architectural details of the cathedral reflect Renaissance artistic traditions.,화려한,대성당의 화려한 건축적 세부 사항은 르네상스 예술 전통을 반영한다.,華麗な,大聖堂の華麗な建築的ディテールはルネサンスの芸術的伝統を反映している。,华丽的,大教堂华丽的建筑细节反映了文艺复兴的艺术传统。,ornamentado,Los detalles arquitectónicos ornamentados de la catedral reflejan tradiciones artísticas renacentistas.,trang trí cầu kỳ,Các chi tiết kiến trúc trang trí cầu kỳ của nhà thờ phản ánh truyền thống nghệ thuật Phục Hưng.,ประณีต,รายละเอียดสถาปัตยกรรมที่ประณีตของมหาวิหารสะท้อนประเพณีศิลปะเรอเนสซองส์,rumit,Detail arsitektur rumit katedral mencerminkan tradisi seni Renaisans.
oscillation,Temperature oscillation between day and night affects plant growth in desert regions.,진동,낮과 밤 사이의 온도 진동은 사막 지역의 식물 성장에 영향을 미친다.,振動,昼夜間の温度振動は砂漠地域の植物の成長に影響を与える。,振荡,昼夜温度振荡影响沙漠地区的植物生长。,oscilación,La oscilación de temperatura entre día y noche afecta el crecimiento vegetal en regiones desérticas.,dao động,Sự dao động nhiệt độ giữa ngày và đêm ảnh hưởng đến sự phát triển thực vật ở vùng sa mạc.,การแกว่ง,การแกว่งของอุณหภูมิระหว่างกลางวันและกลางคืนส่งผลต่อการเจริญเติบโตของพืชในเขตทะเลทราย,osilasi,Osilasi suhu antara siang dan malam memengaruhi pertumbuhan tanaman di daerah gurun.
languish,Many promising research projects languish due to insufficient government funding support.,시들다,많은 유망한 연구 프로젝트가 불충분한 정부 자금 지원으로 인해 시들해진다.,衰える,多くの有望な研究プロジェクトは政府の資金支援不足のために衰えている。,衰退,许多有前途的研究项目因政府资金支持不足而衰退。,languidecer,Muchos proyectos de investigación prometedores languidecen por financiamiento insuficiente.,suy yếu,Nhiều dự án nghiên cứu triển vọng suy yếu do thiếu nguồn tài trợ từ chính phủ.,อ่อนแรง,โครงการวิจัยที่มีแนวโน้มดีหลายโครงการอ่อนแรงลงเนื่องจากเงินทุนจากรัฐบาลไม่เพียงพอ,terbengkalai,Banyak proyek penelitian yang menjanjikan terbengkalai karena dukungan pendanaan pemerintah yang tidak memadai.
lax,The university's lax enforcement of academic integrity policies concerned many faculty members.,느슨한,대학의 느슨한 학문적 정직성 정책 시행은 많은 교수진에게 우려를 줬다.,緩い,大学の学問的誠実性に関する方針の緩い執行は多くの教員を懸念させた。,松懈的,大学对学术诚信政策松懈的执行让许多教职人员担忧。,laxo,La aplicación laxa de las políticas de integridad académica preocupó a muchos profesores.,lỏng lẻo,Việc thực thi lỏng lẻo các chính sách liêm chính học thuật của trường đại học khiến nhiều giảng viên lo ngại.,หละหลวม,การบังคับใช้นโยบายความซื่อสัตย์ทางวิชาการอย่างหละหลวมของมหาวิทยาลัยทำให้คณาจารย์กังวล,longgar,Penegakan kebijakan integritas akademik yang longgar oleh universitas mengkhawatirkan banyak fakultas.
liturgy,Scholars studied the medieval liturgy to understand religious practices of that era.,전례,학자들은 그 시대의 종교적 관행을 이해하기 위해 중세 전례를 연구했다.,典礼,学者たちはその時代の宗教的慣行を理解するために中世の典礼を研究した。,礼拜仪式,学者们研究了中世纪的礼拜仪式以了解那个时代的宗教习俗。,liturgia,Los académicos estudiaron la liturgia medieval para comprender las prácticas religiosas de esa era.,phụng vụ,Các học giả đã nghiên cứu phụng vụ thời trung cổ để hiểu các tập tục tôn giáo của thời đại đó.,พิธีกรรม,นักวิชาการศึกษาพิธีกรรมในยุคกลางเพื่อทำความเข้าใจแนวปฏิบัติทางศาสนาในยุคนั้น,liturgi,Para sarjana mempelajari liturgi abad pertengahan untuk memahami praktik keagamaan era tersebut.
locus,The research identified the genetic locus responsible for the inherited metabolic disorder.,위치,그 연구는 유전성 대사 장애에 책임이 있는 유전적 위치를 확인했다.,遺伝子座,研究は遺伝性代謝障害の原因となる遺伝子座を特定した。,基因座,研究确定了导致遗传性代谢紊乱的基因座。,locus,La investigación identificó el locus genético responsable del trastorno metabólico hereditario.,vị trí,Nghiên cứu đã xác định vị trí gen chịu trách nhiệm cho rối loạn chuyển hóa di truyền.,ตำแหน่ง,การวิจัยระบุตำแหน่งทางพันธุกรรมที่รับผิดชอบต่อความผิดปกติทางเมตาบอลิซึมที่ถ่ายทอดทางพันธุกรรม,lokus,Penelitian mengidentifikasi lokus genetik yang bertanggung jawab atas gangguan metabolik bawaan.
lubricate,Engineers must lubricate mechanical components regularly to prevent equipment degradation.,윤활하다,엔지니어는 장비 성능 저하를 방지하기 위해 기계 부품에 정기적으로 윤활유를 발라야 한다.,潤滑する,エンジニアは機器の劣化を防ぐために機械部品を定期的に潤滑しなければならない。,润滑,工程师必须定期润滑机械部件以防止设备退化。,lubricar,Los ingenieros deben lubricar los componentes mecánicos regularmente para prevenir el deterioro.,bôi trơn,Kỹ sư phải bôi trơn các bộ phận cơ khí thường xuyên để ngăn ngừa sự xuống cấp của thiết bị.,หล่อลื่น,วิศวกรต้องหล่อลื่นชิ้นส่วนเครื่องจักรอย่างสม่ำเสมอเพื่อป้องกันการเสื่อมสภาพ,melumasi,Insinyur harus melumasi komponen mekanis secara teratur untuk mencegah degradasi peralatan.
maladaptive,Maladaptive behavioral patterns can hinder personal growth and academic achievement significantly.,부적응적인,부적응적인 행동 패턴은 개인적 성장과 학업 성취를 상당히 방해할 수 있다.,不適応の,不適応の行動パターンは個人的成長と学業成績を著しく妨げる可能性がある。,适应不良的,适应不良的行为模式可能严重阻碍个人成长和学业成就。,desadaptativo,Los patrones de comportamiento desadaptativos pueden obstaculizar el crecimiento personal significativamente.,không thích nghi,Các mô hình hành vi không thích nghi có thể cản trở đáng kể sự phát triển cá nhân và thành tích học tập.,ไม่ปรับตัว,รูปแบบพฤติกรรมที่ไม่ปรับตัวสามารถขัดขวางการเติบโตส่วนบุคคลและผลสัมฤทธิ์ทางการเรียนอย่างมาก,maladaptif,Pola perilaku maladaptif dapat menghambat pertumbuhan pribadi dan pencapaian akademis secara signifikan.
malnutrition,Chronic malnutrition during childhood can lead to permanent cognitive developmental impairments.,영양실조,아동기의 만성적인 영양실조는 영구적인 인지 발달 장애를 초래할 수 있다.,栄養失調,幼少期の慢性的な栄養失調は永続的な認知発達障害につながる可能性がある。,营养不良,儿童期的慢性营养不良可能导致永久性认知发育障碍。,desnutrición,La desnutrición crónica durante la infancia puede causar deterioros cognitivos permanentes.,suy dinh dưỡng,Suy dinh dưỡng mãn tính trong thời thơ ấu có thể dẫn đến suy giảm phát triển nhận thức vĩnh viễn.,ภาวะทุพโภชนาการ,ภาวะทุพโภชนาการเรื้อรังในวัยเด็กอาจนำไปสู่ความบกพร่องทางการรับรู้อย่างถาวร,malnutrisi,Malnutrisi kronis selama masa kanak-kanak dapat menyebabkan gangguan perkembangan kognitif permanen.
mangrove,Mangrove forests serve as vital nurseries for numerous marine fish species globally.,맹그로브,맹그로브 숲은 전 세계적으로 수많은 해양 어종의 중요한 서식지 역할을 한다.,マングローブ,マングローブ林は世界中で多くの海洋魚種の重要な保育場として機能している。,红树林,红树林是全球众多海洋鱼类物种的重要育苗场。,manglar,Los bosques de manglar sirven como viveros vitales para numerosas especies de peces marinos.,rừng ngập mặn,Rừng ngập mặn đóng vai trò là vườn ươm quan trọng cho nhiều loài cá biển trên toàn cầu.,ป่าชายเลน,ป่าชายเลนทำหน้าที่เป็นแหล่งอนุบาลที่สำคัญสำหรับปลาทะเลหลากหลายสายพันธุ์ทั่วโลก,bakau,Hutan bakau berfungsi sebagai tempat pembibitan penting bagi banyak spesies ikan laut secara global.
motif,The recurring motif of isolation appears throughout the novelist's entire body of work.,모티프,고립이라는 반복되는 모티프는 소설가의 전체 작품 전반에 걸쳐 나타난다.,モチーフ,孤立という繰り返されるモチーフは小説家の全作品を通じて現れている。,主题,孤立这一反复出现的主题贯穿了这位小说家的全部作品。,motivo,El motivo recurrente del aislamiento aparece a lo largo de toda la obra del novelista.,chủ đề,Chủ đề lặp đi lặp lại về sự cô lập xuất hiện xuyên suốt toàn bộ tác phẩm của nhà tiểu thuyết.,ลวดลาย,ลวดลายที่เกิดขึ้นซ้ำของความโดดเดี่ยวปรากฏตลอดผลงานทั้งหมดของนักเขียนนวนิยาย,motif,Motif isolasi yang berulang muncul di seluruh karya novelis tersebut.
nebulous,The professor criticized the student's nebulous thesis statement for lacking clear focus.,모호한,교수는 명확한 초점이 부족한 학생의 모호한 논문 주제문을 비판했다.,曖昧な,教授は明確な焦点に欠ける学生の曖昧な論文の主題文を批判した。,模糊的,教授批评了学生模糊的论文陈述缺乏明确的焦点。,nebuloso,El profesor criticó la declaración de tesis nebulosa del estudiante por carecer de enfoque claro.,mơ hồ,Giáo sư đã phê bình luận điểm mơ hồ của sinh viên vì thiếu trọng tâm rõ ràng.,คลุมเครือ,อาจารย์วิจารณ์ข้อความวิทยานิพนธ์ที่คลุมเครือของนักศึกษาว่าขาดจุดเน้นที่ชัดเจน,kabur,Profesor mengkritik pernyataan tesis mahasiswa yang kabur karena kurang fokus yang jelas.
