english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
emaciate,The prisoners were emaciated from months of insufficient food.,쇠약하게 하다,수감자들은 수개월간 음식 부족으로 쇠약해졌다.,衰弱させる,囚人たちは数か月の食料不足で衰弱していた。,使消瘦,囚犯因数月食物不足而变得消瘦。,demacrar,Los prisioneros estaban demacrados por meses de alimentación insuficiente.,gầy yếu,Các tù nhân trở nên gầy yếu sau nhiều tháng thiếu ăn.,ผอมแห้ง,นักโทษผอมแห้งจากการขาดอาหารหลายเดือน,kurus kering,Para tahanan kurus kering akibat berbulan-bulan kekurangan makanan.
emanate,A strange odor emanated from the abandoned laboratory.,발산하다,이상한 냄새가 버려진 연구실에서 발산되었다.,発する,奇妙な臭いが放棄された研究室から発していた。,散发,一股奇怪的气味从废弃的实验室散发出来。,emanar,Un olor extraño emanaba del laboratorio abandonado.,tỏa ra,Một mùi lạ tỏa ra từ phòng thí nghiệm bỏ hoang.,ส่ง,กลิ่นแปลกๆ ส่งออกมาจากห้องทดลองร้าง,mengeluarkan,Bau aneh mengeluarkan dari laboratorium yang ditinggalkan.
emancipate,The movement fought to emancipate women from discriminatory laws.,해방시키다,그 운동은 차별적인 법률로부터 여성을 해방시키기 위해 싸웠다.,解放する,その運動は差別的な法律から女性を解放するために闘った。,解放,该运动致力于将妇女从歧视性法律中解放出来。,emancipar,El movimiento luchó por emancipar a las mujeres de leyes discriminatorias.,giải phóng,Phong trào đã đấu tranh để giải phóng phụ nữ khỏi các luật phân biệt đối xử.,ปลดปล่อย,การเคลื่อนไหวต่อสู้เพื่อปลดปล่อยสตรีจากกฎหมายเลือกปฏิบัติ,membebaskan,Gerakan tersebut berjuang untuk membebaskan perempuan dari hukum diskriminatif.
embargo,The international community imposed an embargo on arms sales to the region.,금수 조치,국제 사회는 그 지역에 대한 무기 판매 금수 조치를 부과했다.,禁輸,国際社会はその地域への武器販売の禁輸を課した。,禁运,国际社会对该地区实施了武器销售禁运。,embargo,La comunidad internacional impuso un embargo sobre la venta de armas a la región.,cấm vận,Cộng đồng quốc tế áp đặt lệnh cấm vận bán vũ khí cho khu vực.,การคว่ำบาตร,ประชาคมระหว่างประเทศกำหนดมาตรการคว่ำบาตรการขายอาวุธให้ภูมิภาคนี้,embargo,Komunitas internasional memberlakukan embargo penjualan senjata ke wilayah tersebut.
embark,The company embarked on an ambitious expansion plan.,착수하다,회사는 야심찬 확장 계획에 착수했다.,着手する,会社は野心的な拡張計画に着手した。,着手,公司着手实施一项雄心勃勃的扩张计划。,embarcarse,La empresa se embarcó en un ambicioso plan de expansión.,bắt đầu,Công ty đã bắt đầu một kế hoạch mở rộng đầy tham vọng.,เริ่มต้น,บริษัทเริ่มต้นแผนขยายธุรกิจอันทะเยอทะยาน,memulai,Perusahaan memulai rencana ekspansi yang ambisius.
embellish,The author embellished the story with vivid descriptions of the landscape.,꾸미다,저자는 생생한 풍경 묘사로 이야기를 꾸몄다.,装飾する,著者は鮮やかな風景描写で物語を装飾した。,修饰,作者用生动的风景描述修饰了故事。,embellecer,El autor embelleció la historia con descripciones vívidas del paisaje.,tô điểm,Tác giả tô điểm câu chuyện bằng những mô tả sống động về phong cảnh.,ตกแต่ง,ผู้เขียนตกแต่งเรื่องด้วยคำบรรยายภูมิทัศน์อย่างสดใส,memperindah,Penulis memperindah cerita dengan deskripsi lanskap yang hidup.
embody,The constitution embodies the principles of democracy and freedom.,구현하다,헌법은 민주주의와 자유의 원칙을 구현한다.,体現する,憲法は民主主義と自由の原則を体現している。,体现,宪法体现了民主和自由的原则。,encarnar,La constitución encarna los principios de democracia y libertad.,thể hiện,Hiến pháp thể hiện các nguyên tắc dân chủ và tự do.,รวบรวม,รัฐธรรมนูญรวบรวมหลักการของประชาธิปไตยและเสรีภาพ,mewujudkan,Konstitusi mewujudkan prinsip-prinsip demokrasi dan kebebasan.
embroil,The country became embroiled in a costly trade war with its neighbors.,휘말리게 하다,그 나라는 이웃 나라들과 값비싼 무역 전쟁에 휘말렸다.,巻き込む,その国は隣国との費用のかかる貿易戦争に巻き込まれた。,卷入,该国卷入了与邻国之间代价高昂的贸易战。,involucrar,El país se vio involucrado en una costosa guerra comercial con sus vecinos.,lôi kéo,Đất nước bị lôi kéo vào một cuộc chiến thương mại tốn kém với các nước láng giềng.,พัวพัน,ประเทศพัวพันในสงครามการค้าที่มีราคาแพงกับเพื่อนบ้าน,terlibat,Negara tersebut terlibat dalam perang dagang yang mahal dengan tetangganya.
eminent,The eminent historian published a groundbreaking study on ancient civilizations.,저명한,저명한 역사학자가 고대 문명에 대한 획기적인 연구를 출판했다.,著名な,著名な歴史家が古代文明に関する画期的な研究を発表した。,杰出的,这位杰出的历史学家出版了一项关于古代文明的开创性研究。,eminente,El eminente historiador publicó un estudio pionero sobre civilizaciones antiguas.,lỗi lạc,Nhà sử học lỗi lạc đã xuất bản một nghiên cứu đột phá về các nền văn minh cổ đại.,ผู้มีชื่อเสียง,นักประวัติศาสตร์ผู้มีชื่อเสียงตีพิมพ์งานศึกษาบุกเบิกเกี่ยวกับอารยธรรมโบราณ,terkemuka,Sejarawan terkemuka itu menerbitkan studi terobosan tentang peradaban kuno.
empathy,A good therapist must demonstrate empathy toward their patients.,공감,좋은 치료사는 환자에 대한 공감을 보여야 한다.,共感,良いセラピストは患者に対して共感を示さなければならない。,同理心,好的治疗师必须对患者表现出同理心。,empatía,Un buen terapeuta debe demostrar empatía hacia sus pacientes.,sự đồng cảm,Một nhà trị liệu giỏi phải thể hiện sự đồng cảm với bệnh nhân.,ความเห็นอกเห็นใจ,นักบำบัดที่ดีต้องแสดงความเห็นอกเห็นใจต่อผู้ป่วย,empati,Seorang terapis yang baik harus menunjukkan empati terhadap pasiennya.
empiricism,Modern science is largely based on empiricism and experimental evidence.,경험주의,현대 과학은 주로 경험주의와 실험적 증거에 기반을 둔다.,経験主義,現代科学は主に経験主義と実験的証拠に基づいている。,经验主义,现代科学主要基于经验主义和实验证据。,empirismo,La ciencia moderna se basa en gran medida en el empirismo y la evidencia experimental.,chủ nghĩa kinh nghiệm,Khoa học hiện đại chủ yếu dựa trên chủ nghĩa kinh nghiệm và bằng chứng thực nghiệm.,ประจักษนิยม,วิทยาศาสตร์สมัยใหม่ส่วนใหญ่อยู่บนพื้นฐานของประจักษนิยมและหลักฐานเชิงทดลอง,empirisme,Sains modern sebagian besar didasarkan pada empirisme dan bukti eksperimental.
empower,Education can empower individuals to break the cycle of poverty.,권한을 부여하다,교육은 개인이 빈곤의 악순환을 끊을 수 있도록 권한을 부여할 수 있다.,力を与える,教育は個人に貧困の連鎖を断ち切る力を与えることができる。,赋权,教育可以赋权个人打破贫困的循环。,empoderar,La educación puede empoderar a las personas para romper el ciclo de la pobreza.,trao quyền,Giáo dục có thể trao quyền cho cá nhân phá vỡ vòng luẩn quẩn của nghèo đói.,เสริมพลัง,การศึกษาสามารถเสริมพลังให้บุคคลทำลายวงจรความยากจน,memberdayakan,Pendidikan dapat memberdayakan individu untuk memutus siklus kemiskinan.
emulate,Young athletes often emulate the training habits of their idols.,모방하다,젊은 운동선수들은 종종 우상의 훈련 습관을 모방한다.,見習う,若い選手はしばしばアイドルのトレーニング習慣を見習う。,效仿,年轻运动员经常效仿偶像的训练习惯。,emular,Los jóvenes atletas a menudo emulan los hábitos de entrenamiento de sus ídolos.,noi gương,Các vận động viên trẻ thường noi gương thói quen tập luyện của thần tượng.,เลียนแบบ,นักกีฬารุ่นเยาว์มักเลียนแบบนิสัยการฝึกซ้อมของไอดอล,meniru,Atlet muda sering meniru kebiasaan latihan idola mereka.
enact,The parliament enacted new legislation to protect endangered species.,제정하다,의회는 멸종 위기종을 보호하기 위한 새로운 법률을 제정했다.,制定する,議会は絶滅危惧種を保護するための新しい法律を制定した。,颁布,议会颁布了保护濒危物种的新法律。,promulgar,El parlamento promulgó nueva legislación para proteger las especies en peligro.,ban hành,Quốc hội đã ban hành luật mới để bảo vệ các loài có nguy cơ tuyệt chủng.,ออกกฎหมาย,รัฐสภาออกกฎหมายใหม่เพื่อปกป้องสัตว์ใกล้สูญพันธุ์,memberlakukan,Parlemen memberlakukan undang-undang baru untuk melindungi spesies yang terancam punah.
enclave,The old quarter remains a cultural enclave within the modern city.,거주지,구시가지는 현대 도시 안의 문화적 거주지로 남아 있다.,飛び地,旧市街は近代都市の中の文化的な飛び地として残っている。,飞地,老城区仍然是现代城市中的文化飞地。,enclave,El casco antiguo sigue siendo un enclave cultural dentro de la ciudad moderna.,vùng đất biệt lập,Khu phố cổ vẫn là một vùng đất biệt lập về văn hóa trong thành phố hiện đại.,เขตพิเศษ,ย่านเก่ายังคงเป็นเขตพิเศษทางวัฒนธรรมภายในเมืองสมัยใหม่,enklave,Kawasan tua itu tetap menjadi enklave budaya di dalam kota modern.
endow,The philanthropist endowed the university with a generous scholarship fund.,기부하다,자선가는 대학에 관대한 장학 기금을 기부했다.,寄付する,慈善家は大学に寛大な奨学金基金を寄付した。,捐赠,慈善家向大学捐赠了一笔慷慨的奖学金基金。,dotar,El filántropo dotó a la universidad con un generoso fondo de becas.,hiến tặng,Nhà từ thiện đã hiến tặng cho trường đại học một quỹ học bổng hào phóng.,บริจาค,ผู้ใจบุญบริจาคกองทุนทุนการศึกษาอย่างมากมายให้มหาวิทยาลัย,menyumbangkan,Filantropis itu menyumbangkan dana beasiswa yang besar kepada universitas.
engender,The policy change engendered widespread debate among citizens.,야기하다,정책 변경은 시민들 사이에 광범위한 논쟁을 야기했다.,生じさせる,政策の変更は市民の間で広範な議論を生じさせた。,引起,政策变化在公民中引起了广泛的辩论。,engendrar,El cambio de política engendró un debate generalizado entre los ciudadanos.,gây ra,Sự thay đổi chính sách đã gây ra cuộc tranh luận rộng rãi trong dân chúng.,ก่อให้เกิด,การเปลี่ยนแปลงนโยบายก่อให้เกิดการถกเถียงอย่างกว้างขวางในหมู่ประชาชน,menimbulkan,Perubahan kebijakan menimbulkan perdebatan luas di kalangan warga.
engross,The novel was so captivating that it engrossed her for the entire weekend.,몰두하게 하다,그 소설은 너무 매력적이어서 주말 내내 그녀를 몰두하게 했다.,夢中にさせる,その小説はとても魅力的で、週末中ずっと彼女を夢中にさせた。,使全神贯注,这部小说太引人入胜了，让她整个周末都全神贯注。,absorber,La novela era tan cautivadora que la absorbió durante todo el fin de semana.,cuốn hút,Cuốn tiểu thuyết hấp dẫn đến mức cuốn hút cô suốt cả cuối tuần.,ดื่มด่ำ,นวนิยายน่าสนใจจนเธอดื่มด่ำอยู่ตลอดสุดสัปดาห์,menyerap,Novel itu begitu memikat sehingga menyerap perhatiannya selama akhir pekan.
enigma,The disappearance of the ancient civilization remains an enigma to historians.,수수께끼,고대 문명의 실종은 역사학자들에게 여전히 수수께끼이다.,謎,古代文明の消滅は歴史家にとって今も謎のままだ。,谜,古代文明的消失对历史学家来说仍然是一个谜。,enigma,La desaparición de la civilización antigua sigue siendo un enigma para los historiadores.,điều bí ẩn,Sự biến mất của nền văn minh cổ đại vẫn là một điều bí ẩn đối với các nhà sử học.,ปริศนา,การหายไปของอารยธรรมโบราณยังคงเป็นปริศนาสำหรับนักประวัติศาสตร์,teka-teki,Hilangnya peradaban kuno tetap menjadi teka-teki bagi para sejarawan.
enlighten,The documentary enlightened viewers about the effects of ocean pollution.,계몽하다,다큐멘터리는 시청자들에게 해양 오염의 영향에 대해 계몽했다.,啓発する,ドキュメンタリーは海洋汚染の影響について視聴者を啓発した。,启发,纪录片启发了观众了解海洋污染的影响。,iluminar,El documental iluminó a los espectadores sobre los efectos de la contaminación oceánica.,khai sáng,Bộ phim tài liệu đã khai sáng cho khán giả về tác động của ô nhiễm đại dương.,ให้ความรู้,สารคดีให้ความรู้ผู้ชมเกี่ยวกับผลกระทบของมลพิษทางทะเล,mencerahkan,Dokumenter tersebut mencerahkan pemirsa tentang efek polusi laut.
enmity,Years of enmity between the two nations finally gave way to diplomacy.,적의,두 나라 사이의 수년간의 적의가 마침내 외교로 전환되었다.,敵意,両国間の長年の敵意がついに外交に道を譲った。,敌意,两国之间多年的敌意最终让位于外交。,enemistad,Años de enemistad entre las dos naciones finalmente dieron paso a la diplomacia.,sự thù địch,Nhiều năm thù địch giữa hai quốc gia cuối cùng nhường chỗ cho ngoại giao.,ความเป็นศัตรู,ความเป็นศัตรูหลายปีระหว่างสองชาติในที่สุดก็เปิดทางให้การทูต,permusuhan,Bertahun-tahun permusuhan antara kedua negara akhirnya memberi jalan bagi diplomasi.
ensue,A heated argument ensued after the controversial decision was announced.,뒤따르다,논란이 되는 결정이 발표된 후 격렬한 논쟁이 뒤따랐다.,続く,物議を醸す決定が発表された後、激しい議論が続いた。,随之而来,有争议的决定宣布后，随之而来了一场激烈的争论。,producirse,Se produjo una acalorada discusión después de que se anunciara la decisión controvertida.,xảy ra,Một cuộc tranh luận nảy lửa đã xảy ra sau khi quyết định gây tranh cãi được công bố.,ตามมา,การโต้เถียงอย่างดุเดือดตามมาหลังจากประกาศการตัดสินใจที่เป็นที่ถกเถียง,menyusul,Perdebatan sengit menyusul setelah keputusan kontroversial itu diumumkan.
entail,The renovation will entail significant costs and months of disruption.,수반하다,보수 공사는 상당한 비용과 수개월의 혼란을 수반할 것이다.,伴う,改装工事には多額の費用と数か月の混乱が伴う。,需要,翻新将需要大量费用和数月的中断。,conllevar,La renovación conllevará costos significativos y meses de interrupción.,đòi hỏi,Việc cải tạo sẽ đòi hỏi chi phí đáng kể và nhiều tháng gián đoạn.,เกี่ยวข้องกับ,การปรับปรุงจะเกี่ยวข้องกับค่าใช้จ่ายจำนวนมากและการหยุดชะงักหลายเดือน,memerlukan,Renovasi tersebut akan memerlukan biaya yang signifikan dan gangguan berbulan-bulan.
enterprise,The young entrepreneur launched a software enterprise from her garage.,기업,젊은 기업가는 차고에서 소프트웨어 기업을 시작했다.,事業,若い起業家はガレージからソフトウェア事業を立ち上げた。,企业,这位年轻的企业家从车库里创办了一家软件企业。,empresa,La joven emprendedora lanzó una empresa de software desde su garaje.,doanh nghiệp,Nữ doanh nhân trẻ đã khởi động một doanh nghiệp phần mềm từ nhà để xe.,กิจการ,ผู้ประกอบการรุ่นเยาว์เปิดกิจการซอฟต์แวร์จากโรงรถของเธอ,perusahaan,Pengusaha muda itu meluncurkan perusahaan perangkat lunak dari garasinya.
enumerate,The report enumerates several factors contributing to climate change.,열거하다,보고서는 기후 변화에 기여하는 여러 요인을 열거한다.,列挙する,報告書は気候変動に寄与するいくつかの要因を列挙している。,列举,报告列举了导致气候变化的几个因素。,enumerar,El informe enumera varios factores que contribuyen al cambio climático.,liệt kê,Báo cáo liệt kê một số yếu tố góp phần gây biến đổi khí hậu.,ระบุ,รายงานระบุปัจจัยหลายประการที่ส่งผลต่อการเปลี่ยนแปลงสภาพภูมิอากาศ,menghitung,Laporan tersebut menghitung beberapa faktor yang berkontribusi terhadap perubahan iklim.
envision,The architect envisioned a building that would blend with the natural landscape.,구상하다,건축가는 자연 풍경과 조화를 이루는 건물을 구상했다.,構想する,建築家は自然の景観と調和する建物を構想した。,设想,建筑师设想了一座与自然景观融为一体的建筑。,visualizar,El arquitecto visualizó un edificio que se integrara con el paisaje natural.,hình dung,Kiến trúc sư hình dung một tòa nhà hòa hợp với cảnh quan tự nhiên.,จินตนาการ,สถาปนิกจินตนาการถึงอาคารที่กลมกลืนกับภูมิทัศน์ธรรมชาติ,membayangkan,Arsitek membayangkan sebuah bangunan yang menyatu dengan lanskap alami.
epitome,She is the epitome of professionalism in the workplace.,전형,그녀는 직장에서 전문성의 전형이다.,典型,彼女は職場におけるプロフェッショナリズムの典型だ。,典范,她是职场专业精神的典范。,epítome,Ella es el epítome del profesionalismo en el lugar de trabajo.,hình mẫu,Cô ấy là hình mẫu của sự chuyên nghiệp tại nơi làm việc.,แบบอย่าง,เธอเป็นแบบอย่างของความเป็นมืออาชีพในที่ทำงาน,perwujudan,Dia adalah perwujudan profesionalisme di tempat kerja.
equanimity,She faced the crisis with remarkable equanimity and composure.,평정,그녀는 놀라운 평정과 침착함으로 위기에 직면했다.,平静,彼女は驚くべき平静さと落ち着きで危機に立ち向かった。,镇定,她以非凡的镇定和沉着面对危机。,ecuanimidad,Enfrentó la crisis con notable ecuanimidad y compostura.,sự bình thản,Cô ấy đối mặt với cuộc khủng hoảng với sự bình thản và điềm tĩnh đáng kinh ngạc.,ความสงบ,เธอเผชิญวิกฤตด้วยความสงบและความสุขุมอย่างน่าทึ่ง,ketenangan,Dia menghadapi krisis dengan ketenangan dan ketentraman yang luar biasa.
equitable,The new policy aims to ensure equitable distribution of resources.,공평한,새로운 정책은 자원의 공평한 배분을 보장하는 것을 목표로 한다.,公平な,新しい政策は資源の公平な分配を確保することを目指している。,公平的,新政策旨在确保资源的公平分配。,equitativo,La nueva política busca asegurar una distribución equitativa de los recursos.,công bằng,Chính sách mới nhằm đảm bảo phân phối tài nguyên công bằng.,เท่าเทียม,นโยบายใหม่มุ่งหวังให้การกระจายทรัพยากรเท่าเทียมกัน,adil,Kebijakan baru bertujuan untuk memastikan distribusi sumber daya yang adil.
eradicate,The campaign aims to eradicate malaria in the region by 2030.,근절하다,그 캠페인은 2030년까지 지역의 말라리아를 근절하는 것을 목표로 한다.,根絶する,このキャンペーンは2030年までに地域のマラリアを根絶することを目指している。,根除,该运动旨在到2030年根除该地区的疟疾。,erradicar,La campaña tiene como objetivo erradicar la malaria en la región para 2030.,xóa bỏ,Chiến dịch nhằm xóa bỏ bệnh sốt rét trong khu vực vào năm 2030.,กำจัด,แคมเปญนี้มุ่งกำจัดมาลาเรียในภูมิภาคภายในปี 2030,memberantas,Kampanye tersebut bertujuan untuk memberantas malaria di wilayah tersebut pada tahun 2030.
erratic,The stock market showed erratic behavior throughout the quarter.,불규칙한,주식 시장은 분기 내내 불규칙한 행태를 보였다.,不安定な,株式市場は四半期を通じて不安定な動きを見せた。,不稳定的,股市在整个季度表现出不稳定的行为。,errático,El mercado de valores mostró un comportamiento errático durante todo el trimestre.,thất thường,Thị trường chứng khoán thể hiện hành vi thất thường trong suốt quý.,ผันผวน,ตลาดหุ้นแสดงพฤติกรรมผันผวนตลอดทั้งไตรมาส,tidak menentu,Pasar saham menunjukkan perilaku yang tidak menentu sepanjang kuartal.
erstwhile,The erstwhile allies became bitter rivals after the treaty collapsed.,이전의,조약이 붕괴된 후 이전의 동맹국들은 극심한 경쟁 관계가 되었다.,かつての,条約が崩壊した後、かつての同盟国は激しいライバルとなった。,昔日的,条约崩溃后，昔日的盟友变成了激烈的竞争对手。,antiguo,Los antiguos aliados se convirtieron en rivales acérrimos tras el colapso del tratado.,cựu,Những đồng minh cựu trở thành đối thủ cay đắng sau khi hiệp ước sụp đổ.,ในอดีต,พันธมิตรในอดีตกลายเป็นคู่แข่งที่เคียดแค้นหลังสนธิสัญญาล่มสลาย,mantan,Mantan sekutu itu menjadi saingan sengit setelah perjanjian runtuh.
erudite,The erudite professor captivated students with her vast knowledge of history.,박학한,박학한 교수는 방대한 역사 지식으로 학생들을 매료시켰다.,博学な,博学な教授は歴史に関する膨大な知識で学生を魅了した。,博学的,这位博学的教授以渊博的历史知识吸引了学生。,erudito,La erudita profesora cautivó a los estudiantes con su vasto conocimiento de la historia.,uyên bác,Vị giáo sư uyên bác đã thu hút sinh viên bằng kiến thức lịch sử uyên thâm.,คงแก่เรียน,อาจารย์ที่คงแก่เรียนดึงดูดนักศึกษาด้วยความรู้ประวัติศาสตร์อันกว้างขวาง,terpelajar,Profesor yang terpelajar itu memikat mahasiswa dengan pengetahuan sejarahnya yang luas.
espionage,The diplomat was expelled for engaging in espionage activities.,간첩 활동,그 외교관은 간첩 활동에 가담한 혐의로 추방되었다.,スパイ活動,その外交官はスパイ活動に従事したとして追放された。,间谍活动,该外交官因从事间谍活动被驱逐。,espionaje,El diplomático fue expulsado por participar en actividades de espionaje.,hoạt động gián điệp,Nhà ngoại giao bị trục xuất vì tham gia hoạt động gián điệp.,การจารกรรม,นักการทูตถูกขับออกเพราะเข้าร่วมกิจกรรมจารกรรม,spionase,Diplomat itu diusir karena terlibat dalam kegiatan spionase.
esteem,The professor is held in high esteem by her peers in the academic community.,존경,그 교수는 학계 동료들로부터 높은 존경을 받고 있다.,尊敬,その教授は学界の同僚から高い尊敬を受けている。,尊敬,这位教授在学术界同行中备受尊敬。,estima,La profesora es muy estimada por sus colegas en la comunidad académica.,sự kính trọng,Giáo sư được đồng nghiệp trong giới học thuật hết sức kính trọng.,ความนับถือ,อาจารย์ได้รับความนับถืออย่างสูงจากเพื่อนร่วมงานในแวดวงวิชาการ,penghargaan,Profesor itu sangat dihargai oleh rekan-rekannya di komunitas akademik.
estrange,The bitter dispute estranged the two brothers for over a decade.,소원하게 하다,격렬한 분쟁이 두 형제를 10년 이상 소원하게 만들었다.,疎遠にする,激しい争いが二人の兄弟を10年以上疎遠にした。,疏远,激烈的争端使两兄弟疏远了十多年。,distanciar,La amarga disputa distanció a los dos hermanos durante más de una década.,xa cách,Cuộc tranh chấp gay gắt đã khiến hai anh em xa cách nhau hơn một thập kỷ.,ทำให้ห่างเหิน,ข้อพิพาทที่รุนแรงทำให้พี่น้องสองคนห่างเหินกันมากกว่าทศวรรษ,merenggangkan,Perselisihan pahit itu merenggangkan kedua bersaudara selama lebih dari satu dekade.
euphemism,Saying someone 'passed away' is a common euphemism for death.,완곡 어법,누군가가 '별세했다'고 말하는 것은 죽음에 대한 일반적인 완곡 어법이다.,婉曲表現,誰かが「亡くなった」と言うのは死の一般的な婉曲表現だ。,委婉语,说某人'过世了'是死亡的常见委婉语。,eufemismo,Decir que alguien 'falleció' es un eufemismo común para la muerte.,uyển ngữ,Nói ai đó 'qua đời' là một uyển ngữ phổ biến cho cái chết.,คำสุภาพ,การพูดว่า 'จากไป' เป็นคำสุภาพทั่วไปแทนคำว่าตาย,eufemisme,Mengatakan seseorang 'berpulang' adalah eufemisme umum untuk kematian.
evade,The suspect attempted to evade capture by fleeing across the border.,회피하다,용의자는 국경을 넘어 도주하여 체포를 회피하려 했다.,逃れる,容疑者は国境を越えて逃走し逮捕を逃れようとした。,逃避,嫌疑人试图通过越境逃跑来逃避逮捕。,evadir,El sospechoso intentó evadir la captura huyendo a través de la frontera.,trốn tránh,Nghi phạm cố trốn tránh bắt giữ bằng cách chạy qua biên giới.,หลบเลี่ยง,ผู้ต้องสงสัยพยายามหลบเลี่ยงการจับกุมโดยหนีข้ามพรมแดน,menghindari,Tersangka berusaha menghindari penangkapan dengan melarikan diri melintasi perbatasan.
exacerbate,The lack of rain exacerbated the already severe water shortage.,악화시키다,비 부족이 이미 심각한 물 부족을 더욱 악화시켰다.,悪化させる,降雨不足がすでに深刻だった水不足をさらに悪化させた。,加剧,缺雨加剧了本已严重的水资源短缺。,exacerbar,La falta de lluvia exacerbó la ya severa escasez de agua.,làm trầm trọng,Thiếu mưa đã làm trầm trọng thêm tình trạng thiếu nước vốn đã nghiêm trọng.,ทำให้เลวร้ายลง,การขาดฝนทำให้ปัญหาขาดแคลนน้ำที่รุนแรงอยู่แล้วเลวร้ายลง,memperburuk,Kurangnya hujan memperburuk kekurangan air yang sudah parah.
exalt,The documentary exalts the achievements of pioneering female scientists.,칭송하다,다큐멘터리는 선구적인 여성 과학자들의 업적을 칭송한다.,称賛する,ドキュメンタリーは先駆的な女性科学者の功績を称賛する。,颂扬,纪录片颂扬了女性科学先驱的成就。,exaltar,El documental exalta los logros de las científicas pioneras.,tôn vinh,Bộ phim tài liệu tôn vinh thành tựu của các nhà khoa học nữ tiên phong.,ยกย่อง,สารคดียกย่องความสำเร็จของนักวิทยาศาสตร์หญิงผู้บุกเบิก,memuliakan,Dokumenter tersebut memuliakan pencapaian para ilmuwan wanita perintis.
exasperate,The constant delays exasperated the passengers waiting at the airport.,격분시키다,끊임없는 지연은 공항에서 기다리는 승객들을 격분시켰다.,苛立たせる,絶え間ない遅延は空港で待つ乗客を苛立たせた。,激怒,不断的延误激怒了在机场等候的乘客。,exasperar,Los constantes retrasos exasperaron a los pasajeros que esperaban en el aeropuerto.,chọc tức,Sự chậm trễ liên tục đã chọc tức hành khách đang chờ đợi tại sân bay.,ทำให้โมโห,ความล่าช้าอย่างต่อเนื่องทำให้ผู้โดยสารที่รอที่สนามบินโมโห,menjengkelkan,Penundaan terus-menerus menjengkelkan para penumpang yang menunggu di bandara.
exhort,The coach exhorted the team to give their best effort in the final match.,권고하다,코치는 팀에게 결승전에서 최선의 노력을 다하라고 권고했다.,激励する,コーチは決勝戦で全力を尽くすようチームを激励した。,劝勉,教练劝勉队员在决赛中全力以赴。,exhortar,El entrenador exhortó al equipo a dar su mejor esfuerzo en el partido final.,khuyến khích,Huấn luyện viên khuyến khích đội tuyển cống hiến hết mình trong trận chung kết.,กระตุ้น,โค้ชกระตุ้นทีมให้ทุ่มเทอย่างเต็มที่ในนัดชิงชนะเลิศ,mendesak,Pelatih mendesak tim untuk memberikan upaya terbaik mereka di pertandingan final.
exonerate,New DNA evidence exonerated the man who had been wrongfully imprisoned.,무죄를 입증하다,새로운 DNA 증거가 부당하게 수감되었던 남자의 무죄를 입증했다.,潔白を証明する,新しいDNA証拠が不当に投獄されていた男性の潔白を証明した。,证明无罪,新的DNA证据证明了被错误监禁的男子无罪。,exonerar,Nuevas pruebas de ADN exoneraron al hombre que había sido encarcelado injustamente.,minh oan,Bằng chứng DNA mới đã minh oan cho người đàn ông bị giam giữ oan.,พิสูจน์ว่าบริสุทธิ์,หลักฐาน DNA ใหม่พิสูจน์ว่าชายที่ถูกจำคุกอย่างไม่เป็นธรรมบริสุทธิ์,membebaskan,Bukti DNA baru membebaskan pria yang telah dipenjara secara tidak adil.
expatriate,Many expatriates maintain close ties with their home countries.,해외 거주자,많은 해외 거주자들은 본국과 긴밀한 유대를 유지한다.,在外居住者,多くの在外居住者は母国との緊密なつながりを維持している。,侨民,许多侨民与祖国保持着密切的联系。,expatriado,Muchos expatriados mantienen lazos estrechos con sus países de origen.,kiều dân,Nhiều kiều dân vẫn duy trì quan hệ chặt chẽ với quê hương.,ชาวต่างชาติ,ชาวต่างชาติหลายคนรักษาความสัมพันธ์ใกล้ชิดกับประเทศบ้านเกิด,ekspatriat,Banyak ekspatriat mempertahankan hubungan erat dengan negara asal mereka.
expedient,The government chose the most expedient solution rather than the ideal one.,편의적인,정부는 이상적인 것보다 가장 편의적인 해결책을 선택했다.,好都合な,政府は理想的な解決策ではなく最も好都合な解決策を選んだ。,权宜的,政府选择了最权宜的解决方案而非理想方案。,conveniente,El gobierno eligió la solución más conveniente en lugar de la ideal.,tiện lợi,Chính phủ chọn giải pháp tiện lợi nhất thay vì giải pháp lý tưởng.,สะดวก,รัฐบาลเลือกวิธีแก้ปัญหาที่สะดวกที่สุดแทนที่จะเป็นวิธีที่ดีที่สุด,praktis,Pemerintah memilih solusi yang paling praktis daripada yang ideal.
expedite,The new software will expedite the processing of loan applications.,신속히 처리하다,새로운 소프트웨어는 대출 신청 처리를 신속히 처리할 것이다.,迅速化する,新しいソフトウェアはローン申請の処理を迅速化する。,加快,新软件将加快贷款申请的处理速度。,agilizar,El nuevo software agilizará el procesamiento de solicitudes de préstamos.,đẩy nhanh,Phần mềm mới sẽ đẩy nhanh quá trình xử lý đơn vay.,เร่ง,ซอฟต์แวร์ใหม่จะเร่งการดำเนินการคำขอสินเชื่อ,mempercepat,Perangkat lunak baru akan mempercepat pemrosesan aplikasi pinjaman.
