english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
ingrained,"Certain cultural values are deeply ingrained in society.",뿌리 깊은,"특정 문화적 가치관은 사회에 깊이 뿌리 박혀 있다.",根深い,"ある文化的価値観は社会に根深く染み込んでいる。",根深蒂固的,"某些文化价值观在社会中根深蒂固。",arraigado,"Ciertos valores culturales están profundamente arraigados en la sociedad.",ăn sâu,"Một số giá trị văn hóa đã ăn sâu trong xã hội.",ฝังรากลึก,"ค่านิยมทางวัฒนธรรมบางอย่างฝังรากลึกในสังคม",mengakar,"Nilai-nilai budaya tertentu sudah mengakar dalam masyarakat."
inhibition,"Social inhibition can prevent individuals from speaking publicly.",억제,"사회적 억제가 개인이 공개적으로 발언하는 것을 막을 수 있다.",抑制,"社会的抑制は個人が公の場で発言することを妨げ得る。",抑制,"社交抑制会阻止个人公开发言。",inhibición,"La inhibición social puede impedir que las personas hablen en público.",sự ức chế,"Sự ức chế xã hội có thể ngăn cản cá nhân phát biểu trước công chúng.",การยับยั้ง,"การยับยั้งทางสังคมสามารถป้องกันไม่ให้บุคคลพูดในที่สาธารณะ",hambatan,"Hambatan sosial dapat mencegah individu berbicara di depan umum."
innocuous,"The substance appeared innocuous but proved to be toxic.",무해한,"그 물질은 무해해 보였지만 독성이 있는 것으로 밝혀졌다.",無害な,"その物質は無害に見えたが、有毒であることが判明した。",无害的,"这种物质看似无害但被证明有毒。",inocuo,"La sustancia parecía inocua pero resultó ser tóxica.",vô hại,"Chất đó trông có vẻ vô hại nhưng hóa ra lại có độc.",ไม่เป็นอันตราย,"สารนั้นดูไม่เป็นอันตรายแต่กลับมีพิษ",tidak berbahaya,"Zat itu tampak tidak berbahaya tetapi terbukti beracun."
inordinate,"An inordinate amount of time was spent on administrative tasks.",과도한,"행정 업무에 과도한 시간이 소비되었다.",過度の,"管理業務に過度の時間が費やされた。",过度的,"在行政事务上花费了过度的时间。",excesivo,"Se dedicó una cantidad excesiva de tiempo a tareas administrativas.",quá mức,"Một lượng thời gian quá mức đã được dành cho các nhiệm vụ hành chính.",มากเกินไป,"ใช้เวลามากเกินไปกับงานธุรการ",berlebihan,"Waktu yang berlebihan dihabiskan untuk tugas-tugas administratif."
insatiable,"The scientist had an insatiable curiosity about the natural world.",만족할 줄 모르는,"그 과학자는 자연 세계에 대한 만족할 줄 모르는 호기심을 가졌다.",飽くなき,"その科学者は自然界に対する飽くなき好奇心を持っていた。",永不满足的,"这位科学家对自然界有着永不满足的好奇心。",insaciable,"El científico tenía una curiosidad insaciable sobre el mundo natural.",không thể thỏa mãn,"Nhà khoa học có sự tò mò không thể thỏa mãn về thế giới tự nhiên.",ไม่รู้จักพอ,"นักวิทยาศาสตร์มีความอยากรู้อย่างไม่รู้จักพอเกี่ยวกับโลกธรรมชาติ",tak terpuaskan,"Ilmuwan itu memiliki rasa ingin tahu yang tak terpuaskan tentang dunia alam."
insidious,"The insidious effects of pollution often go unnoticed for decades.",교활한,"오염의 교활한 영향은 종종 수십 년 동안 눈에 띄지 않는다.",潜行性の,"汚染の潜行性の影響は何十年も気づかれないことが多い。",潜伏的,"污染的潜伏性影响往往几十年都不被察觉。",insidioso,"Los efectos insidiosos de la contaminación a menudo pasan desapercibidos durante décadas.",ngấm ngầm,"Những ảnh hưởng ngấm ngầm của ô nhiễm thường không được chú ý trong nhiều thập kỷ.",แอบแฝง,"ผลกระทบแอบแฝงของมลพิษมักไม่ถูกสังเกตเป็นเวลาหลายทศวรรษ",berbahaya secara diam-diam,"Efek polusi yang berbahaya secara diam-diam sering tidak disadari selama puluhan tahun."
instrumental,"Technology has been instrumental in advancing medical research.",핵심적인,"기술은 의학 연구 발전에 핵심적인 역할을 해왔다.",重要な役割を果たす,"テクノロジーは医学研究の発展に重要な役割を果たしてきた。",起关键作用的,"技术在推进医学研究方面起了关键作用。",instrumental,"La tecnología ha sido instrumental en el avance de la investigación médica.",có vai trò quan trọng,"Công nghệ đã có vai trò quan trọng trong việc thúc đẩy nghiên cứu y học.",มีบทบาทสำคัญ,"เทคโนโลยีมีบทบาทสำคัญในการพัฒนาการวิจัยทางการแพทย์",berperan penting,"Teknologi telah berperan penting dalam memajukan penelitian medis."
insular,"The community's insular attitude limited cultural exchange.",편협한,"그 공동체의 편협한 태도가 문화 교류를 제한했다.",島国的な,"そのコミュニティの島国的な態度が文化交流を制限した。",封闭的,"该社区封闭的态度限制了文化交流。",insular,"La actitud insular de la comunidad limitó el intercambio cultural.",hẹp hòi,"Thái độ hẹp hòi của cộng đồng đã hạn chế giao lưu văn hóa.",คับแคบ,"ทัศนคติที่คับแคบของชุมชนจำกัดการแลกเปลี่ยนวัฒนธรรม",tertutup,"Sikap tertutup komunitas itu membatasi pertukaran budaya."
insuperable,"The team faced insuperable obstacles in their research.",극복할 수 없는,"팀은 연구에서 극복할 수 없는 장애물에 직면했다.",乗り越えられない,"チームは研究において乗り越えられない障害に直面した。",不可逾越的,"团队在研究中面临不可逾越的障碍。",insuperable,"El equipo enfrentó obstáculos insuperables en su investigación.",không thể vượt qua,"Nhóm đối mặt với những trở ngại không thể vượt qua trong nghiên cứu.",ผ่านไม่ได้,"ทีมเผชิญกับอุปสรรคที่ผ่านไม่ได้ในการวิจัย",tak teratasi,"Tim menghadapi hambatan yang tak teratasi dalam penelitian mereka."
interchangeable,"The two terms are often used as interchangeable in academic writing.",상호 교환 가능한,"두 용어는 학술 글쓰기에서 종종 상호 교환 가능한 것으로 사용된다.",互換性のある,"この二つの用語は学術文書でしばしば互換性のあるものとして使われる。",可互换的,"这两个术语在学术写作中经常被视为可互换的。",intercambiable,"Los dos términos se usan a menudo como intercambiables en la escritura académica.",có thể thay thế lẫn nhau,"Hai thuật ngữ này thường được sử dụng thay thế lẫn nhau trong văn bản học thuật.",ใช้แทนกันได้,"คำสองคำนี้มักถูกใช้แทนกันได้ในงานเขียนเชิงวิชาการ",dapat dipertukarkan,"Kedua istilah itu sering digunakan secara dapat dipertukarkan dalam penulisan akademis."
interplay,"The interplay between genetics and environment shapes behavior.",상호작용,"유전과 환경의 상호작용이 행동을 형성한다.",相互作用,"遺伝と環境の相互作用が行動を形作る。",相互作用,"遗传与环境的相互作用塑造了行为。",interacción,"La interacción entre genética y ambiente moldea el comportamiento.",sự tương tác,"Sự tương tác giữa di truyền và môi trường định hình hành vi.",ปฏิสัมพันธ์,"ปฏิสัมพันธ์ระหว่างพันธุกรรมและสิ่งแวดล้อมกำหนดพฤติกรรม",interaksi,"Interaksi antara genetika dan lingkungan membentuk perilaku."
intractable,"Poverty remains an intractable problem in many developing nations.",다루기 어려운,"빈곤은 많은 개발도상국에서 다루기 어려운 문제로 남아 있다.",手に負えない,"貧困は多くの発展途上国で手に負えない問題のままである。",棘手的,"贫困在许多发展中国家仍然是一个棘手的问题。",intratable,"La pobreza sigue siendo un problema intratable en muchas naciones en desarrollo.",nan giải,"Nghèo đói vẫn là một vấn đề nan giải ở nhiều quốc gia đang phát triển.",แก้ไขยาก,"ความยากจนยังคงเป็นปัญหาที่แก้ไขยากในหลายประเทศกำลังพัฒนา",sulit diatasi,"Kemiskinan tetap menjadi masalah yang sulit diatasi di banyak negara berkembang."
inundate,"The office was inundated with applications after the announcement.",쇄도하다,"발표 후 사무실에 지원서가 쇄도했다.",殺到する,"発表後、事務所に応募が殺到した。",淹没,"公告发布后办公室被申请淹没了。",inundar,"La oficina fue inundada con solicitudes después del anuncio.",tràn ngập,"Văn phòng bị tràn ngập đơn ứng tuyển sau thông báo.",ท่วมท้น,"สำนักงานถูกท่วมท้นด้วยใบสมัครหลังการประกาศ",membanjiri,"Kantor itu dibanjiri lamaran setelah pengumuman."
invariably,"The professor invariably started lectures with a thought-provoking question.",항상,"그 교수는 항상 생각을 자극하는 질문으로 강의를 시작했다.",常に,"その教授は常に考えさせる質問で講義を始めた。",总是,"这位教授总是以发人深省的问题开始讲座。",invariablemente,"El profesor invariablemente comenzaba las conferencias con una pregunta estimulante.",luôn luôn,"Giáo sư luôn luôn bắt đầu bài giảng bằng một câu hỏi gợi mở.",อย่างไม่เปลี่ยนแปลง,"อาจารย์เริ่มบรรยายด้วยคำถามชวนคิดอย่างไม่เปลี่ยนแปลง",selalu,"Profesor itu selalu memulai kuliah dengan pertanyaan yang menggugah pikiran."
invigorate,"The new funding invigorated the struggling arts program.",활기를 불어넣다,"새로운 자금이 어려움을 겪는 예술 프로그램에 활기를 불어넣었다.",活性化する,"新しい資金が苦戦する芸術プログラムを活性化した。",振兴,"新资金振兴了陷入困境的艺术项目。",vigorizar,"La nueva financiación vigorizó el programa artístico en dificultades.",tiếp thêm sức sống,"Nguồn tài trợ mới đã tiếp thêm sức sống cho chương trình nghệ thuật đang gặp khó khăn.",เติมพลัง,"เงินทุนใหม่เติมพลังให้โปรแกรมศิลปะที่กำลังดิ้นรน",menyegarkan,"Pendanaan baru menyegarkan program seni yang sedang berjuang."
irate,"Irate customers demanded refunds after the service disruption.",격분한,"격분한 고객들이 서비스 중단 후 환불을 요구했다.",激怒した,"激怒した顧客がサービス中断後に返金を要求した。",愤怒的,"愤怒的顾客在服务中断后要求退款。",furioso,"Los clientes furiosos exigieron reembolsos tras la interrupción del servicio.",giận dữ,"Khách hàng giận dữ yêu cầu hoàn tiền sau khi dịch vụ bị gián đoạn.",โกรธจัด,"ลูกค้าที่โกรธจัดเรียกร้องการคืนเงินหลังจากบริการหยุดชะงัก",marah besar,"Pelanggan yang marah besar menuntut pengembalian dana setelah gangguan layanan."
irreparable,"The oil spill caused irreparable damage to marine ecosystems.",돌이킬 수 없는,"기름 유출은 해양 생태계에 돌이킬 수 없는 피해를 입혔다.",修復不可能な,"石油流出は海洋生態系に修復不可能な損害を与えた。",无法弥补的,"石油泄漏对海洋生态系统造成了无法弥补的损害。",irreparable,"El derrame de petróleo causó un daño irreparable a los ecosistemas marinos.",không thể khắc phục,"Tràn dầu đã gây ra thiệt hại không thể khắc phục cho hệ sinh thái biển.",ซ่อมแซมไม่ได้,"น้ำมันรั่วทำให้เกิดความเสียหายที่ซ่อมแซมไม่ได้ต่อระบบนิเวศทางทะเล",tidak dapat diperbaiki,"Tumpahan minyak menyebabkan kerusakan yang tidak dapat diperbaiki pada ekosistem laut."
itinerant,"Itinerant workers move from region to region seeking employment.",순회하는,"순회 근로자들은 일자리를 찾아 지역에서 지역으로 이동한다.",巡回の,"巡回労働者は雇用を求めて地域から地域へ移動する。",流动的,"流动工人从一个地区辗转到另一个地区寻找工作。",itinerante,"Los trabajadores itinerantes se desplazan de región en región buscando empleo.",lưu động,"Công nhân lưu động di chuyển từ vùng này sang vùng khác để tìm việc.",เร่ร่อน,"แรงงานเร่ร่อนย้ายจากภูมิภาคหนึ่งไปอีกภูมิภาคเพื่อหางาน",berpindah-pindah,"Pekerja berpindah-pindah bergerak dari wilayah ke wilayah mencari pekerjaan."
jargon,"Academic jargon can be a barrier to public understanding of research.",전문 용어,"학술 전문 용어는 대중의 연구 이해에 장벽이 될 수 있다.",専門用語,"学術的な専門用語は一般の研究理解の障壁となり得る。",术语,"学术术语可能是公众理解研究的障碍。",jerga,"La jerga académica puede ser una barrera para la comprensión pública de la investigación.",thuật ngữ chuyên ngành,"Thuật ngữ chuyên ngành có thể là rào cản đối với sự hiểu biết của công chúng về nghiên cứu.",ศัพท์เฉพาะ,"ศัพท์เฉพาะทางวิชาการอาจเป็นอุปสรรคต่อความเข้าใจของสาธารณชนเกี่ยวกับการวิจัย",jargon,"Jargon akademis bisa menjadi penghalang pemahaman publik terhadap penelitian."
jest,"What began as a jest evolved into a serious research proposal.",농담,"농담으로 시작한 것이 진지한 연구 제안으로 발전했다.",冗談,"冗談として始まったものが真剣な研究提案に発展した。",玩笑,"从玩笑开始的事情演变成了一个严肃的研究提案。",broma,"Lo que comenzó como una broma evolucionó en una propuesta de investigación seria.",lời đùa,"Điều bắt đầu như một lời đùa đã phát triển thành một đề xuất nghiên cứu nghiêm túc.",เรื่องตลก,"สิ่งที่เริ่มต้นเป็นเรื่องตลกพัฒนาเป็นข้อเสนอวิจัยอย่างจริงจัง",candaan,"Apa yang dimulai sebagai candaan berkembang menjadi proposal penelitian serius."
jostle,"Researchers jostle for limited grant funding each year.",แย่งชิง,"연구자들은 매년 제한된 보조금을 위해 서로 경쟁한다.",競い合う,"研究者たちは毎年限られた助成金をめぐって競い合う。",争夺,"研究人员每年都在争夺有限的拨款资金。",pugnar,"Los investigadores pugnan por financiamiento limitado de subvenciones cada año.",tranh giành,"Các nhà nghiên cứu tranh giành nguồn tài trợ hạn chế mỗi năm.",แย่งชิง,"นักวิจัยแย่งชิงทุนวิจัยที่มีจำกัดในแต่ละปี",berebut,"Para peneliti berebut pendanaan hibah yang terbatas setiap tahun."
jubilation,"There was widespread jubilation when the peace agreement was signed.",환희,"평화 협정이 체결되었을 때 광범위한 환희가 있었다.",歓喜,"和平合意が締結されたとき広範な歓喜があった。",欢庆,"和平协议签署时举国欢庆。",júbilo,"Hubo un júbilo generalizado cuando se firmó el acuerdo de paz.",hân hoan,"Có sự hân hoan rộng rãi khi hiệp định hòa bình được ký kết.",ความยินดี,"มีความยินดีอย่างกว้างขวางเมื่อข้อตกลงสันติภาพถูกลงนาม",kegembiraan,"Ada kegembiraan luas ketika perjanjian damai ditandatangani."
jurisprudence,"The case set a new precedent in environmental jurisprudence.",법학,"이 사건은 환경 법학에서 새로운 선례를 세웠다.",法学,"この事件は環境法学において新たな判例を作った。",法理学,"此案在环境法理学中开创了新的先例。",jurisprudencia,"El caso sentó un nuevo precedente en la jurisprudencia ambiental.",luật học,"Vụ án này đã tạo tiền lệ mới trong luật học môi trường.",นิติศาสตร์,"คดีนี้สร้างบรรทัดฐานใหม่ในนิติศาสตร์สิ่งแวดล้อม",yurisprudensi,"Kasus itu menetapkan preseden baru dalam yurisprudensi lingkungan."
keenly,"Scientists are keenly aware of the ethical implications of their work.",예리하게,"과학자들은 연구의 윤리적 함의를 예리하게 인식하고 있다.",鋭く,"科学者たちは自身の研究の倫理的意味を鋭く認識している。",敏锐地,"科学家们敏锐地意识到其工作的伦理影响。",agudamente,"Los científicos son agudamente conscientes de las implicaciones éticas de su trabajo.",nhạy bén,"Các nhà khoa học nhận thức nhạy bén về những hàm ý đạo đức trong công việc của họ.",อย่างเฉียบแหลม,"นักวิทยาศาสตร์ตระหนักอย่างเฉียบแหลมถึงนัยทางจริยธรรมของงาน",dengan tajam,"Para ilmuwan dengan tajam menyadari implikasi etis dari pekerjaan mereka."
knit,"The community was closely knit by shared cultural traditions.",결속시키다,"공동체는 공유된 문화적 전통으로 밀접하게 결속되어 있었다.",結びつける,"そのコミュニティは共有する文化的伝統で緊密に結びついていた。",紧密联结,"社区因共同的文化传统而紧密联结。",unir,"La comunidad estaba estrechamente unida por tradiciones culturales compartidas.",gắn kết,"Cộng đồng được gắn kết chặt chẽ bởi các truyền thống văn hóa chung.",ถักทอ,"ชุมชนถูกถักทออย่างแน่นแฟ้นด้วยประเพณีวัฒนธรรมร่วมกัน",merajut,"Komunitas itu erat dirajut oleh tradisi budaya bersama."
laborious,"The data collection process was laborious and time-consuming.",힘든,"데이터 수집 과정은 힘들고 시간이 많이 소요되었다.",骨の折れる,"データ収集プロセスは骨の折れる時間のかかるものだった。",费力的,"数据收集过程是费力且耗时的。",laborioso,"El proceso de recolección de datos fue laborioso y requirió mucho tiempo.",vất vả,"Quá trình thu thập dữ liệu rất vất vả và tốn thời gian.",ลำบาก,"กระบวนการเก็บข้อมูลเป็นเรื่องลำบากและใช้เวลานาน",melelahkan,"Proses pengumpulan data itu melelahkan dan memakan waktu."
lackluster,"The company's lackluster performance led to a decline in share prices.",활기 없는,"회사의 활기 없는 실적이 주가 하락으로 이어졌다.",精彩さに欠ける,"会社の精彩さに欠ける業績が株価の下落を招いた。",暗淡的,"公司暗淡的业绩导致股价下跌。",mediocre,"El desempeño mediocre de la empresa llevó a una caída en el precio de las acciones.",mờ nhạt,"Hiệu suất mờ nhạt của công ty dẫn đến sự sụt giảm giá cổ phiếu.",ไม่สดใส,"ผลงานที่ไม่สดใสของบริษัทนำไปสู่การลดลงของราคาหุ้น",tidak memuaskan,"Kinerja perusahaan yang tidak memuaskan menyebabkan penurunan harga saham."
laconic,"The professor's laconic reply left students wanting more detail.",간결한,"교수의 간결한 답변은 학생들이 더 많은 설명을 원하게 했다.",簡潔な,"教授の簡潔な返答は学生たちにもっと詳しく知りたいと思わせた。",简洁的,"教授简洁的回答让学生们想要更多细节。",lacónico,"La respuesta lacónica del profesor dejó a los estudiantes queriendo más detalles.",ngắn gọn,"Câu trả lời ngắn gọn của giáo sư khiến sinh viên muốn biết thêm chi tiết.",สั้นกระชับ,"คำตอบสั้นกระชับของอาจารย์ทำให้นักศึกษาอยากได้รายละเอียดมากขึ้น",singkat,"Jawaban singkat profesor itu membuat mahasiswa menginginkan detail lebih."
lambaste,"Critics lambasted the government's handling of the crisis.",맹비난하다,"비평가들이 정부의 위기 대처를 맹비난했다.",激しく非難する,"批評家たちは政府の危機対応を激しく非難した。",猛烈抨击,"批评者猛烈抨击了政府对危机的处理。",criticar duramente,"Los críticos criticaron duramente el manejo de la crisis por parte del gobierno.",chỉ trích gay gắt,"Các nhà phê bình chỉ trích gay gắt cách chính phủ xử lý cuộc khủng hoảng.",วิพากษ์อย่างรุนแรง,"นักวิจารณ์วิพากษ์อย่างรุนแรงต่อการจัดการวิกฤตของรัฐบาล",mengecam keras,"Kritikus mengecam keras penanganan krisis oleh pemerintah."
languor,"A sense of languor pervaded the office during the summer heat.",나른함,"여름 더위 동안 나른함이 사무실에 퍼졌다.",倦怠,"夏の暑さの中、倦怠感がオフィスに漂っていた。",倦怠,"夏天的炎热使办公室弥漫着一种倦怠感。",languidez,"Una sensación de languidez invadió la oficina durante el calor del verano.",sự uể oải,"Cảm giác uể oải bao trùm văn phòng trong cái nóng mùa hè.",ความเฉื่อยชา,"ความเฉื่อยชาแผ่ปกคลุมสำนักงานในช่วงอากาศร้อนของฤดูร้อน",kelesuan,"Rasa kelesuan melanda kantor selama musim panas."
largesse,"The billionaire's largesse funded numerous university scholarships.",관대한 기부,"억만장자의 관대한 기부가 수많은 대학 장학금을 지원했다.",気前の良さ,"その億万長者の気前の良さが多くの大学奨学金を支えた。",慷慨,"这位亿万富翁的慷慨资助了众多大学奖学金。",generosidad,"La generosidad del multimillonario financió numerosas becas universitarias.",sự hào phóng,"Sự hào phóng của tỷ phú đã tài trợ cho nhiều học bổng đại học.",ความเอื้อเฟื้อ,"ความเอื้อเฟื้อของมหาเศรษฐีให้ทุนสนับสนุนทุนการศึกษามหาวิทยาลัยมากมาย",kemurahan hati,"Kemurahan hati miliarder itu mendanai banyak beasiswa universitas."
laudable,"The organization's efforts to reduce carbon emissions are laudable.",칭찬할 만한,"탄소 배출을 줄이려는 그 단체의 노력은 칭찬할 만하다.",称賛に値する,"炭素排出を削減するその組織の努力は称賛に値する。",值得称赞的,"该组织减少碳排放的努力值得称赞。",loable,"Los esfuerzos de la organización para reducir las emisiones de carbono son loables.",đáng khen ngợi,"Những nỗ lực giảm phát thải carbon của tổ chức rất đáng khen ngợi.",น่าชื่นชม,"ความพยายามขององค์กรในการลดการปล่อยคาร์บอนน่าชื่นชม",terpuji,"Upaya organisasi untuk mengurangi emisi karbon sangat terpuji."
laxity,"The laxity in data protection led to a major security breach.",해이,"데이터 보호의 해이가 주요 보안 침해로 이어졌다.",怠慢,"データ保護の怠慢が重大なセキュリティ侵害を引き起こした。",松懈,"数据保护的松懈导致了重大安全漏洞。",laxitud,"La laxitud en la protección de datos provocó una importante brecha de seguridad.",sự lơ là,"Sự lơ là trong bảo vệ dữ liệu dẫn đến vi phạm an ninh nghiêm trọng.",ความหย่อนยาน,"ความหย่อนยานในการปกป้องข้อมูลนำไปสู่การละเมิดความปลอดภัยครั้งใหญ่",kelalaian,"Kelalaian dalam perlindungan data menyebabkan pelanggaran keamanan besar."
leaflet,"Researchers distributed leaflets to recruit study participants.",전단지,"연구자들은 연구 참가자를 모집하기 위해 전단지를 배포했다.",リーフレット,"研究者たちは研究参加者を募るためにリーフレットを配布した。",传单,"研究人员分发传单以招募研究参与者。",folleto,"Los investigadores distribuyeron folletos para reclutar participantes del estudio.",tờ rơi,"Các nhà nghiên cứu phân phát tờ rơi để tuyển người tham gia nghiên cứu.",แผ่นพับ,"นักวิจัยแจกแผ่นพับเพื่อสรรหาผู้เข้าร่วมการศึกษา",selebaran,"Peneliti membagikan selebaran untuk merekrut peserta studi."
leapfrog,"Developing nations can leapfrog traditional industrialization through technology.",뛰어넘다,"개발도상국은 기술을 통해 전통적 산업화를 뛰어넘을 수 있다.",飛び越える,"発展途上国はテクノロジーによって従来の工業化を飛び越えることができる。",跨越,"发展中国家可以通过技术跨越传统工业化。",saltar,"Las naciones en desarrollo pueden saltar la industrialización tradicional a través de la tecnología.",nhảy cóc,"Các quốc gia đang phát triển có thể nhảy cóc qua công nghiệp hóa truyền thống nhờ công nghệ.",กระโดดข้าม,"ประเทศกำลังพัฒนาสามารถกระโดดข้ามการปฏิวัติอุตสาหกรรมแบบดั้งเดิมผ่านเทคโนโลยี",melompati,"Negara berkembang dapat melompati industrialisasi tradisional melalui teknologi."
legion,"The problems facing urban planners are legion.",수많은,"도시 계획가들이 직면한 문제는 수없이 많다.",多数の,"都市計画者が直面する問題は多数にのぼる。",大量的,"城市规划者面临的问题是大量的。",numeroso,"Los problemas que enfrentan los urbanistas son numerosos.",vô số,"Các vấn đề mà nhà quy hoạch đô thị phải đối mặt là vô số.",มากมาย,"ปัญหาที่นักวางผังเมืองเผชิญมีมากมาย",banyak sekali,"Masalah yang dihadapi perencana kota banyak sekali."
lethargy,"Economic lethargy gripped the nation following the financial crisis.",무기력,"금융 위기 이후 경제적 무기력이 나라를 사로잡았다.",無気力,"金融危機後、経済的無気力が国を覆った。",低迷,"金融危机后经济低迷笼罩全国。",letargo,"El letargo económico se apoderó de la nación tras la crisis financiera.",sự trì trệ,"Sự trì trệ kinh tế bao trùm đất nước sau cuộc khủng hoảng tài chính.",ความเฉื่อยชา,"ความเฉื่อยชาทางเศรษฐกิจครอบงำประเทศหลังวิกฤตการเงิน",kelesuan,"Kelesuan ekonomi mencengkeram negara setelah krisis keuangan."
levity,"The speaker introduced some levity into an otherwise serious conference.",가벼움,"연사는 그렇지 않으면 진지한 회의에 약간의 가벼움을 도입했다.",軽妙さ,"講演者は他の点では真剣な会議に軽妙さを加えた。",轻松,"演讲者为原本严肃的会议增添了一些轻松。",ligereza,"El orador introdujo algo de ligereza en una conferencia por lo demás seria.",sự hài hước,"Diễn giả đã đưa vào một chút hài hước cho hội nghị nghiêm túc.",ความตลกขบขัน,"ผู้บรรยายนำความตลกขบขันเข้ามาในการประชุมที่จริงจัง",kejenakaan,"Pembicara memperkenalkan kejenakaan ke konferensi yang serius."
lexicon,"New technological terms are constantly being added to the English lexicon.",어휘,"새로운 기술 용어들이 끊임없이 영어 어휘에 추가되고 있다.",語彙,"新しい技術用語が絶えず英語の語彙に加えられている。",词汇,"新的科技术语不断被加入英语词汇中。",léxico,"Los nuevos términos tecnológicos se agregan constantemente al léxico inglés.",từ vựng,"Các thuật ngữ công nghệ mới liên tục được bổ sung vào từ vựng tiếng Anh.",พจนานุกรม,"คำศัพท์เทคโนโลยีใหม่ถูกเพิ่มเข้าพจนานุกรมภาษาอังกฤษอย่างต่อเนื่อง",leksikon,"Istilah-istilah teknologi baru terus ditambahkan ke leksikon bahasa Inggris."
lignite,"Lignite is a lower grade of coal used in some power stations.",갈탄,"갈탄은 일부 발전소에서 사용되는 저급 석탄이다.",褐炭,"褐炭は一部の発電所で使用される低品位の石炭である。",褐煤,"褐煤是一种用于某些发电站的低品位煤。",lignito,"El lignito es un tipo de carbón de baja calidad utilizado en algunas centrales eléctricas.",than nâu,"Than nâu là loại than cấp thấp được sử dụng ở một số nhà máy điện.",ลิกไนต์,"ลิกไนต์เป็นถ่านหินเกรดต่ำที่ใช้ในโรงไฟฟ้าบางแห่ง",lignit,"Lignit adalah batu bara kualitas rendah yang digunakan di beberapa pembangkit listrik."
liaise,"The coordinator will liaise between the departments to ensure smooth collaboration.",연락을 취하다,"코디네이터가 원활한 협업을 위해 부서 간 연락을 취할 것이다.",連絡を取る,"コーディネーターが円滑な連携のために部署間の連絡を取る。",联络,"协调员将在各部门之间联络以确保顺畅合作。",enlazar,"El coordinador enlazará entre los departamentos para asegurar una colaboración fluida.",liên lạc,"Điều phối viên sẽ liên lạc giữa các phòng ban để đảm bảo hợp tác suôn sẻ.",ประสานงาน,"ผู้ประสานงานจะประสานงานระหว่างแผนกเพื่อให้ความร่วมมือเป็นไปอย่างราบรื่น",menghubungkan,"Koordinator akan menghubungkan antar departemen untuk memastikan kolaborasi lancar."
lineage,"The study traced the lineage of the royal family over five centuries.",혈통,"이 연구는 5세기에 걸친 왕실의 혈통을 추적했다.",血統,"この研究は5世紀にわたる王家の血統を追跡した。",血统,"该研究追溯了五个世纪以来的王室血统。",linaje,"El estudio rastreó el linaje de la familia real a lo largo de cinco siglos.",dòng dõi,"Nghiên cứu đã truy tìm dòng dõi của hoàng gia qua năm thế kỷ.",สายตระกูล,"การศึกษาสืบสายตระกูลของราชวงศ์ย้อนหลังห้าศตวรรษ",garis keturunan,"Studi itu menelusuri garis keturunan keluarga kerajaan selama lima abad."
listless,"Students appeared listless during the afternoon lectures.",무기력한,"학생들은 오후 강의 동안 무기력해 보였다.",無気力な,"学生たちは午後の講義中、無気力に見えた。",无精打采的,"学生们在下午的讲座中显得无精打采。",apático,"Los estudiantes parecían apáticos durante las conferencias de la tarde.",uể oải,"Sinh viên có vẻ uể oải trong các buổi giảng buổi chiều.",เซื่องซึม,"นักศึกษาดูเซื่องซึมระหว่างการบรรยายช่วงบ่าย",lesu,"Mahasiswa tampak lesu selama kuliah sore."
litigant,"Both litigants presented compelling evidence to the court.",소송 당사자,"양쪽 소송 당사자가 법원에 설득력 있는 증거를 제시했다.",訴訟当事者,"両訴訟当事者が裁判所に説得力のある証拠を提出した。",诉讼当事人,"双方诉讼当事人向法庭提交了有力的证据。",litigante,"Ambos litigantes presentaron pruebas convincentes al tribunal.",bên tranh tụng,"Cả hai bên tranh tụng đều trình bày bằng chứng thuyết phục trước tòa.",คู่ความ,"คู่ความทั้งสองฝ่ายนำเสนอหลักฐานที่น่าเชื่อถือต่อศาล",pihak berperkara,"Kedua pihak berperkara menyajikan bukti yang meyakinkan ke pengadilan."
lodgement,"The lodgement of the formal complaint initiated an investigation.",제출,"공식 불만의 제출이 조사를 시작하게 했다.",提出,"正式な苦情の提出が調査を開始させた。",提交,"正式投诉的提交启动了调查。",presentación,"La presentación de la queja formal inició una investigación.",sự nộp,"Sự nộp đơn khiếu nại chính thức đã khởi động một cuộc điều tra.",การยื่น,"การยื่นเรื่องร้องเรียนอย่างเป็นทางการเริ่มต้นการสอบสวน",pengajuan,"Pengajuan pengaduan resmi memulai penyelidikan."
lopsided,"The lopsided distribution of wealth creates social tension.",불균형한,"부의 불균형한 분배가 사회적 긴장을 만든다.",偏った,"富の偏った分配が社会的緊張を生む。",不平衡的,"财富的不平衡分配造成了社会紧张。",desequilibrado,"La distribución desequilibrada de la riqueza crea tensión social.",mất cân đối,"Sự phân phối tài sản mất cân đối tạo ra căng thẳng xã hội.",ไม่สมดุล,"การกระจายความมั่งคั่งที่ไม่สมดุลสร้างความตึงเครียดทางสังคม",tidak seimbang,"Distribusi kekayaan yang tidak seimbang menciptakan ketegangan sosial."
